# event_ticker=KXATPMATCH-25SEP20VUKBUB
# final_score=6-7(6) 6-4 6-4
# score_resolution=7-6 4-6 4-6
# match_winner=Alexander Bublik
# fav_player=Aleksandar Vukic
# dog_player=Alexander Bublik
# kalshi_date=2025-09-20
timestamp,Aleksandar Vukic,Alexander Bublik
2025-09-20T11:05:00Z,55.75,46.00
2025-09-20T11:06:00Z,52.96,47.53
2025-09-20T11:07:00Z,51.36,46.00
2025-09-20T11:08:00Z,53.15,46.00
2025-09-20T11:09:00Z,58.36,46.00
2025-09-20T11:10:00Z,58.49,43.00
2025-09-20T11:11:00Z,59.00,42.14
2025-09-20T11:12:00Z,58.65,44.17
2025-09-20T11:13:00Z,60.61,42.00
2025-09-20T11:14:00Z,55.60,43.66
2025-09-20T11:15:00Z,61.67,39.00
2025-09-20T11:16:00Z,62.46,37.76
2025-09-20T11:17:00Z,62.00,38.16
2025-09-20T11:18:00Z,67.59,33.95
2025-09-20T11:19:00Z,71.13,29.10
2025-09-20T11:20:00Z,63.91,39.86
2025-09-20T11:21:00Z,65.85,31.61
2025-09-20T11:22:00Z,62.00,40.92
2025-09-20T11:23:00Z,54.52,45.97
2025-09-20T11:24:00Z,49.00,56.15
2025-09-20T11:25:00Z,44.66,57.72
2025-09-20T11:26:00Z,33.28,67.09
2025-09-20T11:27:00Z,31.65,68.00
2025-09-20T11:28:00Z,28.87,72.00
2025-09-20T11:29:00Z,26.99,72.96
2025-09-20T11:30:00Z,26.83,73.00
2025-09-20T11:31:00Z,28.00,73.00
2025-09-20T11:32:00Z,28.10,72.04
2025-09-20T11:33:00Z,30.35,70.70
2025-09-20T11:34:00Z,28.99,70.70
2025-09-20T11:35:00Z,28.99,76.94
2025-09-20T11:36:00Z,17.13,79.65
2025-09-20T11:37:00Z,19.76,85.36
2025-09-20T11:38:00Z,24.11,75.82
2025-09-20T11:39:00Z,22.31,79.81
2025-09-20T11:40:00Z,22.80,73.00
2025-09-20T11:41:00Z,30.49,71.05
2025-09-20T11:42:00Z,33.66,74.78
2025-09-20T11:43:00Z,29.47,70.00
2025-09-20T11:44:00Z,28.71,76.00
2025-09-20T11:45:00Z,23.69,77.73
2025-09-20T11:46:00Z,27.22,72.00
2025-09-20T11:47:00Z,22.54,77.00
2025-09-20T11:48:00Z,17.35,88.00
2025-09-20T11:49:00Z,13.04,83.76
2025-09-20T11:50:00Z,6.25,93.17
2025-09-20T11:51:00Z,8.37,94.40
2025-09-20T11:52:00Z,7.93,89.60
2025-09-20T11:53:00Z,7.42,91.07
2025-09-20T11:54:00Z,6.00,93.48
2025-09-20T11:55:00Z,6.30,96.00
2025-09-20T11:56:00Z,6.95,93.00
2025-09-20T11:57:00Z,7.10,92.00
2025-09-20T11:59:00Z,4.85,96.90
2025-09-20T12:00:00Z,2.63,98.00
2025-09-20T12:01:00Z,3.47,97.01
2025-09-20T12:02:00Z,4.22,96.44
2025-09-20T12:03:00Z,5.12,96.44
2025-09-20T12:04:00Z,5.63,94.33
2025-09-20T12:05:00Z,6.11,92.83
2025-09-20T12:06:00Z,3.83,92.83
2025-09-20T12:07:00Z,3.00,92.83
2025-09-20T12:08:00Z,3.00,97.19
2025-09-20T12:09:00Z,1.79,97.00
2025-09-20T12:10:00Z,2.94,96.99
2025-09-20T12:11:00Z,3.36,96.00
2025-09-20T12:12:00Z,4.00,94.45
2025-09-20T12:13:00Z,6.59,93.56
2025-09-20T12:14:00Z,5.66,96.42
2025-09-20T12:15:00Z,1.00,99.00
2025-09-20T12:16:00Z,1.00,99.00
2025-09-20T12:20:00Z,1.00,99.00
