# event_ticker=KXATPMATCH-25SEP20VUKBUB
# final_score=6-7(6) 6-4 6-4
# score_resolution=7-6 4-6 4-6
# match_winner=Alexander Bublik
# fav_player=Aleksandar Vukic
# dog_player=Alexander Bublik
# kalshi_date=2025-09-20
timestamp,Aleksandar Vukic,Alexander Bublik
2025-09-19T22:16:00Z,,69.00
2025-09-19T22:28:00Z,31.00,69.00
2025-09-19T22:31:00Z,32.53,66.63
2025-09-19T22:33:00Z,32.53,66.00
2025-09-19T22:37:00Z,32.53,66.00
2025-09-19T22:38:00Z,31.00,66.00
2025-09-19T23:44:00Z,31.00,72.00
2025-09-20T00:39:00Z,31.00,73.53
2025-09-20T01:12:00Z,28.00,73.53
2025-09-20T01:52:00Z,28.00,73.53
2025-09-20T02:36:00Z,28.00,73.00
2025-09-20T03:06:00Z,28.00,73.00
2025-09-20T03:24:00Z,28.00,73.00
2025-09-20T03:47:00Z,28.00,73.00
2025-09-20T03:56:00Z,28.00,73.00
2025-09-20T04:04:00Z,28.00,73.00
2025-09-20T04:05:00Z,28.00,73.00
2025-09-20T04:23:00Z,28.00,73.00
2025-09-20T04:24:00Z,28.00,73.52
2025-09-20T04:30:00Z,28.00,73.98
2025-09-20T04:31:00Z,28.00,74.00
2025-09-20T04:32:00Z,28.00,74.00
2025-09-20T04:40:00Z,28.00,74.00
2025-09-20T04:49:00Z,28.00,73.00
2025-09-20T04:54:00Z,28.00,73.00
2025-09-20T04:55:00Z,28.00,71.18
2025-09-20T05:01:00Z,28.00,71.00
2025-09-20T05:02:00Z,30.00,71.00
2025-09-20T05:04:00Z,30.00,71.00
2025-09-20T05:07:00Z,30.00,71.00
2025-09-20T05:08:00Z,30.00,71.00
2025-09-20T05:09:00Z,30.00,71.81
2025-09-20T05:21:00Z,30.00,72.00
2025-09-20T05:22:00Z,29.00,72.00
2025-09-20T05:23:00Z,29.00,72.00
2025-09-20T05:25:00Z,29.00,72.00
2025-09-20T05:27:00Z,29.00,72.00
2025-09-20T05:32:00Z,29.00,72.00
2025-09-20T05:33:00Z,29.00,72.00
2025-09-20T05:40:00Z,29.00,72.00
2025-09-20T05:47:00Z,29.00,72.00
2025-09-20T05:50:00Z,29.00,72.00
2025-09-20T05:58:00Z,29.00,72.00
2025-09-20T06:00:00Z,29.00,72.00
2025-09-20T06:02:00Z,29.00,72.00
2025-09-20T06:04:00Z,29.69,72.00
2025-09-20T06:10:00Z,29.69,71.00
2025-09-20T06:12:00Z,29.69,71.00
2025-09-20T06:14:00Z,30.72,71.00
2025-09-20T06:15:00Z,30.72,70.00
2025-09-20T06:22:00Z,31.00,70.00
2025-09-20T06:28:00Z,31.00,70.00
2025-09-20T06:29:00Z,31.00,70.00
2025-09-20T06:44:00Z,31.00,70.00
2025-09-20T06:46:00Z,31.00,71.00
2025-09-20T06:57:00Z,30.00,71.00
2025-09-20T07:01:00Z,30.00,71.00
2025-09-20T07:02:00Z,30.00,71.00
2025-09-20T07:03:00Z,30.00,71.00
2025-09-20T07:04:00Z,30.00,71.00
2025-09-20T07:07:00Z,30.00,71.00
2025-09-20T07:09:00Z,30.00,71.00
2025-09-20T07:12:00Z,30.00,71.00
2025-09-20T07:14:00Z,30.00,71.00
2025-09-20T07:15:00Z,30.00,71.00
2025-09-20T07:16:00Z,30.00,71.00
2025-09-20T07:18:00Z,30.00,71.00
2025-09-20T07:21:00Z,30.00,71.00
2025-09-20T07:23:00Z,30.00,71.00
2025-09-20T07:24:00Z,30.00,71.00
2025-09-20T07:26:00Z,30.00,71.00
2025-09-20T07:32:00Z,30.00,71.00
2025-09-20T07:33:00Z,30.00,71.00
2025-09-20T07:34:00Z,30.00,71.00
2025-09-20T07:41:00Z,30.00,71.00
2025-09-20T07:49:00Z,30.00,71.00
2025-09-20T07:55:00Z,25.12,73.51
2025-09-20T08:01:00Z,26.00,73.51
2025-09-20T08:02:00Z,26.00,76.00
2025-09-20T08:10:00Z,26.00,75.00
2025-09-20T08:17:00Z,26.00,75.00
2025-09-20T08:19:00Z,26.00,75.00
2025-09-20T08:31:00Z,26.00,75.00
2025-09-20T08:32:00Z,26.00,75.00
2025-09-20T08:38:00Z,26.00,75.00
2025-09-20T08:44:00Z,26.00,75.00
2025-09-20T08:51:00Z,26.00,75.00
2025-09-20T08:52:00Z,26.62,75.00
2025-09-20T08:53:00Z,26.00,75.00
2025-09-20T08:54:00Z,26.00,75.00
2025-09-20T08:58:00Z,26.00,74.00
2025-09-20T09:04:00Z,26.62,74.00
2025-09-20T09:11:00Z,27.00,74.00
2025-09-20T09:13:00Z,27.00,74.00
2025-09-20T09:17:00Z,27.00,74.00
2025-09-20T09:18:00Z,27.00,75.00
2025-09-20T09:20:00Z,27.00,75.00
2025-09-20T09:22:00Z,27.00,76.00
2025-09-20T09:27:00Z,26.00,76.00
2025-09-20T09:36:00Z,26.00,75.00
2025-09-20T09:39:00Z,27.00,75.00
2025-09-20T09:42:00Z,28.00,75.00
2025-09-20T09:45:00Z,27.00,75.00
2025-09-20T09:47:00Z,27.00,74.00
2025-09-20T09:48:00Z,27.00,74.00
2025-09-20T09:49:00Z,27.00,74.75
2025-09-20T09:50:00Z,26.00,73.00
2025-09-20T09:51:00Z,27.00,73.00
2025-09-20T09:52:00Z,26.83,75.06
2025-09-20T09:53:00Z,26.83,75.00
2025-09-20T09:55:00Z,29.00,75.00
2025-09-20T09:56:00Z,29.00,74.76
2025-09-20T09:57:00Z,28.00,74.76
2025-09-20T09:58:00Z,28.00,74.76
2025-09-20T09:59:00Z,28.00,73.00
2025-09-20T10:00:00Z,28.00,73.00
2025-09-20T10:01:00Z,28.00,73.00
2025-09-20T10:02:00Z,26.05,75.00
2025-09-20T10:03:00Z,26.00,75.00
2025-09-20T10:04:00Z,26.00,76.00
2025-09-20T10:05:00Z,27.01,76.39
2025-09-20T10:06:00Z,29.51,73.00
2025-09-20T10:07:00Z,29.51,74.23
2025-09-20T10:11:00Z,25.00,74.48
2025-09-20T10:12:00Z,25.00,72.00
2025-09-20T10:13:00Z,31.00,71.00
2025-09-20T10:14:00Z,30.00,70.18
2025-09-20T10:15:00Z,30.00,73.00
2025-09-20T10:16:00Z,30.00,73.00
2025-09-20T10:17:00Z,28.00,73.20
2025-09-20T10:18:00Z,28.00,77.00
2025-09-20T10:19:00Z,28.00,75.00
2025-09-20T10:20:00Z,30.97,75.00
2025-09-20T10:21:00Z,30.97,71.00
2025-09-20T10:22:00Z,31.54,72.00
2025-09-20T10:23:00Z,29.00,72.00
2025-09-20T10:24:00Z,29.01,72.00
2025-09-20T10:25:00Z,33.00,72.00
2025-09-20T10:26:00Z,33.00,67.00
2025-09-20T10:27:00Z,31.00,70.00
2025-09-20T10:28:00Z,32.07,70.00
2025-09-20T10:29:00Z,31.00,70.00
2025-09-20T10:30:00Z,31.00,69.64
2025-09-20T10:31:00Z,36.24,67.02
2025-09-20T10:32:00Z,34.00,68.35
2025-09-20T10:33:00Z,32.00,68.23
2025-09-20T10:34:00Z,30.79,71.00
2025-09-20T10:35:00Z,32.00,71.00
2025-09-20T10:36:00Z,34.00,67.61
2025-09-20T10:37:00Z,27.77,73.48
2025-09-20T10:38:00Z,22.00,78.86
2025-09-20T10:39:00Z,27.60,71.00
2025-09-20T10:40:00Z,27.00,71.00
2025-09-20T10:41:00Z,34.29,66.00
2025-09-20T10:42:00Z,34.29,66.41
2025-09-20T10:43:00Z,31.41,69.00
2025-09-20T10:44:00Z,31.41,65.68
2025-09-20T10:45:00Z,41.49,62.00
2025-09-20T10:46:00Z,48.17,54.21
2025-09-20T10:47:00Z,48.35,51.12
2025-09-20T10:48:00Z,56.37,45.03
2025-09-20T10:49:00Z,51.33,52.00
2025-09-20T10:50:00Z,33.00,68.89
2025-09-20T10:51:00Z,39.89,61.32
2025-09-20T10:52:00Z,55.07,46.65
2025-09-20T10:53:00Z,58.00,42.43
2025-09-20T10:54:00Z,57.01,43.46
2025-09-20T10:55:00Z,52.79,52.00
2025-09-20T10:56:00Z,44.79,57.98
2025-09-20T10:57:00Z,57.63,47.99
2025-09-20T10:58:00Z,60.00,42.00
2025-09-20T10:59:00Z,56.46,44.00
2025-09-20T11:00:00Z,55.00,46.00
2025-09-20T11:01:00Z,55.65,43.91
2025-09-20T11:02:00Z,59.20,39.00
2025-09-20T11:03:00Z,58.60,42.00
2025-09-20T11:04:00Z,59.23,42.00
