# event_ticker=KXATPCHALLENGERMATCH-26APR22BROSCH
# final_score=6-7(6) 6-3 6-2
# score_resolution=6-7 6-3 6-2
# match_winner=Tristan Schoolkate
# fav_player=Tristan Schoolkate
# dog_player=Liam Broady
# kalshi_date=2026-04-22
timestamp,Liam Broady,Tristan Schoolkate
2026-04-23T04:07:00Z,53.02,46.00
2026-04-23T04:08:00Z,53.00,47.00
2026-04-23T04:10:00Z,55.06,47.00
2026-04-23T04:13:00Z,55.06,46.88
2026-04-23T04:15:00Z,55.00,46.88
2026-04-23T04:16:00Z,56.00,46.88
2026-04-23T04:17:00Z,56.25,46.88
2026-04-23T04:18:00Z,56.00,46.00
2026-04-23T04:19:00Z,55.00,46.00
2026-04-23T04:20:00Z,53.00,46.00
2026-04-23T04:21:00Z,55.00,46.00
2026-04-23T04:22:00Z,55.00,46.00
2026-04-23T04:23:00Z,55.00,46.00
2026-04-23T04:24:00Z,53.00,46.79
2026-04-23T04:25:00Z,53.00,47.00
2026-04-23T04:26:00Z,55.09,47.00
2026-04-23T04:27:00Z,55.00,44.46
2026-04-23T04:28:00Z,55.00,44.46
2026-04-23T04:31:00Z,55.00,46.00
2026-04-23T04:32:00Z,53.00,44.00
2026-04-23T04:34:00Z,56.00,44.00
2026-04-23T04:35:00Z,56.00,46.75
2026-04-23T04:36:00Z,53.00,46.75
2026-04-23T04:38:00Z,55.00,46.95
2026-04-23T04:39:00Z,55.72,46.00
2026-04-23T04:40:00Z,55.98,46.00
2026-04-23T04:41:00Z,56.00,46.00
2026-04-23T04:42:00Z,56.00,46.00
2026-04-23T04:43:00Z,56.00,46.85
2026-04-23T04:44:00Z,56.00,47.00
2026-04-23T04:46:00Z,55.00,47.00
2026-04-23T04:47:00Z,55.00,47.00
2026-04-23T04:48:00Z,55.00,47.00
2026-04-23T04:50:00Z,55.00,46.00
2026-04-23T04:51:00Z,55.00,46.00
2026-04-23T04:52:00Z,55.00,46.00
2026-04-23T04:53:00Z,56.00,46.00
2026-04-23T04:54:00Z,56.00,46.00
2026-04-23T04:55:00Z,55.95,47.00
2026-04-23T04:57:00Z,55.95,47.00
2026-04-23T04:58:00Z,55.95,47.00
2026-04-23T04:59:00Z,53.78,47.00
2026-04-23T05:00:00Z,53.00,46.80
2026-04-23T05:04:00Z,55.88,46.00
2026-04-23T05:05:00Z,55.88,46.91
2026-04-23T05:07:00Z,55.88,46.00
2026-04-23T05:08:00Z,55.88,46.83
2026-04-23T05:09:00Z,55.88,46.90
2026-04-23T05:10:00Z,55.88,47.00
2026-04-23T05:11:00Z,55.88,47.00
2026-04-23T05:12:00Z,55.88,47.00
2026-04-23T05:15:00Z,55.00,45.00
2026-04-23T05:17:00Z,55.00,47.00
2026-04-23T05:18:00Z,55.00,47.00
2026-04-23T05:19:00Z,55.00,47.00
2026-04-23T05:21:00Z,55.00,47.00
2026-04-23T05:23:00Z,55.14,47.00
2026-04-23T05:24:00Z,55.53,47.00
2026-04-23T05:27:00Z,55.81,47.00
2026-04-23T05:28:00Z,55.81,46.99
2026-04-23T05:29:00Z,56.00,46.00
2026-04-23T05:30:00Z,56.00,46.00
2026-04-23T05:31:00Z,56.00,46.00
2026-04-23T05:32:00Z,56.00,46.00
2026-04-23T05:33:00Z,56.24,46.00
2026-04-23T05:34:00Z,57.00,45.00
2026-04-23T05:35:00Z,57.00,45.80
2026-04-23T05:37:00Z,55.00,46.00
2026-04-23T05:39:00Z,56.36,46.00
2026-04-23T05:40:00Z,57.00,45.00
2026-04-23T05:41:00Z,57.00,45.00
2026-04-23T05:42:00Z,57.00,45.00
2026-04-23T05:43:00Z,57.00,45.00
2026-04-23T05:44:00Z,57.84,45.00
2026-04-23T05:45:00Z,57.00,45.00
2026-04-23T05:46:00Z,57.51,44.99
2026-04-23T05:47:00Z,57.00,44.09
2026-04-23T05:48:00Z,57.00,45.33
2026-04-23T05:49:00Z,57.00,45.96
2026-04-23T05:50:00Z,54.15,45.96
2026-04-23T05:51:00Z,56.00,45.75
2026-04-23T05:52:00Z,56.00,46.00
2026-04-23T05:53:00Z,56.00,46.00
2026-04-23T05:54:00Z,56.00,46.10
2026-04-23T05:55:00Z,55.24,47.00
2026-04-23T05:56:00Z,53.63,47.23
2026-04-23T05:57:00Z,53.62,48.62
2026-04-23T05:58:00Z,54.00,49.00
2026-04-23T05:59:00Z,55.87,48.16
2026-04-23T06:00:00Z,52.91,48.92
2026-04-23T06:01:00Z,54.91,47.99
2026-04-23T06:02:00Z,49.47,51.69
2026-04-23T06:03:00Z,49.53,50.14
2026-04-23T06:04:00Z,52.12,48.89
2026-04-23T06:05:00Z,55.80,47.00
2026-04-23T06:06:00Z,54.06,46.88
2026-04-23T06:07:00Z,57.78,41.75
2026-04-23T06:08:00Z,57.80,44.52
2026-04-23T06:09:00Z,53.54,47.96
2026-04-23T06:10:00Z,51.79,50.14
2026-04-23T06:11:00Z,48.83,53.96
2026-04-23T06:12:00Z,50.65,50.33
2026-04-23T06:13:00Z,51.53,49.49
2026-04-23T06:14:00Z,52.59,48.29
2026-04-23T06:15:00Z,51.63,50.22
2026-04-23T06:16:00Z,52.02,48.55
2026-04-23T06:17:00Z,49.02,52.21
2026-04-23T06:18:00Z,49.49,52.96
2026-04-23T06:19:00Z,53.61,48.39
2026-04-23T06:20:00Z,54.00,47.86
2026-04-23T06:21:00Z,55.16,46.42
2026-04-23T06:22:00Z,56.78,45.02
2026-04-23T06:23:00Z,53.84,46.06
2026-04-23T06:24:00Z,51.00,49.08
2026-04-23T06:25:00Z,50.30,50.85
2026-04-23T06:26:00Z,51.79,48.17
2026-04-23T06:27:00Z,51.59,48.97
2026-04-23T06:28:00Z,44.77,56.19
2026-04-23T06:29:00Z,46.33,55.26
2026-04-23T06:30:00Z,48.92,54.33
2026-04-23T06:31:00Z,44.06,59.28
2026-04-23T06:32:00Z,42.69,58.94
2026-04-23T06:33:00Z,45.34,55.91
2026-04-23T06:34:00Z,45.02,56.05
2026-04-23T06:35:00Z,45.26,56.07
2026-04-23T06:36:00Z,48.06,52.58
2026-04-23T06:37:00Z,49.01,51.99
2026-04-23T06:38:00Z,53.53,46.50
2026-04-23T06:39:00Z,55.65,44.91
2026-04-23T06:40:00Z,64.73,37.20
2026-04-23T06:41:00Z,64.32,35.52
2026-04-23T06:42:00Z,66.65,32.83
2026-04-23T06:43:00Z,58.63,42.44
2026-04-23T06:44:00Z,54.11,46.40
2026-04-23T06:45:00Z,51.64,49.90
2026-04-23T06:46:00Z,49.12,52.10
2026-04-23T06:47:00Z,46.31,54.46
2026-04-23T06:48:00Z,44.45,56.87
2026-04-23T06:49:00Z,44.87,57.07
2026-04-23T06:50:00Z,43.46,57.07
2026-04-23T06:51:00Z,46.65,53.59
2026-04-23T06:52:00Z,45.23,53.76
2026-04-23T06:53:00Z,43.66,59.41
2026-04-23T06:54:00Z,41.78,58.54
2026-04-23T06:55:00Z,46.45,54.19
2026-04-23T06:56:00Z,46.52,54.20
2026-04-23T06:57:00Z,45.72,57.71
2026-04-23T06:58:00Z,48.66,48.94
2026-04-23T06:59:00Z,51.57,49.66
2026-04-23T07:00:00Z,45.99,54.96
2026-04-23T09:01:00Z,22.41,97.50
2026-04-23T09:02:00Z,22.41,98.81
2026-04-23T09:03:00Z,22.41,99.00
