# event_ticker=KXATPCHALLENGERMATCH-26MAY08NOGCUI
# final_score=7-6(3) 7-6(4)
# score_resolution=7-6 7-6
# match_winner=Jie Cui
# fav_player=Jie Cui
# dog_player=Rio Noguchi
# kalshi_date=2026-05-08
timestamp,Rio Noguchi,Jie Cui
2026-05-07T22:05:00Z,60.00,
2026-05-07T22:43:00Z,61.00,
2026-05-07T22:57:00Z,61.00,
2026-05-07T22:58:00Z,61.00,
2026-05-07T23:03:00Z,61.00,
2026-05-07T23:15:00Z,61.00,
2026-05-08T00:20:00Z,61.00,
2026-05-08T00:33:00Z,61.00,40.00
2026-05-08T01:04:00Z,61.00,40.00
2026-05-08T01:30:00Z,61.00,40.00
2026-05-08T02:10:00Z,61.00,40.00
2026-05-08T02:37:00Z,61.00,40.00
2026-05-08T02:48:00Z,61.00,40.00
2026-05-08T02:54:00Z,61.00,40.00
2026-05-08T03:04:00Z,61.00,40.00
2026-05-08T03:41:00Z,61.00,40.00
2026-05-08T04:22:00Z,61.00,40.00
2026-05-08T04:25:00Z,61.00,41.00
2026-05-08T04:28:00Z,61.00,41.00
2026-05-08T04:34:00Z,61.00,41.00
2026-05-08T04:35:00Z,61.00,41.00
2026-05-08T04:39:00Z,61.00,41.00
2026-05-08T04:41:00Z,61.00,41.00
2026-05-08T04:42:00Z,61.00,41.00
2026-05-08T04:46:00Z,61.00,41.00
2026-05-08T04:47:00Z,61.00,41.00
2026-05-08T04:55:00Z,61.00,41.00
2026-05-08T05:02:00Z,61.00,39.21
2026-05-08T05:06:00Z,61.00,39.00
2026-05-08T05:12:00Z,61.00,39.00
2026-05-08T05:14:00Z,61.00,39.00
2026-05-08T05:22:00Z,61.00,39.00
2026-05-08T05:28:00Z,61.00,39.00
2026-05-08T06:06:00Z,61.00,39.00
2026-05-08T06:14:00Z,61.00,39.00
2026-05-08T06:20:00Z,61.00,39.00
2026-05-08T06:42:00Z,61.00,39.00
2026-05-08T06:45:00Z,61.00,40.00
2026-05-08T06:46:00Z,61.00,40.00
2026-05-08T06:49:00Z,61.00,40.00
2026-05-08T06:58:00Z,61.00,40.00
2026-05-08T06:59:00Z,61.00,40.00
2026-05-08T07:01:00Z,61.00,40.00
2026-05-08T07:03:00Z,61.00,40.00
