# event_ticker=KXATPMATCH-25AUG12NAKZVE
# final_score=6-4 6-4
# match_winner=Alexander Zverev
# fav_player=Alexander Zverev
# dog_player=Brandon Nakashima
# kalshi_date=2025-08-12
timestamp,Alexander Zverev,Brandon Nakashima
2025-08-13T03:47:00Z,97.00,
2025-08-13T03:49:00Z,97.00,3.00
2025-08-13T03:50:00Z,97.00,1.00
2025-08-13T03:52:00Z,97.00,3.00
2025-08-13T04:02:00Z,97.00,3.00
2025-08-13T04:05:00Z,97.00,3.00
2025-08-13T04:08:00Z,97.00,1.00
2025-08-13T04:09:00Z,99.00,1.00
2025-08-13T04:10:00Z,99.00,1.00
2025-08-13T04:13:00Z,99.00,1.00
2025-08-13T04:15:00Z,99.00,3.00
2025-08-13T04:18:00Z,99.00,3.00
2025-08-13T04:19:00Z,99.00,3.00
2025-08-13T04:20:00Z,99.00,3.00
2025-08-13T04:23:00Z,99.00,3.00
2025-08-13T04:25:00Z,99.00,3.00
2025-08-13T04:26:00Z,97.00,3.00
2025-08-13T04:27:00Z,97.00,3.00
2025-08-13T04:32:00Z,99.00,3.00
2025-08-13T04:34:00Z,99.00,3.00
2025-08-13T04:36:00Z,97.00,2.00
2025-08-13T04:41:00Z,99.00,2.00
2025-08-13T04:42:00Z,99.00,2.97
2025-08-13T04:43:00Z,99.00,2.00
2025-08-13T04:46:00Z,99.00,3.00
2025-08-13T04:52:00Z,99.00,3.00
2025-08-13T04:55:00Z,99.00,2.85
2025-08-13T04:56:00Z,99.00,3.00
2025-08-13T04:59:00Z,99.00,2.29
2025-08-13T05:02:00Z,99.00,2.29
2025-08-13T05:05:00Z,99.00,3.00
2025-08-13T05:08:00Z,97.00,3.00
2025-08-13T05:10:00Z,97.00,1.00
2025-08-13T05:14:00Z,97.00,3.00
2025-08-13T05:15:00Z,97.00,3.00
2025-08-13T05:17:00Z,97.00,3.00
2025-08-13T05:19:00Z,97.00,3.00
2025-08-13T05:22:00Z,98.34,3.00
2025-08-13T05:23:00Z,98.34,3.00
2025-08-13T05:24:00Z,98.34,3.00
2025-08-13T05:25:00Z,98.34,3.00
2025-08-13T05:27:00Z,98.34,3.00
2025-08-13T05:29:00Z,98.34,3.00
2025-08-13T05:31:00Z,98.84,2.00
2025-08-13T05:32:00Z,98.84,3.00
2025-08-13T05:37:00Z,97.00,3.00
2025-08-13T05:38:00Z,99.00,3.00
2025-08-13T05:39:00Z,97.00,3.00
2025-08-13T05:41:00Z,97.00,3.00
2025-08-13T05:45:00Z,97.00,3.00
2025-08-13T05:49:00Z,97.00,3.00
2025-08-13T05:50:00Z,97.00,3.00
2025-08-13T05:51:00Z,97.00,3.59
2025-08-13T05:55:00Z,99.00,3.59
2025-08-13T05:58:00Z,99.00,4.00
2025-08-13T06:00:00Z,99.00,4.00
2025-08-13T06:01:00Z,99.00,4.00
2025-08-13T06:04:00Z,99.00,3.00
2025-08-13T06:07:00Z,99.00,3.00
2025-08-13T06:09:00Z,99.00,3.00
2025-08-13T06:15:00Z,99.00,3.00
2025-08-13T06:16:00Z,99.00,2.00
2025-08-13T06:25:00Z,99.00,3.61
2025-08-13T06:27:00Z,99.00,4.00
2025-08-13T06:28:00Z,99.00,4.00
2025-08-13T06:29:00Z,99.00,4.00
2025-08-13T06:32:00Z,99.00,4.00
2025-08-13T06:39:00Z,99.00,4.00
2025-08-13T06:41:00Z,99.00,4.00
2025-08-13T06:42:00Z,99.00,4.00
2025-08-13T06:52:00Z,99.00,4.00
2025-08-13T06:53:00Z,99.00,4.00
2025-08-13T07:01:00Z,99.00,4.00
2025-08-13T07:02:00Z,99.00,4.00
2025-08-13T07:05:00Z,99.00,1.21
2025-08-13T07:16:00Z,99.00,3.00
2025-08-13T07:19:00Z,99.00,3.00
2025-08-13T07:27:00Z,99.00,3.14
2025-08-13T07:32:00Z,99.00,4.00
2025-08-13T07:54:00Z,99.00,4.00
2025-08-13T08:06:00Z,99.00,4.00
2025-08-13T08:26:00Z,99.00,4.00
2025-08-13T08:35:00Z,99.00,4.00
2025-08-13T08:43:00Z,99.00,4.00
2025-08-13T08:55:00Z,97.00,4.00
2025-08-13T08:56:00Z,97.00,4.00
2025-08-13T08:58:00Z,97.00,1.00
2025-08-13T09:04:00Z,97.00,4.00
2025-08-13T09:12:00Z,97.00,4.00
2025-08-13T09:20:00Z,99.00,4.00
2025-08-13T09:22:00Z,99.00,4.00
2025-08-13T09:51:00Z,99.00,4.00
2025-08-13T10:08:00Z,99.00,4.00
2025-08-13T10:14:00Z,98.00,4.00
2025-08-13T10:32:00Z,99.00,4.00
2025-08-13T10:39:00Z,99.00,2.00
2025-08-13T10:44:00Z,99.00,2.00
2025-08-13T10:45:00Z,99.00,2.00
2025-08-13T10:51:00Z,99.00,4.00
2025-08-13T10:52:00Z,99.00,4.00
2025-08-13T10:54:00Z,99.00,4.00
2025-08-13T11:06:00Z,99.00,2.00
2025-08-13T11:12:00Z,97.00,2.00
2025-08-13T11:14:00Z,97.00,2.00
2025-08-13T11:18:00Z,97.00,2.00
2025-08-13T11:27:00Z,97.00,2.00
2025-08-13T11:29:00Z,97.00,2.11
2025-08-13T11:40:00Z,97.00,4.00
2025-08-13T11:46:00Z,97.00,4.00
2025-08-13T11:48:00Z,97.00,4.00
