# event_ticker=KXATPCHALLENGERMATCH-26MAR11BUDBER
# final_score=7-5 6-1
# match_winner=Remy Bertola
# fav_player=Remy Bertola
# dog_player=Nicolai Budkov Kjaer
# kalshi_date=2026-03-11
timestamp,Remy Bertola,Nicolai Budkov Kjaer
2026-03-11T16:16:00Z,45.47,52.23
2026-03-11T16:17:00Z,45.39,58.99
2026-03-11T16:18:00Z,45.00,59.99
2026-03-11T16:19:00Z,52.47,46.79
2026-03-11T16:20:00Z,62.68,36.60
2026-03-11T16:21:00Z,61.45,38.07
2026-03-11T16:22:00Z,54.17,46.22
2026-03-11T16:23:00Z,51.77,48.49
2026-03-11T16:24:00Z,51.24,48.04
2026-03-11T16:25:00Z,59.68,39.86
2026-03-11T16:26:00Z,62.65,35.87
2026-03-11T16:27:00Z,65.85,32.32
2026-03-11T16:28:00Z,67.56,32.68
2026-03-11T16:29:00Z,82.42,14.88
2026-03-11T16:30:00Z,87.44,13.13
2026-03-11T16:31:00Z,87.75,12.26
2026-03-11T16:32:00Z,89.90,10.67
2026-03-11T16:33:00Z,91.00,9.85
2026-03-11T16:34:00Z,93.69,7.14
2026-03-11T16:35:00Z,98.23,1.80
2026-03-11T16:36:00Z,98.74,1.20
2026-03-11T16:37:00Z,99.00,1.55
2026-03-11T16:38:00Z,99.00,1.00
2026-03-11T16:39:00Z,99.00,1.00
2026-03-11T16:40:00Z,99.00,1.00
2026-03-11T16:41:00Z,99.00,1.00
2026-03-11T16:42:00Z,99.00,1.00
2026-03-11T16:43:00Z,99.00,1.00
2026-03-11T16:44:00Z,99.00,1.00
2026-03-11T16:45:00Z,99.00,1.00
2026-03-11T16:46:00Z,99.00,1.00
2026-03-11T16:48:00Z,99.00,1.00
2026-03-11T16:51:00Z,99.00,1.00
2026-03-11T16:52:00Z,99.00,1.00
