# event_ticker=KXATPCHALLENGERMATCH-26MAR11BUDBER
# final_score=7-5 6-1
# match_winner=Remy Bertola
# fav_player=Remy Bertola
# dog_player=Nicolai Budkov Kjaer
# kalshi_date=2026-03-11
timestamp,Remy Bertola,Nicolai Budkov Kjaer
2026-03-11T05:05:00Z,,72.00
2026-03-11T05:12:00Z,27.00,72.00
2026-03-11T05:28:00Z,27.00,72.00
2026-03-11T06:01:00Z,27.00,73.94
2026-03-11T06:09:00Z,27.00,73.00
2026-03-11T06:13:00Z,27.00,73.00
2026-03-11T06:52:00Z,27.00,73.00
2026-03-11T08:27:00Z,27.00,73.00
2026-03-11T09:05:00Z,29.00,73.00
2026-03-11T10:02:00Z,29.00,71.00
2026-03-11T10:12:00Z,29.00,71.00
2026-03-11T10:41:00Z,29.00,71.00
2026-03-11T10:42:00Z,29.00,71.00
2026-03-11T10:43:00Z,29.00,71.00
2026-03-11T10:45:00Z,29.00,71.00
2026-03-11T10:58:00Z,29.00,71.00
2026-03-11T11:34:00Z,29.00,71.00
2026-03-11T11:37:00Z,29.00,71.00
2026-03-11T11:43:00Z,29.00,71.00
2026-03-11T11:45:00Z,29.00,71.00
2026-03-11T12:38:00Z,29.00,72.00
2026-03-11T12:53:00Z,28.00,72.00
2026-03-11T13:05:00Z,30.00,72.00
2026-03-11T13:18:00Z,30.00,72.00
2026-03-11T13:28:00Z,30.00,72.00
2026-03-11T13:30:00Z,30.00,72.00
2026-03-11T13:35:00Z,30.00,72.00
2026-03-11T13:39:00Z,30.00,72.00
2026-03-11T13:41:00Z,30.00,72.00
2026-03-11T13:44:00Z,30.00,72.00
2026-03-11T13:58:00Z,30.00,72.00
2026-03-11T13:59:00Z,29.06,72.00
2026-03-11T14:00:00Z,29.06,72.00
2026-03-11T14:12:00Z,29.00,72.00
2026-03-11T14:13:00Z,29.00,72.00
2026-03-11T14:22:00Z,29.00,72.00
2026-03-11T14:24:00Z,29.00,73.00
2026-03-11T14:25:00Z,29.00,73.00
2026-03-11T14:27:00Z,29.71,72.00
2026-03-11T14:28:00Z,29.53,72.00
2026-03-11T14:29:00Z,29.00,72.00
2026-03-11T14:36:00Z,29.00,73.00
2026-03-11T14:42:00Z,29.00,73.00
2026-03-11T14:43:00Z,29.00,73.00
2026-03-11T14:45:00Z,29.00,73.00
2026-03-11T14:47:00Z,29.00,73.00
2026-03-11T14:49:00Z,29.00,73.00
2026-03-11T14:50:00Z,29.00,73.00
2026-03-11T14:53:00Z,29.00,73.00
2026-03-11T14:54:00Z,29.00,73.00
2026-03-11T14:55:00Z,29.00,73.00
2026-03-11T14:56:00Z,29.00,73.00
2026-03-11T14:58:00Z,29.00,73.00
2026-03-11T14:59:00Z,29.00,73.00
2026-03-11T15:00:00Z,29.00,73.00
2026-03-11T15:02:00Z,29.00,73.00
2026-03-11T15:03:00Z,29.00,73.00
2026-03-11T15:05:00Z,29.00,73.00
2026-03-11T15:12:00Z,29.00,73.00
2026-03-11T15:15:00Z,29.00,73.00
2026-03-11T15:16:00Z,28.00,73.00
2026-03-11T15:17:00Z,28.00,73.00
2026-03-11T15:18:00Z,28.00,72.00
2026-03-11T15:20:00Z,28.00,73.00
2026-03-11T15:21:00Z,28.00,73.00
2026-03-11T15:22:00Z,28.00,73.00
2026-03-11T15:23:00Z,28.00,73.21
2026-03-11T15:24:00Z,28.00,74.00
2026-03-11T15:27:00Z,28.00,73.00
2026-03-11T15:30:00Z,28.00,73.00
2026-03-11T15:31:00Z,28.00,74.00
2026-03-11T15:33:00Z,29.00,73.00
2026-03-11T15:34:00Z,30.00,73.00
2026-03-11T15:35:00Z,29.00,73.00
2026-03-11T15:36:00Z,29.00,73.00
2026-03-11T15:37:00Z,27.00,75.00
2026-03-11T15:38:00Z,32.83,70.04
2026-03-11T15:39:00Z,34.01,67.58
2026-03-11T15:40:00Z,33.01,67.06
2026-03-11T15:41:00Z,44.02,57.48
2026-03-11T15:42:00Z,41.28,62.93
2026-03-11T15:43:00Z,34.42,65.50
2026-03-11T15:44:00Z,35.48,67.51
2026-03-11T15:45:00Z,34.81,69.79
2026-03-11T15:46:00Z,31.97,69.00
2026-03-11T15:47:00Z,37.62,64.00
2026-03-11T15:48:00Z,37.00,64.53
2026-03-11T15:49:00Z,36.29,65.53
2026-03-11T15:50:00Z,39.00,63.86
2026-03-11T15:51:00Z,35.49,66.71
2026-03-11T15:52:00Z,37.59,64.35
2026-03-11T15:53:00Z,39.00,63.11
2026-03-11T15:54:00Z,39.31,63.81
2026-03-11T15:55:00Z,39.31,65.00
2026-03-11T15:56:00Z,35.20,65.72
2026-03-11T15:57:00Z,31.21,68.12
2026-03-11T15:58:00Z,36.13,65.98
2026-03-11T15:59:00Z,40.00,62.99
2026-03-11T16:00:00Z,39.30,62.90
2026-03-11T16:01:00Z,42.92,59.49
2026-03-11T16:02:00Z,39.45,62.96
2026-03-11T16:03:00Z,37.35,61.94
2026-03-11T16:04:00Z,31.79,68.52
2026-03-11T16:05:00Z,35.94,64.48
2026-03-11T16:06:00Z,39.98,60.64
2026-03-11T16:07:00Z,41.42,61.00
2026-03-11T16:08:00Z,40.98,61.33
2026-03-11T16:09:00Z,35.39,64.48
2026-03-11T16:10:00Z,35.20,65.87
2026-03-11T16:11:00Z,33.36,70.44
2026-03-11T16:12:00Z,34.64,67.65
2026-03-11T16:13:00Z,37.01,64.21
2026-03-11T16:14:00Z,39.50,62.94
2026-03-11T16:15:00Z,44.09,58.06
