# event_ticker=KXATPMATCH-25OCT22BRODAV
# final_score=6-7(6) 6-4 7-5
# score_resolution=6-7 6-4 7-5
# match_winner=Alejandro Davidovich Fokina
# fav_player=Alejandro Davidovich Fokina
# dog_player=Jenson Brooksby
# kalshi_date=2025-10-22
timestamp,Alejandro Davidovich Fokina,Jenson Brooksby
2025-10-22T07:21:00Z,59.00,
2025-10-22T07:22:00Z,59.00,42.00
2025-10-22T07:23:00Z,59.00,42.00
2025-10-22T07:27:00Z,59.00,42.00
2025-10-22T07:44:00Z,59.00,42.00
2025-10-22T07:50:00Z,59.00,42.00
2025-10-22T08:00:00Z,59.00,42.00
2025-10-22T08:17:00Z,59.00,42.76
2025-10-22T09:09:00Z,56.00,44.00
2025-10-22T09:12:00Z,56.00,44.00
2025-10-22T09:15:00Z,57.00,44.00
2025-10-22T09:34:00Z,57.00,44.00
2025-10-22T09:43:00Z,57.00,44.00
2025-10-22T09:53:00Z,57.00,44.00
2025-10-22T09:58:00Z,57.00,44.00
2025-10-22T09:59:00Z,56.00,44.00
2025-10-22T10:05:00Z,56.00,44.00
2025-10-22T10:11:00Z,56.00,44.00
2025-10-22T10:12:00Z,56.00,44.00
2025-10-22T10:14:00Z,56.00,44.00
2025-10-22T10:23:00Z,56.00,44.00
2025-10-22T10:24:00Z,57.00,44.00
2025-10-22T10:26:00Z,57.00,44.00
2025-10-22T10:37:00Z,57.00,44.00
2025-10-22T10:54:00Z,57.00,44.00
2025-10-22T10:55:00Z,57.00,44.00
2025-10-22T10:57:00Z,57.00,43.00
2025-10-22T11:04:00Z,57.00,44.00
2025-10-22T11:10:00Z,57.00,44.00
2025-10-22T11:15:00Z,57.00,44.00
2025-10-22T11:22:00Z,57.00,44.00
2025-10-22T11:36:00Z,57.00,44.00
2025-10-22T11:47:00Z,57.00,44.00
2025-10-22T12:12:00Z,57.00,44.00
2025-10-22T12:19:00Z,57.00,44.00
2025-10-22T12:26:00Z,57.00,44.00
2025-10-22T12:31:00Z,57.00,44.00
2025-10-22T12:34:00Z,57.00,44.00
2025-10-22T12:35:00Z,57.00,44.00
2025-10-22T12:38:00Z,57.00,44.00
2025-10-22T12:42:00Z,57.00,44.00
2025-10-22T12:46:00Z,57.00,44.00
2025-10-22T12:48:00Z,57.00,44.00
2025-10-22T12:49:00Z,57.00,44.00
2025-10-22T12:50:00Z,57.00,44.00
2025-10-22T12:54:00Z,57.00,44.00
2025-10-22T12:57:00Z,57.00,44.44
2025-10-22T13:02:00Z,57.00,45.00
2025-10-22T13:05:00Z,57.00,45.00
2025-10-22T13:10:00Z,55.58,45.00
2025-10-22T13:11:00Z,57.00,45.00
2025-10-22T13:13:00Z,57.00,45.00
2025-10-22T13:14:00Z,57.00,45.00
2025-10-22T13:16:00Z,57.00,45.00
2025-10-22T13:18:00Z,57.00,45.00
2025-10-22T13:19:00Z,57.00,45.00
2025-10-22T13:20:00Z,57.00,45.00
2025-10-22T13:23:00Z,57.00,45.00
2025-10-22T13:25:00Z,57.00,45.00
2025-10-22T13:27:00Z,57.00,45.00
2025-10-22T13:28:00Z,57.00,45.00
2025-10-22T13:29:00Z,57.00,45.00
2025-10-22T13:31:00Z,57.00,45.00
2025-10-22T13:32:00Z,57.00,45.00
2025-10-22T13:33:00Z,57.00,45.00
2025-10-22T13:34:00Z,57.00,45.00
2025-10-22T13:36:00Z,57.00,45.00
2025-10-22T13:37:00Z,57.00,45.00
2025-10-22T13:38:00Z,57.00,45.00
2025-10-22T13:39:00Z,57.00,45.00
2025-10-22T13:40:00Z,57.00,45.00
2025-10-22T13:41:00Z,57.00,45.00
2025-10-22T13:42:00Z,57.00,45.00
2025-10-22T13:43:00Z,57.00,45.00
2025-10-22T13:44:00Z,55.71,45.00
2025-10-22T13:46:00Z,57.00,45.00
2025-10-22T13:47:00Z,57.00,45.00
2025-10-22T13:51:00Z,57.00,45.00
2025-10-22T13:52:00Z,57.00,45.00
2025-10-22T13:54:00Z,57.00,44.00
2025-10-22T13:56:00Z,57.00,44.00
2025-10-22T13:57:00Z,57.00,44.00
2025-10-22T13:59:00Z,57.00,44.00
2025-10-22T14:00:00Z,57.00,44.00
2025-10-22T14:02:00Z,57.00,44.00
2025-10-22T14:03:00Z,57.00,44.00
2025-10-22T14:07:00Z,57.00,44.00
2025-10-22T14:08:00Z,57.00,44.14
2025-10-22T14:10:00Z,57.00,45.00
2025-10-22T14:11:00Z,57.00,45.00
2025-10-22T14:13:00Z,57.00,45.00
2025-10-22T14:16:00Z,57.00,45.00
2025-10-22T14:18:00Z,57.00,45.00
2025-10-22T14:19:00Z,57.00,45.00
2025-10-22T14:21:00Z,57.00,45.00
2025-10-22T14:22:00Z,57.00,45.00
2025-10-22T14:23:00Z,57.00,45.00
2025-10-22T14:26:00Z,57.00,45.00
2025-10-22T14:27:00Z,57.00,45.00
2025-10-22T14:28:00Z,57.00,45.00
2025-10-22T14:29:00Z,57.00,45.00
2025-10-22T14:30:00Z,57.00,45.00
2025-10-22T14:31:00Z,57.00,45.00
2025-10-22T14:32:00Z,57.00,45.00
2025-10-22T14:33:00Z,57.00,45.00
2025-10-22T14:35:00Z,57.00,45.00
2025-10-22T14:36:00Z,57.00,45.00
2025-10-22T14:37:00Z,57.00,45.00
2025-10-22T14:38:00Z,57.00,45.00
2025-10-22T14:41:00Z,57.00,44.00
2025-10-22T14:44:00Z,57.00,45.00
2025-10-22T14:47:00Z,57.00,45.00
2025-10-22T14:48:00Z,57.00,45.00
2025-10-22T14:49:00Z,57.00,45.00
2025-10-22T14:51:00Z,57.00,45.00
2025-10-22T14:52:00Z,57.00,45.00
2025-10-22T14:54:00Z,57.00,45.00
2025-10-22T14:56:00Z,57.00,45.00
2025-10-22T15:01:00Z,57.00,45.00
2025-10-22T15:03:00Z,57.00,45.00
2025-10-22T15:05:00Z,57.00,45.00
2025-10-22T15:06:00Z,57.00,45.00
2025-10-22T15:07:00Z,57.00,45.00
2025-10-22T15:09:00Z,55.49,45.00
2025-10-22T15:12:00Z,55.49,44.20
2025-10-22T15:13:00Z,55.49,45.00
2025-10-22T15:16:00Z,56.00,45.00
2025-10-22T15:18:00Z,56.00,45.00
2025-10-22T15:20:00Z,56.00,45.00
2025-10-22T15:22:00Z,56.00,45.00
2025-10-22T15:25:00Z,56.00,45.00
2025-10-22T15:27:00Z,56.00,45.00
2025-10-22T15:29:00Z,56.00,45.00
2025-10-22T15:30:00Z,56.00,45.00
2025-10-22T15:31:00Z,56.00,45.00
2025-10-22T15:32:00Z,56.00,45.00
2025-10-22T15:36:00Z,56.00,44.00
2025-10-22T15:37:00Z,56.00,44.72
2025-10-22T15:40:00Z,57.00,44.72
2025-10-22T15:41:00Z,57.00,45.00
2025-10-22T15:42:00Z,57.00,45.00
2025-10-22T15:45:00Z,57.00,45.00
