# event_ticker=KXATPCHALLENGERMATCH-26MAR25HSUSHI
# final_score=7-5 3-6 6-1
# score_resolution=5-7 6-3 1-6
# match_winner=Yuta Shimizu
# fav_player=Yu Hsiou Hsu
# dog_player=Yuta Shimizu
# kalshi_date=2026-03-25
timestamp,Yu Hsiou Hsu,Yuta Shimizu
2026-03-25T19:00:00Z,62.00,
2026-03-25T19:54:00Z,62.00,
2026-03-25T20:31:00Z,62.00,
2026-03-25T20:44:00Z,62.00,
2026-03-25T21:59:00Z,62.00,
2026-03-25T22:22:00Z,62.00,
2026-03-25T22:29:00Z,62.00,
2026-03-25T22:41:00Z,62.00,
2026-03-25T22:43:00Z,62.00,
2026-03-26T00:30:00Z,62.00,
2026-03-26T00:50:00Z,62.00,
2026-03-26T01:42:00Z,62.16,
2026-03-26T01:44:00Z,63.00,
2026-03-26T02:07:00Z,61.99,
2026-03-26T02:40:00Z,63.00,
2026-03-26T02:42:00Z,63.00,
2026-03-26T02:50:00Z,63.00,
2026-03-26T02:52:00Z,63.85,
2026-03-26T02:57:00Z,63.85,39.00
2026-03-26T03:12:00Z,63.67,39.00
2026-03-26T03:14:00Z,64.00,39.00
2026-03-26T03:18:00Z,64.00,38.00
2026-03-26T03:19:00Z,64.00,38.00
2026-03-26T03:27:00Z,63.00,38.00
2026-03-26T03:44:00Z,63.91,38.00
2026-03-26T03:49:00Z,64.00,38.00
2026-03-26T03:50:00Z,64.00,38.00
2026-03-26T03:52:00Z,64.00,38.39
2026-03-26T03:54:00Z,64.00,38.39
2026-03-26T03:56:00Z,64.00,38.39
2026-03-26T03:58:00Z,64.00,38.39
2026-03-26T04:01:00Z,64.00,38.39
2026-03-26T04:10:00Z,64.00,38.39
2026-03-26T04:11:00Z,64.00,38.00
2026-03-26T04:15:00Z,64.00,38.00
2026-03-26T04:27:00Z,64.00,38.00
2026-03-26T04:28:00Z,64.00,38.00
2026-03-26T04:29:00Z,64.00,38.00
2026-03-26T04:33:00Z,64.00,38.00
2026-03-26T04:34:00Z,64.00,38.00
2026-03-26T04:38:00Z,64.00,38.00
2026-03-26T04:40:00Z,64.27,38.00
2026-03-26T04:41:00Z,64.00,38.00
2026-03-26T04:42:00Z,64.74,38.00
2026-03-26T04:43:00Z,65.00,38.00
2026-03-26T04:46:00Z,65.00,38.00
2026-03-26T04:47:00Z,65.00,37.00
2026-03-26T04:49:00Z,65.00,37.00
2026-03-26T04:50:00Z,65.00,37.00
2026-03-26T04:51:00Z,65.00,37.00
2026-03-26T04:52:00Z,65.00,37.58
2026-03-26T04:53:00Z,63.57,35.00
2026-03-26T04:54:00Z,65.00,35.00
