# event_ticker=KXATPMATCH-26MAR20KOULEH
# final_score=6-2 7-5
# score_resolution=2-6 5-7
# match_winner=Jiri Lehecka
# fav_player=Moise Kouame
# dog_player=Jiri Lehecka
# kalshi_date=2026-03-20
timestamp,Moise Kouame,Jiri Lehecka
2026-03-21T00:22:00Z,17.00,85.00
2026-03-21T00:23:00Z,17.00,85.00
2026-03-21T00:25:00Z,17.00,85.00
2026-03-21T00:28:00Z,17.00,85.00
2026-03-21T00:39:00Z,17.00,85.00
2026-03-21T00:47:00Z,17.00,85.00
2026-03-21T00:59:00Z,17.00,85.00
2026-03-21T01:01:00Z,17.00,85.00
2026-03-21T01:08:00Z,17.00,85.00
2026-03-21T01:09:00Z,17.00,82.03
2026-03-21T01:13:00Z,17.00,82.03
2026-03-21T01:14:00Z,17.00,84.92
2026-03-21T01:17:00Z,17.00,84.92
2026-03-21T01:20:00Z,17.00,84.92
2026-03-21T01:22:00Z,17.00,84.92
2026-03-21T01:23:00Z,17.00,84.92
2026-03-21T01:24:00Z,17.65,83.00
2026-03-21T01:25:00Z,20.87,83.00
2026-03-21T01:26:00Z,17.91,82.63
2026-03-21T01:27:00Z,16.45,82.63
2026-03-21T01:28:00Z,18.52,82.79
2026-03-21T01:29:00Z,19.00,83.00
2026-03-21T01:30:00Z,17.14,84.00
2026-03-21T01:31:00Z,16.73,84.00
2026-03-21T01:32:00Z,16.37,84.00
2026-03-21T01:33:00Z,15.00,86.47
2026-03-21T01:34:00Z,10.09,90.76
2026-03-21T01:35:00Z,11.13,88.00
2026-03-21T01:36:00Z,12.34,88.00
2026-03-21T01:37:00Z,16.41,86.24
2026-03-21T01:38:00Z,14.91,86.00
2026-03-21T01:39:00Z,13.33,86.00
2026-03-21T01:40:00Z,13.59,87.00
2026-03-21T01:41:00Z,15.01,86.85
2026-03-21T01:42:00Z,17.98,82.00
2026-03-21T01:43:00Z,17.92,82.82
2026-03-21T01:44:00Z,18.88,84.00
2026-03-21T01:45:00Z,19.22,84.00
2026-03-21T01:46:00Z,19.22,85.36
2026-03-21T01:47:00Z,13.01,85.36
2026-03-21T01:48:00Z,14.21,87.92
2026-03-21T01:49:00Z,10.82,91.14
2026-03-21T01:50:00Z,9.00,93.00
2026-03-21T01:51:00Z,6.23,93.00
2026-03-21T01:52:00Z,7.14,92.14
2026-03-21T01:53:00Z,10.12,93.04
2026-03-21T01:54:00Z,7.06,94.00
2026-03-21T01:55:00Z,5.53,94.87
2026-03-21T01:56:00Z,5.00,95.01
2026-03-21T01:57:00Z,6.00,95.00
2026-03-21T01:58:00Z,4.70,95.08
2026-03-21T01:59:00Z,5.00,95.08
2026-03-21T02:00:00Z,4.20,95.08
2026-03-21T02:01:00Z,3.94,96.84
2026-03-21T02:02:00Z,3.94,97.00
2026-03-21T02:03:00Z,3.41,97.00
2026-03-21T02:04:00Z,4.32,96.13
2026-03-21T02:05:00Z,5.84,94.05
2026-03-21T02:06:00Z,5.91,96.00
2026-03-21T02:07:00Z,6.00,95.11
2026-03-21T02:08:00Z,5.00,96.00
2026-03-21T02:09:00Z,5.87,95.00
2026-03-21T02:10:00Z,5.26,96.00
2026-03-21T02:11:00Z,5.42,95.04
2026-03-21T02:12:00Z,5.38,95.62
2026-03-21T02:13:00Z,6.53,94.41
2026-03-21T02:14:00Z,6.97,94.00
2026-03-21T02:15:00Z,6.84,94.81
2026-03-21T02:16:00Z,7.09,94.04
2026-03-21T02:17:00Z,6.00,95.00
2026-03-21T02:18:00Z,7.33,94.02
2026-03-21T02:19:00Z,6.00,94.68
2026-03-21T02:20:00Z,3.99,95.96
2026-03-21T02:21:00Z,5.81,95.29
2026-03-21T02:22:00Z,7.00,94.00
2026-03-21T02:23:00Z,6.99,94.00
2026-03-21T02:24:00Z,6.20,94.00
2026-03-21T02:25:00Z,7.04,94.00
2026-03-21T02:26:00Z,8.01,92.83
2026-03-21T02:27:00Z,8.66,91.80
2026-03-21T02:28:00Z,7.09,93.65
2026-03-21T02:29:00Z,5.58,94.25
2026-03-21T02:30:00Z,7.70,93.22
2026-03-21T02:31:00Z,8.94,92.00
2026-03-21T02:32:00Z,9.92,91.00
2026-03-21T02:33:00Z,10.25,89.45
2026-03-21T02:34:00Z,14.88,88.86
2026-03-21T02:35:00Z,20.06,81.46
2026-03-21T02:36:00Z,14.94,85.92
2026-03-21T02:37:00Z,10.00,91.74
2026-03-21T02:38:00Z,8.53,91.51
2026-03-21T02:39:00Z,7.96,92.78
2026-03-21T02:40:00Z,5.75,96.68
2026-03-21T02:41:00Z,8.28,92.07
2026-03-21T02:42:00Z,11.71,89.76
2026-03-21T02:43:00Z,11.49,89.30
2026-03-21T02:44:00Z,9.24,89.62
2026-03-21T02:45:00Z,9.26,91.06
2026-03-21T02:46:00Z,8.73,92.00
2026-03-21T02:47:00Z,6.70,93.39
2026-03-21T02:48:00Z,9.26,91.63
2026-03-21T02:49:00Z,10.46,90.53
2026-03-21T02:50:00Z,8.78,90.67
2026-03-21T02:51:00Z,8.85,92.15
2026-03-21T02:52:00Z,8.74,92.37
2026-03-21T02:53:00Z,8.00,92.93
2026-03-21T02:54:00Z,9.20,91.00
2026-03-21T02:55:00Z,2.72,97.94
2026-03-21T02:56:00Z,1.56,99.00
2026-03-21T02:57:00Z,3.27,98.49
2026-03-21T02:58:00Z,1.31,99.00
2026-03-21T02:59:00Z,1.31,99.00
2026-03-21T03:00:00Z,1.31,99.00
2026-03-21T03:01:00Z,1.31,99.00
