# event_ticker=KXATPCHALLENGERMATCH-26APR09SKAGAS
# final_score=7-6(5) 7-6(5)
# score_resolution=7-6 7-6
# match_winner=Hugo Gaston
# fav_player=Hugo Gaston
# dog_player=Timofey Skatov
# kalshi_date=2026-04-09
timestamp,Hugo Gaston,Timofey Skatov
2026-04-08T23:17:00Z,58.00,
2026-04-09T00:09:00Z,58.00,
2026-04-09T00:29:00Z,58.00,44.00
2026-04-09T00:41:00Z,59.00,44.00
2026-04-09T00:58:00Z,59.00,43.00
2026-04-09T01:05:00Z,59.00,43.00
2026-04-09T01:53:00Z,59.00,43.00
2026-04-09T02:05:00Z,59.00,43.00
2026-04-09T02:22:00Z,59.00,43.00
2026-04-09T02:51:00Z,59.00,43.00
2026-04-09T03:11:00Z,59.00,43.00
2026-04-09T03:32:00Z,59.00,43.96
2026-04-09T03:50:00Z,59.00,44.00
2026-04-09T04:32:00Z,59.00,44.00
2026-04-09T04:36:00Z,59.00,44.00
2026-04-09T04:42:00Z,59.00,44.00
2026-04-09T04:43:00Z,59.00,44.00
2026-04-09T04:45:00Z,59.00,44.00
2026-04-09T04:56:00Z,59.00,44.00
2026-04-09T05:00:00Z,59.00,44.00
2026-04-09T05:06:00Z,59.00,42.00
2026-04-09T05:07:00Z,59.00,42.00
2026-04-09T05:18:00Z,59.00,43.00
2026-04-09T05:24:00Z,59.00,43.00
2026-04-09T05:26:00Z,59.00,43.00
2026-04-09T05:30:00Z,59.00,43.00
2026-04-09T05:32:00Z,59.00,43.00
2026-04-09T05:33:00Z,59.00,43.00
2026-04-09T05:37:00Z,59.00,42.00
2026-04-09T05:38:00Z,59.00,42.00
2026-04-09T05:41:00Z,59.00,42.00
2026-04-09T05:48:00Z,59.00,42.00
2026-04-09T05:50:00Z,59.00,42.00
2026-04-09T05:54:00Z,59.00,42.00
2026-04-09T06:00:00Z,59.00,42.00
2026-04-09T06:01:00Z,59.00,42.00
2026-04-09T06:02:00Z,59.00,42.00
2026-04-09T06:03:00Z,59.00,42.00
2026-04-09T06:05:00Z,59.00,42.00
2026-04-09T06:08:00Z,59.00,42.00
2026-04-09T06:13:00Z,59.00,42.00
2026-04-09T06:17:00Z,59.00,42.00
2026-04-09T06:25:00Z,59.00,42.00
2026-04-09T06:30:00Z,59.00,42.00
2026-04-09T06:37:00Z,59.00,42.00
2026-04-09T06:41:00Z,59.00,42.00
2026-04-09T07:00:00Z,60.00,42.00
2026-04-09T09:02:00Z,60.00,42.00
2026-04-09T09:03:00Z,60.00,42.00
2026-04-09T09:04:00Z,60.00,42.00
2026-04-09T09:05:00Z,60.00,42.00
2026-04-09T09:06:00Z,60.00,42.00
2026-04-09T09:08:00Z,60.00,40.00
2026-04-09T09:09:00Z,60.00,40.00
2026-04-09T09:15:00Z,60.00,40.00
2026-04-09T09:23:00Z,60.00,42.00
2026-04-09T09:30:00Z,60.00,42.00
2026-04-09T09:36:00Z,60.00,42.00
2026-04-09T09:44:00Z,60.00,42.00
2026-04-09T09:48:00Z,60.00,42.00
2026-04-09T09:53:00Z,60.00,42.00
2026-04-09T09:54:00Z,60.00,42.00
2026-04-09T09:56:00Z,60.00,42.00
2026-04-09T10:00:00Z,60.00,42.00
2026-04-09T10:03:00Z,60.00,42.00
2026-04-09T10:04:00Z,60.00,42.00
2026-04-09T10:05:00Z,60.00,42.00
2026-04-09T10:06:00Z,60.00,42.00
2026-04-09T10:07:00Z,60.00,42.00
2026-04-09T10:08:00Z,60.00,42.00
2026-04-09T10:09:00Z,60.00,42.00
2026-04-09T10:10:00Z,60.00,42.00
2026-04-09T10:12:00Z,60.00,42.00
2026-04-09T10:13:00Z,60.00,42.00
2026-04-09T10:14:00Z,60.00,42.00
2026-04-09T10:16:00Z,60.00,40.00
2026-04-09T10:17:00Z,60.00,40.00
2026-04-09T10:18:00Z,60.00,42.00
2026-04-09T10:19:00Z,60.00,42.00
2026-04-09T10:20:00Z,60.00,42.00
2026-04-09T10:21:00Z,60.00,42.00
2026-04-09T10:22:00Z,60.00,40.87
2026-04-09T10:23:00Z,60.00,40.87
2026-04-09T10:25:00Z,60.31,40.87
2026-04-09T10:26:00Z,60.00,40.87
2026-04-09T10:28:00Z,60.00,42.00
2026-04-09T10:29:00Z,60.00,42.00
2026-04-09T10:31:00Z,60.00,42.00
2026-04-09T10:33:00Z,60.00,42.00
2026-04-09T10:34:00Z,60.00,42.00
2026-04-09T10:36:00Z,60.00,42.00
2026-04-09T10:37:00Z,60.00,42.00
2026-04-09T10:38:00Z,60.00,42.00
2026-04-09T10:39:00Z,60.00,42.00
2026-04-09T10:40:00Z,60.00,42.00
2026-04-09T10:41:00Z,60.48,42.00
2026-04-09T10:46:00Z,60.71,42.00
2026-04-09T10:47:00Z,60.41,42.00
2026-04-09T10:53:00Z,61.00,42.00
2026-04-09T10:55:00Z,61.00,42.00
2026-04-09T10:56:00Z,61.00,39.71
2026-04-09T10:57:00Z,57.94,41.92
