# event_ticker=KXATPCHALLENGERMATCH-26APR09SKAGAS
# final_score=7-6(5) 7-6(5)
# score_resolution=7-6 7-6
# match_winner=Hugo Gaston
# fav_player=Hugo Gaston
# dog_player=Timofey Skatov
# kalshi_date=2026-04-09
timestamp,Hugo Gaston,Timofey Skatov
2026-04-09T10:58:00Z,55.00,45.42
2026-04-09T10:59:00Z,55.36,43.65
2026-04-09T11:00:00Z,60.92,45.50
2026-04-09T11:01:00Z,60.02,45.50
2026-04-09T11:02:00Z,59.07,43.45
2026-04-09T11:03:00Z,55.94,46.67
2026-04-09T11:04:00Z,58.28,46.67
2026-04-09T11:05:00Z,59.10,42.33
2026-04-09T11:06:00Z,58.19,44.19
2026-04-09T11:07:00Z,52.69,47.04
2026-04-09T11:08:00Z,56.52,45.99
2026-04-09T11:09:00Z,59.00,43.69
2026-04-09T11:10:00Z,61.57,43.69
2026-04-09T11:11:00Z,57.46,43.00
2026-04-09T11:12:00Z,55.02,49.16
2026-04-09T11:13:00Z,54.60,48.00
2026-04-09T11:14:00Z,53.00,48.00
2026-04-09T11:15:00Z,55.36,46.00
2026-04-09T11:16:00Z,50.30,51.66
2026-04-09T11:17:00Z,50.29,51.89
2026-04-09T11:18:00Z,45.91,58.30
2026-04-09T11:19:00Z,40.49,60.61
2026-04-09T11:20:00Z,43.92,57.92
2026-04-09T11:21:00Z,45.99,50.00
2026-04-09T11:22:00Z,41.13,55.91
2026-04-09T11:23:00Z,36.54,66.81
2026-04-09T11:24:00Z,33.65,67.00
2026-04-09T11:25:00Z,40.88,63.61
2026-04-09T11:26:00Z,39.86,61.25
2026-04-09T11:27:00Z,42.39,60.99
2026-04-09T11:28:00Z,42.43,60.77
2026-04-09T11:30:00Z,46.18,57.91
2026-04-09T11:31:00Z,40.92,62.18
2026-04-09T11:32:00Z,41.97,62.05
2026-04-09T11:33:00Z,40.03,61.98
2026-04-09T11:34:00Z,44.46,54.60
2026-04-09T11:35:00Z,51.25,50.00
2026-04-09T11:36:00Z,51.10,51.00
2026-04-09T11:37:00Z,60.75,45.60
2026-04-09T11:38:00Z,54.98,45.83
2026-04-09T11:39:00Z,51.84,53.37
2026-04-09T11:40:00Z,49.79,52.29
2026-04-09T11:41:00Z,48.96,55.83
2026-04-09T11:42:00Z,46.86,58.10
2026-04-09T11:43:00Z,53.90,47.66
2026-04-09T11:44:00Z,47.37,50.55
2026-04-09T11:45:00Z,54.29,45.47
2026-04-09T11:46:00Z,51.50,47.54
2026-04-09T11:47:00Z,54.95,47.78
2026-04-09T11:48:00Z,53.35,48.99
2026-04-09T11:49:00Z,48.00,53.00
2026-04-09T11:50:00Z,49.09,55.12
2026-04-09T11:51:00Z,54.05,46.99
2026-04-09T11:52:00Z,56.04,44.40
2026-04-09T11:53:00Z,56.87,45.98
2026-04-09T11:54:00Z,51.03,52.25
2026-04-09T11:55:00Z,49.11,53.96
2026-04-09T11:56:00Z,47.56,53.42
2026-04-09T11:57:00Z,47.93,53.22
2026-04-09T11:58:00Z,44.16,55.66
2026-04-09T11:59:00Z,48.58,54.62
2026-04-09T12:00:00Z,50.26,50.43
2026-04-09T12:01:00Z,54.88,48.38
2026-04-09T12:02:00Z,60.56,38.37
2026-04-09T12:03:00Z,66.61,36.84
2026-04-09T12:04:00Z,57.47,45.19
2026-04-09T12:05:00Z,52.75,49.35
2026-04-09T12:06:00Z,53.99,46.00
2026-04-09T12:07:00Z,46.03,53.48
2026-04-09T12:08:00Z,49.07,50.73
2026-04-09T12:09:00Z,52.91,47.48
2026-04-09T12:10:00Z,60.14,36.33
2026-04-09T12:11:00Z,71.51,35.37
2026-04-09T12:12:00Z,76.57,23.32
2026-04-09T12:13:00Z,75.69,23.94
2026-04-09T12:14:00Z,75.35,25.59
2026-04-09T12:15:00Z,74.00,25.58
2026-04-09T12:16:00Z,74.91,26.00
2026-04-09T12:17:00Z,74.00,25.67
2026-04-09T12:18:00Z,74.00,26.00
2026-04-09T12:19:00Z,74.26,26.00
2026-04-09T12:20:00Z,78.45,23.43
2026-04-09T12:21:00Z,79.50,19.84
2026-04-09T12:22:00Z,78.25,22.08
2026-04-09T12:23:00Z,79.13,20.90
2026-04-09T12:24:00Z,77.72,21.10
2026-04-09T12:25:00Z,78.99,22.41
2026-04-09T12:26:00Z,76.44,23.03
2026-04-09T12:27:00Z,77.12,25.58
2026-04-09T12:28:00Z,76.40,24.44
2026-04-09T12:29:00Z,78.47,22.20
2026-04-09T12:30:00Z,80.71,19.73
2026-04-09T12:31:00Z,80.96,19.16
2026-04-09T12:32:00Z,82.29,19.80
2026-04-09T12:33:00Z,80.18,19.28
2026-04-09T12:34:00Z,82.87,20.24
2026-04-09T12:35:00Z,81.01,21.66
2026-04-09T12:36:00Z,78.46,20.32
2026-04-09T12:37:00Z,81.05,19.13
2026-04-09T12:38:00Z,83.72,17.15
2026-04-09T12:39:00Z,81.58,16.78
2026-04-09T12:40:00Z,80.38,21.15
2026-04-09T12:41:00Z,77.90,23.00
2026-04-09T12:42:00Z,79.89,22.37
2026-04-09T12:43:00Z,83.13,17.34
2026-04-09T12:44:00Z,83.95,17.29
2026-04-09T12:45:00Z,82.69,18.66
2026-04-09T12:46:00Z,81.58,17.30
2026-04-09T12:47:00Z,80.20,19.99
2026-04-09T12:48:00Z,79.42,20.73
2026-04-09T12:49:00Z,80.35,16.36
2026-04-09T12:50:00Z,85.00,14.06
2026-04-09T12:51:00Z,85.96,15.38
2026-04-09T12:52:00Z,86.64,15.90
2026-04-09T12:53:00Z,86.57,14.07
2026-04-09T12:54:00Z,86.68,15.41
2026-04-09T12:55:00Z,84.50,18.12
2026-04-09T12:56:00Z,78.35,23.15
2026-04-09T12:57:00Z,84.06,17.33
2026-04-09T12:58:00Z,86.32,15.32
2026-04-09T12:59:00Z,85.70,14.97
2026-04-09T13:00:00Z,84.87,14.99
2026-04-09T13:01:00Z,86.00,17.64
2026-04-09T13:02:00Z,80.15,20.82
2026-04-09T13:03:00Z,76.59,26.50
2026-04-09T13:04:00Z,66.95,32.24
2026-04-09T13:05:00Z,61.24,39.97
2026-04-09T13:06:00Z,66.12,34.79
2026-04-09T13:07:00Z,74.55,29.29
2026-04-09T13:08:00Z,76.46,24.13
2026-04-09T13:09:00Z,83.01,21.22
2026-04-09T13:10:00Z,87.07,13.80
2026-04-09T13:11:00Z,94.46,5.40
2026-04-09T13:12:00Z,98.87,1.28
2026-04-09T13:13:00Z,99.00,1.28
2026-04-09T13:14:00Z,99.00,1.28
2026-04-09T13:15:00Z,99.00,1.28
2026-04-09T13:16:00Z,99.00,1.28
2026-04-09T13:17:00Z,99.00,1.28
2026-04-09T13:18:00Z,98.21,1.28
2026-04-09T13:19:00Z,98.06,1.28
2026-04-09T13:20:00Z,98.01,1.28
2026-04-09T13:21:00Z,98.74,1.28
2026-04-09T13:22:00Z,98.00,1.28
