# event_ticker=KXATPCHALLENGERMATCH-26FEB10BERDAM
# final_score=7-5 6-3
# match_winner=Martin Damm
# fav_player=Martin Damm Jr
# dog_player=Remy Bertola
# kalshi_date=2026-02-10
timestamp,Martin Damm Jr,Remy Bertola
2026-02-10T12:00:00Z,74.00,
2026-02-10T12:19:00Z,72.41,
2026-02-10T12:23:00Z,72.69,
2026-02-10T13:17:00Z,73.00,
2026-02-10T13:32:00Z,73.00,
2026-02-10T13:34:00Z,73.00,29.00
2026-02-10T13:37:00Z,73.00,29.00
2026-02-10T13:47:00Z,72.00,29.00
2026-02-10T13:57:00Z,72.00,29.00
2026-02-10T13:58:00Z,72.00,29.00
2026-02-10T14:07:00Z,72.00,29.00
2026-02-10T14:08:00Z,72.00,28.00
2026-02-10T14:10:00Z,72.00,28.00
2026-02-10T14:13:00Z,72.00,30.00
2026-02-10T14:23:00Z,72.00,30.00
2026-02-10T14:24:00Z,72.00,30.00
2026-02-10T14:45:00Z,72.00,30.00
2026-02-10T14:50:00Z,72.00,30.00
2026-02-10T14:54:00Z,72.00,30.00
2026-02-10T14:59:00Z,72.00,30.00
2026-02-10T15:18:00Z,72.00,30.00
2026-02-10T15:19:00Z,72.00,30.00
2026-02-10T15:48:00Z,72.00,30.00
2026-02-10T15:49:00Z,72.00,30.00
2026-02-10T15:51:00Z,72.00,30.00
2026-02-10T15:57:00Z,72.00,30.00
2026-02-10T15:58:00Z,74.12,27.90
2026-02-10T16:06:00Z,72.00,27.90
2026-02-10T16:07:00Z,72.00,29.00
2026-02-10T16:09:00Z,72.00,29.00
2026-02-10T16:13:00Z,70.00,29.59
2026-02-10T16:14:00Z,70.00,30.07
2026-02-10T16:15:00Z,68.68,31.59
2026-02-10T16:16:00Z,67.00,32.00
2026-02-10T16:21:00Z,67.00,32.00
2026-02-10T16:25:00Z,67.97,33.00
2026-02-10T16:26:00Z,67.97,33.00
2026-02-10T16:31:00Z,67.00,33.00
2026-02-10T16:32:00Z,67.00,33.00
2026-02-10T16:34:00Z,67.00,33.00
2026-02-10T16:35:00Z,67.00,33.00
2026-02-10T16:37:00Z,67.00,33.00
2026-02-10T16:42:00Z,67.00,33.00
2026-02-10T16:48:00Z,67.00,33.00
2026-02-10T16:52:00Z,67.00,34.00
2026-02-10T16:56:00Z,67.00,34.00
2026-02-10T17:03:00Z,67.00,34.00
2026-02-10T17:06:00Z,67.00,34.00
2026-02-10T17:10:00Z,67.00,34.00
2026-02-10T17:11:00Z,67.00,33.00
2026-02-10T17:14:00Z,67.00,34.00
2026-02-10T17:17:00Z,67.00,34.00
2026-02-10T17:18:00Z,67.00,34.00
2026-02-10T17:30:00Z,67.00,34.00
2026-02-10T17:32:00Z,64.03,34.00
2026-02-10T17:44:00Z,64.00,34.00
2026-02-10T17:46:00Z,64.00,34.00
2026-02-10T17:48:00Z,64.00,34.00
2026-02-10T17:51:00Z,64.88,34.00
2026-02-10T17:55:00Z,64.00,37.00
2026-02-10T17:59:00Z,64.00,37.00
2026-02-10T18:04:00Z,64.00,37.00
2026-02-10T18:06:00Z,64.00,37.00
2026-02-10T18:09:00Z,64.00,37.00
2026-02-10T18:10:00Z,64.00,37.00
2026-02-10T18:13:00Z,64.00,37.00
2026-02-10T18:26:00Z,64.00,36.00
2026-02-10T18:28:00Z,64.00,36.00
2026-02-10T18:29:00Z,64.00,36.00
2026-02-10T18:30:00Z,64.00,37.00
2026-02-10T18:31:00Z,64.00,37.00
2026-02-10T18:33:00Z,64.00,37.00
2026-02-10T18:34:00Z,64.00,37.00
2026-02-10T18:35:00Z,64.00,37.00
2026-02-10T18:37:00Z,64.05,37.00
2026-02-10T18:41:00Z,64.00,37.00
2026-02-10T18:44:00Z,64.00,37.00
2026-02-10T18:45:00Z,64.00,37.00
2026-02-10T18:46:00Z,64.00,37.00
2026-02-10T18:47:00Z,64.00,37.00
2026-02-10T18:48:00Z,64.00,36.00
