# event_ticker=KXATPMATCH-25JUL25CAZRIN
# final_score=7-5 6-3
# match_winner=Arthur Cazaux
# fav_player=Arthur Cazaux
# dog_player=Arthur Rinderknech
# kalshi_date=2025-07-25
timestamp,Arthur Cazaux,Arthur Rinderknech
2025-07-25T03:52:00Z,61.00,43.00
2025-07-25T03:54:00Z,61.00,43.00
2025-07-25T03:55:00Z,61.00,43.00
2025-07-25T03:58:00Z,61.00,43.00
2025-07-25T04:02:00Z,61.00,43.00
2025-07-25T04:03:00Z,61.00,43.00
2025-07-25T04:04:00Z,61.00,43.00
2025-07-25T04:05:00Z,61.00,43.00
2025-07-25T04:06:00Z,62.00,43.00
2025-07-25T04:14:00Z,62.00,43.00
2025-07-25T04:17:00Z,62.00,43.00
2025-07-25T04:19:00Z,61.50,43.00
2025-07-25T04:20:00Z,61.50,43.00
2025-07-25T04:21:00Z,62.00,43.00
2025-07-25T04:23:00Z,62.00,43.00
2025-07-25T04:28:00Z,62.00,43.00
2025-07-25T04:29:00Z,62.00,43.00
2025-07-25T04:30:00Z,62.00,43.00
2025-07-25T04:31:00Z,61.00,43.00
2025-07-25T04:32:00Z,62.00,43.00
2025-07-25T04:33:00Z,62.00,43.00
2025-07-25T04:34:00Z,62.00,43.00
2025-07-25T04:35:00Z,62.00,43.00
2025-07-25T04:36:00Z,64.84,43.00
2025-07-25T04:37:00Z,69.00,39.00
2025-07-25T04:38:00Z,67.34,38.65
2025-07-25T04:39:00Z,67.00,38.00
2025-07-25T04:40:00Z,67.00,38.00
2025-07-25T04:41:00Z,66.00,38.00
2025-07-25T04:43:00Z,66.00,42.00
2025-07-25T04:44:00Z,66.00,42.00
2025-07-25T04:46:00Z,66.00,42.00
2025-07-25T04:48:00Z,66.00,42.00
2025-07-25T04:50:00Z,66.00,30.52
2025-07-25T04:51:00Z,66.00,30.52
2025-07-25T04:52:00Z,71.20,30.52
2025-07-25T04:54:00Z,66.78,30.52
2025-07-25T04:55:00Z,66.78,40.00
2025-07-25T04:57:00Z,71.56,40.00
2025-07-25T05:01:00Z,71.00,35.00
2025-07-25T05:04:00Z,70.99,35.00
2025-07-25T05:05:00Z,70.47,35.00
2025-07-25T05:06:00Z,70.48,36.69
2025-07-25T05:07:00Z,71.00,36.69
2025-07-25T05:08:00Z,71.00,36.00
2025-07-25T05:10:00Z,65.00,36.00
2025-07-25T05:11:00Z,65.00,36.03
2025-07-25T05:12:00Z,65.00,36.03
2025-07-25T05:13:00Z,65.00,36.03
2025-07-25T05:14:00Z,64.00,37.00
2025-07-25T05:15:00Z,64.00,37.00
2025-07-25T05:16:00Z,62.00,40.00
2025-07-25T05:18:00Z,62.00,40.00
2025-07-25T05:19:00Z,63.00,40.00
2025-07-25T05:20:00Z,63.00,40.00
2025-07-25T05:22:00Z,62.12,40.00
2025-07-25T05:24:00Z,61.00,40.00
2025-07-25T05:25:00Z,63.00,40.00
2025-07-25T05:26:00Z,63.00,39.00
2025-07-25T05:29:00Z,63.00,39.00
2025-07-25T05:30:00Z,63.76,39.00
2025-07-25T05:31:00Z,65.00,39.00
2025-07-25T05:32:00Z,65.00,39.00
2025-07-25T05:33:00Z,69.67,39.00
2025-07-25T05:34:00Z,70.00,39.00
2025-07-25T05:37:00Z,68.92,39.00
2025-07-25T05:38:00Z,67.10,39.00
2025-07-25T05:39:00Z,66.00,38.00
2025-07-25T05:40:00Z,65.00,38.00
2025-07-25T05:41:00Z,65.36,39.11
2025-07-25T05:42:00Z,65.00,39.11
2025-07-25T05:43:00Z,64.01,39.11
2025-07-25T05:46:00Z,66.00,39.11
2025-07-25T05:52:00Z,66.00,38.00
2025-07-25T05:53:00Z,64.00,39.30
2025-07-25T05:54:00Z,64.00,39.50
2025-07-25T05:57:00Z,64.00,40.00
2025-07-25T06:00:00Z,64.00,39.00
2025-07-25T06:01:00Z,64.00,39.71
2025-07-25T06:02:00Z,64.00,40.00
2025-07-25T06:04:00Z,64.00,40.00
2025-07-25T06:05:00Z,64.00,40.00
2025-07-25T06:08:00Z,63.00,40.00
2025-07-25T06:09:00Z,63.00,40.00
2025-07-25T06:10:00Z,63.00,40.00
2025-07-25T06:11:00Z,63.35,40.00
2025-07-25T06:17:00Z,63.00,40.00
2025-07-25T06:20:00Z,63.00,40.00
2025-07-25T06:23:00Z,63.00,40.00
2025-07-25T06:24:00Z,63.00,39.92
2025-07-25T06:25:00Z,63.00,40.17
2025-07-25T06:26:00Z,63.00,40.17
2025-07-25T06:29:00Z,63.00,41.00
2025-07-25T06:30:00Z,63.00,41.00
2025-07-25T06:32:00Z,63.00,41.00
2025-07-25T06:33:00Z,63.00,41.00
2025-07-25T06:35:00Z,63.00,41.00
2025-07-25T06:40:00Z,63.00,41.00
2025-07-25T06:42:00Z,63.00,41.00
2025-07-25T06:44:00Z,63.00,40.00
2025-07-25T06:45:00Z,62.00,41.63
2025-07-25T06:46:00Z,62.00,41.63
2025-07-25T06:47:00Z,58.22,46.09
2025-07-25T06:48:00Z,58.22,49.55
2025-07-25T06:49:00Z,56.99,49.00
2025-07-25T06:52:00Z,56.99,47.34
2025-07-25T06:55:00Z,58.00,47.34
2025-07-25T06:56:00Z,60.26,47.34
2025-07-25T06:59:00Z,62.00,47.34
2025-07-25T07:00:00Z,55.00,52.00
2025-07-25T12:01:00Z,55.00,46.00
2025-07-25T12:02:00Z,57.06,46.00
2025-07-25T12:03:00Z,57.10,46.00
2025-07-25T12:04:00Z,57.10,46.00
2025-07-25T12:05:00Z,57.21,46.00
2025-07-25T12:06:00Z,58.00,46.00
2025-07-25T12:07:00Z,58.00,46.00
2025-07-25T12:08:00Z,58.00,45.84
2025-07-25T12:09:00Z,55.96,45.84
2025-07-25T12:10:00Z,58.00,45.00
2025-07-25T12:12:00Z,58.00,42.00
2025-07-25T12:13:00Z,58.00,45.00
2025-07-25T12:14:00Z,58.00,45.00
2025-07-25T12:15:00Z,58.00,45.00
2025-07-25T12:16:00Z,58.00,44.00
2025-07-25T12:17:00Z,58.00,44.00
2025-07-25T12:18:00Z,58.00,42.17
2025-07-25T12:19:00Z,58.00,42.17
2025-07-25T12:20:00Z,58.52,44.00
2025-07-25T12:21:00Z,58.94,43.00
2025-07-25T12:22:00Z,58.00,43.00
2025-07-25T12:23:00Z,58.88,43.00
2025-07-25T12:24:00Z,59.00,43.00
2025-07-25T12:25:00Z,59.00,43.00
2025-07-25T12:26:00Z,59.00,43.00
2025-07-25T12:27:00Z,59.00,44.00
2025-07-25T12:28:00Z,55.67,44.00
2025-07-25T12:29:00Z,55.67,44.00
2025-07-25T12:30:00Z,59.00,44.00
2025-07-25T12:32:00Z,59.00,43.00
2025-07-25T12:33:00Z,59.00,43.00
2025-07-25T12:36:00Z,59.00,43.00
2025-07-25T12:39:00Z,59.00,43.00
2025-07-25T12:40:00Z,59.00,43.91
2025-07-25T12:42:00Z,59.00,44.00
2025-07-25T12:45:00Z,59.00,44.00
2025-07-25T12:46:00Z,59.00,44.00
2025-07-25T12:49:00Z,59.00,44.00
2025-07-25T12:50:00Z,59.00,44.00
2025-07-25T12:51:00Z,59.00,44.00
2025-07-25T12:52:00Z,59.00,44.00
2025-07-25T12:53:00Z,55.04,44.00
2025-07-25T12:56:00Z,57.92,44.00
2025-07-25T12:59:00Z,57.92,41.00
2025-07-25T13:02:00Z,57.92,45.00
2025-07-25T13:03:00Z,59.00,45.00
2025-07-25T13:04:00Z,59.00,45.00
2025-07-25T13:05:00Z,59.00,41.00
2025-07-25T13:06:00Z,59.00,45.00
2025-07-25T13:07:00Z,59.00,45.00
2025-07-25T13:08:00Z,55.00,45.00
2025-07-25T13:09:00Z,57.02,45.00
2025-07-25T13:10:00Z,58.95,45.00
2025-07-25T13:11:00Z,59.00,41.00
2025-07-25T13:12:00Z,59.00,45.00
2025-07-25T13:13:00Z,59.00,43.36
2025-07-25T13:14:00Z,59.00,43.36
2025-07-25T13:15:00Z,59.00,45.00
2025-07-25T13:16:00Z,59.00,45.00
2025-07-25T13:17:00Z,59.00,45.00
2025-07-25T13:19:00Z,56.85,45.00
2025-07-25T13:20:00Z,59.00,45.00
2025-07-25T13:21:00Z,62.38,45.00
2025-07-25T13:22:00Z,62.38,42.00
2025-07-25T13:23:00Z,62.38,42.00
2025-07-25T13:24:00Z,62.38,41.00
2025-07-25T13:25:00Z,62.38,41.00
2025-07-25T13:26:00Z,60.00,44.12
2025-07-25T13:27:00Z,59.94,44.12
2025-07-25T13:28:00Z,56.00,47.40
2025-07-25T13:29:00Z,56.83,45.00
2025-07-25T13:30:00Z,55.03,53.00
2025-07-25T13:31:00Z,55.00,52.89
2025-07-25T13:32:00Z,55.00,69.25
2025-07-25T13:34:00Z,55.00,48.00
2025-07-25T13:35:00Z,55.00,52.00
2025-07-25T13:36:00Z,55.83,51.00
2025-07-25T13:38:00Z,56.14,51.00
2025-07-25T13:40:00Z,57.91,51.00
2025-07-25T13:41:00Z,59.05,46.00
2025-07-25T13:45:00Z,59.05,42.33
2025-07-25T13:46:00Z,45.58,42.00
2025-07-25T13:48:00Z,50.00,41.00
2025-07-25T13:49:00Z,50.00,41.82
2025-07-25T13:50:00Z,50.00,45.57
2025-07-25T13:51:00Z,56.91,45.57
2025-07-25T13:53:00Z,61.71,39.08
2025-07-25T13:54:00Z,61.71,44.00
2025-07-25T13:55:00Z,61.94,45.34
2025-07-25T13:56:00Z,60.08,45.00
2025-07-25T13:57:00Z,61.94,40.27
2025-07-25T13:58:00Z,60.00,39.61
2025-07-25T14:00:00Z,56.00,46.29
2025-07-25T14:02:00Z,56.00,46.27
2025-07-25T14:03:00Z,57.94,46.27
2025-07-25T14:04:00Z,56.00,46.00
2025-07-25T14:05:00Z,57.00,44.00
2025-07-25T14:06:00Z,57.00,44.03
2025-07-25T14:07:00Z,57.82,45.00
2025-07-25T14:08:00Z,63.02,41.82
2025-07-25T14:09:00Z,64.52,38.00
2025-07-25T14:10:00Z,69.56,31.43
2025-07-25T14:11:00Z,79.02,21.39
2025-07-25T14:12:00Z,80.68,21.74
2025-07-25T14:13:00Z,80.51,21.74
2025-07-25T14:14:00Z,79.33,21.82
2025-07-25T14:15:00Z,82.70,20.00
2025-07-25T14:16:00Z,83.10,18.96
2025-07-25T14:17:00Z,85.71,15.64
2025-07-25T14:18:00Z,89.94,12.00
2025-07-25T14:19:00Z,92.61,8.32
2025-07-25T14:20:00Z,94.27,5.51
2025-07-25T14:21:00Z,96.02,4.00
2025-07-25T14:22:00Z,95.98,4.00
2025-07-25T14:23:00Z,98.67,2.00
2025-07-25T14:24:00Z,99.00,3.68
2025-07-25T14:25:00Z,98.32,3.58
2025-07-25T14:26:00Z,97.92,4.00
2025-07-25T14:27:00Z,98.00,2.95
2025-07-25T14:28:00Z,97.99,3.15
2025-07-25T14:29:00Z,96.16,3.00
2025-07-25T14:30:00Z,98.83,2.00
2025-07-25T14:31:00Z,98.70,2.00
2025-07-25T14:32:00Z,98.89,2.92
2025-07-25T14:33:00Z,98.10,3.00
2025-07-25T14:34:00Z,98.23,3.00
2025-07-25T14:35:00Z,98.23,1.00
2025-07-25T14:36:00Z,98.30,1.00
2025-07-25T14:37:00Z,98.98,2.00
2025-07-25T14:38:00Z,98.98,2.00
2025-07-25T14:39:00Z,98.00,2.00
2025-07-25T14:40:00Z,99.00,2.00
2025-07-25T14:42:00Z,99.00,2.00
2025-07-25T14:43:00Z,99.00,1.00
2025-07-25T14:44:00Z,99.00,1.74
2025-07-25T14:45:00Z,99.00,2.00
2025-07-25T14:46:00Z,98.74,2.00
2025-07-25T14:47:00Z,97.79,1.83
2025-07-25T14:48:00Z,97.79,2.72
2025-07-25T14:49:00Z,98.18,2.16
2025-07-25T14:50:00Z,99.00,2.16
2025-07-25T14:51:00Z,99.00,2.16
2025-07-25T14:53:00Z,99.00,2.16
2025-07-25T14:55:00Z,99.00,2.16
2025-07-25T14:56:00Z,99.00,2.16
