# event_ticker=KXATPCHALLENGERMATCH-26MAR13KECWAL
# final_score=2-6 7-5 6-2
# match_winner=Adam Walton
# fav_player=Adam Walton
# dog_player=Miomir Kecmanovic
# kalshi_date=2026-03-13
timestamp,Adam Walton,Miomir Kecmanovic
2026-03-13T11:51:00Z,,70.01
2026-03-13T11:57:00Z,,70.73
2026-03-13T12:10:00Z,,72.00
2026-03-13T12:17:00Z,,72.00
2026-03-13T12:50:00Z,,72.00
2026-03-13T12:51:00Z,,72.00
2026-03-13T12:59:00Z,29.00,72.00
2026-03-13T13:01:00Z,29.00,72.00
2026-03-13T13:08:00Z,31.00,72.00
2026-03-13T13:15:00Z,31.00,72.00
2026-03-13T13:20:00Z,31.00,72.00
2026-03-13T13:22:00Z,31.00,72.00
2026-03-13T13:36:00Z,31.00,72.00
2026-03-13T13:51:00Z,31.00,72.00
2026-03-13T14:02:00Z,31.00,72.00
2026-03-13T14:04:00Z,31.00,72.00
2026-03-13T14:18:00Z,31.00,72.00
2026-03-13T14:29:00Z,29.00,72.00
2026-03-13T14:31:00Z,29.00,72.00
2026-03-13T14:35:00Z,29.00,72.00
2026-03-13T14:40:00Z,30.00,72.00
2026-03-13T14:48:00Z,30.00,72.00
2026-03-13T15:19:00Z,30.00,72.00
2026-03-13T15:28:00Z,30.00,72.00
2026-03-13T15:44:00Z,30.00,71.00
2026-03-13T16:22:00Z,30.00,71.00
2026-03-13T16:33:00Z,30.00,71.00
2026-03-13T17:01:00Z,30.00,71.00
2026-03-13T17:02:00Z,30.00,71.00
2026-03-13T17:27:00Z,30.00,71.00
2026-03-13T17:42:00Z,30.00,71.00
2026-03-13T17:56:00Z,30.00,71.00
2026-03-13T18:05:00Z,30.00,70.00
2026-03-13T18:13:00Z,30.00,70.00
2026-03-13T18:15:00Z,30.00,71.00
2026-03-13T18:21:00Z,30.00,71.00
2026-03-13T18:26:00Z,30.00,71.00
2026-03-13T18:33:00Z,30.00,70.00
2026-03-13T18:38:00Z,30.00,70.00
2026-03-13T18:39:00Z,32.00,70.00
2026-03-13T18:43:00Z,32.00,70.00
2026-03-13T18:50:00Z,32.00,70.00
2026-03-13T18:52:00Z,32.00,70.00
2026-03-13T19:01:00Z,32.00,71.00
2026-03-13T19:36:00Z,32.00,71.00
2026-03-13T20:02:00Z,32.00,68.25
2026-03-13T20:04:00Z,31.00,68.25
2026-03-13T20:08:00Z,31.00,68.25
2026-03-13T20:21:00Z,31.00,68.25
2026-03-13T20:23:00Z,31.00,68.25
2026-03-13T20:41:00Z,31.00,71.00
2026-03-13T20:42:00Z,29.00,71.00
2026-03-13T20:46:00Z,29.00,71.00
2026-03-13T20:49:00Z,30.00,71.00
2026-03-13T20:56:00Z,30.00,71.00
2026-03-13T21:02:00Z,30.00,71.00
2026-03-13T21:04:00Z,30.00,71.00
2026-03-13T21:07:00Z,30.00,71.00
2026-03-13T21:10:00Z,30.00,71.00
2026-03-13T21:28:00Z,30.00,71.00
2026-03-13T21:31:00Z,30.00,71.00
2026-03-13T21:32:00Z,30.00,71.00
2026-03-13T21:33:00Z,30.00,71.00
2026-03-13T21:35:00Z,30.00,71.00
2026-03-13T21:39:00Z,30.00,71.00
2026-03-13T21:41:00Z,30.00,71.00
2026-03-13T21:42:00Z,30.00,71.00
2026-03-13T21:47:00Z,30.00,71.00
2026-03-13T21:51:00Z,30.00,71.00
2026-03-13T21:53:00Z,30.00,71.00
2026-03-13T21:55:00Z,30.00,71.00
2026-03-13T22:02:00Z,30.00,71.00
2026-03-13T22:06:00Z,30.00,71.00
2026-03-13T22:08:00Z,30.00,71.00
2026-03-13T22:10:00Z,30.00,71.00
2026-03-13T22:11:00Z,30.00,71.00
2026-03-13T22:13:00Z,30.00,71.00
2026-03-13T22:15:00Z,30.00,71.00
2026-03-13T22:16:00Z,30.00,71.00
2026-03-13T22:17:00Z,30.00,70.00
2026-03-13T22:18:00Z,30.00,70.17
2026-03-13T22:25:00Z,31.84,70.17
2026-03-13T22:26:00Z,30.00,70.17
2026-03-13T22:29:00Z,32.00,70.00
2026-03-13T22:30:00Z,30.00,70.00
2026-03-13T22:31:00Z,32.37,70.00
2026-03-13T22:32:00Z,32.37,69.00
2026-03-13T22:33:00Z,32.62,70.00
2026-03-13T22:35:00Z,32.62,70.63
2026-03-13T22:36:00Z,32.67,70.94
2026-03-13T22:38:00Z,32.00,70.94
2026-03-13T22:39:00Z,32.00,70.66
2026-03-13T22:40:00Z,32.00,70.28
2026-03-13T22:41:00Z,30.00,70.92
2026-03-13T22:42:00Z,31.00,70.07
2026-03-13T22:43:00Z,31.95,68.65
2026-03-13T22:44:00Z,32.00,71.00
2026-03-13T22:45:00Z,30.93,71.00
2026-03-13T22:46:00Z,27.03,73.48
2026-03-13T22:47:00Z,28.00,73.48
2026-03-13T22:48:00Z,26.64,74.96
2026-03-13T22:49:00Z,25.78,77.00
2026-03-13T22:50:00Z,16.99,80.95
2026-03-13T22:51:00Z,18.89,82.02
2026-03-13T22:52:00Z,28.51,75.36
2026-03-13T22:53:00Z,26.19,75.77
2026-03-13T22:54:00Z,28.00,73.00
2026-03-13T22:55:00Z,27.67,75.00
2026-03-13T22:56:00Z,27.90,74.93
2026-03-13T22:57:00Z,27.20,75.91
2026-03-13T22:58:00Z,30.62,72.76
2026-03-13T22:59:00Z,33.95,71.25
2026-03-13T23:00:00Z,36.07,62.27
2026-03-13T23:01:00Z,34.71,65.44
2026-03-13T23:02:00Z,30.35,71.67
2026-03-13T23:03:00Z,28.00,73.00
2026-03-13T23:04:00Z,29.57,72.72
2026-03-13T23:05:00Z,27.00,73.00
2026-03-13T23:06:00Z,25.43,74.52
