# event_ticker=KXATPCHALLENGERMATCH-26MAR13KECWAL
# final_score=2-6 7-5 6-2
# match_winner=Adam Walton
# fav_player=Adam Walton
# dog_player=Miomir Kecmanovic
# kalshi_date=2026-03-13
timestamp,Adam Walton,Miomir Kecmanovic
2026-03-13T23:07:00Z,26.32,73.00
2026-03-13T23:08:00Z,19.38,81.04
2026-03-13T23:09:00Z,16.58,84.14
2026-03-13T23:10:00Z,20.91,80.15
2026-03-13T23:11:00Z,18.98,81.76
2026-03-13T23:12:00Z,18.86,82.70
2026-03-13T23:13:00Z,21.93,82.77
2026-03-13T23:14:00Z,17.87,82.13
2026-03-13T23:15:00Z,14.92,84.03
2026-03-13T23:16:00Z,15.00,86.71
2026-03-13T23:17:00Z,12.93,87.00
2026-03-13T23:18:00Z,15.00,86.99
2026-03-13T23:19:00Z,14.00,87.13
2026-03-13T23:20:00Z,14.03,86.44
2026-03-13T23:21:00Z,12.54,88.00
2026-03-13T23:22:00Z,12.00,90.00
2026-03-13T23:23:00Z,12.00,88.05
2026-03-13T23:24:00Z,9.42,91.00
2026-03-13T23:25:00Z,9.31,91.01
2026-03-13T23:26:00Z,10.11,90.08
2026-03-13T23:27:00Z,11.00,89.05
2026-03-13T23:28:00Z,7.84,90.83
2026-03-13T23:29:00Z,8.22,92.86
2026-03-13T23:30:00Z,10.85,89.00
2026-03-13T23:31:00Z,12.93,88.61
2026-03-13T23:32:00Z,9.01,90.94
2026-03-13T23:33:00Z,12.71,89.68
2026-03-13T23:34:00Z,12.14,88.21
2026-03-13T23:35:00Z,13.94,87.00
2026-03-13T23:36:00Z,13.10,87.02
2026-03-13T23:37:00Z,10.08,87.10
2026-03-13T23:38:00Z,15.59,82.16
2026-03-13T23:39:00Z,15.34,83.73
2026-03-13T23:40:00Z,14.38,85.36
2026-03-13T23:41:00Z,12.00,88.00
2026-03-13T23:42:00Z,11.00,89.00
2026-03-13T23:43:00Z,11.00,89.00
2026-03-13T23:44:00Z,14.48,86.77
2026-03-13T23:45:00Z,13.61,88.00
2026-03-13T23:46:00Z,15.33,84.94
2026-03-13T23:47:00Z,15.33,83.43
2026-03-13T23:48:00Z,17.51,84.00
2026-03-13T23:49:00Z,15.00,86.02
2026-03-13T23:50:00Z,13.00,88.00
2026-03-13T23:51:00Z,9.10,90.28
2026-03-13T23:52:00Z,7.69,95.15
2026-03-13T23:53:00Z,4.44,96.94
2026-03-13T23:54:00Z,4.78,93.90
2026-03-13T23:55:00Z,9.76,90.82
2026-03-13T23:56:00Z,9.18,91.93
2026-03-13T23:57:00Z,11.35,88.73
2026-03-13T23:58:00Z,11.77,89.66
2026-03-13T23:59:00Z,10.00,88.22
2026-03-14T00:00:00Z,14.37,87.88
2026-03-14T00:01:00Z,14.02,86.08
2026-03-14T00:02:00Z,14.73,83.95
2026-03-14T00:03:00Z,14.73,85.08
2026-03-14T00:04:00Z,19.14,81.42
2026-03-14T00:05:00Z,23.62,73.98
2026-03-14T00:06:00Z,32.05,66.72
2026-03-14T00:07:00Z,33.88,66.82
2026-03-14T00:08:00Z,31.56,69.96
2026-03-14T00:09:00Z,33.04,69.67
2026-03-14T00:10:00Z,27.97,70.65
2026-03-14T00:11:00Z,18.80,85.00
2026-03-14T00:12:00Z,18.80,85.55
2026-03-14T00:13:00Z,20.18,80.50
2026-03-14T00:14:00Z,32.24,73.77
2026-03-14T00:15:00Z,32.85,69.00
2026-03-14T00:16:00Z,37.49,64.66
2026-03-14T00:17:00Z,40.40,59.44
2026-03-14T00:18:00Z,40.24,59.09
2026-03-14T00:19:00Z,39.93,60.00
2026-03-14T00:20:00Z,45.20,52.39
2026-03-14T00:21:00Z,59.40,41.90
2026-03-14T00:22:00Z,63.60,36.64
2026-03-14T00:23:00Z,67.97,31.47
2026-03-14T00:24:00Z,69.75,31.31
2026-03-14T00:25:00Z,65.07,36.73
2026-03-14T00:26:00Z,71.66,30.30
2026-03-14T00:27:00Z,75.29,23.41
2026-03-14T00:28:00Z,83.29,15.59
2026-03-14T00:29:00Z,89.96,9.68
2026-03-14T00:30:00Z,90.44,9.54
2026-03-14T00:31:00Z,90.25,10.38
2026-03-14T00:32:00Z,91.04,9.20
2026-03-14T00:33:00Z,94.61,7.89
2026-03-14T00:34:00Z,95.40,5.35
2026-03-14T00:35:00Z,92.68,6.69
2026-03-14T00:36:00Z,93.98,6.79
2026-03-14T00:37:00Z,93.99,6.97
2026-03-14T00:38:00Z,96.66,3.48
2026-03-14T00:39:00Z,98.05,2.15
2026-03-14T00:40:00Z,98.69,2.30
2026-03-14T00:41:00Z,98.40,1.52
2026-03-14T00:42:00Z,98.79,2.18
2026-03-14T00:43:00Z,98.69,2.25
2026-03-14T00:44:00Z,98.30,2.22
2026-03-14T00:45:00Z,97.85,2.92
2026-03-14T00:46:00Z,97.99,3.00
2026-03-14T00:47:00Z,98.27,1.21
2026-03-14T00:48:00Z,99.00,1.02
2026-03-14T00:49:00Z,99.00,1.00
2026-03-14T00:50:00Z,99.00,1.00
2026-03-14T00:51:00Z,99.00,1.00
2026-03-14T00:52:00Z,99.00,1.00
2026-03-14T00:53:00Z,99.00,1.00
