# event_ticker=KXATPMATCH-26JUN08BOOYIB
# final_score=6-3 2-6 6-4
# match_winner=Thijs Boogaard
# fav_player=Thijs Boogaard
# dog_player=Yibing Wu
# kalshi_date=2026-06-08
timestamp,Thijs Boogaard,Yibing Wu
2026-06-09T22:22:00Z,17.00,
2026-06-09T22:29:00Z,17.00,84.00
2026-06-09T22:36:00Z,17.00,82.00
2026-06-09T22:52:00Z,18.00,82.00
2026-06-09T22:53:00Z,16.09,82.00
2026-06-09T23:00:00Z,18.00,82.00
2026-06-09T23:03:00Z,18.00,84.00
2026-06-09T23:13:00Z,18.00,84.00
2026-06-09T23:14:00Z,18.00,81.28
2026-06-09T23:46:00Z,18.00,81.28
2026-06-09T23:57:00Z,18.00,84.00
2026-06-10T00:13:00Z,18.00,84.00
2026-06-10T00:14:00Z,18.00,84.00
2026-06-10T00:21:00Z,18.00,84.00
2026-06-10T00:28:00Z,18.00,84.00
2026-06-10T00:46:00Z,18.00,82.00
2026-06-10T01:01:00Z,17.00,82.00
2026-06-10T01:06:00Z,17.00,82.00
2026-06-10T01:16:00Z,17.00,84.00
2026-06-10T01:23:00Z,18.00,84.00
2026-06-10T01:38:00Z,18.00,84.00
2026-06-10T01:45:00Z,18.00,84.00
2026-06-10T01:46:00Z,18.00,84.00
2026-06-10T01:50:00Z,17.00,84.00
2026-06-10T01:56:00Z,18.00,84.00
2026-06-10T02:09:00Z,18.00,84.00
2026-06-10T02:15:00Z,18.00,84.00
2026-06-10T02:24:00Z,18.00,84.00
2026-06-10T02:38:00Z,18.00,84.00
2026-06-10T02:39:00Z,18.00,83.00
2026-06-10T02:44:00Z,19.00,83.00
2026-06-10T02:47:00Z,19.00,83.00
2026-06-10T02:54:00Z,19.00,83.00
2026-06-10T03:03:00Z,19.00,83.00
2026-06-10T03:04:00Z,19.00,81.00
2026-06-10T03:07:00Z,19.00,82.00
2026-06-10T03:09:00Z,19.00,82.00
2026-06-10T03:12:00Z,19.00,82.00
2026-06-10T03:18:00Z,19.00,82.00
2026-06-10T03:29:00Z,19.00,82.00
2026-06-10T03:33:00Z,19.00,82.00
2026-06-10T03:34:00Z,19.00,82.00
2026-06-10T03:36:00Z,18.00,82.00
2026-06-10T03:40:00Z,19.00,82.00
2026-06-10T03:42:00Z,19.00,82.00
2026-06-10T03:46:00Z,19.00,82.00
2026-06-10T03:47:00Z,18.00,82.00
2026-06-10T03:48:00Z,19.00,82.00
2026-06-10T03:53:00Z,19.00,83.00
