# event_ticker=KXATPMATCH-25SEP18KOVROY
# final_score=4-6 7-6(6) 6-3
# score_resolution=6-4 6-7 3-6
# match_winner=Valentin Royer
# fav_player=Aleksandar Kovacevic
# dog_player=Valentin Royer
# kalshi_date=2025-09-18
timestamp,Aleksandar Kovacevic,Valentin Royer
2025-09-19T11:09:00Z,45.55,58.45
2025-09-19T11:10:00Z,45.55,58.00
2025-09-19T11:11:00Z,45.84,58.00
2025-09-19T11:12:00Z,48.38,58.00
2025-09-19T11:13:00Z,46.80,60.70
2025-09-19T11:14:00Z,45.00,58.00
2025-09-19T11:15:00Z,45.00,58.00
2025-09-19T11:16:00Z,45.00,58.00
2025-09-19T11:17:00Z,45.97,58.00
2025-09-19T11:18:00Z,45.58,58.00
2025-09-19T11:19:00Z,46.67,58.00
2025-09-19T11:20:00Z,44.00,58.00
2025-09-19T11:21:00Z,44.91,58.00
2025-09-19T11:22:00Z,45.00,58.42
2025-09-19T11:23:00Z,45.00,59.41
2025-09-19T11:24:00Z,45.00,58.00
2025-09-19T11:25:00Z,43.14,61.39
2025-09-19T11:26:00Z,40.33,61.00
2025-09-19T11:27:00Z,39.47,61.00
2025-09-19T11:28:00Z,40.00,62.99
2025-09-19T11:29:00Z,40.35,62.08
2025-09-19T11:30:00Z,41.87,59.51
2025-09-19T11:31:00Z,39.00,62.00
2025-09-19T11:32:00Z,39.00,62.08
2025-09-19T11:33:00Z,37.65,63.81
2025-09-19T11:34:00Z,37.91,67.31
2025-09-19T11:35:00Z,28.86,70.11
2025-09-19T11:36:00Z,28.86,72.95
2025-09-19T11:37:00Z,22.06,71.91
2025-09-19T11:38:00Z,23.11,78.45
2025-09-19T11:39:00Z,29.84,74.50
2025-09-19T11:40:00Z,31.81,70.00
2025-09-19T11:41:00Z,40.62,66.39
2025-09-19T11:42:00Z,43.00,63.00
2025-09-19T11:43:00Z,43.58,61.39
2025-09-19T11:44:00Z,44.39,57.61
2025-09-19T11:45:00Z,42.46,58.87
2025-09-19T11:46:00Z,47.76,56.57
2025-09-19T11:47:00Z,56.09,51.00
2025-09-19T11:48:00Z,55.35,49.00
2025-09-19T11:49:00Z,64.59,41.19
2025-09-19T11:50:00Z,64.16,38.00
2025-09-19T11:51:00Z,62.65,35.32
2025-09-19T11:52:00Z,68.00,33.00
2025-09-19T11:53:00Z,67.54,32.00
2025-09-19T11:54:00Z,69.28,32.00
2025-09-19T11:55:00Z,69.44,31.23
2025-09-19T11:56:00Z,66.82,34.52
2025-09-19T11:57:00Z,67.21,34.52
2025-09-19T11:58:00Z,67.94,32.56
2025-09-19T11:59:00Z,71.00,31.70
2025-09-19T12:00:00Z,71.53,32.00
2025-09-19T12:01:00Z,77.36,29.45
2025-09-19T12:02:00Z,72.19,22.20
2025-09-19T12:03:00Z,73.37,31.08
2025-09-19T12:04:00Z,71.00,31.38
2025-09-19T12:05:00Z,71.00,28.57
2025-09-19T12:06:00Z,69.00,30.00
2025-09-19T12:07:00Z,69.96,30.00
2025-09-19T12:08:00Z,70.89,33.18
2025-09-19T12:09:00Z,67.54,33.18
2025-09-19T12:10:00Z,73.00,32.83
2025-09-19T12:11:00Z,72.80,32.00
2025-09-19T12:12:00Z,72.80,34.00
2025-09-19T12:13:00Z,68.99,28.63
2025-09-19T12:14:00Z,71.31,30.11
2025-09-19T12:15:00Z,71.31,27.03
2025-09-19T12:16:00Z,78.25,25.35
2025-09-19T12:17:00Z,77.56,26.28
2025-09-19T12:18:00Z,71.48,26.44
2025-09-19T12:19:00Z,77.58,26.83
2025-09-19T12:20:00Z,71.51,29.60
2025-09-19T12:21:00Z,64.34,36.16
2025-09-19T12:22:00Z,29.37,33.00
2025-09-19T12:23:00Z,75.00,33.00
2025-09-19T12:24:00Z,72.38,31.62
2025-09-19T12:25:00Z,70.53,35.57
2025-09-19T12:26:00Z,70.76,35.57
2025-09-19T12:27:00Z,62.60,40.65
2025-09-19T12:28:00Z,69.48,40.29
2025-09-19T12:29:00Z,56.83,41.57
2025-09-19T12:30:00Z,66.59,34.93
2025-09-19T12:31:00Z,67.24,33.70
2025-09-19T12:32:00Z,64.00,36.11
2025-09-19T12:33:00Z,63.00,37.99
2025-09-19T12:34:00Z,63.00,38.40
2025-09-19T12:35:00Z,64.94,38.00
2025-09-19T12:36:00Z,61.18,39.76
2025-09-19T12:37:00Z,60.54,39.76
2025-09-19T12:38:00Z,53.99,44.59
2025-09-19T12:39:00Z,61.38,40.00
2025-09-19T12:40:00Z,64.30,38.51
2025-09-19T12:41:00Z,60.00,42.01
2025-09-19T12:42:00Z,58.81,41.00
2025-09-19T12:43:00Z,60.00,41.00
2025-09-19T12:44:00Z,64.23,34.38
2025-09-19T12:45:00Z,64.87,38.98
2025-09-19T12:46:00Z,63.00,38.74
2025-09-19T12:47:00Z,63.64,34.10
2025-09-19T12:48:00Z,63.90,34.56
2025-09-19T12:49:00Z,64.00,37.69
2025-09-19T12:50:00Z,65.33,37.00
2025-09-19T12:51:00Z,70.60,34.99
2025-09-19T12:52:00Z,68.53,32.36
2025-09-19T12:53:00Z,65.90,37.66
2025-09-19T12:54:00Z,73.68,26.29
2025-09-19T12:55:00Z,74.52,28.72
2025-09-19T12:56:00Z,81.97,23.50
2025-09-19T12:57:00Z,72.50,30.05
2025-09-19T12:58:00Z,75.47,28.00
2025-09-19T12:59:00Z,67.05,32.98
2025-09-19T13:00:00Z,68.69,41.95
2025-09-19T13:01:00Z,64.89,33.98
2025-09-19T13:02:00Z,69.93,31.52
2025-09-19T13:03:00Z,46.32,44.63
2025-09-19T13:04:00Z,46.80,54.18
2025-09-19T13:05:00Z,44.45,54.89
2025-09-19T13:06:00Z,47.43,55.68
2025-09-19T13:07:00Z,43.89,58.97
2025-09-19T13:08:00Z,40.97,55.40
2025-09-19T13:09:00Z,33.56,68.26
2025-09-19T13:10:00Z,45.51,58.31
2025-09-19T13:11:00Z,44.66,65.47
2025-09-19T13:12:00Z,45.30,62.39
2025-09-19T13:13:00Z,32.61,66.04
2025-09-19T13:14:00Z,17.72,82.50
2025-09-19T13:15:00Z,14.16,85.13
2025-09-19T13:16:00Z,14.01,87.27
2025-09-19T13:17:00Z,15.47,85.91
2025-09-19T13:18:00Z,18.41,83.24
2025-09-19T13:19:00Z,22.91,77.16
2025-09-19T13:20:00Z,15.47,87.06
2025-09-19T13:21:00Z,14.53,86.05
2025-09-19T13:22:00Z,12.09,87.37
2025-09-19T13:23:00Z,11.36,87.91
2025-09-19T13:24:00Z,13.39,85.79
2025-09-19T13:25:00Z,14.86,86.83
2025-09-19T13:26:00Z,10.06,88.86
2025-09-19T13:27:00Z,13.96,88.68
2025-09-19T13:28:00Z,19.31,85.84
2025-09-19T13:29:00Z,21.93,89.75
2025-09-19T13:30:00Z,15.95,88.99
2025-09-19T13:31:00Z,12.03,89.84
2025-09-19T13:32:00Z,10.41,88.42
2025-09-19T13:33:00Z,10.96,87.02
2025-09-19T13:34:00Z,13.36,85.97
2025-09-19T13:35:00Z,13.92,88.19
2025-09-19T13:36:00Z,23.19,88.92
2025-09-19T13:37:00Z,23.70,90.39
2025-09-19T13:38:00Z,24.08,90.00
2025-09-19T13:39:00Z,19.99,90.00
2025-09-19T13:40:00Z,21.00,90.00
2025-09-19T13:41:00Z,17.14,82.86
2025-09-19T13:42:00Z,13.28,85.91
2025-09-19T13:43:00Z,11.64,88.33
2025-09-19T13:44:00Z,8.29,93.03
2025-09-19T13:45:00Z,10.14,93.17
2025-09-19T13:46:00Z,11.54,88.31
2025-09-19T13:47:00Z,21.41,85.93
2025-09-19T13:48:00Z,20.87,92.49
2025-09-19T13:49:00Z,7.82,90.52
2025-09-19T13:50:00Z,6.23,95.67
2025-09-19T13:51:00Z,4.15,96.53
2025-09-19T13:52:00Z,5.10,96.46
2025-09-19T13:53:00Z,5.67,96.39
2025-09-19T13:54:00Z,5.37,92.98
2025-09-19T13:55:00Z,4.52,95.95
2025-09-19T13:56:00Z,1.08,98.95
2025-09-19T13:57:00Z,1.08,99.00
2025-09-19T13:58:00Z,1.08,99.00
2025-09-19T13:59:00Z,1.08,99.00
2025-09-19T14:00:00Z,1.08,99.00
2025-09-19T14:01:00Z,1.08,99.00
