# event_ticker=KXATPMATCH-25SEP18KOVROY
# final_score=4-6 7-6(6) 6-3
# score_resolution=6-4 6-7 3-6
# match_winner=Valentin Royer
# fav_player=Aleksandar Kovacevic
# dog_player=Valentin Royer
# kalshi_date=2025-09-18
timestamp,Aleksandar Kovacevic,Valentin Royer
2025-09-18T23:35:00Z,,57.00
2025-09-19T00:06:00Z,45.00,57.00
2025-09-19T01:32:00Z,45.00,56.00
2025-09-19T01:53:00Z,45.00,56.00
2025-09-19T02:04:00Z,44.00,56.00
2025-09-19T02:11:00Z,44.00,56.00
2025-09-19T02:28:00Z,45.00,56.00
2025-09-19T02:33:00Z,45.00,56.00
2025-09-19T02:57:00Z,45.00,56.00
2025-09-19T03:04:00Z,45.00,56.00
2025-09-19T03:13:00Z,45.00,56.00
2025-09-19T03:15:00Z,45.00,55.00
2025-09-19T03:16:00Z,45.00,55.00
2025-09-19T03:25:00Z,45.00,55.00
2025-09-19T03:39:00Z,45.00,55.00
2025-09-19T03:45:00Z,45.00,56.00
2025-09-19T03:58:00Z,45.00,56.00
2025-09-19T04:09:00Z,45.00,56.00
2025-09-19T04:10:00Z,45.00,56.00
2025-09-19T04:22:00Z,45.00,57.00
2025-09-19T04:30:00Z,45.00,57.00
2025-09-19T04:31:00Z,45.00,57.00
2025-09-19T04:45:00Z,45.00,57.00
2025-09-19T04:58:00Z,45.00,57.00
2025-09-19T05:00:00Z,45.00,57.00
2025-09-19T05:13:00Z,45.00,57.00
2025-09-19T05:17:00Z,45.00,56.98
2025-09-19T05:20:00Z,45.00,57.00
2025-09-19T05:55:00Z,44.00,57.00
2025-09-19T06:00:00Z,44.00,57.00
2025-09-19T06:01:00Z,44.00,57.00
2025-09-19T06:06:00Z,44.00,57.00
2025-09-19T06:25:00Z,44.00,57.00
2025-09-19T06:33:00Z,44.00,57.00
2025-09-19T06:41:00Z,44.00,57.00
2025-09-19T06:51:00Z,44.00,57.00
2025-09-19T06:58:00Z,44.00,57.00
2025-09-19T07:00:00Z,44.00,57.00
2025-09-19T07:01:00Z,44.00,57.00
2025-09-19T07:08:00Z,44.00,57.00
2025-09-19T07:16:00Z,44.00,57.00
2025-09-19T07:20:00Z,44.00,57.00
2025-09-19T07:22:00Z,44.00,57.00
2025-09-19T07:23:00Z,44.00,57.00
2025-09-19T07:30:00Z,44.00,57.00
2025-09-19T07:34:00Z,44.00,57.00
2025-09-19T07:36:00Z,44.00,57.00
2025-09-19T07:38:00Z,44.00,57.00
2025-09-19T07:42:00Z,44.00,57.00
2025-09-19T07:54:00Z,44.00,57.00
2025-09-19T07:58:00Z,44.00,58.00
2025-09-19T08:08:00Z,44.00,58.00
2025-09-19T08:09:00Z,43.00,58.00
2025-09-19T08:11:00Z,43.00,58.00
2025-09-19T08:12:00Z,43.00,58.00
2025-09-19T08:17:00Z,43.00,58.00
2025-09-19T08:18:00Z,43.00,58.00
2025-09-19T08:20:00Z,43.00,58.00
2025-09-19T08:34:00Z,43.25,58.00
2025-09-19T08:38:00Z,44.00,58.00
2025-09-19T08:48:00Z,44.00,58.00
2025-09-19T08:54:00Z,44.00,58.00
2025-09-19T08:57:00Z,44.00,58.00
2025-09-19T08:58:00Z,44.00,58.00
2025-09-19T08:59:00Z,44.00,58.00
2025-09-19T09:00:00Z,44.00,58.00
2025-09-19T09:03:00Z,43.00,58.00
2025-09-19T09:06:00Z,43.94,58.00
2025-09-19T09:10:00Z,44.00,58.00
2025-09-19T09:16:00Z,44.00,57.00
2025-09-19T09:19:00Z,45.00,57.00
2025-09-19T09:20:00Z,45.00,57.00
2025-09-19T09:21:00Z,45.00,58.00
2025-09-19T09:27:00Z,45.00,58.00
2025-09-19T09:29:00Z,45.00,58.00
2025-09-19T09:35:00Z,45.00,58.00
2025-09-19T09:37:00Z,45.00,58.00
2025-09-19T09:41:00Z,45.00,58.00
2025-09-19T09:43:00Z,45.00,58.00
2025-09-19T09:46:00Z,45.00,64.65
2025-09-19T09:47:00Z,45.00,59.00
2025-09-19T09:49:00Z,45.00,59.00
2025-09-19T09:58:00Z,44.00,59.00
2025-09-19T10:01:00Z,44.00,59.00
2025-09-19T10:04:00Z,44.00,59.00
2025-09-19T10:05:00Z,44.00,59.91
2025-09-19T10:06:00Z,44.00,59.00
2025-09-19T10:07:00Z,44.00,59.00
2025-09-19T10:08:00Z,44.00,57.04
2025-09-19T10:11:00Z,44.61,57.04
2025-09-19T10:12:00Z,45.00,57.04
2025-09-19T10:15:00Z,45.00,57.04
2025-09-19T10:16:00Z,45.00,57.00
2025-09-19T10:22:00Z,45.00,57.00
2025-09-19T10:29:00Z,45.00,57.00
2025-09-19T10:31:00Z,45.00,57.00
2025-09-19T10:33:00Z,45.00,57.00
2025-09-19T10:34:00Z,45.00,57.00
2025-09-19T10:35:00Z,45.00,57.00
2025-09-19T10:38:00Z,45.00,57.00
2025-09-19T10:40:00Z,45.00,57.00
2025-09-19T10:43:00Z,45.00,57.00
2025-09-19T10:46:00Z,48.00,57.00
2025-09-19T10:47:00Z,48.00,56.18
2025-09-19T10:49:00Z,45.00,56.18
2025-09-19T10:50:00Z,45.00,56.18
2025-09-19T10:52:00Z,45.00,56.18
2025-09-19T10:53:00Z,45.00,56.18
2025-09-19T10:58:00Z,45.00,57.00
2025-09-19T10:59:00Z,45.00,57.00
2025-09-19T11:01:00Z,45.00,57.00
2025-09-19T11:05:00Z,45.00,57.00
2025-09-19T11:07:00Z,45.00,57.40
2025-09-19T11:08:00Z,45.33,58.89
