# event_ticker=KXATPMATCH-25SEP21OCOTAB
# final_score=4-6 7-5 6-2
# match_winner=Alejandro Tabilo
# fav_player=Alejandro Tabilo
# dog_player=Christopher O'Connell
# kalshi_date=2025-09-21
timestamp,Alejandro Tabilo,Christopher O'Connell
2025-09-21T05:17:00Z,77.27,25.25
2025-09-21T05:18:00Z,79.84,23.00
2025-09-21T05:19:00Z,80.00,23.00
2025-09-21T05:20:00Z,80.90,17.00
2025-09-21T05:21:00Z,78.77,28.64
2025-09-21T05:22:00Z,63.31,37.94
2025-09-21T05:23:00Z,64.00,38.00
2025-09-21T05:24:00Z,68.92,34.48
2025-09-21T05:25:00Z,69.69,34.00
2025-09-21T05:26:00Z,62.93,35.00
2025-09-21T05:27:00Z,61.97,40.77
2025-09-21T05:28:00Z,59.44,50.11
2025-09-21T05:29:00Z,49.34,54.48
2025-09-21T05:30:00Z,42.66,57.47
2025-09-21T05:31:00Z,39.32,61.00
2025-09-21T05:32:00Z,41.10,59.29
2025-09-21T05:33:00Z,42.13,60.78
2025-09-21T05:34:00Z,41.28,61.00
2025-09-21T05:35:00Z,33.29,64.42
2025-09-21T05:36:00Z,33.29,67.20
2025-09-21T05:37:00Z,35.11,63.28
2025-09-21T05:38:00Z,35.99,66.29
2025-09-21T05:39:00Z,35.00,66.29
2025-09-21T05:40:00Z,34.43,65.95
2025-09-21T05:41:00Z,30.48,74.10
2025-09-21T05:42:00Z,35.00,69.00
2025-09-21T05:43:00Z,33.21,69.07
2025-09-21T05:44:00Z,30.65,70.96
2025-09-21T05:45:00Z,31.03,70.00
2025-09-21T05:46:00Z,32.00,71.13
2025-09-21T05:47:00Z,30.67,71.13
2025-09-21T05:48:00Z,30.00,71.63
2025-09-21T05:49:00Z,32.09,66.18
2025-09-21T05:50:00Z,35.19,65.49
2025-09-21T05:51:00Z,28.44,66.86
2025-09-21T05:52:00Z,28.05,72.49
2025-09-21T05:53:00Z,26.70,73.24
2025-09-21T05:54:00Z,29.71,75.01
2025-09-21T05:55:00Z,30.06,72.07
2025-09-21T05:56:00Z,31.78,70.00
2025-09-21T05:57:00Z,31.78,68.10
2025-09-21T05:58:00Z,37.83,61.94
2025-09-21T05:59:00Z,40.80,62.96
2025-09-21T06:00:00Z,36.82,63.00
2025-09-21T06:01:00Z,34.64,66.32
2025-09-21T06:02:00Z,34.64,64.93
2025-09-21T06:03:00Z,34.64,71.96
2025-09-21T06:04:00Z,27.92,74.14
2025-09-21T06:05:00Z,28.15,72.08
2025-09-21T06:06:00Z,33.00,67.30
2025-09-21T06:07:00Z,34.28,65.11
2025-09-21T06:08:00Z,36.05,68.00
2025-09-21T06:09:00Z,32.24,66.91
2025-09-21T06:10:00Z,32.00,69.12
2025-09-21T06:11:00Z,26.71,68.44
2025-09-21T06:12:00Z,30.00,70.15
2025-09-21T06:13:00Z,30.87,70.15
2025-09-21T06:14:00Z,28.25,66.12
2025-09-21T06:15:00Z,33.00,69.00
2025-09-21T06:16:00Z,33.00,73.00
2025-09-21T06:17:00Z,28.52,74.86
2025-09-21T06:18:00Z,36.91,66.45
2025-09-21T06:19:00Z,35.22,72.28
2025-09-21T06:20:00Z,37.73,69.59
2025-09-21T06:21:00Z,43.46,67.49
2025-09-21T06:22:00Z,33.13,65.37
2025-09-21T06:23:00Z,35.91,66.92
2025-09-21T06:24:00Z,39.40,65.86
2025-09-21T06:25:00Z,35.50,62.73
2025-09-21T06:26:00Z,35.50,63.92
2025-09-21T06:27:00Z,35.96,66.36
2025-09-21T06:28:00Z,34.86,65.69
2025-09-21T06:29:00Z,34.55,69.31
2025-09-21T06:30:00Z,36.06,72.17
2025-09-21T06:31:00Z,37.48,70.90
2025-09-21T06:32:00Z,39.41,70.00
2025-09-21T06:33:00Z,34.00,61.00
2025-09-21T06:34:00Z,35.56,64.19
2025-09-21T06:35:00Z,34.12,64.29
2025-09-21T06:36:00Z,42.70,62.12
2025-09-21T06:37:00Z,39.56,66.07
2025-09-21T06:38:00Z,28.10,70.79
2025-09-21T06:39:00Z,43.15,64.57
2025-09-21T06:40:00Z,34.74,64.82
2025-09-21T06:41:00Z,31.67,67.40
2025-09-21T06:42:00Z,25.40,70.18
2025-09-21T06:43:00Z,27.69,71.15
2025-09-21T06:44:00Z,35.91,66.04
2025-09-21T06:45:00Z,32.31,68.46
2025-09-21T06:46:00Z,39.45,66.37
2025-09-21T06:47:00Z,45.72,65.51
2025-09-21T06:48:00Z,43.23,59.01
2025-09-21T06:49:00Z,57.78,55.07
2025-09-21T06:50:00Z,46.66,41.34
2025-09-21T06:51:00Z,53.42,41.00
2025-09-21T06:52:00Z,53.90,40.81
2025-09-21T06:53:00Z,57.43,36.69
2025-09-21T06:54:00Z,60.69,33.14
2025-09-21T06:55:00Z,60.20,37.01
2025-09-21T06:56:00Z,68.75,37.05
2025-09-21T06:57:00Z,65.51,43.24
2025-09-21T06:58:00Z,53.46,52.58
2025-09-21T06:59:00Z,57.41,45.71
2025-09-21T07:00:00Z,62.38,44.30
2025-09-21T07:01:00Z,52.93,50.57
2025-09-21T07:02:00Z,58.30,48.14
2025-09-21T07:03:00Z,60.78,42.85
2025-09-21T07:04:00Z,60.39,42.85
2025-09-21T07:05:00Z,58.89,44.16
2025-09-21T07:06:00Z,57.00,46.49
2025-09-21T07:07:00Z,64.41,22.87
2025-09-21T07:08:00Z,68.78,38.02
2025-09-21T07:09:00Z,78.01,18.47
2025-09-21T07:10:00Z,84.03,11.48
2025-09-21T07:11:00Z,84.69,7.28
2025-09-21T07:12:00Z,92.61,5.95
2025-09-21T07:13:00Z,92.86,4.49
2025-09-21T07:14:00Z,92.86,8.09
2025-09-21T07:15:00Z,92.89,6.24
2025-09-21T07:16:00Z,92.13,6.71
2025-09-21T07:17:00Z,92.00,3.76
2025-09-21T07:18:00Z,94.98,8.76
2025-09-21T07:19:00Z,98.31,7.41
2025-09-21T07:20:00Z,94.01,2.40
2025-09-21T07:21:00Z,94.22,8.00
2025-09-21T07:22:00Z,93.89,7.37
2025-09-21T07:23:00Z,92.47,3.21
2025-09-21T07:24:00Z,92.47,8.00
2025-09-21T07:25:00Z,96.00,8.00
2025-09-21T07:26:00Z,92.08,7.15
2025-09-21T07:27:00Z,93.29,11.44
2025-09-21T07:28:00Z,95.24,8.00
2025-09-21T07:29:00Z,89.07,10.42
2025-09-21T07:30:00Z,93.19,3.59
2025-09-21T07:31:00Z,96.00,4.03
2025-09-21T07:32:00Z,96.47,3.69
2025-09-21T07:33:00Z,99.00,1.40
2025-09-21T07:34:00Z,99.00,1.40
2025-09-21T07:35:00Z,99.00,1.40
2025-09-21T07:36:00Z,99.00,1.40
