# event_ticker=KXATPMATCH-26JUN08CILSHA
# final_score=6-7(5) 6-4 7-5
# score_resolution=7-6 4-6 5-7
# match_winner=Marin Cilic
# fav_player=Denis Shapovalov
# dog_player=Marin Cilic
# kalshi_date=2026-06-08
timestamp,Marin Cilic,Denis Shapovalov
2026-06-08T01:16:00Z,59.00,
2026-06-08T01:19:00Z,59.00,
2026-06-08T01:21:00Z,59.00,
2026-06-08T01:27:00Z,59.00,43.00
2026-06-08T01:29:00Z,59.00,43.00
2026-06-08T01:31:00Z,59.00,43.00
2026-06-08T01:35:00Z,59.00,43.00
2026-06-08T01:36:00Z,59.00,43.00
2026-06-08T01:41:00Z,59.00,43.00
2026-06-08T01:45:00Z,59.00,43.00
2026-06-08T01:46:00Z,59.00,43.00
2026-06-08T01:55:00Z,59.00,42.82
2026-06-08T01:56:00Z,59.00,42.82
2026-06-08T02:02:00Z,59.00,42.00
2026-06-08T02:03:00Z,59.00,42.00
2026-06-08T02:09:00Z,59.00,43.00
2026-06-08T02:20:00Z,59.00,43.00
2026-06-08T02:22:00Z,59.00,43.00
2026-06-08T02:24:00Z,58.00,43.00
2026-06-08T02:32:00Z,58.00,43.00
2026-06-08T02:45:00Z,58.00,43.00
2026-06-08T02:46:00Z,59.00,43.00
2026-06-08T02:59:00Z,58.00,43.00
2026-06-08T03:03:00Z,58.00,43.00
2026-06-08T03:14:00Z,58.00,43.00
2026-06-08T03:15:00Z,58.00,43.00
2026-06-08T03:19:00Z,58.00,43.00
2026-06-08T03:20:00Z,58.00,43.00
2026-06-08T03:33:00Z,58.00,43.00
2026-06-08T03:35:00Z,58.00,43.00
2026-06-08T03:36:00Z,58.00,43.00
2026-06-08T03:37:00Z,59.00,43.00
2026-06-08T03:42:00Z,58.00,43.00
2026-06-08T03:44:00Z,58.00,43.00
2026-06-08T03:46:00Z,59.30,43.00
2026-06-08T03:50:00Z,59.00,43.00
2026-06-08T03:54:00Z,60.00,43.00
2026-06-08T04:03:00Z,60.00,41.28
2026-06-08T04:05:00Z,60.00,41.28
2026-06-08T04:08:00Z,60.00,41.28
2026-06-08T04:11:00Z,60.00,41.00
2026-06-08T04:12:00Z,60.00,41.00
2026-06-08T04:14:00Z,60.00,41.00
2026-06-08T04:22:00Z,60.00,42.00
2026-06-08T04:25:00Z,60.00,42.00
2026-06-08T04:26:00Z,60.00,42.00
2026-06-08T04:27:00Z,60.00,42.00
2026-06-08T04:31:00Z,60.00,41.00
2026-06-08T04:34:00Z,60.00,42.00
2026-06-08T04:36:00Z,60.00,42.00
2026-06-08T04:43:00Z,60.00,42.00
2026-06-08T04:46:00Z,60.00,42.00
2026-06-08T04:53:00Z,60.00,42.00
2026-06-08T04:55:00Z,60.00,39.96
2026-06-08T05:01:00Z,60.00,41.00
2026-06-08T05:02:00Z,60.00,41.00
2026-06-08T05:03:00Z,61.00,41.00
2026-06-08T05:06:00Z,60.92,41.00
2026-06-08T05:09:00Z,60.92,39.00
2026-06-08T05:10:00Z,60.92,41.00
2026-06-08T05:11:00Z,60.92,41.00
2026-06-08T05:12:00Z,61.00,41.00
2026-06-08T05:14:00Z,61.00,41.00
2026-06-08T05:17:00Z,61.00,41.00
2026-06-08T05:18:00Z,61.00,41.00
2026-06-08T05:19:00Z,61.00,41.00
2026-06-08T05:21:00Z,61.00,41.00
2026-06-08T05:22:00Z,61.00,41.00
2026-06-08T05:23:00Z,61.00,41.00
2026-06-08T05:24:00Z,61.00,41.00
2026-06-08T05:26:00Z,61.00,41.00
2026-06-08T05:27:00Z,61.00,41.00
2026-06-08T05:30:00Z,60.00,41.00
2026-06-08T05:32:00Z,60.05,41.00
2026-06-08T05:38:00Z,61.00,41.00
2026-06-08T05:41:00Z,60.00,41.00
2026-06-08T05:42:00Z,60.44,41.00
2026-06-08T05:49:00Z,61.00,41.00
2026-06-08T05:50:00Z,61.00,41.00
2026-06-08T05:51:00Z,61.00,41.00
2026-06-08T05:54:00Z,61.00,41.00
2026-06-08T05:56:00Z,61.00,41.00
2026-06-08T05:59:00Z,59.00,41.00
2026-06-08T06:02:00Z,61.00,41.00
2026-06-08T06:07:00Z,61.00,41.00
2026-06-08T06:12:00Z,61.00,41.00
2026-06-08T06:17:00Z,61.00,41.00
2026-06-08T06:19:00Z,61.00,41.00
2026-06-08T06:25:00Z,61.00,41.00
2026-06-08T06:26:00Z,61.64,41.00
2026-06-08T06:29:00Z,62.00,41.00
2026-06-08T06:41:00Z,62.00,41.00
2026-06-08T06:44:00Z,62.00,41.00
2026-06-08T06:45:00Z,62.00,41.00
2026-06-08T06:52:00Z,62.00,41.00
2026-06-08T07:02:00Z,62.00,40.00
2026-06-08T07:03:00Z,62.00,40.00
2026-06-08T07:04:00Z,62.00,40.00
2026-06-08T07:13:00Z,62.00,40.00
2026-06-08T07:14:00Z,62.00,40.00
2026-06-08T07:17:00Z,62.00,40.00
2026-06-08T07:22:00Z,62.00,40.00
2026-06-08T07:23:00Z,62.00,40.00
2026-06-08T07:25:00Z,62.00,40.00
2026-06-08T07:32:00Z,62.00,40.00
2026-06-08T07:33:00Z,62.00,40.00
2026-06-08T07:35:00Z,62.00,40.00
2026-06-08T07:39:00Z,62.00,40.00
2026-06-08T07:45:00Z,62.00,40.00
2026-06-08T07:49:00Z,62.00,40.00
2026-06-08T07:55:00Z,62.00,40.00
2026-06-08T07:58:00Z,62.00,40.00
2026-06-08T08:10:00Z,62.00,40.00
2026-06-08T08:29:00Z,62.00,40.00
2026-06-08T08:30:00Z,62.00,40.00
2026-06-08T08:31:00Z,60.24,40.00
2026-06-08T08:32:00Z,60.24,42.00
2026-06-08T08:33:00Z,60.00,42.00
2026-06-08T08:41:00Z,60.00,41.00
2026-06-08T08:46:00Z,60.00,41.00
2026-06-08T08:51:00Z,59.00,41.00
2026-06-08T08:54:00Z,59.00,41.00
2026-06-08T09:00:00Z,59.00,41.35
2026-06-08T09:04:00Z,59.00,41.35
2026-06-08T09:11:00Z,59.00,41.35
2026-06-08T09:12:00Z,59.00,41.35
2026-06-08T09:18:00Z,59.00,41.35
2026-06-08T09:25:00Z,59.00,41.35
2026-06-08T09:27:00Z,59.00,41.35
2026-06-08T09:32:00Z,59.00,41.35
2026-06-08T09:34:00Z,59.00,41.97
2026-06-08T09:40:00Z,59.00,41.97
2026-06-08T09:43:00Z,59.00,41.97
2026-06-08T09:48:00Z,59.00,41.97
2026-06-08T09:53:00Z,60.00,41.97
2026-06-08T09:54:00Z,60.00,41.97
2026-06-08T10:00:00Z,60.00,41.97
2026-06-08T10:01:00Z,60.00,41.97
2026-06-08T10:11:00Z,60.00,42.00
2026-06-08T10:12:00Z,60.00,42.00
2026-06-08T10:15:00Z,60.00,42.00
2026-06-08T10:17:00Z,60.00,42.00
2026-06-08T10:28:00Z,60.53,42.00
2026-06-08T10:32:00Z,59.00,41.00
2026-06-08T10:38:00Z,61.00,41.00
2026-06-08T10:39:00Z,61.00,41.00
2026-06-08T10:41:00Z,61.00,41.00
2026-06-08T10:52:00Z,61.00,41.00
2026-06-08T10:53:00Z,61.00,41.00
2026-06-08T10:58:00Z,61.00,41.11
2026-06-08T11:02:00Z,61.00,41.00
2026-06-08T11:03:00Z,61.00,41.00
2026-06-08T11:08:00Z,61.00,41.00
2026-06-08T11:11:00Z,61.00,41.00
2026-06-08T11:14:00Z,61.00,41.00
2026-06-08T11:21:00Z,61.00,41.00
2026-06-08T11:22:00Z,61.00,41.00
2026-06-08T11:25:00Z,61.00,41.00
2026-06-08T11:29:00Z,61.00,41.00
2026-06-08T11:31:00Z,61.00,41.00
2026-06-08T11:34:00Z,61.12,41.00
2026-06-08T11:36:00Z,61.12,41.00
2026-06-08T11:37:00Z,61.00,41.00
2026-06-08T11:38:00Z,61.00,41.00
2026-06-08T11:41:00Z,61.00,41.00
2026-06-08T11:44:00Z,61.00,41.00
2026-06-08T11:47:00Z,61.00,40.00
2026-06-08T11:51:00Z,61.00,40.00
2026-06-08T11:57:00Z,61.00,40.00
2026-06-08T11:58:00Z,61.00,40.00
2026-06-08T11:59:00Z,61.00,40.00
2026-06-08T12:00:00Z,61.00,40.00
2026-06-08T12:02:00Z,61.00,40.00
2026-06-08T12:03:00Z,61.00,40.00
2026-06-08T12:04:00Z,61.00,40.00
2026-06-08T12:06:00Z,61.31,40.00
2026-06-08T12:07:00Z,61.31,41.00
2026-06-08T12:09:00Z,61.00,41.00
2026-06-08T12:13:00Z,61.00,41.00
2026-06-08T12:16:00Z,61.00,41.00
2026-06-08T12:17:00Z,61.00,41.00
2026-06-08T12:18:00Z,61.00,41.00
2026-06-08T12:20:00Z,61.00,41.00
2026-06-08T12:21:00Z,61.00,41.00
2026-06-08T12:22:00Z,61.00,41.00
2026-06-08T12:23:00Z,61.00,41.00
2026-06-08T12:25:00Z,61.00,41.00
2026-06-08T12:26:00Z,61.00,41.00
2026-06-08T12:27:00Z,60.22,41.00
2026-06-08T12:29:00Z,61.00,41.00
2026-06-08T12:30:00Z,62.70,40.00
