# event_ticker=KXATPCHALLENGERMATCH-26MAR18PERJAC
# final_score=6-2 6-0
# score_resolution=2-6 0-6
# match_winner=Kyrian Jacquet
# fav_player=Sergi Perez Contri
# dog_player=Kyrian Jacquet
# kalshi_date=2026-03-18
timestamp,Sergi Perez Contri,Kyrian Jacquet
2026-03-17T22:45:00Z,21.00,
2026-03-17T22:49:00Z,21.00,82.00
2026-03-17T23:00:00Z,21.00,82.00
2026-03-17T23:10:00Z,21.00,82.00
2026-03-17T23:20:00Z,21.00,82.00
2026-03-17T23:30:00Z,21.00,80.00
2026-03-17T23:40:00Z,21.00,80.00
2026-03-17T23:50:00Z,21.00,80.00
2026-03-18T00:00:00Z,21.00,80.00
2026-03-18T00:10:00Z,21.00,80.00
2026-03-18T00:11:00Z,20.00,80.00
2026-03-18T01:50:00Z,20.00,81.11
2026-03-18T02:48:00Z,20.00,80.95
2026-03-18T02:50:00Z,20.00,83.00
2026-03-18T02:53:00Z,20.00,79.00
2026-03-18T03:36:00Z,20.00,83.00
2026-03-18T03:42:00Z,20.00,80.00
2026-03-18T03:52:00Z,20.00,80.00
2026-03-18T04:01:00Z,20.00,80.00
2026-03-18T04:08:00Z,20.00,80.98
2026-03-18T04:10:00Z,20.00,80.98
2026-03-18T04:15:00Z,20.00,80.98
2026-03-18T04:31:00Z,20.00,81.00
2026-03-18T04:32:00Z,20.00,82.00
2026-03-18T04:43:00Z,20.00,80.00
2026-03-18T05:06:00Z,20.00,80.00
2026-03-18T05:22:00Z,20.00,80.00
2026-03-18T05:26:00Z,20.00,80.00
2026-03-18T05:27:00Z,18.00,80.00
2026-03-18T05:29:00Z,18.00,80.00
2026-03-18T05:32:00Z,18.00,80.00
2026-03-18T05:34:00Z,18.00,80.00
2026-03-18T05:40:00Z,18.00,80.00
2026-03-18T05:43:00Z,18.00,80.00
2026-03-18T05:47:00Z,20.00,80.01
2026-03-18T05:53:00Z,20.00,80.01
2026-03-18T06:00:00Z,20.00,81.00
2026-03-18T06:05:00Z,20.00,81.00
2026-03-18T06:09:00Z,20.00,81.00
2026-03-18T06:16:00Z,20.00,82.00
2026-03-18T06:22:00Z,20.00,82.00
2026-03-18T06:24:00Z,20.00,82.00
2026-03-18T06:25:00Z,20.00,82.00
2026-03-18T06:33:00Z,20.00,82.00
2026-03-18T06:34:00Z,20.00,82.00
2026-03-18T06:48:00Z,20.00,82.00
2026-03-18T06:52:00Z,20.00,82.00
2026-03-18T06:53:00Z,20.00,82.00
2026-03-18T07:02:00Z,20.00,82.00
2026-03-18T07:06:00Z,20.00,82.00
2026-03-18T07:13:00Z,20.00,82.00
2026-03-18T07:18:00Z,20.00,82.00
2026-03-18T07:19:00Z,20.00,82.00
2026-03-18T07:21:00Z,20.00,82.00
2026-03-18T07:24:00Z,20.00,82.00
2026-03-18T07:28:00Z,20.00,82.27
2026-03-18T07:57:00Z,20.00,82.27
2026-03-18T08:09:00Z,20.00,82.27
2026-03-18T08:24:00Z,20.00,82.27
2026-03-18T08:25:00Z,20.00,82.27
2026-03-18T08:26:00Z,20.00,82.27
2026-03-18T08:29:00Z,20.00,82.27
2026-03-18T08:33:00Z,19.00,82.27
2026-03-18T08:50:00Z,19.00,82.00
2026-03-18T09:25:00Z,20.00,82.00
2026-03-18T09:45:00Z,20.00,82.00
2026-03-18T09:56:00Z,20.00,82.00
2026-03-18T09:58:00Z,20.00,82.00
2026-03-18T10:05:00Z,20.00,82.00
2026-03-18T10:07:00Z,20.00,82.00
2026-03-18T10:14:00Z,20.00,82.00
2026-03-18T10:16:00Z,20.00,82.00
2026-03-18T10:21:00Z,20.00,81.92
2026-03-18T10:22:00Z,20.00,82.77
2026-03-18T10:24:00Z,20.00,83.00
2026-03-18T10:26:00Z,20.00,83.00
2026-03-18T10:27:00Z,20.00,83.00
2026-03-18T10:28:00Z,20.00,83.00
2026-03-18T10:29:00Z,20.00,82.00
2026-03-18T10:31:00Z,20.00,82.00
2026-03-18T10:32:00Z,21.00,83.00
2026-03-18T10:33:00Z,25.84,78.86
2026-03-18T10:34:00Z,23.60,78.86
2026-03-18T10:35:00Z,25.00,80.00
2026-03-18T10:36:00Z,25.00,77.00
2026-03-18T10:37:00Z,27.98,77.00
