# event_ticker=KXATPCHALLENGERMATCH-26MAR18PERJAC
# final_score=6-2 6-0
# score_resolution=2-6 0-6
# match_winner=Kyrian Jacquet
# fav_player=Sergi Perez Contri
# dog_player=Kyrian Jacquet
# kalshi_date=2026-03-18
timestamp,Sergi Perez Contri,Kyrian Jacquet
2026-03-18T10:38:00Z,30.00,77.00
2026-03-18T10:39:00Z,29.17,74.96
2026-03-18T10:40:00Z,30.00,72.73
2026-03-18T10:41:00Z,30.00,74.00
2026-03-18T10:42:00Z,26.10,74.00
2026-03-18T10:43:00Z,29.56,74.00
2026-03-18T10:44:00Z,30.16,74.00
2026-03-18T10:45:00Z,26.02,76.03
2026-03-18T10:46:00Z,23.83,74.74
2026-03-18T10:47:00Z,22.76,80.00
2026-03-18T10:48:00Z,20.63,81.00
2026-03-18T10:49:00Z,20.78,81.00
2026-03-18T10:50:00Z,18.20,79.96
2026-03-18T10:51:00Z,18.20,82.69
2026-03-18T10:52:00Z,19.56,81.92
2026-03-18T10:53:00Z,19.56,82.00
2026-03-18T10:54:00Z,18.39,82.13
2026-03-18T10:55:00Z,21.00,82.13
2026-03-18T10:56:00Z,21.00,84.00
2026-03-18T10:57:00Z,16.41,84.00
2026-03-18T10:58:00Z,13.93,85.16
2026-03-18T10:59:00Z,12.00,90.31
2026-03-18T11:00:00Z,9.00,91.95
2026-03-18T11:01:00Z,8.00,93.00
2026-03-18T11:02:00Z,8.00,93.00
2026-03-18T11:03:00Z,8.75,92.00
2026-03-18T11:04:00Z,8.05,92.00
2026-03-18T11:05:00Z,8.05,90.00
2026-03-18T11:06:00Z,9.91,90.00
2026-03-18T11:07:00Z,10.79,90.16
2026-03-18T11:08:00Z,10.00,91.00
2026-03-18T11:09:00Z,13.91,91.00
2026-03-18T11:10:00Z,11.32,91.00
2026-03-18T11:11:00Z,10.43,91.00
2026-03-18T11:12:00Z,9.00,93.00
2026-03-18T11:13:00Z,9.00,93.00
2026-03-18T11:14:00Z,8.76,93.00
2026-03-18T11:15:00Z,6.58,93.00
2026-03-18T11:16:00Z,6.97,93.03
2026-03-18T11:17:00Z,7.50,93.52
2026-03-18T11:18:00Z,7.25,93.00
2026-03-18T11:19:00Z,6.00,93.00
2026-03-18T11:20:00Z,6.00,95.00
2026-03-18T11:21:00Z,6.00,93.00
2026-03-18T11:22:00Z,6.00,93.00
2026-03-18T11:23:00Z,6.00,93.00
2026-03-18T11:25:00Z,7.00,93.00
2026-03-18T11:26:00Z,7.00,95.00
2026-03-18T11:27:00Z,5.64,96.00
2026-03-18T11:28:00Z,8.72,92.01
2026-03-18T11:29:00Z,9.00,93.00
2026-03-18T11:30:00Z,4.98,93.00
2026-03-18T11:31:00Z,5.00,95.11
2026-03-18T11:32:00Z,4.00,96.00
2026-03-18T11:33:00Z,5.00,96.00
2026-03-18T11:34:00Z,5.00,97.00
2026-03-18T11:35:00Z,3.19,97.16
2026-03-18T11:36:00Z,2.64,98.00
2026-03-18T11:37:00Z,3.00,97.05
2026-03-18T11:38:00Z,3.00,98.70
2026-03-18T11:39:00Z,2.79,98.19
2026-03-18T11:40:00Z,2.00,99.00
2026-03-18T11:41:00Z,2.00,99.00
2026-03-18T11:42:00Z,2.00,99.00
2026-03-18T11:43:00Z,1.00,99.00
2026-03-18T11:45:00Z,1.22,99.00
2026-03-18T11:46:00Z,1.00,99.00
2026-03-18T11:49:00Z,1.00,99.00
2026-03-18T12:02:00Z,1.00,99.00
