# event_ticker=KXATPMATCH-26APR24LAJRIN
# final_score=6-3 6-2
# match_winner=Arthur Rinderknech
# fav_player=Arthur Rinderknech
# dog_player=Dusan Lajovic
# kalshi_date=2026-04-24
timestamp,Dusan Lajovic,Arthur Rinderknech
2026-04-24T04:28:00Z,,64.00
2026-04-24T04:29:00Z,,64.00
2026-04-24T04:33:00Z,,61.00
2026-04-24T04:34:00Z,,61.00
2026-04-24T04:35:00Z,,61.00
2026-04-24T04:36:00Z,,61.00
2026-04-24T04:40:00Z,41.00,61.00
2026-04-24T04:42:00Z,41.00,61.00
2026-04-24T04:43:00Z,41.00,61.00
2026-04-24T04:44:00Z,41.00,61.00
2026-04-24T04:55:00Z,41.00,61.00
2026-04-24T04:57:00Z,41.00,61.00
2026-04-24T04:59:00Z,41.00,61.00
2026-04-24T05:01:00Z,41.00,61.00
2026-04-24T05:03:00Z,41.00,61.00
2026-04-24T05:05:00Z,41.00,61.00
2026-04-24T05:06:00Z,41.00,61.00
2026-04-24T05:07:00Z,41.00,61.00
2026-04-24T05:09:00Z,41.00,61.00
2026-04-24T05:12:00Z,41.00,61.00
2026-04-24T05:19:00Z,41.00,61.00
2026-04-24T05:21:00Z,41.00,61.00
2026-04-24T05:23:00Z,39.00,61.00
2026-04-24T05:24:00Z,39.00,61.00
2026-04-24T05:25:00Z,39.00,61.00
2026-04-24T05:27:00Z,41.00,61.00
2026-04-24T05:28:00Z,41.00,61.00
2026-04-24T05:29:00Z,41.00,61.62
2026-04-24T05:32:00Z,41.00,62.00
2026-04-24T05:35:00Z,41.00,62.00
2026-04-24T05:39:00Z,41.00,62.00
2026-04-24T05:52:00Z,41.00,61.00
2026-04-24T05:53:00Z,41.00,61.00
2026-04-24T05:55:00Z,41.00,61.00
2026-04-24T05:58:00Z,41.00,61.00
2026-04-24T06:06:00Z,40.00,61.00
2026-04-24T06:14:00Z,40.00,61.00
2026-04-24T06:19:00Z,40.00,61.00
2026-04-24T06:20:00Z,41.00,61.00
2026-04-24T06:26:00Z,41.00,61.00
2026-04-24T06:29:00Z,41.00,61.00
2026-04-24T06:38:00Z,41.00,61.00
2026-04-24T06:40:00Z,41.00,61.00
2026-04-24T06:53:00Z,41.00,61.00
2026-04-24T06:57:00Z,41.00,61.00
2026-04-24T07:00:00Z,41.00,61.00
2026-04-24T07:07:00Z,41.00,61.00
2026-04-24T07:09:00Z,41.00,61.00
2026-04-24T07:14:00Z,41.00,61.00
2026-04-24T07:16:00Z,41.00,61.00
2026-04-24T07:22:00Z,41.00,61.00
2026-04-24T07:44:00Z,41.00,61.00
2026-04-24T07:46:00Z,41.00,61.00
2026-04-24T07:51:00Z,41.00,61.00
2026-04-24T08:04:00Z,41.00,61.00
2026-04-24T08:05:00Z,41.00,61.00
2026-04-24T08:10:00Z,41.00,61.00
2026-04-24T08:22:00Z,41.00,61.00
2026-04-24T08:29:00Z,41.00,61.00
2026-04-24T08:32:00Z,41.00,61.00
2026-04-24T08:33:00Z,41.00,61.00
2026-04-24T08:35:00Z,40.00,61.00
2026-04-24T08:55:00Z,40.00,61.00
2026-04-24T09:28:00Z,40.00,61.00
2026-04-24T09:29:00Z,40.00,60.00
2026-04-24T09:38:00Z,40.00,61.00
2026-04-24T09:43:00Z,40.00,61.00
2026-04-24T09:52:00Z,40.00,61.00
2026-04-24T09:54:00Z,40.00,61.00
2026-04-24T09:58:00Z,40.00,61.00
2026-04-24T10:01:00Z,40.00,61.00
2026-04-24T10:03:00Z,40.00,61.00
2026-04-24T10:05:00Z,40.00,61.00
2026-04-24T10:06:00Z,40.00,61.00
2026-04-24T10:10:00Z,40.00,61.00
2026-04-24T10:11:00Z,40.00,61.00
2026-04-24T10:12:00Z,40.00,61.00
2026-04-24T10:13:00Z,40.00,61.00
2026-04-24T10:14:00Z,40.00,61.00
2026-04-24T10:16:00Z,40.00,61.00
2026-04-24T10:17:00Z,40.00,61.00
2026-04-24T10:19:00Z,40.00,61.85
2026-04-24T10:20:00Z,39.00,61.85
2026-04-24T10:21:00Z,39.00,62.00
2026-04-24T10:22:00Z,39.00,62.90
2026-04-24T10:23:00Z,39.12,62.00
2026-04-24T10:24:00Z,38.00,63.68
2026-04-24T10:25:00Z,36.00,66.00
2026-04-24T10:26:00Z,36.00,69.00
2026-04-24T10:27:00Z,35.00,68.00
2026-04-24T10:28:00Z,35.00,65.00
2026-04-24T10:29:00Z,37.14,62.85
2026-04-24T10:31:00Z,37.14,67.00
2026-04-24T10:32:00Z,34.00,67.00
2026-04-24T10:33:00Z,34.00,67.00
2026-04-24T10:35:00Z,36.00,66.00
2026-04-24T10:36:00Z,37.00,66.66
2026-04-24T10:37:00Z,36.00,66.56
2026-04-24T10:38:00Z,34.00,67.00
2026-04-24T10:39:00Z,34.00,67.00
2026-04-24T10:40:00Z,35.96,67.00
2026-04-24T10:41:00Z,29.28,73.89
2026-04-24T10:42:00Z,21.14,77.52
2026-04-24T10:43:00Z,17.00,84.00
2026-04-24T10:44:00Z,17.00,83.20
2026-04-24T10:45:00Z,16.00,85.03
2026-04-24T10:46:00Z,15.00,85.94
2026-04-24T10:47:00Z,15.00,86.40
2026-04-24T10:48:00Z,15.00,87.54
2026-04-24T10:49:00Z,14.02,86.00
2026-04-24T10:50:00Z,14.02,86.00
2026-04-24T10:51:00Z,15.00,86.09
2026-04-24T10:52:00Z,15.00,86.00
2026-04-24T10:53:00Z,15.00,86.02
2026-04-24T10:54:00Z,15.00,86.00
2026-04-24T10:55:00Z,15.00,85.00
2026-04-24T10:56:00Z,15.00,85.04
2026-04-24T10:57:00Z,14.67,87.91
2026-04-24T10:58:00Z,12.73,88.58
2026-04-24T10:59:00Z,12.79,88.58
2026-04-24T11:00:00Z,11.69,89.52
2026-04-24T11:01:00Z,11.69,90.00
2026-04-24T11:02:00Z,11.49,87.89
2026-04-24T11:03:00Z,15.75,85.91
2026-04-24T11:04:00Z,16.95,84.00
2026-04-24T11:05:00Z,16.77,85.96
2026-04-24T11:06:00Z,15.00,87.00
2026-04-24T11:07:00Z,12.70,88.49
2026-04-24T11:08:00Z,16.89,85.00
2026-04-24T11:09:00Z,17.00,84.00
2026-04-24T11:10:00Z,17.00,83.03
2026-04-24T11:11:00Z,18.16,80.28
2026-04-24T11:12:00Z,22.61,78.61
2026-04-24T11:13:00Z,21.67,81.59
2026-04-24T11:14:00Z,21.56,78.27
2026-04-24T11:15:00Z,17.50,83.75
2026-04-24T11:16:00Z,16.52,84.81
2026-04-24T11:17:00Z,11.14,88.91
2026-04-24T11:18:00Z,8.98,91.46
2026-04-24T11:19:00Z,9.51,94.60
2026-04-24T11:20:00Z,5.00,95.90
2026-04-24T11:21:00Z,5.00,95.47
2026-04-24T11:22:00Z,5.92,94.93
2026-04-24T11:23:00Z,6.42,95.00
2026-04-24T11:24:00Z,6.00,95.00
2026-04-24T11:25:00Z,4.59,95.41
2026-04-24T11:26:00Z,6.45,92.28
2026-04-24T11:27:00Z,8.95,92.57
2026-04-24T11:28:00Z,6.16,92.45
2026-04-24T11:29:00Z,4.08,98.00
2026-04-24T11:30:00Z,4.00,97.00
2026-04-24T11:31:00Z,2.71,98.00
2026-04-24T11:32:00Z,1.09,98.00
2026-04-24T11:33:00Z,1.00,99.00
2026-04-24T11:34:00Z,1.00,99.00
2026-04-24T11:36:00Z,1.00,99.00
2026-04-24T11:37:00Z,1.00,99.00
2026-04-24T11:42:00Z,1.00,99.00
