# event_ticker=KXATPMATCH-26APR17MACRUB
# final_score=6-4 6-3
# match_winner=Andrey Rublev
# fav_player=Andrey Rublev
# dog_player=Tomas Machac
# kalshi_date=2026-04-17
timestamp,Andrey Rublev,Tomas Machac
2026-04-16T23:17:00Z,60.00,
2026-04-16T23:24:00Z,60.00,
2026-04-16T23:35:00Z,60.00,
2026-04-16T23:42:00Z,60.00,
2026-04-16T23:45:00Z,60.00,
2026-04-16T23:48:00Z,60.00,41.00
2026-04-16T23:59:00Z,60.00,41.00
2026-04-17T00:00:00Z,60.00,41.00
2026-04-17T00:01:00Z,60.00,41.00
2026-04-17T00:04:00Z,59.00,41.00
2026-04-17T00:13:00Z,59.00,41.69
2026-04-17T00:14:00Z,60.00,41.69
2026-04-17T00:33:00Z,60.00,41.69
2026-04-17T00:44:00Z,60.00,41.69
2026-04-17T01:07:00Z,60.00,41.69
2026-04-17T01:09:00Z,60.00,42.00
2026-04-17T01:12:00Z,60.00,42.00
2026-04-17T01:13:00Z,60.00,42.00
2026-04-17T01:14:00Z,60.00,42.00
2026-04-17T01:16:00Z,60.00,42.00
2026-04-17T01:32:00Z,60.00,42.00
2026-04-17T01:40:00Z,60.00,42.00
2026-04-17T01:42:00Z,60.00,42.00
2026-04-17T01:46:00Z,60.00,42.00
2026-04-17T01:51:00Z,60.00,42.00
2026-04-17T01:54:00Z,60.00,42.00
2026-04-17T01:56:00Z,60.00,42.00
2026-04-17T01:57:00Z,60.00,42.00
2026-04-17T01:58:00Z,60.00,42.00
2026-04-17T02:07:00Z,60.00,42.00
2026-04-17T02:12:00Z,60.00,42.00
2026-04-17T02:16:00Z,60.00,42.00
2026-04-17T02:21:00Z,60.00,42.00
2026-04-17T02:23:00Z,60.00,42.00
2026-04-17T02:26:00Z,60.00,42.00
2026-04-17T02:28:00Z,60.00,42.00
2026-04-17T02:29:00Z,60.00,42.00
2026-04-17T02:33:00Z,60.00,42.00
2026-04-17T02:36:00Z,60.00,42.00
2026-04-17T02:39:00Z,60.00,42.00
2026-04-17T02:41:00Z,60.00,42.00
2026-04-17T02:44:00Z,60.00,42.00
2026-04-17T02:45:00Z,60.00,42.00
2026-04-17T02:48:00Z,60.00,42.00
2026-04-17T02:49:00Z,60.00,42.00
2026-04-17T02:56:00Z,60.00,42.00
2026-04-17T03:03:00Z,60.00,42.00
2026-04-17T03:04:00Z,60.00,42.00
2026-04-17T03:06:00Z,60.00,41.00
2026-04-17T03:08:00Z,60.00,41.00
2026-04-17T03:09:00Z,60.00,41.00
