# event_ticker=KXATPMATCH-26FEB08BARKOP
# final_score=6-4 3-6 6-4
# match_winner=Vit Kopriva
# fav_player=Vit Kopriva
# dog_player=Alex Barrena
# kalshi_date=2026-02-08
timestamp,Vit Kopriva,Alex Barrena
2026-02-09T11:49:00Z,63.00,
2026-02-09T12:12:00Z,63.00,38.00
2026-02-09T12:34:00Z,63.00,37.00
2026-02-09T15:10:00Z,63.00,38.00
2026-02-09T15:18:00Z,63.00,38.00
2026-02-09T15:48:00Z,64.00,38.00
2026-02-09T16:06:00Z,64.00,38.00
2026-02-09T16:18:00Z,64.00,38.00
2026-02-09T16:21:00Z,64.00,38.00
2026-02-09T16:42:00Z,64.00,38.00
2026-02-09T16:45:00Z,64.00,38.00
2026-02-09T16:58:00Z,64.00,38.00
2026-02-09T17:03:00Z,64.00,38.00
2026-02-09T17:10:00Z,64.00,38.00
2026-02-09T17:58:00Z,64.00,38.00
2026-02-09T18:04:00Z,64.00,38.00
2026-02-09T18:16:00Z,64.00,38.00
2026-02-09T18:24:00Z,64.00,37.00
2026-02-09T18:34:00Z,64.00,37.00
2026-02-09T18:36:00Z,64.00,37.00
2026-02-09T19:10:00Z,64.00,37.00
2026-02-09T19:12:00Z,64.00,38.00
2026-02-09T19:14:00Z,64.00,38.00
2026-02-09T19:26:00Z,64.00,38.00
2026-02-09T19:33:00Z,64.00,36.00
2026-02-09T19:37:00Z,64.00,38.00
2026-02-09T19:39:00Z,64.00,38.00
2026-02-09T19:41:00Z,64.00,38.00
2026-02-09T19:44:00Z,64.00,38.00
2026-02-09T19:55:00Z,64.00,38.00
2026-02-09T19:56:00Z,64.00,38.00
2026-02-09T19:58:00Z,64.00,38.00
2026-02-09T19:59:00Z,64.00,38.00
2026-02-09T20:03:00Z,64.00,38.00
2026-02-09T20:05:00Z,64.00,38.00
2026-02-09T20:19:00Z,64.00,38.00
2026-02-09T20:37:00Z,64.00,38.00
2026-02-09T20:44:00Z,64.00,38.00
2026-02-09T20:53:00Z,64.00,38.00
2026-02-09T20:54:00Z,64.00,38.00
2026-02-09T20:56:00Z,64.00,38.00
2026-02-09T20:57:00Z,64.35,38.00
2026-02-09T20:58:00Z,65.00,38.00
2026-02-09T21:01:00Z,65.00,38.00
2026-02-09T21:05:00Z,65.00,38.00
2026-02-09T21:06:00Z,65.00,38.00
2026-02-09T21:07:00Z,65.00,38.00
2026-02-09T21:08:00Z,63.00,38.00
2026-02-09T21:11:00Z,63.00,38.00
2026-02-09T21:12:00Z,65.00,38.00
2026-02-09T21:19:00Z,65.00,38.00
2026-02-09T21:25:00Z,66.00,38.00
2026-02-09T21:26:00Z,66.00,37.44
2026-02-09T21:30:00Z,66.00,37.44
2026-02-09T21:31:00Z,66.00,37.44
2026-02-09T21:33:00Z,66.00,37.44
2026-02-09T21:34:00Z,66.00,38.00
2026-02-09T21:37:00Z,66.00,38.00
2026-02-09T21:39:00Z,66.00,38.00
2026-02-09T21:46:00Z,66.00,38.00
2026-02-09T21:54:00Z,66.00,38.00
2026-02-09T21:55:00Z,66.00,38.00
2026-02-09T21:57:00Z,66.00,37.95
2026-02-09T21:58:00Z,66.00,38.00
2026-02-09T22:01:00Z,66.00,37.92
2026-02-09T22:02:00Z,66.00,37.92
2026-02-09T22:03:00Z,65.99,37.92
2026-02-09T22:04:00Z,65.72,37.92
2026-02-09T22:05:00Z,66.00,37.92
2026-02-09T22:08:00Z,66.00,37.92
2026-02-09T22:10:00Z,66.00,37.92
2026-02-09T22:11:00Z,66.00,37.92
2026-02-09T22:12:00Z,66.00,37.92
2026-02-09T22:13:00Z,66.00,37.92
2026-02-09T22:14:00Z,66.00,37.92
2026-02-09T22:15:00Z,66.00,38.00
2026-02-09T22:17:00Z,66.00,38.00
2026-02-09T22:18:00Z,66.00,38.00
2026-02-09T22:19:00Z,66.00,38.00
2026-02-09T22:24:00Z,66.00,38.00
2026-02-09T22:25:00Z,66.00,38.00
2026-02-09T22:26:00Z,66.00,38.00
2026-02-09T22:27:00Z,66.00,38.00
2026-02-09T22:28:00Z,66.00,38.00
2026-02-09T22:29:00Z,65.48,38.00
2026-02-09T22:30:00Z,66.00,38.00
2026-02-09T22:31:00Z,66.00,38.00
2026-02-09T22:33:00Z,66.00,38.00
2026-02-09T22:34:00Z,66.00,38.00
2026-02-09T22:35:00Z,66.00,38.00
2026-02-09T22:36:00Z,63.05,38.00
2026-02-09T22:37:00Z,63.17,38.00
2026-02-09T22:38:00Z,66.00,38.00
2026-02-09T22:39:00Z,66.00,38.00
2026-02-09T22:40:00Z,66.00,38.00
2026-02-09T22:42:00Z,66.00,38.00
2026-02-09T22:43:00Z,66.00,38.00
2026-02-09T22:46:00Z,66.00,38.00
2026-02-09T22:47:00Z,66.00,38.00
2026-02-09T22:48:00Z,66.00,38.00
2026-02-09T22:49:00Z,66.00,38.00
2026-02-09T22:50:00Z,66.00,38.00
2026-02-09T22:53:00Z,66.00,38.00
2026-02-09T22:54:00Z,66.00,38.00
2026-02-09T22:55:00Z,66.00,38.00
2026-02-09T22:56:00Z,66.00,38.00
2026-02-09T22:59:00Z,65.89,38.00
2026-02-09T23:00:00Z,65.89,38.00
2026-02-09T23:01:00Z,65.00,37.42
2026-02-09T23:03:00Z,65.00,38.00
2026-02-09T23:04:00Z,63.00,38.00
2026-02-09T23:05:00Z,64.92,38.00
2026-02-09T23:07:00Z,66.00,38.00
