# event_ticker=KXATPCHALLENGERMATCH-26APR17FOMSHI
# final_score=6-3 5-7 6-3
# score_resolution=3-6 7-5 3-6
# match_winner=Sergey Fomin
# fav_player=Sanhui Shin
# dog_player=Sergey Fomin
# kalshi_date=2026-04-17
timestamp,Sanhui Shin,Sergey Fomin
2026-04-16T20:25:00Z,,60.00
2026-04-16T21:52:00Z,,62.00
2026-04-16T21:58:00Z,,62.00
2026-04-16T22:15:00Z,,62.00
2026-04-16T22:33:00Z,,62.00
2026-04-16T22:39:00Z,39.00,62.00
2026-04-16T22:57:00Z,39.00,62.00
2026-04-16T23:12:00Z,39.00,62.00
2026-04-16T23:35:00Z,39.00,62.99
2026-04-16T23:38:00Z,39.00,63.00
2026-04-16T23:39:00Z,39.00,63.00
2026-04-16T23:43:00Z,39.00,63.85
2026-04-16T23:47:00Z,39.00,63.00
2026-04-16T23:54:00Z,39.00,63.09
2026-04-16T23:59:00Z,39.00,63.09
2026-04-17T00:23:00Z,39.00,63.00
2026-04-17T00:31:00Z,39.00,63.00
2026-04-17T00:54:00Z,38.00,63.00
2026-04-17T01:04:00Z,38.00,63.94
2026-04-17T01:07:00Z,38.00,65.00
2026-04-17T01:24:00Z,37.00,65.00
2026-04-17T01:25:00Z,37.00,64.00
2026-04-17T01:28:00Z,37.00,65.00
2026-04-17T01:35:00Z,37.00,65.00
2026-04-17T01:38:00Z,37.00,64.00
2026-04-17T01:48:00Z,37.00,65.00
2026-04-17T01:54:00Z,37.00,65.00
2026-04-17T01:58:00Z,37.00,65.00
2026-04-17T02:06:00Z,37.00,65.00
2026-04-17T02:11:00Z,37.00,65.00
2026-04-17T02:34:00Z,37.00,65.00
2026-04-17T02:43:00Z,37.00,65.00
2026-04-17T02:48:00Z,37.00,65.00
2026-04-17T02:50:00Z,37.00,65.00
2026-04-17T02:51:00Z,37.00,65.00
2026-04-17T03:13:00Z,37.00,65.00
2026-04-17T03:14:00Z,37.00,65.00
2026-04-17T03:18:00Z,37.00,65.00
2026-04-17T03:24:00Z,37.00,65.00
2026-04-17T03:31:00Z,37.00,63.54
2026-04-17T03:33:00Z,37.00,64.00
2026-04-17T03:35:00Z,37.00,64.00
2026-04-17T03:42:00Z,37.00,64.00
2026-04-17T03:43:00Z,37.00,64.00
2026-04-17T03:46:00Z,37.00,64.00
2026-04-17T03:49:00Z,37.00,64.00
2026-04-17T03:51:00Z,37.00,64.00
2026-04-17T03:52:00Z,37.00,64.00
2026-04-17T03:53:00Z,37.00,64.00
2026-04-17T03:55:00Z,37.00,64.00
2026-04-17T04:00:00Z,37.00,64.00
2026-04-17T04:02:00Z,37.00,62.06
2026-04-17T04:03:00Z,37.00,64.00
2026-04-17T04:05:00Z,37.00,63.94
2026-04-17T04:06:00Z,37.00,63.94
2026-04-17T04:09:00Z,37.00,64.00
2026-04-17T04:11:00Z,38.00,64.00
2026-04-17T04:12:00Z,38.00,64.00
2026-04-17T04:13:00Z,38.00,64.00
2026-04-17T04:14:00Z,38.00,65.00
2026-04-17T04:15:00Z,37.00,65.00
2026-04-17T04:16:00Z,37.04,65.00
2026-04-17T04:17:00Z,37.04,65.00
2026-04-17T04:18:00Z,36.79,65.00
2026-04-17T04:19:00Z,36.00,65.00
2026-04-17T04:20:00Z,36.00,65.00
2026-04-17T04:21:00Z,36.24,65.00
2026-04-17T04:22:00Z,36.24,65.00
2026-04-17T04:24:00Z,36.24,65.00
2026-04-17T04:25:00Z,37.00,65.10
2026-04-17T04:26:00Z,37.00,66.00
2026-04-17T04:27:00Z,36.00,66.00
2026-04-17T04:28:00Z,37.00,66.00
2026-04-17T04:29:00Z,37.00,66.00
2026-04-17T04:30:00Z,36.00,66.00
2026-04-17T04:31:00Z,36.58,65.00
2026-04-17T04:32:00Z,37.00,65.00
2026-04-17T04:33:00Z,37.00,65.00
2026-04-17T04:34:00Z,37.00,64.00
2026-04-17T04:35:00Z,37.00,64.00
2026-04-17T04:36:00Z,37.00,65.00
2026-04-17T04:37:00Z,37.86,65.00
2026-04-17T04:39:00Z,37.96,65.00
2026-04-17T04:40:00Z,38.87,65.00
2026-04-17T04:41:00Z,38.00,65.00
2026-04-17T04:44:00Z,38.00,64.88
2026-04-17T04:45:00Z,37.98,65.00
