# event_ticker=KXATPCHALLENGERMATCH-26JUN01SUNILA
# final_score=6-3 7-6(1)
# score_resolution=6-3 7-6
# match_winner=Andre Ilagan
# fav_player=Andre Ilagan
# dog_player=Fajing Sun
# kalshi_date=2026-06-01
timestamp,Fajing Sun,Andre Ilagan
2026-06-03T02:27:00Z,44.00,57.00
2026-06-03T02:28:00Z,45.00,57.00
2026-06-03T02:35:00Z,45.00,57.00
2026-06-03T03:14:00Z,45.00,57.00
2026-06-03T04:03:00Z,45.00,57.00
2026-06-03T05:25:00Z,45.00,57.00
2026-06-03T07:10:00Z,45.00,60.00
2026-06-03T07:33:00Z,45.00,59.72
2026-06-03T08:19:00Z,44.54,59.72
2026-06-03T08:52:00Z,43.00,60.00
2026-06-03T10:03:00Z,43.00,60.00
2026-06-03T10:32:00Z,45.00,60.00
2026-06-03T10:57:00Z,45.00,60.00
2026-06-03T12:09:00Z,45.44,60.00
2026-06-03T12:16:00Z,45.44,59.00
2026-06-03T13:06:00Z,45.00,59.00
2026-06-03T13:28:00Z,46.00,59.00
2026-06-03T13:34:00Z,46.00,57.00
2026-06-03T13:39:00Z,46.00,56.17
2026-06-03T13:47:00Z,46.00,56.17
2026-06-03T13:48:00Z,46.00,56.17
2026-06-03T13:50:00Z,46.00,56.17
2026-06-03T13:54:00Z,46.00,56.17
2026-06-03T13:57:00Z,46.00,56.17
2026-06-03T13:59:00Z,46.00,56.17
2026-06-03T14:00:00Z,47.00,56.17
2026-06-03T14:02:00Z,49.84,56.17
2026-06-03T14:05:00Z,50.00,53.00
2026-06-03T14:06:00Z,44.00,53.00
2026-06-03T14:09:00Z,50.51,52.66
2026-06-03T14:10:00Z,44.00,52.66
2026-06-03T14:12:00Z,48.00,55.71
2026-06-03T14:15:00Z,50.63,51.79
2026-06-03T14:16:00Z,52.97,48.70
2026-06-03T14:17:00Z,52.10,45.93
2026-06-03T14:18:00Z,50.82,53.94
2026-06-03T14:19:00Z,44.00,53.94
2026-06-03T14:20:00Z,45.15,56.00
2026-06-03T14:21:00Z,46.23,54.41
2026-06-03T14:22:00Z,48.00,54.96
2026-06-03T14:23:00Z,45.00,54.96
2026-06-03T14:24:00Z,46.00,56.00
2026-06-03T14:25:00Z,45.00,56.00
2026-06-03T14:26:00Z,45.00,56.00
2026-06-03T14:27:00Z,46.00,56.00
2026-06-03T14:28:00Z,46.00,56.00
2026-06-03T14:29:00Z,46.00,56.00
2026-06-03T14:30:00Z,46.02,56.00
2026-06-03T14:31:00Z,46.00,56.00
2026-06-03T14:32:00Z,46.00,56.00
2026-06-03T14:33:00Z,50.39,56.48
2026-06-03T14:34:00Z,46.00,55.93
2026-06-03T14:35:00Z,46.00,56.00
2026-06-03T14:36:00Z,45.00,56.00
2026-06-03T14:37:00Z,46.00,56.47
2026-06-03T14:38:00Z,46.19,54.00
2026-06-03T14:39:00Z,47.89,53.57
2026-06-03T14:40:00Z,51.28,50.30
2026-06-03T14:41:00Z,53.22,48.83
2026-06-03T14:42:00Z,46.49,55.21
2026-06-03T14:43:00Z,49.67,50.99
2026-06-03T14:44:00Z,48.55,51.69
2026-06-03T14:45:00Z,47.82,54.56
2026-06-03T14:46:00Z,44.03,57.27
2026-06-03T14:47:00Z,38.01,63.46
2026-06-03T14:48:00Z,40.88,64.40
2026-06-03T14:49:00Z,30.63,68.16
2026-06-03T14:50:00Z,25.77,75.50
2026-06-03T14:51:00Z,26.00,75.81
2026-06-03T14:52:00Z,23.58,77.96
2026-06-03T14:53:00Z,23.91,77.06
2026-06-03T14:54:00Z,22.77,78.81
2026-06-03T14:55:00Z,22.94,79.47
2026-06-03T14:56:00Z,22.92,79.53
2026-06-03T14:57:00Z,24.26,76.29
2026-06-03T14:58:00Z,24.91,75.67
2026-06-03T14:59:00Z,24.17,76.12
2026-06-03T15:00:00Z,29.92,71.28
2026-06-03T15:01:00Z,31.50,72.80
2026-06-03T15:02:00Z,33.12,66.73
2026-06-03T15:03:00Z,29.64,71.70
2026-06-03T15:04:00Z,28.93,73.65
2026-06-03T15:05:00Z,26.97,73.79
2026-06-03T15:06:00Z,26.24,74.61
2026-06-03T15:07:00Z,18.04,84.08
2026-06-03T15:08:00Z,24.24,75.64
2026-06-03T15:09:00Z,28.64,71.96
2026-06-03T15:10:00Z,32.76,69.00
2026-06-03T15:11:00Z,33.00,68.08
2026-06-03T15:12:00Z,36.97,65.16
2026-06-03T15:13:00Z,44.45,55.86
2026-06-03T15:14:00Z,48.04,55.60
2026-06-03T15:15:00Z,50.57,49.98
2026-06-03T15:16:00Z,51.45,51.97
2026-06-03T15:17:00Z,45.52,54.59
2026-06-03T15:18:00Z,41.61,59.20
2026-06-03T15:19:00Z,45.58,57.23
2026-06-03T15:20:00Z,45.77,58.07
2026-06-03T15:21:00Z,42.77,60.53
2026-06-03T15:22:00Z,45.47,56.26
2026-06-03T15:23:00Z,47.31,54.79
2026-06-03T15:24:00Z,48.43,52.19
2026-06-03T15:25:00Z,50.00,50.71
2026-06-03T15:26:00Z,49.92,52.11
2026-06-03T15:27:00Z,49.97,51.06
2026-06-03T15:28:00Z,47.56,53.01
2026-06-03T15:29:00Z,43.37,59.91
2026-06-03T15:30:00Z,34.60,66.28
2026-06-03T15:31:00Z,32.02,67.15
2026-06-03T15:32:00Z,29.21,71.85
2026-06-03T15:33:00Z,29.25,72.51
2026-06-03T15:34:00Z,32.63,72.62
2026-06-03T15:35:00Z,39.86,66.99
2026-06-03T15:36:00Z,46.60,53.90
2026-06-03T15:37:00Z,49.65,50.64
2026-06-03T15:38:00Z,48.65,52.03
2026-06-03T15:39:00Z,44.18,56.77
2026-06-03T15:40:00Z,45.90,58.15
2026-06-03T15:41:00Z,45.02,57.65
2026-06-03T15:42:00Z,41.45,60.13
2026-06-03T15:43:00Z,31.79,68.76
2026-06-03T15:44:00Z,30.52,68.87
2026-06-03T15:45:00Z,28.98,74.11
2026-06-03T15:46:00Z,25.58,75.75
2026-06-03T15:47:00Z,16.86,81.40
2026-06-03T15:48:00Z,10.65,87.42
2026-06-03T15:49:00Z,4.32,95.55
2026-06-03T15:50:00Z,6.91,94.16
2026-06-03T15:51:00Z,6.89,93.18
2026-06-03T15:52:00Z,8.38,91.25
2026-06-03T15:53:00Z,14.38,80.92
2026-06-03T15:54:00Z,24.56,76.85
2026-06-03T15:55:00Z,24.77,80.29
2026-06-03T15:56:00Z,11.24,86.60
2026-06-03T15:57:00Z,6.56,94.04
2026-06-03T15:58:00Z,2.42,97.90
2026-06-03T15:59:00Z,1.94,98.57
2026-06-03T16:00:00Z,1.00,99.00
2026-06-03T16:01:00Z,1.00,99.00
2026-06-03T16:02:00Z,1.00,99.00
2026-06-03T16:03:00Z,1.00,99.00
2026-06-03T16:04:00Z,1.00,99.00
2026-06-03T16:05:00Z,1.00,99.00
