# event_ticker=KXATPCHALLENGERMATCH-26APR29BUSCOM
# final_score=7-6(4) 6-3
# score_resolution=6-7 3-6
# match_winner=Ignacio Buse
# fav_player=Francisco Comesana
# dog_player=Ignacio Buse
# kalshi_date=2026-04-29
timestamp,Ignacio Buse,Francisco Comesana
2026-04-29T00:59:00Z,58.00,
2026-04-29T01:26:00Z,58.00,
2026-04-29T01:49:00Z,58.00,45.00
2026-04-29T01:51:00Z,58.00,45.00
2026-04-29T02:54:00Z,57.00,45.00
2026-04-29T02:58:00Z,57.00,45.00
2026-04-29T03:16:00Z,57.00,45.00
2026-04-29T03:33:00Z,57.00,44.00
2026-04-29T03:40:00Z,57.00,44.00
2026-04-29T03:46:00Z,59.31,44.00
2026-04-29T03:52:00Z,60.00,44.00
2026-04-29T04:24:00Z,60.00,44.00
2026-04-29T04:26:00Z,58.00,44.00
2026-04-29T04:28:00Z,60.00,44.00
2026-04-29T04:30:00Z,60.00,44.00
2026-04-29T04:36:00Z,60.00,44.00
2026-04-29T04:38:00Z,58.00,44.00
2026-04-29T04:55:00Z,60.00,44.00
2026-04-29T05:01:00Z,60.00,44.00
2026-04-29T05:14:00Z,60.00,44.00
2026-04-29T05:15:00Z,60.00,44.00
2026-04-29T05:16:00Z,60.00,44.00
2026-04-29T05:17:00Z,60.00,40.00
2026-04-29T05:18:00Z,60.00,40.00
2026-04-29T05:26:00Z,60.00,40.00
2026-04-29T05:27:00Z,60.00,40.00
2026-04-29T05:30:00Z,60.00,40.00
2026-04-29T05:35:00Z,60.00,40.00
2026-04-29T05:37:00Z,60.00,40.00
2026-04-29T05:44:00Z,60.00,40.00
2026-04-29T05:58:00Z,60.00,40.00
2026-04-29T06:30:00Z,60.00,40.00
2026-04-29T06:32:00Z,60.00,41.00
2026-04-29T06:35:00Z,61.00,41.00
2026-04-29T06:37:00Z,61.00,41.00
2026-04-29T06:49:00Z,61.00,41.00
2026-04-29T06:55:00Z,61.26,41.00
2026-04-29T07:27:00Z,61.26,41.00
2026-04-29T07:53:00Z,61.26,42.00
2026-04-29T08:17:00Z,60.00,42.00
2026-04-29T08:24:00Z,60.00,43.00
2026-04-29T08:28:00Z,60.00,43.00
2026-04-29T08:29:00Z,60.00,43.00
2026-04-29T08:36:00Z,60.00,43.00
2026-04-29T08:43:00Z,60.00,43.00
2026-04-29T08:57:00Z,60.00,43.00
2026-04-29T09:04:00Z,60.00,43.00
2026-04-29T09:05:00Z,60.00,43.00
2026-04-29T09:15:00Z,60.00,43.00
2026-04-29T09:43:00Z,60.00,43.00
2026-04-29T09:44:00Z,60.00,43.00
2026-04-29T09:50:00Z,60.00,43.00
2026-04-29T09:51:00Z,60.00,43.00
2026-04-29T10:00:00Z,60.00,43.00
2026-04-29T10:07:00Z,60.00,43.00
2026-04-29T10:09:00Z,60.00,43.00
2026-04-29T10:37:00Z,60.00,43.00
2026-04-29T10:39:00Z,60.00,43.00
2026-04-29T10:47:00Z,60.00,43.00
2026-04-29T10:49:00Z,60.00,43.00
2026-04-29T10:56:00Z,61.00,43.00
2026-04-29T11:00:00Z,61.79,43.00
2026-04-29T11:03:00Z,61.79,41.00
2026-04-29T11:04:00Z,60.00,41.00
2026-04-29T11:07:00Z,62.00,41.00
2026-04-29T11:14:00Z,62.00,41.00
2026-04-29T11:16:00Z,62.00,41.00
2026-04-29T11:17:00Z,62.00,41.00
2026-04-29T11:27:00Z,61.97,41.00
2026-04-29T11:28:00Z,61.93,41.00
2026-04-29T11:29:00Z,61.93,41.00
2026-04-29T11:31:00Z,62.00,40.00
2026-04-29T11:42:00Z,64.00,40.00
2026-04-29T11:44:00Z,64.00,40.00
2026-04-29T11:46:00Z,64.00,39.00
2026-04-29T11:47:00Z,64.00,39.00
2026-04-29T11:48:00Z,64.00,38.95
2026-04-29T11:59:00Z,63.00,38.95
2026-04-29T12:00:00Z,64.00,38.95
2026-04-29T12:03:00Z,64.67,38.95
2026-04-29T12:06:00Z,64.00,38.96
2026-04-29T12:08:00Z,64.00,38.00
2026-04-29T12:10:00Z,64.00,38.00
2026-04-29T12:11:00Z,64.00,38.00
2026-04-29T12:12:00Z,64.00,39.00
2026-04-29T12:13:00Z,64.93,39.00
2026-04-29T12:14:00Z,64.00,39.00
2026-04-29T12:15:00Z,64.00,39.00
2026-04-29T12:17:00Z,63.00,39.00
2026-04-29T12:18:00Z,63.68,39.00
2026-04-29T12:19:00Z,64.00,39.00
2026-04-29T12:20:00Z,64.00,38.00
2026-04-29T12:21:00Z,64.00,38.00
2026-04-29T12:22:00Z,64.29,38.00
2026-04-29T12:24:00Z,66.31,37.90
2026-04-29T12:25:00Z,65.00,37.90
2026-04-29T12:26:00Z,60.68,37.34
2026-04-29T12:27:00Z,57.17,42.48
2026-04-29T12:28:00Z,57.17,44.21
2026-04-29T12:29:00Z,58.54,40.96
2026-04-29T12:30:00Z,57.15,42.25
2026-04-29T12:31:00Z,56.00,45.00
2026-04-29T12:32:00Z,56.90,45.00
2026-04-29T12:33:00Z,58.31,41.53
2026-04-29T12:34:00Z,61.08,40.00
2026-04-29T12:35:00Z,59.17,39.23
2026-04-29T12:36:00Z,59.91,41.05
2026-04-29T12:37:00Z,56.00,44.00
2026-04-29T12:38:00Z,57.00,45.00
2026-04-29T12:39:00Z,57.73,45.00
2026-04-29T12:40:00Z,58.02,42.41
2026-04-29T12:41:00Z,59.33,40.00
2026-04-29T12:42:00Z,61.73,39.73
2026-04-29T12:43:00Z,58.00,42.39
2026-04-29T12:44:00Z,57.84,42.66
2026-04-29T12:45:00Z,57.00,43.00
2026-04-29T12:46:00Z,58.00,43.00
2026-04-29T12:47:00Z,58.59,43.00
2026-04-29T12:48:00Z,55.40,43.88
2026-04-29T12:49:00Z,54.43,46.02
2026-04-29T12:50:00Z,50.12,49.54
2026-04-29T12:51:00Z,53.99,46.00
2026-04-29T12:52:00Z,58.76,42.71
2026-04-29T12:54:00Z,60.80,42.71
2026-04-29T12:55:00Z,59.40,40.62
2026-04-29T12:56:00Z,55.13,46.00
2026-04-29T12:57:00Z,55.00,46.00
2026-04-29T12:58:00Z,55.07,46.00
2026-04-29T12:59:00Z,58.43,43.00
2026-04-29T13:00:00Z,59.29,41.00
2026-04-29T13:01:00Z,58.95,43.05
2026-04-29T13:02:00Z,54.19,46.05
2026-04-29T13:03:00Z,53.00,48.00
2026-04-29T13:04:00Z,53.67,48.00
2026-04-29T13:05:00Z,58.44,41.45
2026-04-29T13:06:00Z,57.52,43.07
2026-04-29T13:07:00Z,58.49,46.11
2026-04-29T13:08:00Z,59.45,41.29
2026-04-29T13:09:00Z,64.11,37.07
2026-04-29T13:10:00Z,70.84,35.11
2026-04-29T13:11:00Z,77.08,23.14
2026-04-29T13:12:00Z,78.00,22.27
2026-04-29T13:13:00Z,73.16,26.95
2026-04-29T13:14:00Z,66.58,35.04
2026-04-29T13:15:00Z,62.16,41.15
2026-04-29T13:16:00Z,59.45,43.91
2026-04-29T13:17:00Z,68.94,31.32
2026-04-29T13:18:00Z,70.24,29.94
2026-04-29T13:19:00Z,58.23,41.26
2026-04-29T13:20:00Z,57.47,41.15
2026-04-29T13:21:00Z,70.58,28.12
2026-04-29T13:22:00Z,77.83,24.17
2026-04-29T13:23:00Z,78.30,22.37
2026-04-29T13:24:00Z,78.63,21.50
2026-04-29T13:25:00Z,78.30,21.99
2026-04-29T13:26:00Z,78.92,22.00
2026-04-29T13:27:00Z,78.40,22.00
2026-04-29T13:28:00Z,79.64,20.48
2026-04-29T13:29:00Z,81.68,17.34
2026-04-29T13:30:00Z,82.30,18.45
2026-04-29T13:31:00Z,82.46,19.69
2026-04-29T13:32:00Z,81.75,19.00
2026-04-29T13:33:00Z,82.00,18.96
2026-04-29T13:34:00Z,81.04,20.16
2026-04-29T13:35:00Z,84.07,15.48
2026-04-29T13:36:00Z,87.60,11.66
2026-04-29T13:37:00Z,90.14,7.45
2026-04-29T13:38:00Z,93.05,7.20
2026-04-29T13:39:00Z,93.01,7.04
2026-04-29T13:40:00Z,90.39,9.82
2026-04-29T13:41:00Z,90.99,9.26
2026-04-29T13:42:00Z,87.64,9.49
2026-04-29T13:43:00Z,88.78,12.94
2026-04-29T13:44:00Z,92.39,7.64
2026-04-29T13:45:00Z,94.24,5.72
2026-04-29T13:46:00Z,95.46,4.37
2026-04-29T13:47:00Z,95.88,4.99
2026-04-29T13:48:00Z,96.49,2.67
2026-04-29T13:49:00Z,97.93,2.27
2026-04-29T13:50:00Z,95.98,4.12
2026-04-29T13:51:00Z,94.45,6.02
2026-04-29T13:52:00Z,93.12,7.00
2026-04-29T13:53:00Z,93.59,8.22
2026-04-29T13:54:00Z,95.65,4.58
2026-04-29T13:55:00Z,96.75,4.62
2026-04-29T13:56:00Z,95.72,3.23
2026-04-29T13:57:00Z,97.03,3.76
2026-04-29T13:58:00Z,96.57,3.60
2026-04-29T13:59:00Z,98.11,2.08
2026-04-29T14:00:00Z,96.99,1.95
2026-04-29T14:01:00Z,96.23,4.67
2026-04-29T14:02:00Z,97.22,3.93
2026-04-29T14:03:00Z,96.56,3.80
2026-04-29T14:04:00Z,96.70,3.08
2026-04-29T14:05:00Z,97.86,2.07
2026-04-29T14:06:00Z,97.38,2.78
2026-04-29T14:07:00Z,97.96,2.99
2026-04-29T14:08:00Z,98.13,2.75
2026-04-29T14:09:00Z,97.40,3.08
2026-04-29T14:10:00Z,95.09,5.11
2026-04-29T14:11:00Z,90.67,11.17
2026-04-29T14:12:00Z,86.47,12.10
2026-04-29T14:13:00Z,91.13,11.86
2026-04-29T14:14:00Z,96.88,3.75
2026-04-29T14:15:00Z,99.00,1.00
2026-04-29T14:16:00Z,99.00,1.00
2026-04-29T14:17:00Z,99.00,1.00
