# event_ticker=KXATPMATCH-26JAN11NORGAS
# final_score=6-3 6-4
# match_winner=Cameron Norrie
# fav_player=Cameron Norrie
# dog_player=Hugo Gaston
# kalshi_date=2026-01-11
timestamp,Cameron Norrie,Hugo Gaston
2026-01-11T17:45:00Z,63.00,
2026-01-11T19:46:00Z,63.00,
2026-01-11T20:59:00Z,63.00,
2026-01-11T22:11:00Z,63.00,
2026-01-11T23:11:00Z,63.00,
2026-01-12T00:30:00Z,63.00,
2026-01-12T00:44:00Z,63.00,
2026-01-12T00:47:00Z,63.00,38.00
2026-01-12T01:52:00Z,63.00,38.00
2026-01-12T01:55:00Z,63.56,38.00
2026-01-12T02:00:00Z,64.00,38.00
2026-01-12T02:07:00Z,64.00,38.00
2026-01-12T02:21:00Z,64.00,38.00
2026-01-12T02:31:00Z,64.00,38.00
2026-01-12T02:32:00Z,64.00,38.00
2026-01-12T02:43:00Z,64.00,38.00
2026-01-12T02:44:00Z,64.00,38.00
2026-01-12T02:52:00Z,64.00,38.00
2026-01-12T03:21:00Z,64.00,38.00
2026-01-12T03:46:00Z,64.00,38.00
2026-01-12T04:00:00Z,64.00,38.00
2026-01-12T04:04:00Z,64.00,37.00
2026-01-12T04:05:00Z,64.00,37.00
2026-01-12T04:09:00Z,64.00,37.00
2026-01-12T04:12:00Z,63.00,37.00
2026-01-12T04:14:00Z,63.00,37.00
2026-01-12T04:16:00Z,63.00,36.00
2026-01-12T04:20:00Z,64.00,36.00
2026-01-12T04:21:00Z,64.00,36.00
2026-01-12T04:23:00Z,64.00,36.00
2026-01-12T04:25:00Z,64.00,36.00
2026-01-12T04:31:00Z,64.00,36.00
2026-01-12T04:32:00Z,64.00,36.00
2026-01-12T04:33:00Z,64.00,37.00
2026-01-12T04:34:00Z,64.00,37.00
2026-01-12T04:36:00Z,64.00,37.00
2026-01-12T04:37:00Z,64.00,37.00
2026-01-12T04:38:00Z,64.00,37.00
2026-01-12T04:39:00Z,64.00,37.00
2026-01-12T04:40:00Z,64.00,37.00
2026-01-12T04:41:00Z,64.00,37.00
2026-01-12T04:42:00Z,64.00,37.00
2026-01-12T04:43:00Z,64.00,37.00
2026-01-12T04:45:00Z,64.00,37.00
2026-01-12T04:48:00Z,64.00,37.00
2026-01-12T04:51:00Z,64.00,37.00
2026-01-12T04:52:00Z,64.53,36.00
2026-01-12T04:53:00Z,64.53,37.00
2026-01-12T04:55:00Z,64.00,37.00
2026-01-12T04:56:00Z,65.00,37.00
2026-01-12T04:57:00Z,65.00,37.00
2026-01-12T04:58:00Z,65.00,37.00
2026-01-12T04:59:00Z,65.00,37.00
2026-01-12T05:00:00Z,65.00,36.00
2026-01-12T05:01:00Z,65.00,36.00
2026-01-12T05:02:00Z,65.00,36.00
2026-01-12T05:03:00Z,65.00,36.00
2026-01-12T05:04:00Z,65.00,36.00
2026-01-12T05:05:00Z,65.00,36.00
2026-01-12T05:06:00Z,67.28,36.00
2026-01-12T05:07:00Z,65.00,37.00
2026-01-12T05:08:00Z,65.00,37.00
2026-01-12T05:09:00Z,65.38,38.33
2026-01-12T05:10:00Z,60.35,41.98
2026-01-12T05:11:00Z,58.82,45.00
2026-01-12T05:12:00Z,59.27,41.11
2026-01-12T05:13:00Z,60.52,41.11
2026-01-12T05:14:00Z,61.58,40.00
2026-01-12T05:15:00Z,64.66,38.76
2026-01-12T05:16:00Z,61.78,41.93
2026-01-12T05:17:00Z,61.73,39.08
2026-01-12T05:18:00Z,60.14,39.08
2026-01-12T05:19:00Z,62.57,43.88
2026-01-12T05:20:00Z,57.59,40.47
2026-01-12T05:21:00Z,59.85,40.95
2026-01-12T05:22:00Z,61.00,43.71
2026-01-12T05:23:00Z,59.54,39.44
2026-01-12T05:24:00Z,62.36,39.44
2026-01-12T05:25:00Z,59.10,41.12
2026-01-12T05:26:00Z,69.00,32.00
2026-01-12T05:27:00Z,71.00,37.71
2026-01-12T05:28:00Z,63.03,40.00
2026-01-12T05:29:00Z,67.00,32.17
2026-01-12T05:30:00Z,76.65,25.00
2026-01-12T05:31:00Z,77.04,21.02
2026-01-12T05:32:00Z,79.00,21.02
2026-01-12T05:33:00Z,81.00,19.23
2026-01-12T05:34:00Z,82.84,19.23
2026-01-12T05:35:00Z,82.00,19.73
2026-01-12T05:36:00Z,80.05,20.61
2026-01-12T05:37:00Z,80.00,21.90
2026-01-12T05:38:00Z,80.00,21.02
2026-01-12T05:39:00Z,80.73,21.36
2026-01-12T05:40:00Z,83.09,18.84
2026-01-12T05:41:00Z,85.02,15.40
2026-01-12T05:42:00Z,86.03,15.21
2026-01-12T05:43:00Z,87.15,13.18
2026-01-12T05:44:00Z,88.27,14.12
2026-01-12T05:45:00Z,88.75,14.03
2026-01-12T05:46:00Z,83.41,17.97
2026-01-12T05:47:00Z,86.50,15.59
2026-01-12T05:48:00Z,89.26,13.00
2026-01-12T05:49:00Z,88.03,13.27
2026-01-12T05:50:00Z,89.03,12.64
2026-01-12T05:51:00Z,85.57,15.28
2026-01-12T05:52:00Z,81.16,18.93
2026-01-12T05:53:00Z,79.81,20.35
2026-01-12T05:54:00Z,83.83,15.35
2026-01-12T05:55:00Z,88.00,13.48
2026-01-12T05:56:00Z,88.00,13.00
2026-01-12T05:57:00Z,87.25,13.24
2026-01-12T05:58:00Z,85.25,16.53
2026-01-12T05:59:00Z,86.95,16.14
2026-01-12T06:00:00Z,88.99,13.63
2026-01-12T06:01:00Z,88.12,11.79
2026-01-12T06:02:00Z,90.84,9.92
2026-01-12T06:03:00Z,89.07,13.09
2026-01-12T06:04:00Z,90.39,10.25
2026-01-12T06:05:00Z,91.39,10.94
2026-01-12T06:06:00Z,90.57,9.82
2026-01-12T06:07:00Z,88.97,13.33
2026-01-12T06:08:00Z,88.02,14.21
2026-01-12T06:09:00Z,88.77,35.01
2026-01-12T06:10:00Z,89.98,11.37
2026-01-12T06:11:00Z,90.00,11.92
2026-01-12T06:12:00Z,88.99,11.56
2026-01-12T06:13:00Z,89.02,10.68
2026-01-12T06:14:00Z,88.01,13.00
2026-01-12T06:15:00Z,86.01,23.62
2026-01-12T06:16:00Z,89.12,14.39
2026-01-12T06:17:00Z,86.77,14.00
2026-01-12T06:18:00Z,89.90,11.77
2026-01-12T06:19:00Z,89.98,11.66
2026-01-12T06:20:00Z,88.08,12.50
2026-01-12T06:21:00Z,88.36,13.64
2026-01-12T06:22:00Z,87.83,14.15
2026-01-12T06:23:00Z,88.36,13.44
2026-01-12T06:24:00Z,90.65,10.92
2026-01-12T06:25:00Z,90.16,10.93
2026-01-12T06:26:00Z,90.51,11.76
2026-01-12T06:27:00Z,87.76,12.28
2026-01-12T06:28:00Z,90.79,13.14
2026-01-12T06:29:00Z,96.66,5.60
2026-01-12T06:30:00Z,98.84,1.68
2026-01-12T06:31:00Z,99.00,1.68
2026-01-12T06:32:00Z,99.00,1.00
2026-01-12T06:33:00Z,99.00,1.00
2026-01-12T06:34:00Z,99.00,1.00
2026-01-12T06:35:00Z,99.00,1.00
2026-01-12T06:36:00Z,99.00,1.00
2026-01-12T06:37:00Z,99.00,1.00
2026-01-12T06:38:00Z,99.00,1.00
