# event_ticker=KXATPMATCH-26MAY20WAWMIC
# final_score=7-6(1) 7-6(4)
# score_resolution=7-6 7-6
# match_winner=Alex Michelsen
# fav_player=Alex Michelsen
# dog_player=Stan Wawrinka
# kalshi_date=2026-05-20
timestamp,Stan Wawrinka,Alex Michelsen
2026-05-20T04:15:00Z,,63.00
2026-05-20T04:19:00Z,,63.00
2026-05-20T04:25:00Z,,63.00
2026-05-20T04:33:00Z,,62.00
2026-05-20T04:34:00Z,38.00,62.00
2026-05-20T04:36:00Z,38.00,63.00
2026-05-20T04:50:00Z,38.00,63.00
2026-05-20T04:51:00Z,38.00,63.00
2026-05-20T04:56:00Z,38.00,63.00
2026-05-20T04:57:00Z,38.00,63.00
2026-05-20T05:13:00Z,38.00,63.00
2026-05-20T05:15:00Z,38.00,63.00
2026-05-20T05:34:00Z,38.00,61.00
2026-05-20T05:43:00Z,38.00,61.00
2026-05-20T05:44:00Z,38.00,61.00
2026-05-20T05:45:00Z,38.00,61.00
2026-05-20T05:46:00Z,38.00,61.00
2026-05-20T05:49:00Z,38.00,61.00
2026-05-20T05:52:00Z,38.00,61.00
2026-05-20T05:55:00Z,39.00,61.00
2026-05-20T05:56:00Z,39.00,61.00
2026-05-20T05:59:00Z,39.00,61.00
2026-05-20T06:04:00Z,39.00,61.00
2026-05-20T06:13:00Z,39.00,61.00
2026-05-20T06:14:00Z,39.00,61.00
2026-05-20T06:21:00Z,40.41,61.00
2026-05-20T06:32:00Z,40.41,61.00
2026-05-20T06:37:00Z,40.00,61.00
2026-05-20T06:47:00Z,40.00,61.00
2026-05-20T06:54:00Z,40.00,61.00
2026-05-20T06:58:00Z,40.00,61.00
2026-05-20T07:04:00Z,40.00,61.00
2026-05-20T07:17:00Z,40.00,61.45
2026-05-20T07:25:00Z,40.00,61.00
2026-05-20T07:26:00Z,40.00,61.00
2026-05-20T08:02:00Z,40.70,61.00
2026-05-20T08:20:00Z,40.70,60.00
2026-05-20T08:33:00Z,40.70,61.00
2026-05-20T09:42:00Z,40.70,61.00
2026-05-20T09:45:00Z,41.00,61.00
2026-05-20T09:53:00Z,41.00,61.00
2026-05-20T10:17:00Z,41.00,60.00
2026-05-20T10:24:00Z,39.97,60.00
2026-05-20T10:41:00Z,39.97,60.00
2026-05-20T11:03:00Z,39.97,60.00
2026-05-20T11:08:00Z,39.97,60.00
2026-05-20T11:15:00Z,40.00,60.00
2026-05-20T11:17:00Z,40.00,60.00
2026-05-20T11:34:00Z,40.00,60.00
