# event_ticker=KXATPMATCH-26JAN13GIRMIC
# final_score=6-4 6-4
# score_resolution=4-6 4-6
# match_winner=Marcos Giron
# fav_player=Alex Michelsen
# dog_player=Marcos Giron
# kalshi_date=2026-01-13
timestamp,Alex Michelsen,Marcos Giron
2026-01-13T16:10:00Z,,48.00
2026-01-13T16:11:00Z,,48.00
2026-01-13T16:13:00Z,,48.00
2026-01-13T16:14:00Z,,48.00
2026-01-13T16:24:00Z,55.00,48.00
2026-01-13T16:32:00Z,55.00,49.00
2026-01-13T16:45:00Z,54.00,49.00
2026-01-13T16:55:00Z,54.00,49.00
2026-01-13T16:58:00Z,54.00,49.00
2026-01-13T17:12:00Z,54.00,49.00
2026-01-13T17:19:00Z,54.00,49.00
2026-01-13T17:20:00Z,54.00,49.00
2026-01-13T17:21:00Z,54.00,49.00
2026-01-13T17:22:00Z,54.00,49.00
2026-01-13T17:27:00Z,54.00,49.00
2026-01-13T17:43:00Z,54.00,49.00
2026-01-13T17:44:00Z,54.00,49.00
2026-01-13T17:46:00Z,54.00,49.00
2026-01-13T17:52:00Z,54.00,49.00
2026-01-13T17:56:00Z,54.00,49.00
2026-01-13T18:06:00Z,54.00,49.00
2026-01-13T18:09:00Z,54.00,49.00
2026-01-13T18:14:00Z,54.00,49.00
2026-01-13T18:18:00Z,54.00,49.00
2026-01-13T18:21:00Z,54.00,49.00
2026-01-13T18:22:00Z,54.00,46.40
2026-01-13T18:29:00Z,54.00,46.40
2026-01-13T18:30:00Z,54.00,46.40
2026-01-13T18:31:00Z,54.00,46.40
2026-01-13T18:34:00Z,54.00,48.89
2026-01-13T18:35:00Z,54.00,48.98
2026-01-13T18:39:00Z,54.00,48.98
2026-01-13T18:54:00Z,54.63,48.98
2026-01-13T19:04:00Z,55.00,48.98
2026-01-13T19:11:00Z,55.00,48.98
2026-01-13T19:19:00Z,54.00,48.98
2026-01-13T19:20:00Z,54.00,48.98
2026-01-13T19:24:00Z,54.00,46.00
2026-01-13T19:25:00Z,54.00,47.00
2026-01-13T19:26:00Z,54.00,47.00
2026-01-13T19:28:00Z,54.00,47.00
2026-01-13T19:30:00Z,54.00,47.00
2026-01-13T19:31:00Z,54.00,47.00
2026-01-13T19:33:00Z,54.00,47.00
2026-01-13T19:36:00Z,54.00,47.00
2026-01-13T19:38:00Z,54.00,47.00
2026-01-13T19:39:00Z,53.96,46.00
2026-01-13T19:44:00Z,54.00,46.00
2026-01-13T19:48:00Z,54.00,47.00
2026-01-13T19:52:00Z,54.00,47.00
2026-01-13T19:54:00Z,54.00,47.00
2026-01-13T19:55:00Z,54.00,47.00
2026-01-13T19:56:00Z,54.00,48.00
2026-01-13T19:57:00Z,54.00,48.00
2026-01-13T19:59:00Z,54.00,48.00
2026-01-13T20:00:00Z,54.00,48.00
