# event_ticker=KXATPCHALLENGERMATCH-26MAR24PURRIB
# final_score=6-2 6-3
# match_winner=Michele Ribecai
# fav_player=Michele Ribecai
# dog_player=Saba Purtseladze
# kalshi_date=2026-03-24
timestamp,Michele Ribecai,Saba Purtseladze
2026-03-23T21:39:00Z,77.00,
2026-03-23T21:40:00Z,79.00,23.00
2026-03-23T21:42:00Z,79.00,24.00
2026-03-23T22:01:00Z,79.00,24.00
2026-03-23T22:04:00Z,79.00,24.00
2026-03-23T22:09:00Z,79.00,24.00
2026-03-23T22:10:00Z,79.00,24.00
2026-03-24T00:29:00Z,79.00,24.00
2026-03-24T00:42:00Z,79.00,22.00
2026-03-24T01:35:00Z,79.00,22.00
2026-03-24T02:00:00Z,79.00,22.00
2026-03-24T03:12:00Z,79.00,22.00
2026-03-24T03:46:00Z,79.00,22.00
2026-03-24T03:47:00Z,79.00,22.00
2026-03-24T04:01:00Z,79.00,22.00
2026-03-24T04:03:00Z,79.00,22.00
2026-03-24T04:37:00Z,79.00,22.00
2026-03-24T04:43:00Z,79.00,22.00
2026-03-24T04:51:00Z,79.00,22.00
2026-03-24T04:56:00Z,79.00,20.00
2026-03-24T04:59:00Z,79.35,20.00
2026-03-24T05:15:00Z,80.00,22.00
2026-03-24T05:21:00Z,80.00,22.00
2026-03-24T05:24:00Z,80.00,22.00
2026-03-24T05:26:00Z,78.00,22.00
2026-03-24T06:07:00Z,78.00,22.00
2026-03-24T06:59:00Z,80.00,22.00
2026-03-24T07:00:00Z,81.00,22.00
2026-03-24T07:06:00Z,81.00,22.00
2026-03-24T07:08:00Z,79.00,22.00
2026-03-24T07:13:00Z,79.00,21.00
2026-03-24T07:18:00Z,79.00,22.00
2026-03-24T07:26:00Z,79.00,21.00
2026-03-24T07:31:00Z,79.00,21.00
2026-03-24T07:37:00Z,79.00,21.00
2026-03-24T07:42:00Z,78.00,21.00
2026-03-24T08:24:00Z,78.00,23.00
2026-03-24T08:28:00Z,78.00,23.00
2026-03-24T08:29:00Z,78.00,23.00
2026-03-24T08:35:00Z,78.00,23.98
2026-03-24T08:42:00Z,78.00,24.00
2026-03-24T08:47:00Z,78.00,24.00
2026-03-24T08:53:00Z,78.00,24.00
2026-03-24T08:56:00Z,78.00,24.00
2026-03-24T08:59:00Z,78.00,22.00
2026-03-24T09:05:00Z,76.00,27.75
2026-03-24T09:06:00Z,76.00,33.00
2026-03-24T09:07:00Z,79.00,33.00
2026-03-24T09:09:00Z,79.00,33.00
2026-03-24T09:10:00Z,79.00,26.00
2026-03-24T09:11:00Z,79.00,22.38
2026-03-24T09:13:00Z,82.00,20.88
2026-03-24T09:14:00Z,83.00,20.65
2026-03-24T09:15:00Z,84.58,20.00
2026-03-24T09:16:00Z,85.00,15.00
2026-03-24T09:17:00Z,85.00,16.91
2026-03-24T09:18:00Z,88.00,11.00
2026-03-24T09:19:00Z,88.00,13.00
2026-03-24T09:20:00Z,86.00,15.97
2026-03-24T09:21:00Z,86.00,16.58
2026-03-24T09:22:00Z,87.08,13.00
2026-03-24T09:23:00Z,92.00,10.21
2026-03-24T09:24:00Z,92.00,10.00
2026-03-24T09:25:00Z,90.00,12.84
2026-03-24T09:26:00Z,91.40,12.71
2026-03-24T09:27:00Z,91.40,10.00
2026-03-24T09:28:00Z,91.40,10.00
2026-03-24T09:29:00Z,91.40,10.00
2026-03-24T09:30:00Z,91.40,13.05
2026-03-24T09:31:00Z,91.40,10.38
2026-03-24T09:33:00Z,91.40,12.00
2026-03-24T09:34:00Z,91.00,13.00
2026-03-24T09:35:00Z,91.00,10.00
2026-03-24T09:36:00Z,92.00,9.26
2026-03-24T09:37:00Z,92.00,12.00
2026-03-24T09:38:00Z,92.00,12.35
2026-03-24T09:39:00Z,92.00,9.00
2026-03-24T09:40:00Z,92.00,7.63
2026-03-24T09:41:00Z,94.00,6.11
2026-03-24T09:42:00Z,94.00,11.45
2026-03-24T09:43:00Z,94.00,10.85
2026-03-24T09:44:00Z,94.00,12.38
2026-03-24T09:45:00Z,94.00,8.66
2026-03-24T09:46:00Z,94.00,7.39
2026-03-24T09:47:00Z,94.00,7.58
2026-03-24T09:48:00Z,94.16,6.25
2026-03-24T09:49:00Z,94.16,6.02
2026-03-24T09:50:00Z,94.16,7.00
2026-03-24T09:51:00Z,93.00,6.22
2026-03-24T09:52:00Z,95.04,7.41
2026-03-24T09:53:00Z,95.04,6.14
2026-03-24T09:54:00Z,95.04,5.92
2026-03-24T09:55:00Z,96.88,5.31
2026-03-24T09:56:00Z,96.88,4.02
2026-03-24T09:57:00Z,98.00,3.08
2026-03-24T09:58:00Z,98.00,3.78
2026-03-24T09:59:00Z,98.00,4.00
2026-03-24T10:00:00Z,98.00,7.00
2026-03-24T10:01:00Z,90.06,7.59
2026-03-24T10:02:00Z,90.06,8.49
2026-03-24T10:03:00Z,95.00,7.18
2026-03-24T10:04:00Z,89.83,9.27
2026-03-24T10:05:00Z,93.00,10.46
2026-03-24T10:06:00Z,93.66,9.13
2026-03-24T10:07:00Z,92.83,11.00
2026-03-24T10:08:00Z,94.47,7.11
2026-03-24T10:10:00Z,94.47,10.03
2026-03-24T10:11:00Z,93.00,12.00
2026-03-24T10:12:00Z,93.00,12.00
2026-03-24T10:14:00Z,93.00,9.00
2026-03-24T10:15:00Z,93.00,12.00
2026-03-24T10:16:00Z,93.00,8.00
2026-03-24T10:17:00Z,94.13,8.00
2026-03-24T10:18:00Z,94.13,4.18
2026-03-24T10:19:00Z,98.90,3.10
2026-03-24T10:20:00Z,98.40,1.90
2026-03-24T10:21:00Z,99.00,1.07
2026-03-24T10:22:00Z,99.00,1.00
2026-03-24T10:25:00Z,99.00,1.00
