# event_ticker=KXATPMATCH-25NOV03MULSTR
# final_score=6-3 2-6 7-6(6)
# score_resolution=6-3 2-6 7-6
# match_winner=Alexandre Muller
# fav_player=Alexandre Muller
# dog_player=Jan-Lennard Struff
# kalshi_date=2025-11-03
timestamp,Alexandre Muller,Jan-Lennard Struff
2025-11-03T07:16:00Z,,58.00
2025-11-03T07:39:00Z,43.00,58.00
2025-11-03T07:41:00Z,43.00,58.00
2025-11-03T07:47:00Z,43.00,58.00
2025-11-03T07:59:00Z,43.00,58.00
2025-11-03T08:07:00Z,43.00,58.00
2025-11-03T09:24:00Z,43.00,58.00
2025-11-03T09:42:00Z,43.00,58.00
2025-11-03T10:56:00Z,43.00,58.00
2025-11-03T11:51:00Z,43.00,58.00
2025-11-03T12:17:00Z,43.00,58.00
2025-11-03T12:30:00Z,43.00,58.00
2025-11-03T12:32:00Z,43.00,58.00
2025-11-03T12:49:00Z,43.00,58.00
2025-11-03T12:56:00Z,43.00,58.00
2025-11-03T13:31:00Z,43.00,58.00
2025-11-03T14:33:00Z,43.00,58.00
2025-11-03T14:40:00Z,43.00,58.00
2025-11-03T14:41:00Z,43.00,58.00
2025-11-03T14:58:00Z,43.00,58.00
2025-11-03T15:18:00Z,43.00,58.00
2025-11-03T15:28:00Z,43.00,58.00
2025-11-03T15:29:00Z,43.00,58.00
2025-11-03T15:34:00Z,43.00,58.00
2025-11-03T15:36:00Z,43.00,58.00
2025-11-03T15:37:00Z,43.00,58.00
2025-11-03T15:45:00Z,43.00,58.00
2025-11-03T15:47:00Z,43.00,58.00
2025-11-03T15:49:00Z,43.00,58.00
2025-11-03T15:51:00Z,43.00,58.19
2025-11-03T15:53:00Z,43.00,58.19
2025-11-03T15:54:00Z,43.00,58.01
2025-11-03T15:55:00Z,43.00,59.00
2025-11-03T15:58:00Z,43.00,59.00
2025-11-03T16:01:00Z,43.00,59.00
2025-11-03T16:05:00Z,43.00,59.00
2025-11-03T16:07:00Z,43.00,59.00
2025-11-03T16:08:00Z,43.00,59.00
2025-11-03T16:12:00Z,43.00,59.00
2025-11-03T16:15:00Z,43.00,60.00
2025-11-03T16:16:00Z,43.00,60.00
2025-11-03T16:17:00Z,43.00,60.00
