# event_ticker=KXATPCHALLENGERMATCH-26JUN05HUSHEN
# final_score=6-2 6-1
# score_resolution=2-6 1-6
# match_winner=Philip Henning
# fav_player=Giles Hussey
# dog_player=Philip Henning
# kalshi_date=2026-06-05
timestamp,Giles Hussey,Philip Henning
2026-06-04T22:42:00Z,45.00,
2026-06-05T00:13:00Z,39.00,62.00
2026-06-05T00:14:00Z,39.00,62.00
2026-06-05T00:23:00Z,39.00,62.00
2026-06-05T02:01:00Z,39.00,63.00
2026-06-05T02:02:00Z,39.00,63.00
2026-06-05T02:09:00Z,39.00,63.00
2026-06-05T02:38:00Z,39.00,63.00
2026-06-05T02:39:00Z,39.00,63.00
2026-06-05T02:47:00Z,39.00,63.00
2026-06-05T02:49:00Z,39.00,62.00
2026-06-05T02:52:00Z,39.00,63.00
2026-06-05T03:05:00Z,39.00,63.00
2026-06-05T03:07:00Z,39.00,62.00
2026-06-05T03:10:00Z,39.00,63.00
2026-06-05T03:17:00Z,39.00,63.00
2026-06-05T03:19:00Z,39.00,64.00
2026-06-05T03:23:00Z,39.00,64.00
2026-06-05T03:25:00Z,39.00,64.00
2026-06-05T03:35:00Z,38.00,64.00
2026-06-05T03:36:00Z,38.00,64.00
2026-06-05T03:38:00Z,38.00,63.96
2026-06-05T03:40:00Z,38.00,64.00
2026-06-05T03:44:00Z,38.00,64.00
2026-06-05T03:46:00Z,37.00,64.00
2026-06-05T03:48:00Z,37.00,64.00
2026-06-05T03:52:00Z,38.00,64.00
2026-06-05T03:53:00Z,39.00,64.00
2026-06-05T03:57:00Z,39.00,63.00
2026-06-05T03:59:00Z,39.00,63.00
2026-06-05T04:00:00Z,39.00,63.00
2026-06-05T04:05:00Z,39.00,63.50
2026-06-05T04:10:00Z,39.00,63.50
2026-06-05T04:12:00Z,39.00,64.00
2026-06-05T04:15:00Z,39.00,64.00
2026-06-05T04:16:00Z,39.00,64.00
2026-06-05T04:17:00Z,39.00,63.88
2026-06-05T04:21:00Z,39.00,64.00
2026-06-05T04:22:00Z,39.00,64.00
2026-06-05T04:24:00Z,39.00,64.00
2026-06-05T04:25:00Z,39.00,64.00
2026-06-05T04:26:00Z,39.00,63.00
2026-06-05T04:28:00Z,39.00,63.00
2026-06-05T04:30:00Z,39.00,63.00
2026-06-05T04:35:00Z,39.00,63.00
2026-06-05T04:37:00Z,39.00,63.00
2026-06-05T04:39:00Z,39.00,63.00
2026-06-05T04:41:00Z,39.00,63.00
2026-06-05T04:42:00Z,39.00,63.00
2026-06-05T04:43:00Z,39.00,62.91
2026-06-05T04:44:00Z,39.00,63.00
2026-06-05T04:45:00Z,39.00,63.00
2026-06-05T04:49:00Z,39.00,63.00
2026-06-05T04:53:00Z,39.00,63.00
2026-06-05T04:55:00Z,38.00,64.32
2026-06-05T04:58:00Z,38.00,66.00
2026-06-05T05:03:00Z,39.00,66.00
2026-06-05T05:12:00Z,39.00,66.00
2026-06-05T05:18:00Z,39.00,66.00
2026-06-05T05:19:00Z,39.00,66.00
2026-06-05T05:20:00Z,39.00,66.00
2026-06-05T05:22:00Z,39.00,66.00
2026-06-05T05:27:00Z,39.00,66.00
2026-06-05T05:29:00Z,39.00,66.00
2026-06-05T05:37:00Z,39.00,66.00
