# event_ticker=KXATPMATCH-26MAR29VUKBAA
# final_score=6-2 3-6 6-1
# match_winner=Taha Baadi
# fav_player=Taha Baadi
# dog_player=Aleksandar Vukic
# kalshi_date=2026-03-29
timestamp,Taha Baadi,Aleksandar Vukic
2026-03-30T02:06:00Z,8.00,
2026-03-30T02:10:00Z,8.00,
2026-03-30T02:13:00Z,8.00,
2026-03-30T02:25:00Z,8.00,
2026-03-30T02:50:00Z,8.00,92.00
2026-03-30T03:01:00Z,9.00,92.00
2026-03-30T03:14:00Z,9.00,92.00
2026-03-30T04:31:00Z,9.00,93.00
2026-03-30T04:40:00Z,9.00,93.00
2026-03-30T04:47:00Z,9.00,93.00
2026-03-30T05:22:00Z,9.00,93.00
2026-03-30T05:44:00Z,9.00,93.00
2026-03-30T06:52:00Z,9.00,93.00
2026-03-30T07:02:00Z,9.00,93.00
2026-03-30T07:17:00Z,9.00,92.00
2026-03-30T08:06:00Z,9.00,92.00
2026-03-30T09:18:00Z,9.00,92.00
2026-03-30T11:03:00Z,9.00,92.00
2026-03-30T11:06:00Z,9.00,92.00
2026-03-30T11:10:00Z,9.00,92.00
2026-03-30T11:11:00Z,9.00,92.00
2026-03-30T11:19:00Z,9.00,91.00
2026-03-30T11:22:00Z,9.00,91.00
2026-03-30T11:25:00Z,9.00,91.00
2026-03-30T11:30:00Z,9.00,92.00
2026-03-30T11:40:00Z,9.00,92.00
2026-03-30T12:05:00Z,9.00,92.00
2026-03-30T12:07:00Z,9.00,92.00
2026-03-30T12:11:00Z,9.00,92.00
2026-03-30T12:25:00Z,9.00,92.00
2026-03-30T12:28:00Z,9.00,92.00
2026-03-30T12:29:00Z,9.00,92.00
2026-03-30T12:31:00Z,9.07,92.00
2026-03-30T12:34:00Z,10.00,92.00
2026-03-30T12:35:00Z,10.00,92.00
2026-03-30T12:36:00Z,9.18,92.00
2026-03-30T12:37:00Z,10.00,92.00
2026-03-30T12:38:00Z,10.00,91.00
2026-03-30T12:39:00Z,10.52,91.00
2026-03-30T12:40:00Z,10.00,92.00
2026-03-30T12:41:00Z,9.00,92.00
2026-03-30T12:42:00Z,9.00,92.00
2026-03-30T12:43:00Z,10.00,92.00
2026-03-30T12:44:00Z,10.63,91.43
2026-03-30T12:45:00Z,13.43,87.61
2026-03-30T12:46:00Z,13.80,88.52
2026-03-30T12:47:00Z,12.42,90.24
2026-03-30T12:48:00Z,11.03,90.24
2026-03-30T12:49:00Z,16.49,86.98
2026-03-30T12:50:00Z,21.90,79.87
2026-03-30T12:51:00Z,22.10,79.87
2026-03-30T12:52:00Z,20.47,81.68
2026-03-30T12:53:00Z,23.31,78.00
2026-03-30T12:54:00Z,25.12,76.02
2026-03-30T12:55:00Z,25.89,76.33
2026-03-30T12:56:00Z,24.06,76.84
2026-03-30T12:57:00Z,23.00,79.00
2026-03-30T12:58:00Z,22.45,79.00
2026-03-30T12:59:00Z,26.30,76.85
2026-03-30T13:00:00Z,25.49,75.93
2026-03-30T13:01:00Z,25.00,74.43
2026-03-30T13:02:00Z,27.17,74.44
2026-03-30T13:03:00Z,27.65,74.71
2026-03-30T13:04:00Z,30.27,72.75
2026-03-30T13:05:00Z,34.44,68.90
2026-03-30T13:06:00Z,38.96,64.00
2026-03-30T13:07:00Z,39.00,63.64
2026-03-30T13:08:00Z,38.16,62.32
2026-03-30T13:09:00Z,40.49,62.75
2026-03-30T13:10:00Z,41.10,60.95
2026-03-30T13:11:00Z,40.00,60.61
2026-03-30T13:12:00Z,39.49,60.94
2026-03-30T13:13:00Z,40.00,61.79
2026-03-30T13:14:00Z,42.97,63.40
2026-03-30T13:15:00Z,38.18,64.27
2026-03-30T13:16:00Z,36.28,63.26
2026-03-30T13:17:00Z,34.92,66.78
2026-03-30T13:18:00Z,32.16,66.39
2026-03-30T13:19:00Z,37.25,64.00
2026-03-30T13:20:00Z,39.61,60.08
2026-03-30T13:21:00Z,46.49,57.47
2026-03-30T13:22:00Z,39.02,60.10
2026-03-30T13:23:00Z,50.14,52.84
2026-03-30T13:24:00Z,49.37,52.22
2026-03-30T13:25:00Z,39.04,62.70
2026-03-30T13:26:00Z,38.00,63.97
2026-03-30T13:27:00Z,39.93,59.72
2026-03-30T13:28:00Z,41.54,59.08
2026-03-30T13:29:00Z,41.09,58.79
2026-03-30T13:30:00Z,47.25,56.70
2026-03-30T13:31:00Z,52.91,49.18
2026-03-30T13:32:00Z,49.70,54.94
2026-03-30T13:33:00Z,41.95,60.02
2026-03-30T13:34:00Z,39.66,61.18
2026-03-30T13:35:00Z,42.69,59.23
2026-03-30T13:36:00Z,44.40,58.77
2026-03-30T13:37:00Z,38.50,61.77
2026-03-30T13:38:00Z,39.21,61.02
2026-03-30T13:39:00Z,33.12,67.70
2026-03-30T13:40:00Z,34.43,66.24
2026-03-30T13:41:00Z,23.05,77.00
2026-03-30T13:42:00Z,22.36,79.49
2026-03-30T13:43:00Z,23.89,79.85
2026-03-30T13:44:00Z,19.99,80.66
2026-03-30T13:45:00Z,18.80,81.26
2026-03-30T13:46:00Z,18.36,78.88
2026-03-30T13:47:00Z,20.00,81.16
2026-03-30T13:48:00Z,18.29,81.16
2026-03-30T13:49:00Z,20.04,81.00
2026-03-30T13:50:00Z,21.02,82.37
2026-03-30T13:51:00Z,20.30,82.01
2026-03-30T13:52:00Z,18.47,83.31
2026-03-30T13:53:00Z,19.00,81.04
2026-03-30T13:54:00Z,19.00,82.16
2026-03-30T13:55:00Z,19.05,82.86
2026-03-30T13:56:00Z,20.53,80.91
2026-03-30T13:57:00Z,20.51,83.47
2026-03-30T13:58:00Z,19.81,83.48
2026-03-30T13:59:00Z,22.83,79.56
2026-03-30T14:00:00Z,24.27,76.30
2026-03-30T14:01:00Z,33.14,69.72
2026-03-30T14:02:00Z,38.17,69.29
2026-03-30T14:03:00Z,27.88,73.16
2026-03-30T14:04:00Z,36.77,67.55
2026-03-30T14:05:00Z,28.23,72.04
2026-03-30T14:06:00Z,27.43,75.70
2026-03-30T14:07:00Z,25.87,74.12
2026-03-30T14:08:00Z,24.99,76.55
2026-03-30T14:09:00Z,24.55,76.78
2026-03-30T14:10:00Z,28.84,71.19
2026-03-30T14:11:00Z,32.55,68.46
2026-03-30T14:12:00Z,32.00,69.02
2026-03-30T14:13:00Z,30.85,69.42
2026-03-30T14:14:00Z,33.74,66.66
2026-03-30T14:15:00Z,48.80,50.53
2026-03-30T14:16:00Z,65.08,40.42
2026-03-30T14:17:00Z,62.91,40.81
2026-03-30T14:18:00Z,52.46,47.24
2026-03-30T14:19:00Z,60.90,40.41
2026-03-30T14:20:00Z,75.02,26.72
2026-03-30T14:21:00Z,77.45,23.76
2026-03-30T14:22:00Z,77.00,24.70
2026-03-30T14:23:00Z,78.49,22.45
2026-03-30T14:24:00Z,84.14,15.90
