# event_ticker=KXATPMATCH-25OCT17MARMED
# final_score=7-5 6-2
# match_winner=Daniil Medvedev
# fav_player=Daniil Medvedev
# dog_player=Fabian Marozsan
# kalshi_date=2025-10-17
timestamp,Daniil Medvedev,Fabian Marozsan
2025-10-16T21:16:00Z,4.00,4.00
2025-10-16T21:34:00Z,4.00,37.00
2025-10-16T21:51:00Z,4.00,37.00
2025-10-16T22:02:00Z,65.00,37.00
2025-10-16T22:06:00Z,66.00,37.00
2025-10-16T22:09:00Z,66.00,36.00
2025-10-16T22:11:00Z,66.00,36.00
2025-10-16T22:14:00Z,65.00,36.00
2025-10-16T22:29:00Z,65.00,36.00
2025-10-16T23:29:00Z,65.00,36.00
2025-10-16T23:39:00Z,65.00,36.00
2025-10-17T00:19:00Z,65.00,36.00
2025-10-17T00:36:00Z,66.00,36.00
2025-10-17T00:51:00Z,66.00,36.00
2025-10-17T00:53:00Z,66.00,36.00
2025-10-17T00:55:00Z,66.00,36.00
2025-10-17T01:08:00Z,66.00,35.00
2025-10-17T01:10:00Z,66.00,34.00
2025-10-17T01:11:00Z,66.00,34.76
2025-10-17T01:29:00Z,66.00,34.76
2025-10-17T01:31:00Z,66.00,34.76
2025-10-17T01:34:00Z,66.00,34.76
2025-10-17T01:36:00Z,66.00,35.00
2025-10-17T01:39:00Z,66.00,35.00
2025-10-17T01:41:00Z,66.00,34.00
2025-10-17T01:51:00Z,66.00,34.00
2025-10-17T01:54:00Z,66.00,34.00
2025-10-17T01:56:00Z,66.00,34.00
2025-10-17T02:02:00Z,66.00,34.00
2025-10-17T02:10:00Z,66.00,34.00
2025-10-17T02:12:00Z,66.00,35.00
2025-10-17T02:13:00Z,65.00,35.00
2025-10-17T02:21:00Z,66.00,35.00
2025-10-17T02:31:00Z,66.00,35.00
2025-10-17T02:37:00Z,66.00,35.00
2025-10-17T02:42:00Z,66.00,35.00
2025-10-17T02:43:00Z,66.00,35.00
2025-10-17T02:46:00Z,66.00,35.00
2025-10-17T02:57:00Z,66.00,35.00
2025-10-17T02:58:00Z,66.00,35.00
2025-10-17T03:02:00Z,66.00,35.00
2025-10-17T03:03:00Z,66.00,35.00
2025-10-17T03:04:00Z,66.00,35.00
2025-10-17T03:08:00Z,66.00,35.00
2025-10-17T03:12:00Z,66.00,35.00
2025-10-17T03:13:00Z,65.00,35.00
2025-10-17T03:14:00Z,65.73,34.60
2025-10-17T03:15:00Z,65.00,34.60
2025-10-17T03:16:00Z,65.00,34.60
2025-10-17T03:17:00Z,65.00,35.00
2025-10-17T03:23:00Z,65.00,35.00
2025-10-17T03:31:00Z,66.00,35.00
2025-10-17T03:32:00Z,66.00,35.00
2025-10-17T03:33:00Z,66.00,34.00
2025-10-17T03:34:00Z,66.00,34.00
2025-10-17T03:35:00Z,66.00,34.00
2025-10-17T03:39:00Z,66.00,34.00
2025-10-17T03:41:00Z,66.00,34.00
2025-10-17T03:42:00Z,66.00,34.00
2025-10-17T03:44:00Z,66.00,34.00
2025-10-17T03:45:00Z,66.00,35.00
2025-10-17T03:48:00Z,66.00,35.00
2025-10-17T03:50:00Z,66.00,35.00
2025-10-17T03:51:00Z,66.00,35.00
2025-10-17T03:53:00Z,66.00,35.00
2025-10-17T03:54:00Z,66.00,35.00
2025-10-17T03:58:00Z,66.00,35.00
2025-10-17T03:59:00Z,66.57,35.00
2025-10-17T04:00:00Z,66.57,35.00
2025-10-17T04:01:00Z,67.00,35.00
2025-10-17T04:02:00Z,67.00,35.00
2025-10-17T04:04:00Z,67.00,35.00
2025-10-17T04:05:00Z,67.00,34.00
2025-10-17T04:07:00Z,66.00,34.00
2025-10-17T04:09:00Z,66.00,35.00
2025-10-17T04:12:00Z,67.00,35.00
