# event_ticker=KXATPCHALLENGERMATCH-26JUN03BAEBOY
# final_score=6-2 6-4
# match_winner=Sebastian Baez
# fav_player=Sebastian Baez
# dog_player=Tristan Boyer
# kalshi_date=2026-06-03
timestamp,Sebastian Baez,Tristan Boyer
2026-06-02T23:21:00Z,74.00,
2026-06-02T23:34:00Z,74.00,
2026-06-03T00:16:00Z,74.00,25.00
2026-06-03T00:24:00Z,75.00,25.00
2026-06-03T02:30:00Z,75.00,27.00
2026-06-03T02:39:00Z,75.00,27.00
2026-06-03T02:53:00Z,75.00,27.00
2026-06-03T03:10:00Z,75.00,27.00
2026-06-03T03:23:00Z,75.00,27.00
2026-06-03T03:26:00Z,75.00,27.00
2026-06-03T03:34:00Z,75.00,27.00
2026-06-03T03:35:00Z,75.00,27.00
2026-06-03T04:26:00Z,75.00,27.00
2026-06-03T04:34:00Z,75.00,27.00
2026-06-03T04:46:00Z,75.00,27.00
2026-06-03T04:48:00Z,75.00,27.00
2026-06-03T04:52:00Z,75.00,27.00
2026-06-03T04:54:00Z,75.00,27.00
2026-06-03T05:00:00Z,75.00,25.00
2026-06-03T05:15:00Z,75.00,27.00
2026-06-03T05:48:00Z,75.00,27.00
2026-06-03T05:59:00Z,75.00,27.00
2026-06-03T06:05:00Z,75.00,27.00
2026-06-03T06:08:00Z,75.00,27.00
2026-06-03T06:16:00Z,75.00,27.00
2026-06-03T06:41:00Z,74.00,27.00
2026-06-03T06:57:00Z,75.00,27.00
2026-06-03T07:25:00Z,75.00,27.00
2026-06-03T08:21:00Z,74.00,27.00
2026-06-03T08:22:00Z,74.00,27.00
2026-06-03T08:41:00Z,74.00,27.00
2026-06-03T08:55:00Z,74.00,27.00
2026-06-03T09:11:00Z,74.00,26.00
2026-06-03T09:33:00Z,74.00,26.00
2026-06-03T09:53:00Z,74.00,26.00
2026-06-03T10:01:00Z,74.00,26.00
2026-06-03T10:21:00Z,74.00,27.00
2026-06-03T10:41:00Z,75.00,27.00
2026-06-03T10:55:00Z,75.00,27.00
2026-06-03T10:56:00Z,75.92,27.00
2026-06-03T11:02:00Z,75.92,27.00
2026-06-03T11:07:00Z,75.00,27.00
2026-06-03T11:08:00Z,75.00,27.00
2026-06-03T11:09:00Z,71.62,29.86
2026-06-03T11:10:00Z,69.00,31.98
2026-06-03T11:11:00Z,70.43,33.00
2026-06-03T11:12:00Z,71.34,27.98
2026-06-03T11:13:00Z,70.24,29.02
2026-06-03T11:14:00Z,67.30,33.57
2026-06-03T11:15:00Z,66.40,34.55
2026-06-03T11:16:00Z,69.62,34.32
2026-06-03T11:17:00Z,68.92,32.21
2026-06-03T11:18:00Z,68.96,32.01
2026-06-03T11:19:00Z,72.04,28.43
2026-06-03T11:20:00Z,78.74,22.12
2026-06-03T11:21:00Z,79.54,20.92
2026-06-03T11:22:00Z,80.86,19.58
2026-06-03T11:23:00Z,80.30,20.61
2026-06-03T11:24:00Z,78.98,19.98
2026-06-03T11:25:00Z,80.46,20.37
2026-06-03T11:26:00Z,84.77,16.99
2026-06-03T11:27:00Z,85.80,16.20
2026-06-03T11:28:00Z,85.00,16.00
2026-06-03T11:29:00Z,86.00,15.26
2026-06-03T11:30:00Z,85.03,15.86
2026-06-03T11:31:00Z,86.56,14.00
2026-06-03T11:32:00Z,85.20,15.57
2026-06-03T11:33:00Z,86.21,15.99
2026-06-03T11:34:00Z,87.01,13.55
2026-06-03T11:35:00Z,89.00,11.58
2026-06-03T11:36:00Z,89.10,11.80
2026-06-03T11:37:00Z,90.00,10.54
2026-06-03T11:38:00Z,90.00,10.94
2026-06-03T11:39:00Z,90.92,10.00
2026-06-03T11:40:00Z,91.00,10.00
2026-06-03T11:41:00Z,91.07,10.60
2026-06-03T11:42:00Z,91.11,9.00
2026-06-03T11:43:00Z,93.39,7.93
2026-06-03T11:44:00Z,92.00,8.95
2026-06-03T11:45:00Z,89.84,10.77
2026-06-03T11:46:00Z,92.87,8.31
2026-06-03T11:47:00Z,91.49,9.88
2026-06-03T11:48:00Z,89.94,11.38
2026-06-03T11:49:00Z,88.00,11.38
2026-06-03T11:50:00Z,88.21,11.00
2026-06-03T11:51:00Z,90.99,9.50
2026-06-03T11:52:00Z,89.28,11.65
2026-06-03T11:53:00Z,90.00,11.00
2026-06-03T11:54:00Z,88.00,13.00
2026-06-03T11:55:00Z,88.22,12.00
2026-06-03T11:56:00Z,89.48,12.00
2026-06-03T11:57:00Z,90.81,10.00
2026-06-03T11:58:00Z,88.00,11.30
2026-06-03T11:59:00Z,89.71,11.96
2026-06-03T12:00:00Z,90.00,10.06
2026-06-03T12:01:00Z,88.47,13.00
2026-06-03T12:02:00Z,88.71,12.97
2026-06-03T12:03:00Z,89.99,11.67
2026-06-03T12:04:00Z,89.08,11.12
2026-06-03T12:05:00Z,89.15,14.64
2026-06-03T12:06:00Z,88.69,13.27
2026-06-03T12:07:00Z,90.24,11.49
2026-06-03T12:08:00Z,90.00,10.42
2026-06-03T12:09:00Z,91.17,8.21
2026-06-03T12:10:00Z,89.98,10.66
2026-06-03T12:11:00Z,91.85,9.97
2026-06-03T12:12:00Z,96.32,5.05
2026-06-03T12:13:00Z,96.38,3.72
2026-06-03T12:14:00Z,94.83,4.97
2026-06-03T12:15:00Z,94.12,6.99
2026-06-03T12:16:00Z,96.11,4.99
2026-06-03T12:17:00Z,97.19,4.01
2026-06-03T12:18:00Z,97.97,2.00
2026-06-03T12:19:00Z,98.00,1.97
2026-06-03T12:20:00Z,98.00,2.50
2026-06-03T12:21:00Z,97.98,2.00
2026-06-03T12:22:00Z,98.00,3.00
2026-06-03T12:23:00Z,98.00,2.93
2026-06-03T12:24:00Z,98.31,2.58
2026-06-03T12:25:00Z,98.96,1.26
2026-06-03T12:26:00Z,99.00,1.00
2026-06-03T12:27:00Z,99.00,1.00
