# event_ticker=KXATPMATCH-26MAR17SHAVAN
# final_score=7-5 6-3
# match_winner=Botic van de Zandschulp
# fav_player=Botic Van de Zandschulp
# dog_player=Denis Shapovalov
# kalshi_date=2026-03-17
timestamp,Botic Van de Zandschulp,Denis Shapovalov
2026-03-19T06:12:00Z,,64.00
2026-03-19T06:16:00Z,,64.00
2026-03-19T06:34:00Z,,64.00
2026-03-19T06:39:00Z,,64.00
2026-03-19T09:13:00Z,,62.00
2026-03-19T09:33:00Z,,63.00
2026-03-19T10:03:00Z,,63.00
2026-03-19T10:06:00Z,,63.00
2026-03-19T10:11:00Z,,63.00
2026-03-19T10:15:00Z,,62.00
2026-03-19T10:20:00Z,37.00,62.00
2026-03-19T10:25:00Z,37.00,63.00
2026-03-19T10:50:00Z,37.00,64.00
2026-03-19T10:51:00Z,37.00,62.00
2026-03-19T10:52:00Z,37.00,63.00
2026-03-19T11:21:00Z,37.00,63.00
2026-03-19T11:22:00Z,37.00,63.00
2026-03-19T11:28:00Z,37.00,63.00
2026-03-19T11:31:00Z,37.00,63.00
2026-03-19T11:35:00Z,37.00,63.00
2026-03-19T11:36:00Z,37.00,63.00
2026-03-19T11:45:00Z,37.00,63.00
2026-03-19T11:54:00Z,37.00,63.00
2026-03-19T11:56:00Z,37.00,63.00
2026-03-19T11:57:00Z,37.00,63.00
2026-03-19T12:07:00Z,37.00,64.00
2026-03-19T12:17:00Z,37.00,64.00
2026-03-19T12:30:00Z,37.00,64.00
2026-03-19T12:40:00Z,37.00,64.00
2026-03-19T12:41:00Z,37.00,62.00
2026-03-19T12:47:00Z,37.00,63.00
2026-03-19T12:48:00Z,37.00,63.00
2026-03-19T13:01:00Z,37.00,64.00
2026-03-19T13:04:00Z,37.00,64.00
2026-03-19T13:07:00Z,37.00,64.00
2026-03-19T13:12:00Z,37.00,64.00
2026-03-19T13:24:00Z,37.00,64.00
2026-03-19T13:25:00Z,37.00,64.00
2026-03-19T13:27:00Z,37.00,64.00
2026-03-19T13:28:00Z,37.00,62.00
2026-03-19T13:29:00Z,37.00,64.00
2026-03-19T13:32:00Z,37.00,64.00
2026-03-19T13:33:00Z,37.00,64.00
2026-03-19T13:36:00Z,37.00,64.00
2026-03-19T13:52:00Z,37.00,64.00
2026-03-19T13:53:00Z,37.00,62.00
2026-03-19T13:56:00Z,37.00,64.00
2026-03-19T13:58:00Z,37.00,64.00
2026-03-19T13:59:00Z,37.00,64.00
2026-03-19T14:06:00Z,37.00,64.00
2026-03-19T14:07:00Z,37.00,64.00
2026-03-19T14:21:00Z,37.00,64.00
2026-03-19T14:23:00Z,37.00,64.00
2026-03-19T14:24:00Z,37.00,64.00
2026-03-19T14:28:00Z,37.00,62.00
2026-03-19T14:36:00Z,37.00,64.00
2026-03-19T14:39:00Z,37.00,64.00
2026-03-19T14:42:00Z,37.00,64.00
2026-03-19T14:44:00Z,37.00,64.00
2026-03-19T14:48:00Z,37.00,62.00
2026-03-19T14:51:00Z,37.00,64.00
2026-03-19T14:54:00Z,37.00,64.00
2026-03-19T14:56:00Z,37.00,64.00
2026-03-19T14:57:00Z,37.00,64.00
2026-03-19T15:03:00Z,36.00,64.00
2026-03-19T15:04:00Z,36.00,64.00
2026-03-19T15:05:00Z,36.00,64.00
2026-03-19T15:07:00Z,36.00,64.00
2026-03-19T15:08:00Z,36.00,64.00
2026-03-19T15:11:00Z,36.00,64.00
2026-03-19T15:17:00Z,36.00,64.00
2026-03-19T15:18:00Z,37.00,64.00
2026-03-19T15:19:00Z,37.00,64.00
2026-03-19T15:20:00Z,37.00,64.00
2026-03-19T15:21:00Z,37.00,64.00
2026-03-19T15:22:00Z,37.00,64.00
2026-03-19T15:27:00Z,37.00,64.00
2026-03-19T15:35:00Z,37.00,63.00
2026-03-19T15:39:00Z,37.00,63.00
2026-03-19T15:44:00Z,37.00,64.00
2026-03-19T15:47:00Z,37.00,64.00
2026-03-19T15:51:00Z,37.00,64.00
2026-03-19T15:52:00Z,37.00,64.00
2026-03-19T15:53:00Z,37.00,64.00
2026-03-19T15:54:00Z,37.00,64.00
2026-03-19T15:55:00Z,37.00,64.00
2026-03-19T16:01:00Z,37.00,63.98
2026-03-19T16:04:00Z,37.00,64.00
2026-03-19T16:07:00Z,37.00,63.00
