# event_ticker=KXATPMATCH-26MAR17SHAVAN
# final_score=7-5 6-3
# match_winner=Botic van de Zandschulp
# fav_player=Botic Van de Zandschulp
# dog_player=Denis Shapovalov
# kalshi_date=2026-03-17
timestamp,Botic Van de Zandschulp,Denis Shapovalov
2026-03-19T16:08:00Z,37.00,63.00
2026-03-19T16:09:00Z,37.00,63.00
2026-03-19T16:10:00Z,37.00,64.00
2026-03-19T16:14:00Z,37.00,64.00
2026-03-19T16:18:00Z,37.00,64.00
2026-03-19T16:19:00Z,37.00,64.00
2026-03-19T16:21:00Z,37.00,64.00
2026-03-19T16:22:00Z,37.00,63.00
2026-03-19T16:23:00Z,37.00,63.00
2026-03-19T16:25:00Z,37.00,63.00
2026-03-19T16:26:00Z,37.00,63.00
2026-03-19T16:28:00Z,37.00,64.00
2026-03-19T16:29:00Z,37.00,64.00
2026-03-19T16:31:00Z,37.00,64.60
2026-03-19T16:32:00Z,37.00,65.77
2026-03-19T16:33:00Z,37.00,66.00
2026-03-19T16:34:00Z,37.00,66.00
2026-03-19T16:36:00Z,36.00,66.00
2026-03-19T16:37:00Z,36.00,65.00
2026-03-19T16:40:00Z,36.00,65.00
2026-03-19T16:42:00Z,36.00,65.00
2026-03-19T16:43:00Z,36.00,65.00
2026-03-19T16:45:00Z,36.00,65.00
2026-03-19T16:46:00Z,36.00,66.00
2026-03-19T16:49:00Z,34.03,66.00
2026-03-19T16:52:00Z,35.00,65.00
2026-03-19T17:03:00Z,35.00,65.00
2026-03-19T17:04:00Z,35.00,65.00
2026-03-19T17:10:00Z,35.00,65.00
2026-03-19T17:12:00Z,35.00,65.00
2026-03-19T17:16:00Z,35.00,65.00
2026-03-19T17:17:00Z,35.00,65.00
2026-03-19T17:20:00Z,35.00,64.00
2026-03-19T17:21:00Z,35.00,64.00
2026-03-19T17:22:00Z,35.00,65.00
2026-03-19T17:31:00Z,35.00,64.88
2026-03-19T17:33:00Z,35.00,66.00
2026-03-19T17:35:00Z,35.00,66.00
2026-03-19T17:37:00Z,35.00,66.00
2026-03-19T17:38:00Z,35.00,66.00
2026-03-19T17:40:00Z,35.00,66.00
2026-03-19T17:41:00Z,35.00,66.00
2026-03-19T17:42:00Z,35.68,66.00
2026-03-19T17:43:00Z,34.00,66.00
2026-03-19T17:45:00Z,36.00,66.00
2026-03-19T17:46:00Z,36.00,66.00
2026-03-19T17:48:00Z,36.00,66.00
2026-03-19T17:49:00Z,36.00,66.00
2026-03-19T17:50:00Z,36.00,66.00
2026-03-19T17:52:00Z,36.00,66.00
2026-03-19T17:53:00Z,36.00,66.00
2026-03-19T17:54:00Z,34.00,64.00
2026-03-19T17:56:00Z,36.00,66.00
2026-03-19T17:58:00Z,36.00,65.00
2026-03-19T17:59:00Z,35.00,64.08
2026-03-19T18:01:00Z,35.00,66.00
2026-03-19T18:02:00Z,35.00,66.00
2026-03-19T18:03:00Z,35.00,66.00
2026-03-19T18:04:00Z,35.00,66.00
2026-03-19T18:05:00Z,33.26,66.22
2026-03-19T18:06:00Z,36.85,62.05
2026-03-19T18:07:00Z,34.98,67.38
2026-03-19T18:08:00Z,33.63,65.05
2026-03-19T18:09:00Z,36.74,65.83
2026-03-19T18:10:00Z,38.00,64.00
2026-03-19T18:11:00Z,33.26,66.00
2026-03-19T18:12:00Z,33.00,68.00
2026-03-19T18:13:00Z,33.00,68.00
2026-03-19T18:14:00Z,32.09,71.44
2026-03-19T18:15:00Z,28.89,72.47
2026-03-19T18:16:00Z,32.20,67.81
2026-03-19T18:17:00Z,35.38,65.97
2026-03-19T18:18:00Z,39.68,60.62
2026-03-19T18:19:00Z,42.53,56.82
2026-03-19T18:20:00Z,42.33,60.33
2026-03-19T18:21:00Z,35.74,62.01
2026-03-19T18:22:00Z,34.00,67.00
2026-03-19T18:23:00Z,34.00,67.00
2026-03-19T18:24:00Z,31.55,68.00
2026-03-19T18:25:00Z,34.00,67.06
2026-03-19T18:26:00Z,34.94,67.43
2026-03-19T18:27:00Z,33.73,68.86
2026-03-19T18:28:00Z,39.00,64.50
2026-03-19T18:29:00Z,40.87,61.92
2026-03-19T18:30:00Z,36.81,65.86
2026-03-19T18:31:00Z,36.81,66.63
2026-03-19T18:32:00Z,34.96,66.09
2026-03-19T18:33:00Z,34.00,67.00
2026-03-19T18:34:00Z,34.47,66.04
2026-03-19T18:35:00Z,34.30,64.88
2026-03-19T18:36:00Z,39.02,61.89
2026-03-19T18:37:00Z,40.05,60.86
2026-03-19T18:38:00Z,38.90,61.43
2026-03-19T18:39:00Z,40.18,62.99
2026-03-19T18:40:00Z,36.01,65.96
2026-03-19T18:41:00Z,36.00,65.01
2026-03-19T18:42:00Z,38.37,62.92
2026-03-19T18:43:00Z,37.00,63.97
2026-03-19T18:44:00Z,34.12,67.69
2026-03-19T18:45:00Z,38.62,63.40
2026-03-19T18:46:00Z,40.51,59.37
2026-03-19T18:47:00Z,52.89,50.79
2026-03-19T18:48:00Z,62.21,39.50
2026-03-19T18:49:00Z,62.86,37.98
2026-03-19T18:50:00Z,63.50,35.54
2026-03-19T18:51:00Z,67.61,32.10
2026-03-19T18:52:00Z,67.87,32.94
2026-03-19T18:53:00Z,67.08,32.60
2026-03-19T18:54:00Z,67.01,33.03
2026-03-19T18:55:00Z,64.95,34.51
2026-03-19T18:56:00Z,66.29,34.89
2026-03-19T18:57:00Z,63.10,36.35
2026-03-19T18:58:00Z,62.82,37.10
2026-03-19T18:59:00Z,59.99,38.80
2026-03-19T19:00:00Z,60.50,41.49
2026-03-19T19:01:00Z,52.22,45.08
2026-03-19T19:02:00Z,56.65,43.48
2026-03-19T19:03:00Z,63.45,36.46
2026-03-19T19:04:00Z,69.59,33.52
2026-03-19T19:05:00Z,66.84,33.81
2026-03-19T19:06:00Z,63.21,35.99
2026-03-19T19:07:00Z,62.28,36.00
2026-03-19T19:08:00Z,64.05,35.50
2026-03-19T19:09:00Z,67.16,33.88
2026-03-19T19:10:00Z,67.52,34.05
2026-03-19T19:11:00Z,66.63,34.36
2026-03-19T19:12:00Z,65.01,35.22
2026-03-19T19:13:00Z,67.62,33.88
2026-03-19T19:14:00Z,80.74,24.86
2026-03-19T19:15:00Z,86.06,12.56
2026-03-19T19:16:00Z,86.69,14.50
2026-03-19T19:17:00Z,84.84,16.85
2026-03-19T19:18:00Z,83.53,17.79
2026-03-19T19:19:00Z,91.19,8.33
2026-03-19T19:20:00Z,92.20,7.04
2026-03-19T19:21:00Z,93.60,7.91
2026-03-19T19:22:00Z,97.23,4.39
2026-03-19T19:23:00Z,98.88,1.65
2026-03-19T19:24:00Z,98.91,1.61
2026-03-19T19:25:00Z,97.22,2.87
2026-03-19T19:26:00Z,99.00,2.87
2026-03-19T19:27:00Z,99.00,2.60
2026-03-19T19:28:00Z,97.00,2.94
2026-03-19T19:29:00Z,97.00,2.99
2026-03-19T19:30:00Z,97.85,2.44
2026-03-19T19:31:00Z,97.08,1.79
2026-03-19T19:32:00Z,98.33,3.12
2026-03-19T19:33:00Z,95.91,5.40
2026-03-19T19:34:00Z,95.47,4.67
2026-03-19T19:35:00Z,96.82,4.18
2026-03-19T19:36:00Z,98.17,1.75
2026-03-19T19:37:00Z,99.00,1.75
