# event_ticker=KXATPMATCH-25AUG03RUBDAV
# final_score=6-7(3) 7-6(2) 3-0 RET
# match_winner=Andrey Rublev
# fav_player=Alejandro Davidovich Fokina
# dog_player=Andrey Rublev
# kalshi_date=2025-08-03
timestamp,Alejandro Davidovich Fokina,Andrey Rublev
2025-08-03T12:13:00Z,,48.00
2025-08-03T12:46:00Z,,48.00
2025-08-03T12:52:00Z,,48.00
2025-08-03T12:57:00Z,,48.00
2025-08-03T13:01:00Z,,48.00
2025-08-03T13:02:00Z,55.00,48.00
2025-08-03T13:08:00Z,55.00,48.00
2025-08-03T13:14:00Z,55.00,49.00
2025-08-03T13:21:00Z,55.00,48.00
2025-08-03T13:24:00Z,55.00,48.00
2025-08-03T13:25:00Z,55.00,48.00
2025-08-03T13:27:00Z,55.00,48.00
2025-08-03T13:31:00Z,55.00,48.00
2025-08-03T13:37:00Z,54.00,48.00
2025-08-03T13:51:00Z,55.00,48.00
2025-08-03T13:52:00Z,55.00,47.00
2025-08-03T14:13:00Z,55.00,47.00
2025-08-03T14:15:00Z,55.00,47.00
2025-08-03T14:20:00Z,55.00,46.00
2025-08-03T14:21:00Z,55.00,46.00
2025-08-03T14:27:00Z,55.00,47.78
2025-08-03T14:34:00Z,56.00,47.78
2025-08-03T14:40:00Z,56.00,48.00
2025-08-03T15:22:00Z,55.00,48.00
2025-08-03T15:23:00Z,55.00,47.00
2025-08-03T15:25:00Z,55.00,47.00
2025-08-03T15:29:00Z,55.00,47.00
2025-08-03T15:33:00Z,55.00,47.00
2025-08-03T15:40:00Z,55.00,47.00
2025-08-03T15:57:00Z,55.00,47.00
2025-08-03T15:59:00Z,55.00,47.00
2025-08-03T16:00:00Z,55.00,47.00
2025-08-03T16:04:00Z,55.00,47.00
2025-08-03T16:07:00Z,55.00,47.00
2025-08-03T16:11:00Z,55.00,46.00
2025-08-03T16:16:00Z,55.00,47.00
2025-08-03T16:21:00Z,55.00,47.00
2025-08-03T16:32:00Z,55.00,46.00
2025-08-03T16:33:00Z,55.00,46.00
2025-08-03T16:45:00Z,55.00,46.00
2025-08-03T16:47:00Z,55.00,46.00
2025-08-03T17:03:00Z,55.00,46.00
2025-08-03T17:10:00Z,55.39,46.00
2025-08-03T17:14:00Z,55.39,46.00
2025-08-03T17:16:00Z,57.00,46.00
2025-08-03T17:17:00Z,57.00,46.00
2025-08-03T17:23:00Z,57.00,46.00
2025-08-03T17:24:00Z,57.00,46.00
2025-08-03T17:25:00Z,57.00,46.00
2025-08-03T17:27:00Z,57.00,46.00
2025-08-03T17:29:00Z,57.00,46.00
2025-08-03T17:34:00Z,57.00,46.00
2025-08-03T17:36:00Z,57.00,46.00
2025-08-03T17:39:00Z,57.00,46.00
2025-08-03T17:40:00Z,57.00,46.00
2025-08-03T17:41:00Z,57.00,46.00
2025-08-03T17:59:00Z,57.00,46.00
2025-08-03T18:01:00Z,57.00,46.00
2025-08-03T18:02:00Z,57.00,46.00
2025-08-03T18:03:00Z,57.00,46.00
2025-08-03T18:04:00Z,57.00,46.00
2025-08-03T18:05:00Z,57.00,46.00
2025-08-03T18:06:00Z,57.00,46.00
2025-08-03T18:08:00Z,57.00,46.00
2025-08-03T18:09:00Z,57.00,46.00
2025-08-03T18:10:00Z,57.00,46.00
2025-08-03T18:13:00Z,57.00,46.00
2025-08-03T18:29:00Z,57.00,46.00
2025-08-03T18:43:00Z,56.18,46.00
2025-08-03T18:52:00Z,56.18,45.00
2025-08-03T19:02:00Z,56.18,46.00
2025-08-03T19:03:00Z,56.18,46.00
2025-08-03T19:04:00Z,57.00,46.00
2025-08-03T19:06:00Z,57.00,46.00
2025-08-03T19:08:00Z,56.95,46.00
2025-08-03T19:09:00Z,56.00,46.00
2025-08-03T19:10:00Z,56.00,46.67
2025-08-03T19:11:00Z,54.69,47.13
2025-08-03T19:14:00Z,55.00,45.00
2025-08-03T19:15:00Z,55.00,45.00
2025-08-03T19:16:00Z,54.65,47.50
2025-08-03T19:17:00Z,55.00,48.00
2025-08-03T19:18:00Z,55.00,48.00
2025-08-03T19:20:00Z,55.00,47.82
2025-08-03T19:21:00Z,55.00,47.00
2025-08-03T19:22:00Z,55.00,47.10
2025-08-03T19:23:00Z,55.00,48.00
2025-08-03T19:24:00Z,55.00,48.00
2025-08-03T19:25:00Z,55.00,48.00
2025-08-03T19:26:00Z,55.00,48.00
2025-08-03T19:27:00Z,55.00,48.00
2025-08-03T19:28:00Z,55.00,48.00
2025-08-03T19:29:00Z,52.99,49.00
2025-08-03T19:30:00Z,52.00,49.19
2025-08-03T19:31:00Z,52.00,48.00
2025-08-03T19:32:00Z,52.00,52.00
2025-08-03T19:33:00Z,52.42,50.00
2025-08-03T19:34:00Z,51.00,51.77
2025-08-03T19:35:00Z,51.00,50.00
2025-08-03T19:36:00Z,50.00,51.06
2025-08-03T19:37:00Z,52.32,55.00
2025-08-03T19:38:00Z,52.53,49.59
2025-08-03T19:39:00Z,47.82,54.46
2025-08-03T19:40:00Z,44.00,59.92
2025-08-03T19:41:00Z,42.00,65.35
2025-08-03T19:42:00Z,45.76,56.00
2025-08-03T19:43:00Z,52.38,56.00
2025-08-03T19:44:00Z,52.03,49.00
2025-08-03T19:45:00Z,54.75,49.79
2025-08-03T19:46:00Z,53.91,49.49
2025-08-03T19:47:00Z,55.56,44.22
2025-08-03T19:48:00Z,51.00,50.00
2025-08-03T19:49:00Z,51.00,50.86
2025-08-03T19:50:00Z,51.00,51.20
2025-08-03T19:51:00Z,51.00,52.00
2025-08-03T19:53:00Z,51.00,50.18
2025-08-03T19:54:00Z,54.78,46.91
2025-08-03T19:55:00Z,50.00,51.00
2025-08-03T19:56:00Z,49.39,51.00
2025-08-03T19:57:00Z,49.39,53.11
2025-08-03T19:58:00Z,49.78,53.00
2025-08-03T19:59:00Z,46.05,53.00
2025-08-03T20:00:00Z,50.00,54.37
2025-08-03T20:01:00Z,51.00,54.37
2025-08-03T20:02:00Z,49.33,55.88
2025-08-03T20:03:00Z,45.00,58.00
2025-08-03T20:04:00Z,43.40,61.78
2025-08-03T20:05:00Z,43.40,60.00
2025-08-03T20:06:00Z,47.00,57.00
2025-08-03T20:07:00Z,47.00,58.00
2025-08-03T20:08:00Z,41.68,58.00
2025-08-03T20:09:00Z,46.00,58.00
2025-08-03T20:10:00Z,45.00,57.68
2025-08-03T20:11:00Z,45.64,57.25
2025-08-03T20:12:00Z,45.64,60.57
2025-08-03T20:13:00Z,39.67,57.00
2025-08-03T20:14:00Z,44.00,60.00
2025-08-03T20:15:00Z,44.00,60.00
2025-08-03T20:16:00Z,47.41,54.02
2025-08-03T20:17:00Z,48.00,56.00
2025-08-03T20:18:00Z,45.17,55.24
2025-08-03T20:19:00Z,45.47,53.04
2025-08-03T20:20:00Z,48.57,49.94
2025-08-03T20:21:00Z,45.69,55.17
2025-08-03T20:22:00Z,50.00,50.01
2025-08-03T20:23:00Z,63.27,41.40
2025-08-03T20:24:00Z,72.88,31.22
2025-08-03T20:25:00Z,73.00,27.63
2025-08-03T20:26:00Z,73.06,30.39
2025-08-03T20:27:00Z,71.90,29.71
2025-08-03T20:28:00Z,72.00,30.00
2025-08-03T20:29:00Z,62.00,35.93
2025-08-03T20:30:00Z,70.43,32.07
2025-08-03T20:31:00Z,72.68,30.69
2025-08-03T20:32:00Z,71.03,30.88
2025-08-03T20:33:00Z,71.79,28.92
2025-08-03T20:34:00Z,75.01,27.85
2025-08-03T20:35:00Z,75.38,26.75
2025-08-03T20:36:00Z,70.48,30.00
2025-08-03T20:37:00Z,72.90,29.48
2025-08-03T20:38:00Z,69.81,32.00
2025-08-03T20:39:00Z,63.37,36.60
2025-08-03T20:40:00Z,68.08,34.58
2025-08-03T20:41:00Z,65.00,34.00
2025-08-03T20:42:00Z,63.00,34.00
2025-08-03T20:43:00Z,68.00,33.22
2025-08-03T20:44:00Z,68.00,33.40
2025-08-03T20:45:00Z,69.00,33.00
2025-08-03T20:46:00Z,70.00,28.62
2025-08-03T20:47:00Z,70.13,30.09
2025-08-03T20:48:00Z,70.00,29.84
2025-08-03T20:49:00Z,69.25,31.00
2025-08-03T20:50:00Z,70.00,32.95
2025-08-03T20:51:00Z,70.13,31.00
2025-08-03T20:52:00Z,74.04,26.00
2025-08-03T20:53:00Z,74.00,27.97
2025-08-03T20:54:00Z,68.69,31.96
2025-08-03T20:55:00Z,71.85,29.29
2025-08-03T20:56:00Z,71.85,30.79
2025-08-03T20:57:00Z,71.26,30.09
2025-08-03T20:58:00Z,69.01,34.56
2025-08-03T20:59:00Z,66.00,33.37
2025-08-03T21:00:00Z,66.00,30.65
2025-08-03T21:01:00Z,71.66,29.00
2025-08-03T21:03:00Z,70.86,30.92
2025-08-03T21:04:00Z,65.26,34.16
2025-08-03T21:05:00Z,67.00,35.00
2025-08-03T21:06:00Z,72.80,27.00
2025-08-03T21:07:00Z,75.11,23.99
2025-08-03T21:08:00Z,78.60,25.11
2025-08-03T21:09:00Z,80.74,20.78
2025-08-03T21:10:00Z,70.00,31.50
2025-08-03T21:11:00Z,74.50,24.00
2025-08-03T21:12:00Z,75.46,26.77
2025-08-03T21:13:00Z,74.44,27.00
2025-08-03T21:14:00Z,71.65,29.95
2025-08-03T21:15:00Z,75.00,27.37
2025-08-03T21:16:00Z,76.14,26.00
