# event_ticker=KXATPMATCH-25AUG03RUBDAV
# final_score=6-7(3) 7-6(2) 3-0 RET
# match_winner=Andrey Rublev
# fav_player=Alejandro Davidovich Fokina
# dog_player=Andrey Rublev
# kalshi_date=2025-08-03
timestamp,Alejandro Davidovich Fokina,Andrey Rublev
2025-08-03T21:17:00Z,77.84,20.01
2025-08-03T21:18:00Z,85.57,16.30
2025-08-03T21:19:00Z,81.96,19.82
2025-08-03T21:20:00Z,76.76,23.04
2025-08-03T21:21:00Z,73.93,27.92
2025-08-03T21:22:00Z,76.49,24.82
2025-08-03T21:23:00Z,78.92,24.90
2025-08-03T21:24:00Z,78.00,22.62
2025-08-03T21:25:00Z,78.39,22.44
2025-08-03T21:26:00Z,75.99,27.17
2025-08-03T21:27:00Z,75.82,24.90
2025-08-03T21:28:00Z,72.18,29.24
2025-08-03T21:29:00Z,64.63,32.59
2025-08-03T21:30:00Z,68.19,35.11
2025-08-03T21:31:00Z,54.30,46.89
2025-08-03T21:32:00Z,40.57,50.92
2025-08-03T21:33:00Z,37.80,57.12
2025-08-03T21:34:00Z,42.86,56.45
2025-08-03T21:35:00Z,42.00,59.41
2025-08-03T21:36:00Z,42.00,59.45
2025-08-03T21:37:00Z,41.91,59.97
2025-08-03T21:38:00Z,42.00,57.33
2025-08-03T21:39:00Z,42.00,58.14
2025-08-03T21:40:00Z,42.00,57.56
2025-08-03T21:41:00Z,41.11,59.56
2025-08-03T21:42:00Z,40.44,62.39
2025-08-03T21:43:00Z,42.37,62.51
2025-08-03T21:44:00Z,24.88,69.56
2025-08-03T21:45:00Z,19.70,75.55
2025-08-03T21:46:00Z,17.93,80.31
2025-08-03T21:47:00Z,13.89,85.83
2025-08-03T21:48:00Z,17.94,85.23
2025-08-03T21:49:00Z,10.84,90.37
2025-08-03T21:50:00Z,1.55,95.98
2025-08-03T21:51:00Z,1.31,99.00
2025-08-03T21:52:00Z,1.00,99.00
2025-08-03T21:53:00Z,1.00,99.00
2025-08-03T21:54:00Z,1.00,99.00
2025-08-03T21:55:00Z,1.00,99.00
2025-08-03T21:56:00Z,1.00,99.00
2025-08-03T21:57:00Z,1.00,99.00
2025-08-03T21:58:00Z,1.00,99.00
2025-08-03T21:59:00Z,1.00,99.00
2025-08-03T22:00:00Z,1.00,99.00
2025-08-03T22:01:00Z,1.00,99.00
2025-08-03T22:02:00Z,1.00,99.00
2025-08-03T22:03:00Z,1.00,99.00
2025-08-03T22:04:00Z,1.00,99.00
2025-08-03T22:09:00Z,1.00,99.00
2025-08-03T22:10:00Z,1.00,99.00
2025-08-03T22:11:00Z,1.00,99.00
2025-08-03T22:12:00Z,1.00,99.00
2025-08-03T22:13:00Z,1.00,99.00
2025-08-03T22:14:00Z,1.00,99.00
2025-08-03T22:15:00Z,1.00,99.00
2025-08-03T22:16:00Z,1.00,99.00
2025-08-03T22:17:00Z,1.00,99.00
2025-08-03T22:18:00Z,1.00,99.00
2025-08-03T22:19:00Z,1.00,99.00
2025-08-03T22:23:00Z,1.00,99.00
2025-08-03T22:27:00Z,1.00,99.00
2025-08-03T22:28:00Z,1.00,99.00
2025-08-03T22:29:00Z,1.00,99.00
2025-08-03T22:31:00Z,1.00,99.00
2025-08-03T22:32:00Z,1.00,99.00
2025-08-03T22:33:00Z,1.00,99.00
2025-08-03T22:35:00Z,1.00,99.00
2025-08-03T22:36:00Z,1.00,99.00
2025-08-03T22:37:00Z,1.00,99.00
2025-08-03T22:38:00Z,1.00,99.00
2025-08-03T22:39:00Z,1.00,99.00
2025-08-03T22:40:00Z,1.00,99.00
2025-08-03T22:41:00Z,1.00,99.00
2025-08-03T22:42:00Z,1.00,99.00
2025-08-03T22:45:00Z,1.00,99.00
2025-08-03T22:47:00Z,1.00,99.00
2025-08-03T22:48:00Z,1.00,99.00
2025-08-03T22:50:00Z,1.00,99.00
2025-08-03T22:53:00Z,1.00,99.00
2025-08-03T22:55:00Z,1.00,99.00
2025-08-03T22:59:00Z,1.00,99.00
2025-08-03T23:00:00Z,1.00,99.00
2025-08-03T23:01:00Z,1.00,99.00
2025-08-03T23:02:00Z,1.00,99.00
2025-08-03T23:04:00Z,1.00,99.00
2025-08-03T23:05:00Z,1.00,99.00
2025-08-03T23:08:00Z,1.00,99.00
2025-08-03T23:10:00Z,1.00,99.00
2025-08-03T23:11:00Z,1.00,99.00
2025-08-03T23:14:00Z,1.00,99.00
2025-08-03T23:15:00Z,1.00,99.00
2025-08-03T23:16:00Z,1.00,99.00
2025-08-03T23:18:00Z,1.00,99.00
2025-08-03T23:19:00Z,1.00,99.00
2025-08-03T23:20:00Z,1.00,99.00
2025-08-03T23:24:00Z,1.00,99.00
2025-08-03T23:26:00Z,1.00,99.00
2025-08-03T23:31:00Z,1.00,99.00
2025-08-03T23:33:00Z,1.00,99.00
2025-08-03T23:37:00Z,1.00,99.00
2025-08-03T23:41:00Z,1.00,99.00
2025-08-03T23:42:00Z,1.00,99.00
2025-08-03T23:43:00Z,1.00,99.00
2025-08-03T23:45:00Z,1.00,99.00
2025-08-03T23:48:00Z,1.00,99.00
2025-08-03T23:50:00Z,1.00,99.00
2025-08-03T23:54:00Z,1.00,99.00
2025-08-03T23:55:00Z,1.00,99.00
2025-08-03T23:58:00Z,1.00,99.00
2025-08-03T23:59:00Z,1.00,99.00
2025-08-04T00:05:00Z,1.00,99.00
2025-08-04T00:09:00Z,1.00,99.00
2025-08-04T00:27:00Z,1.00,99.00
2025-08-04T00:38:00Z,1.00,99.00
2025-08-04T00:55:00Z,1.00,99.00
2025-08-04T01:03:00Z,1.00,99.00
