# event_ticker=KXATPMATCH-25SEP25MEDRUN
# final_score=7-6(7) 6-1
# score_resolution=6-7 1-6
# match_winner=Holger Rune
# fav_player=Hamad Medjedovic
# dog_player=Holger Rune
# kalshi_date=2025-09-25
timestamp,Hamad Medjedovic,Holger Rune
2025-09-25T07:00:00Z,41.26,61.00
2025-09-25T09:02:00Z,39.00,61.00
2025-09-25T09:05:00Z,41.00,61.00
2025-09-25T09:06:00Z,41.00,62.00
2025-09-25T09:08:00Z,41.00,62.00
2025-09-25T09:09:00Z,41.00,62.00
2025-09-25T09:10:00Z,41.00,62.00
2025-09-25T09:13:00Z,40.00,62.00
2025-09-25T09:14:00Z,40.00,62.40
2025-09-25T09:15:00Z,40.00,62.40
2025-09-25T09:19:00Z,41.00,62.00
2025-09-25T09:21:00Z,41.00,62.00
2025-09-25T09:22:00Z,41.00,62.00
2025-09-25T09:23:00Z,41.00,62.00
2025-09-25T09:24:00Z,41.00,63.86
2025-09-25T09:25:00Z,41.00,60.04
2025-09-25T09:26:00Z,42.00,60.90
2025-09-25T09:27:00Z,40.96,70.35
2025-09-25T09:28:00Z,42.55,55.42
2025-09-25T09:29:00Z,44.00,55.42
2025-09-25T09:30:00Z,63.00,50.00
2025-09-25T09:31:00Z,66.00,50.00
2025-09-25T09:32:00Z,66.00,48.00
2025-09-25T09:33:00Z,66.00,48.00
2025-09-25T09:36:00Z,63.55,40.23
2025-09-25T09:37:00Z,63.55,43.00
2025-09-25T09:38:00Z,69.00,64.50
2025-09-25T09:39:00Z,69.00,43.00
2025-09-25T09:40:00Z,72.00,43.00
2025-09-25T09:41:00Z,71.00,43.00
2025-09-25T09:42:00Z,48.61,54.11
2025-09-25T09:43:00Z,48.46,60.00
2025-09-25T09:44:00Z,40.00,57.00
2025-09-25T09:45:00Z,40.00,58.90
2025-09-25T09:46:00Z,56.19,58.90
2025-09-25T09:47:00Z,56.19,54.00
2025-09-25T09:48:00Z,55.62,59.34
2025-09-25T09:50:00Z,73.00,70.00
2025-09-25T09:52:00Z,67.89,63.00
2025-09-25T09:54:00Z,67.89,69.00
2025-09-25T09:56:00Z,49.50,61.00
2025-09-25T09:57:00Z,49.50,62.00
2025-09-25T09:58:00Z,32.71,62.28
2025-09-25T09:59:00Z,32.71,72.00
2025-09-25T10:00:00Z,43.03,72.00
2025-09-25T10:01:00Z,44.00,62.00
2025-09-25T10:02:00Z,44.00,63.00
2025-09-25T10:03:00Z,43.94,60.00
2025-09-25T10:04:00Z,43.09,60.00
2025-09-25T10:05:00Z,44.00,64.08
2025-09-25T10:06:00Z,38.56,64.08
2025-09-25T10:09:00Z,46.00,57.00
2025-09-25T10:10:00Z,48.00,57.00
2025-09-25T10:11:00Z,48.00,64.02
2025-09-25T10:13:00Z,48.00,70.00
2025-09-25T10:15:00Z,30.57,65.00
2025-09-25T10:17:00Z,45.53,65.00
2025-09-25T10:18:00Z,48.00,65.00
2025-09-25T10:19:00Z,48.20,65.00
2025-09-25T10:20:00Z,48.20,70.99
2025-09-25T10:21:00Z,48.62,70.99
2025-09-25T10:24:00Z,48.90,70.99
2025-09-25T10:26:00Z,48.76,67.00
2025-09-25T10:28:00Z,48.76,56.00
2025-09-25T10:29:00Z,47.00,56.00
2025-09-25T10:30:00Z,47.00,63.00
2025-09-25T10:31:00Z,47.00,69.49
2025-09-25T10:32:00Z,52.13,61.55
2025-09-25T10:33:00Z,53.35,64.58
2025-09-25T10:34:00Z,61.43,64.58
2025-09-25T10:35:00Z,58.00,47.97
2025-09-25T10:36:00Z,55.11,47.97
2025-09-25T10:37:00Z,47.35,53.00
2025-09-25T10:38:00Z,54.00,58.20
2025-09-25T10:40:00Z,59.05,58.20
2025-09-25T10:43:00Z,54.00,75.45
2025-09-25T10:44:00Z,49.00,62.00
2025-09-25T10:45:00Z,31.00,77.73
2025-09-25T10:46:00Z,31.00,77.73
2025-09-25T10:47:00Z,30.00,77.73
2025-09-25T10:48:00Z,29.71,77.73
2025-09-25T10:49:00Z,30.00,77.73
2025-09-25T10:50:00Z,29.00,80.00
2025-09-25T10:51:00Z,30.00,81.00
2025-09-25T10:53:00Z,30.00,88.08
2025-09-25T10:54:00Z,26.00,88.08
2025-09-25T10:55:00Z,7.00,94.00
2025-09-25T10:56:00Z,7.00,92.83
2025-09-25T10:57:00Z,7.00,93.38
2025-09-25T10:58:00Z,6.00,93.38
2025-09-25T10:59:00Z,6.00,93.38
2025-09-25T11:00:00Z,3.51,95.99
2025-09-25T11:02:00Z,3.51,98.00
2025-09-25T11:03:00Z,4.00,98.00
2025-09-25T11:04:00Z,4.00,98.97
2025-09-25T11:05:00Z,4.00,99.00
2025-09-25T11:14:00Z,4.00,99.00
