# event_ticker=KXATPMATCH-25OCT23FRIHUM
# final_score=6-3 6-4
# score_resolution=3-6 4-6
# match_winner=Ugo Humbert
# fav_player=Taylor Fritz
# dog_player=Ugo Humbert
# kalshi_date=2025-10-23
timestamp,Taylor Fritz,Ugo Humbert
2025-10-23T09:03:00Z,65.00,
2025-10-23T09:08:00Z,65.00,
2025-10-23T09:12:00Z,69.00,
2025-10-23T09:20:00Z,69.00,
2025-10-23T09:26:00Z,69.00,
2025-10-23T09:27:00Z,69.00,
2025-10-23T09:38:00Z,67.00,
2025-10-23T09:41:00Z,69.00,
2025-10-23T09:46:00Z,69.00,
2025-10-23T10:08:00Z,69.00,
2025-10-23T10:23:00Z,69.00,
2025-10-23T10:28:00Z,69.00,33.00
2025-10-23T10:30:00Z,69.00,33.00
2025-10-23T10:31:00Z,69.00,33.00
2025-10-23T10:33:00Z,69.00,33.00
2025-10-23T10:45:00Z,69.00,33.00
2025-10-23T10:50:00Z,69.00,33.00
2025-10-23T11:00:00Z,69.00,33.00
2025-10-23T11:08:00Z,69.00,33.00
2025-10-23T11:20:00Z,69.00,33.00
2025-10-23T11:22:00Z,68.00,33.00
2025-10-23T11:26:00Z,68.00,33.00
2025-10-23T11:37:00Z,68.00,33.00
2025-10-23T11:38:00Z,68.00,33.00
2025-10-23T12:02:00Z,68.00,35.00
2025-10-23T12:03:00Z,68.00,35.00
2025-10-23T12:04:00Z,68.00,34.00
2025-10-23T12:05:00Z,68.00,34.00
2025-10-23T12:06:00Z,68.00,34.00
2025-10-23T12:10:00Z,68.00,34.00
2025-10-23T12:13:00Z,68.00,34.00
2025-10-23T12:16:00Z,68.00,34.00
2025-10-23T12:17:00Z,68.00,34.00
2025-10-23T12:21:00Z,68.00,34.00
2025-10-23T12:24:00Z,68.00,35.00
2025-10-23T12:30:00Z,65.65,35.00
2025-10-23T12:31:00Z,66.00,35.00
2025-10-23T12:43:00Z,66.00,35.00
2025-10-23T12:50:00Z,66.00,35.00
2025-10-23T12:58:00Z,66.00,35.00
2025-10-23T13:01:00Z,66.66,35.00
2025-10-23T13:06:00Z,67.00,35.00
2025-10-23T13:13:00Z,67.00,35.00
2025-10-23T13:15:00Z,67.00,35.00
2025-10-23T13:18:00Z,67.00,34.65
2025-10-23T13:19:00Z,67.00,34.65
2025-10-23T13:25:00Z,67.00,34.65
2025-10-23T13:30:00Z,67.00,34.65
2025-10-23T13:31:00Z,67.00,35.00
2025-10-23T13:32:00Z,67.00,35.00
2025-10-23T13:33:00Z,67.00,35.00
2025-10-23T13:34:00Z,67.00,35.00
2025-10-23T13:36:00Z,67.00,35.00
2025-10-23T13:37:00Z,67.00,35.00
2025-10-23T13:39:00Z,67.00,35.00
2025-10-23T13:41:00Z,67.00,35.00
2025-10-23T13:43:00Z,66.00,35.00
2025-10-23T13:45:00Z,66.00,35.00
2025-10-23T13:46:00Z,66.00,35.00
2025-10-23T13:47:00Z,66.00,35.00
2025-10-23T13:51:00Z,66.00,35.00
2025-10-23T13:53:00Z,66.00,35.00
2025-10-23T13:54:00Z,66.05,35.00
2025-10-23T13:55:00Z,67.00,35.00
2025-10-23T13:58:00Z,67.00,35.00
2025-10-23T14:01:00Z,67.00,35.00
2025-10-23T14:05:00Z,67.00,35.00
2025-10-23T14:06:00Z,65.00,35.00
2025-10-23T14:07:00Z,65.00,35.00
2025-10-23T14:08:00Z,65.00,35.00
2025-10-23T14:09:00Z,67.00,35.00
2025-10-23T14:10:00Z,67.00,35.00
2025-10-23T14:11:00Z,67.00,34.00
2025-10-23T14:12:00Z,66.00,34.00
2025-10-23T14:13:00Z,66.00,34.00
2025-10-23T14:16:00Z,67.00,35.00
2025-10-23T14:17:00Z,67.00,35.00
2025-10-23T14:20:00Z,67.00,35.00
2025-10-23T14:21:00Z,67.00,35.00
2025-10-23T14:23:00Z,67.00,35.00
2025-10-23T14:26:00Z,67.00,35.00
2025-10-23T14:29:00Z,67.00,34.00
2025-10-23T14:31:00Z,67.00,34.00
2025-10-23T14:37:00Z,67.00,34.00
2025-10-23T14:38:00Z,67.00,34.00
2025-10-23T14:43:00Z,67.00,34.00
2025-10-23T14:44:00Z,67.00,34.00
2025-10-23T14:45:00Z,67.00,34.00
2025-10-23T14:46:00Z,67.00,34.98
2025-10-23T14:53:00Z,67.00,34.98
2025-10-23T14:55:00Z,67.00,34.98
