# event_ticker=KXATPMATCH-25SEP29MEDZVE
# final_score=6-3 6-3
# score_resolution=3-6 3-6
# match_winner=Daniil Medvedev
# fav_player=Alexander Zverev
# dog_player=Daniil Medvedev
# kalshi_date=2025-09-29
timestamp,Alexander Zverev,Daniil Medvedev
2025-09-29T02:40:00Z,,57.00
2025-09-29T02:43:00Z,46.00,57.00
2025-09-29T03:07:00Z,46.00,57.00
2025-09-29T03:38:00Z,45.00,57.00
2025-09-29T03:42:00Z,45.00,57.00
2025-09-29T03:48:00Z,45.00,57.00
2025-09-29T03:49:00Z,45.00,57.00
2025-09-29T03:52:00Z,45.00,57.00
2025-09-29T03:53:00Z,45.00,57.00
2025-09-29T04:07:00Z,45.00,57.00
2025-09-29T04:13:00Z,45.00,57.00
2025-09-29T04:15:00Z,45.00,57.00
2025-09-29T04:18:00Z,45.00,57.00
2025-09-29T04:19:00Z,45.00,57.00
2025-09-29T04:22:00Z,45.00,57.00
2025-09-29T04:25:00Z,45.00,56.00
2025-09-29T04:26:00Z,45.00,55.00
2025-09-29T04:35:00Z,45.00,55.00
2025-09-29T04:37:00Z,45.00,55.00
2025-09-29T04:38:00Z,45.00,57.00
2025-09-29T04:39:00Z,45.00,55.00
2025-09-29T04:40:00Z,45.00,55.00
2025-09-29T04:41:00Z,45.00,55.00
2025-09-29T04:42:00Z,45.00,55.00
2025-09-29T04:43:00Z,45.00,56.00
2025-09-29T04:47:00Z,45.00,56.00
2025-09-29T04:52:00Z,45.00,56.00
2025-09-29T04:53:00Z,44.00,57.00
2025-09-29T04:54:00Z,44.00,57.00
2025-09-29T04:55:00Z,44.00,57.00
2025-09-29T04:58:00Z,44.00,57.00
2025-09-29T05:00:00Z,44.00,57.49
2025-09-29T05:05:00Z,44.00,57.00
2025-09-29T05:19:00Z,44.00,57.00
2025-09-29T05:21:00Z,44.00,57.00
2025-09-29T05:23:00Z,44.00,57.00
2025-09-29T05:25:00Z,44.00,56.00
2025-09-29T05:31:00Z,44.00,56.00
2025-09-29T05:35:00Z,44.00,56.00
2025-09-29T05:36:00Z,44.00,57.00
2025-09-29T05:37:00Z,44.00,57.00
2025-09-29T05:46:00Z,44.00,57.00
2025-09-29T05:48:00Z,44.00,57.00
2025-09-29T05:50:00Z,44.00,57.00
2025-09-29T05:52:00Z,44.00,57.00
2025-09-29T05:57:00Z,44.00,57.00
2025-09-29T06:00:00Z,44.00,57.00
2025-09-29T06:02:00Z,44.00,57.00
2025-09-29T06:07:00Z,44.00,57.00
2025-09-29T06:08:00Z,44.00,57.00
2025-09-29T06:12:00Z,44.00,57.00
2025-09-29T06:14:00Z,44.00,57.00
2025-09-29T06:15:00Z,44.00,57.00
2025-09-29T06:20:00Z,44.00,57.00
2025-09-29T06:30:00Z,44.00,57.00
2025-09-29T06:36:00Z,44.00,57.00
2025-09-29T06:45:00Z,45.00,57.00
2025-09-29T06:46:00Z,45.00,54.00
