# event_ticker=KXATPCHALLENGERMATCH-26APR15HOULAJ
# final_score=7-6(1) 6-4
# score_resolution=6-7 4-6
# match_winner=Max Houkes
# fav_player=Dusan Lajovic
# dog_player=Max Houkes
# kalshi_date=2026-04-15
timestamp,Dusan Lajovic,Max Houkes
2026-04-15T03:41:00Z,70.00,
2026-04-15T04:06:00Z,70.00,
2026-04-15T04:16:00Z,70.00,
2026-04-15T04:33:00Z,70.00,
2026-04-15T04:51:00Z,70.00,
2026-04-15T05:27:00Z,70.00,31.00
2026-04-15T05:44:00Z,70.00,31.00
2026-04-15T06:00:00Z,70.86,31.00
2026-04-15T06:41:00Z,70.86,31.00
2026-04-15T07:15:00Z,70.00,31.00
2026-04-15T07:25:00Z,71.00,31.00
2026-04-15T07:28:00Z,72.00,31.00
2026-04-15T07:45:00Z,71.00,31.00
2026-04-15T08:14:00Z,71.00,31.00
2026-04-15T08:46:00Z,71.00,31.00
2026-04-15T09:02:00Z,71.00,31.00
2026-04-15T09:15:00Z,71.00,31.00
2026-04-15T09:18:00Z,71.00,31.00
2026-04-15T10:01:00Z,71.00,31.00
2026-04-15T10:25:00Z,71.00,31.00
2026-04-15T10:38:00Z,71.00,31.00
2026-04-15T11:05:00Z,71.82,31.00
2026-04-15T11:19:00Z,71.82,31.00
2026-04-15T11:23:00Z,72.00,31.00
2026-04-15T11:27:00Z,72.00,31.00
2026-04-15T11:30:00Z,72.00,31.00
2026-04-15T11:32:00Z,72.00,31.00
2026-04-15T11:34:00Z,72.00,31.00
2026-04-15T11:38:00Z,72.00,31.00
2026-04-15T11:40:00Z,72.00,31.00
2026-04-15T11:41:00Z,72.00,31.00
2026-04-15T11:46:00Z,72.00,31.00
2026-04-15T11:48:00Z,72.00,31.00
2026-04-15T11:49:00Z,72.00,31.00
2026-04-15T11:55:00Z,71.08,31.00
2026-04-15T12:05:00Z,72.00,31.00
2026-04-15T12:06:00Z,72.00,31.00
2026-04-15T12:07:00Z,72.00,31.00
2026-04-15T12:11:00Z,72.00,31.00
2026-04-15T12:19:00Z,72.00,31.00
2026-04-15T12:26:00Z,72.00,31.00
2026-04-15T12:28:00Z,71.55,31.00
2026-04-15T12:37:00Z,72.00,31.00
2026-04-15T12:39:00Z,72.00,31.00
2026-04-15T12:42:00Z,72.00,31.00
2026-04-15T12:47:00Z,72.00,31.00
2026-04-15T12:49:00Z,72.00,31.00
2026-04-15T12:54:00Z,72.00,31.00
2026-04-15T12:58:00Z,72.00,31.00
2026-04-15T13:00:00Z,72.00,31.00
2026-04-15T13:04:00Z,72.00,30.99
2026-04-15T13:05:00Z,72.92,30.99
2026-04-15T13:06:00Z,73.00,30.99
2026-04-15T13:09:00Z,73.00,30.99
2026-04-15T13:11:00Z,72.00,30.59
2026-04-15T13:12:00Z,72.00,30.35
2026-04-15T13:13:00Z,72.00,30.35
2026-04-15T13:14:00Z,72.00,31.00
2026-04-15T13:16:00Z,76.43,20.43
2026-04-15T13:17:00Z,76.43,19.11
2026-04-15T13:18:00Z,73.66,27.72
2026-04-15T13:19:00Z,69.76,31.00
2026-04-15T13:20:00Z,69.00,32.45
2026-04-15T13:21:00Z,71.99,30.00
2026-04-15T13:22:00Z,71.99,28.20
2026-04-15T13:23:00Z,76.00,29.00
2026-04-15T13:24:00Z,79.11,22.33
2026-04-15T13:25:00Z,77.45,20.99
2026-04-15T13:26:00Z,75.98,24.74
2026-04-15T13:27:00Z,78.00,24.84
2026-04-15T13:28:00Z,82.33,20.88
2026-04-15T13:29:00Z,82.00,18.97
2026-04-15T13:30:00Z,82.92,17.51
2026-04-15T13:31:00Z,83.47,16.63
2026-04-15T13:32:00Z,83.04,18.88
2026-04-15T13:33:00Z,83.00,20.00
2026-04-15T13:34:00Z,80.04,18.93
2026-04-15T13:35:00Z,81.00,18.92
2026-04-15T13:36:00Z,78.00,22.00
2026-04-15T13:37:00Z,78.00,22.00
2026-04-15T13:38:00Z,80.68,23.00
2026-04-15T13:39:00Z,81.89,18.28
2026-04-15T13:40:00Z,82.00,18.95
2026-04-15T13:41:00Z,84.00,14.39
2026-04-15T13:42:00Z,87.03,17.93
2026-04-15T13:43:00Z,82.52,18.77
2026-04-15T13:44:00Z,86.34,16.01
2026-04-15T13:45:00Z,80.00,22.00
2026-04-15T13:46:00Z,80.02,21.64
2026-04-15T13:47:00Z,78.36,22.55
2026-04-15T13:48:00Z,82.81,20.69
2026-04-15T13:49:00Z,81.27,20.69
2026-04-15T13:50:00Z,83.00,19.00
2026-04-15T13:51:00Z,80.01,20.88
2026-04-15T13:52:00Z,81.33,20.23
2026-04-15T13:53:00Z,80.00,19.29
2026-04-15T13:54:00Z,80.65,19.29
2026-04-15T13:55:00Z,80.40,21.00
2026-04-15T13:56:00Z,78.99,20.49
2026-04-15T13:57:00Z,80.12,18.27
2026-04-15T13:58:00Z,73.34,26.01
2026-04-15T13:59:00Z,64.91,35.10
2026-04-15T14:00:00Z,60.49,42.45
2026-04-15T14:01:00Z,57.40,43.48
2026-04-15T14:02:00Z,56.26,44.76
2026-04-15T14:03:00Z,57.53,40.48
2026-04-15T14:04:00Z,66.38,32.79
2026-04-15T14:05:00Z,72.19,27.29
2026-04-15T14:06:00Z,79.99,20.66
2026-04-15T14:07:00Z,79.94,22.81
2026-04-15T14:08:00Z,65.33,35.11
2026-04-15T14:09:00Z,58.78,47.05
2026-04-15T14:10:00Z,50.04,50.91
2026-04-15T14:11:00Z,45.66,58.52
2026-04-15T14:12:00Z,36.40,66.55
2026-04-15T14:13:00Z,35.81,65.19
2026-04-15T14:14:00Z,31.66,68.89
2026-04-15T14:15:00Z,32.50,68.49
2026-04-15T14:16:00Z,35.26,65.61
2026-04-15T14:17:00Z,34.96,65.11
2026-04-15T14:18:00Z,35.47,64.80
2026-04-15T14:19:00Z,36.13,65.14
