# event_ticker=KXATPCHALLENGERMATCH-26APR15HOULAJ
# final_score=7-6(1) 6-4
# score_resolution=6-7 4-6
# match_winner=Max Houkes
# fav_player=Dusan Lajovic
# dog_player=Max Houkes
# kalshi_date=2026-04-15
timestamp,Dusan Lajovic,Max Houkes
2026-04-15T14:20:00Z,42.05,61.42
2026-04-15T14:21:00Z,43.90,59.16
2026-04-15T14:22:00Z,44.05,57.39
2026-04-15T14:23:00Z,44.84,57.53
2026-04-15T14:24:00Z,50.38,50.17
2026-04-15T14:25:00Z,55.54,46.66
2026-04-15T14:26:00Z,55.58,46.15
2026-04-15T14:27:00Z,60.82,41.58
2026-04-15T14:28:00Z,56.16,44.28
2026-04-15T14:29:00Z,52.87,48.00
2026-04-15T14:30:00Z,45.25,56.28
2026-04-15T14:31:00Z,44.46,57.78
2026-04-15T14:32:00Z,45.61,56.65
2026-04-15T14:33:00Z,48.41,55.30
2026-04-15T14:34:00Z,49.06,52.98
2026-04-15T14:35:00Z,42.84,59.39
2026-04-15T14:36:00Z,44.19,57.58
2026-04-15T14:37:00Z,45.28,53.93
2026-04-15T14:38:00Z,56.54,42.86
2026-04-15T14:39:00Z,61.09,38.53
2026-04-15T14:40:00Z,62.43,39.87
2026-04-15T14:41:00Z,62.87,37.16
2026-04-15T14:42:00Z,63.38,38.47
2026-04-15T14:43:00Z,63.74,37.98
2026-04-15T14:44:00Z,67.11,38.62
2026-04-15T14:45:00Z,60.16,41.80
2026-04-15T14:46:00Z,53.23,48.37
2026-04-15T14:47:00Z,47.67,53.37
2026-04-15T14:48:00Z,47.68,55.09
2026-04-15T14:49:00Z,39.90,60.30
2026-04-15T14:50:00Z,35.26,64.27
2026-04-15T14:51:00Z,32.43,70.76
2026-04-15T14:52:00Z,27.93,71.52
2026-04-15T14:53:00Z,23.57,74.68
2026-04-15T14:54:00Z,28.22,69.14
2026-04-15T14:55:00Z,28.89,74.49
2026-04-15T14:56:00Z,8.83,90.65
2026-04-15T14:57:00Z,8.90,91.85
2026-04-15T14:58:00Z,4.44,96.08
2026-04-15T14:59:00Z,3.79,96.87
2026-04-15T15:00:00Z,5.33,95.35
2026-04-15T15:01:00Z,9.63,91.80
2026-04-15T15:02:00Z,14.29,84.96
2026-04-15T15:03:00Z,14.56,85.57
2026-04-15T15:04:00Z,12.82,88.72
2026-04-15T15:05:00Z,3.89,97.60
2026-04-15T15:06:00Z,1.00,99.00
2026-04-15T15:07:00Z,1.00,99.00
2026-04-15T15:08:00Z,1.00,99.00
2026-04-15T15:09:00Z,1.00,99.00
2026-04-15T15:10:00Z,1.00,99.00
2026-04-15T15:11:00Z,1.00,99.00
2026-04-15T15:12:00Z,1.00,99.00
