# event_ticker=KXATPMATCH-25OCT21GOFCIL
# final_score=7-6(9) 7-5
# score_resolution=7-6 7-5
# match_winner=Marin Cilic
# fav_player=Marin Cilic
# dog_player=David Goffin
# kalshi_date=2025-10-21
timestamp,Marin Cilic,David Goffin
2025-10-21T02:56:00Z,64.00,
2025-10-21T03:30:00Z,64.00,
2025-10-21T03:31:00Z,64.00,
2025-10-21T03:46:00Z,64.00,
2025-10-21T04:10:00Z,64.00,
2025-10-21T04:11:00Z,64.00,
2025-10-21T04:22:00Z,64.00,
2025-10-21T04:38:00Z,64.00,
2025-10-21T04:43:00Z,64.00,
2025-10-21T04:52:00Z,64.00,
2025-10-21T04:59:00Z,64.00,37.00
2025-10-21T05:00:00Z,64.00,37.00
2025-10-21T05:04:00Z,64.00,36.00
2025-10-21T05:05:00Z,64.00,35.00
2025-10-21T05:14:00Z,64.00,37.00
2025-10-21T05:18:00Z,64.00,35.00
2025-10-21T05:22:00Z,64.00,35.00
2025-10-21T05:26:00Z,65.00,35.00
2025-10-21T05:32:00Z,65.00,35.00
2025-10-21T05:35:00Z,65.00,34.00
2025-10-21T05:40:00Z,66.00,34.00
2025-10-21T05:41:00Z,66.00,35.00
2025-10-21T05:42:00Z,66.00,36.00
2025-10-21T05:45:00Z,64.00,36.00
2025-10-21T05:47:00Z,66.00,36.00
2025-10-21T05:55:00Z,66.00,36.00
2025-10-21T05:57:00Z,64.00,36.00
2025-10-21T05:58:00Z,66.00,36.00
2025-10-21T06:02:00Z,66.00,36.00
2025-10-21T06:06:00Z,66.00,36.00
2025-10-21T06:14:00Z,66.00,36.00
2025-10-21T06:18:00Z,66.00,36.00
2025-10-21T06:20:00Z,66.00,36.00
2025-10-21T06:22:00Z,66.00,36.00
2025-10-21T06:26:00Z,66.00,36.00
2025-10-21T06:31:00Z,66.00,36.00
2025-10-21T06:32:00Z,66.00,36.00
2025-10-21T06:39:00Z,66.00,36.00
2025-10-21T06:49:00Z,66.00,36.00
2025-10-21T06:51:00Z,66.00,36.00
2025-10-21T07:01:00Z,66.00,35.00
2025-10-21T07:15:00Z,66.00,35.00
2025-10-21T07:23:00Z,66.00,35.00
2025-10-21T07:41:00Z,66.00,35.00
2025-10-21T08:04:00Z,66.00,35.00
2025-10-21T08:14:00Z,66.00,35.00
2025-10-21T08:19:00Z,66.00,35.00
2025-10-21T08:22:00Z,66.00,35.00
2025-10-21T08:25:00Z,66.00,35.00
2025-10-21T08:26:00Z,66.00,35.00
2025-10-21T08:42:00Z,66.00,35.00
2025-10-21T08:45:00Z,66.00,35.00
2025-10-21T08:48:00Z,66.00,35.00
2025-10-21T09:17:00Z,66.00,35.00
2025-10-21T09:24:00Z,66.00,35.00
2025-10-21T09:29:00Z,66.00,35.00
2025-10-21T09:41:00Z,66.00,35.00
2025-10-21T09:46:00Z,66.00,35.00
2025-10-21T09:49:00Z,66.00,35.00
2025-10-21T09:50:00Z,66.00,35.00
2025-10-21T09:56:00Z,66.00,35.49
2025-10-21T10:03:00Z,66.00,36.00
2025-10-21T10:04:00Z,66.00,36.00
2025-10-21T10:08:00Z,66.00,36.00
2025-10-21T10:12:00Z,65.00,36.00
2025-10-21T10:17:00Z,66.00,36.00
2025-10-21T10:21:00Z,66.00,36.00
2025-10-21T10:24:00Z,66.00,36.00
2025-10-21T10:29:00Z,66.00,36.00
2025-10-21T10:34:00Z,66.00,36.00
2025-10-21T10:35:00Z,66.00,36.00
2025-10-21T10:42:00Z,66.20,33.00
2025-10-21T10:43:00Z,68.00,33.00
2025-10-21T10:44:00Z,68.00,33.00
2025-10-21T10:45:00Z,66.00,34.07
2025-10-21T10:46:00Z,66.00,34.07
2025-10-21T10:47:00Z,66.00,34.07
2025-10-21T10:49:00Z,65.00,34.07
2025-10-21T10:52:00Z,65.00,34.07
2025-10-21T10:53:00Z,65.00,36.00
2025-10-21T10:58:00Z,65.11,36.00
2025-10-21T10:59:00Z,65.32,36.00
2025-10-21T11:05:00Z,66.00,36.00
2025-10-21T11:07:00Z,66.00,36.00
2025-10-21T11:09:00Z,66.00,36.00
2025-10-21T11:11:00Z,66.00,36.00
2025-10-21T11:13:00Z,66.00,36.00
2025-10-21T11:15:00Z,66.00,36.00
2025-10-21T11:20:00Z,66.00,35.00
2025-10-21T11:21:00Z,66.00,35.00
2025-10-21T11:22:00Z,66.00,36.00
2025-10-21T11:24:00Z,66.00,36.00
2025-10-21T11:26:00Z,65.00,36.00
2025-10-21T11:27:00Z,65.00,36.00
2025-10-21T11:30:00Z,65.81,36.00
2025-10-21T11:31:00Z,67.00,36.00
2025-10-21T11:34:00Z,66.48,35.00
2025-10-21T11:35:00Z,67.00,35.00
2025-10-21T11:36:00Z,67.00,35.00
2025-10-21T11:37:00Z,67.00,35.00
2025-10-21T11:38:00Z,67.00,35.00
2025-10-21T11:40:00Z,67.00,35.00
2025-10-21T11:43:00Z,67.00,35.00
2025-10-21T11:44:00Z,67.00,35.00
2025-10-21T11:45:00Z,67.00,35.00
2025-10-21T11:46:00Z,67.00,35.00
2025-10-21T11:47:00Z,67.00,35.00
2025-10-21T11:48:00Z,67.00,35.00
2025-10-21T11:49:00Z,67.00,35.00
2025-10-21T11:51:00Z,67.00,35.00
2025-10-21T11:52:00Z,67.00,35.00
2025-10-21T11:54:00Z,65.60,35.00
2025-10-21T11:55:00Z,67.00,35.00
2025-10-21T11:56:00Z,67.00,34.00
2025-10-21T11:57:00Z,67.00,34.00
2025-10-21T11:58:00Z,67.00,34.00
2025-10-21T11:59:00Z,67.10,34.00
2025-10-21T12:00:00Z,67.98,34.00
2025-10-21T12:01:00Z,68.00,36.00
2025-10-21T12:02:00Z,68.00,36.00
2025-10-21T12:05:00Z,69.00,36.00
2025-10-21T12:07:00Z,69.00,36.00
2025-10-21T12:08:00Z,71.03,36.00
2025-10-21T12:09:00Z,73.53,31.00
2025-10-21T12:10:00Z,75.50,37.21
2025-10-21T12:11:00Z,75.50,37.00
2025-10-21T12:12:00Z,70.00,37.00
2025-10-21T12:13:00Z,70.80,32.00
2025-10-21T12:14:00Z,71.00,31.19
2025-10-21T12:15:00Z,72.36,26.28
2025-10-21T12:16:00Z,69.67,32.77
2025-10-21T12:17:00Z,67.27,34.66
2025-10-21T12:18:00Z,67.27,36.35
2025-10-21T12:19:00Z,67.80,33.55
2025-10-21T12:21:00Z,69.81,30.00
2025-10-21T12:22:00Z,69.81,32.00
2025-10-21T12:23:00Z,69.81,35.72
2025-10-21T12:24:00Z,69.00,33.60
2025-10-21T12:25:00Z,67.00,33.00
2025-10-21T12:26:00Z,65.42,33.00
2025-10-21T12:27:00Z,64.00,33.00
2025-10-21T12:28:00Z,64.00,36.00
2025-10-21T12:29:00Z,61.97,37.00
2025-10-21T12:30:00Z,64.36,37.00
2025-10-21T12:31:00Z,65.00,36.00
2025-10-21T12:32:00Z,65.00,35.51
2025-10-21T12:33:00Z,70.32,27.17
2025-10-21T12:34:00Z,71.91,28.00
2025-10-21T12:35:00Z,66.51,34.96
2025-10-21T12:36:00Z,66.51,37.00
2025-10-21T12:37:00Z,63.00,38.97
2025-10-21T12:38:00Z,65.49,36.00
2025-10-21T12:39:00Z,65.00,34.94
2025-10-21T12:40:00Z,68.00,33.00
2025-10-21T12:41:00Z,67.80,33.00
2025-10-21T12:42:00Z,67.80,34.41
2025-10-21T12:43:00Z,67.80,37.87
2025-10-21T12:44:00Z,63.00,37.59
2025-10-21T12:45:00Z,65.00,33.00
2025-10-21T12:46:00Z,67.90,35.00
2025-10-21T12:47:00Z,68.00,33.00
2025-10-21T12:49:00Z,64.47,33.00
