# event_ticker=KXATPMATCH-25SEP25MICQUI
# final_score=7-5 6-2
# score_resolution=5-7 2-6
# match_winner=Ethan Quinn
# fav_player=Alex Michelsen
# dog_player=Ethan Quinn
# kalshi_date=2025-09-25
timestamp,Alex Michelsen,Ethan Quinn
2025-09-24T19:47:00Z,60.00,38.00
2025-09-24T21:06:00Z,62.00,38.00
2025-09-24T21:43:00Z,58.00,38.00
2025-09-24T22:17:00Z,58.00,43.00
2025-09-24T22:32:00Z,58.00,43.00
2025-09-24T22:40:00Z,58.00,43.00
2025-09-24T22:54:00Z,58.00,43.00
2025-09-24T23:15:00Z,58.00,43.00
2025-09-25T00:33:00Z,58.00,43.00
2025-09-25T00:35:00Z,58.00,43.00
2025-09-25T00:36:00Z,58.00,43.00
2025-09-25T00:43:00Z,58.00,43.00
2025-09-25T01:23:00Z,58.00,43.00
2025-09-25T01:24:00Z,58.00,43.00
2025-09-25T01:26:00Z,58.00,43.00
2025-09-25T01:27:00Z,58.00,43.00
2025-09-25T01:28:00Z,58.00,43.00
2025-09-25T01:35:00Z,58.00,43.00
2025-09-25T02:00:00Z,58.00,43.00
2025-09-25T02:09:00Z,58.00,43.00
2025-09-25T02:17:00Z,58.56,43.00
2025-09-25T02:26:00Z,59.00,43.00
2025-09-25T02:40:00Z,59.00,43.00
2025-09-25T02:59:00Z,58.00,43.00
2025-09-25T03:14:00Z,58.00,43.00
2025-09-25T03:20:00Z,58.00,43.00
2025-09-25T03:26:00Z,58.38,43.00
2025-09-25T03:44:00Z,59.00,43.00
2025-09-25T03:57:00Z,59.00,43.00
2025-09-25T03:58:00Z,59.00,43.00
2025-09-25T04:29:00Z,57.00,43.00
2025-09-25T04:31:00Z,59.00,43.00
2025-09-25T04:34:00Z,59.00,42.00
2025-09-25T04:42:00Z,59.00,42.00
2025-09-25T04:55:00Z,59.00,42.00
2025-09-25T04:57:00Z,59.00,42.00
2025-09-25T04:58:00Z,59.00,41.00
2025-09-25T05:00:00Z,59.93,42.00
2025-09-25T05:02:00Z,60.00,42.00
2025-09-25T05:06:00Z,60.00,42.00
2025-09-25T05:08:00Z,60.00,42.00
2025-09-25T05:11:00Z,58.00,42.00
2025-09-25T05:14:00Z,59.00,42.00
2025-09-25T05:20:00Z,59.00,42.00
2025-09-25T05:30:00Z,59.00,42.00
2025-09-25T05:34:00Z,59.00,42.00
2025-09-25T05:36:00Z,59.00,42.00
2025-09-25T05:38:00Z,59.00,42.00
2025-09-25T05:47:00Z,59.56,42.00
2025-09-25T05:52:00Z,60.00,42.00
2025-09-25T05:54:00Z,60.00,42.00
2025-09-25T06:00:00Z,60.00,42.00
2025-09-25T06:01:00Z,60.00,42.00
2025-09-25T06:05:00Z,59.00,42.00
2025-09-25T06:08:00Z,59.00,42.00
2025-09-25T06:14:00Z,59.00,42.00
2025-09-25T06:15:00Z,59.00,42.00
2025-09-25T06:16:00Z,58.00,42.00
2025-09-25T06:21:00Z,58.00,43.00
2025-09-25T06:27:00Z,58.00,43.00
2025-09-25T06:32:00Z,58.00,43.00
2025-09-25T06:34:00Z,58.00,43.00
2025-09-25T06:45:00Z,58.00,44.12
2025-09-25T06:48:00Z,58.00,42.00
2025-09-25T06:50:00Z,57.00,42.00
2025-09-25T06:52:00Z,56.00,45.00
2025-09-25T06:53:00Z,56.00,45.00
2025-09-25T06:57:00Z,56.83,45.00
2025-09-25T06:58:00Z,57.00,45.00
2025-09-25T06:59:00Z,57.00,45.00
2025-09-25T09:01:00Z,4.83,79.42
