# event_ticker=KXATPCHALLENGERMATCH-26MAY26KOEPAL
# final_score=5-7 6-3 7-5
# match_winner=Luc Koenig
# fav_player=Luc Koenig
# dog_player=Dominik Palan
# kalshi_date=2026-05-26
timestamp,Luc Koenig,Dominik Palan
2026-05-26T02:29:00Z,42.00,
2026-05-26T05:09:00Z,42.00,61.00
2026-05-26T05:23:00Z,42.00,61.00
2026-05-26T10:07:00Z,42.00,60.00
2026-05-26T10:08:00Z,42.00,60.00
2026-05-26T10:15:00Z,42.00,59.94
2026-05-26T10:25:00Z,42.00,60.00
2026-05-26T10:59:00Z,42.00,60.00
2026-05-26T11:00:00Z,42.00,61.00
2026-05-26T12:12:00Z,42.00,60.00
2026-05-26T12:32:00Z,42.00,59.00
2026-05-26T13:28:00Z,42.00,59.00
2026-05-26T13:34:00Z,42.00,59.00
2026-05-26T13:35:00Z,43.00,54.00
2026-05-26T13:36:00Z,44.00,55.51
2026-05-26T13:37:00Z,46.00,55.00
2026-05-26T13:39:00Z,46.00,55.00
2026-05-26T13:40:00Z,48.00,55.00
2026-05-26T13:41:00Z,48.00,52.73
2026-05-26T13:43:00Z,48.00,55.02
2026-05-26T13:44:00Z,40.00,59.27
2026-05-26T13:45:00Z,39.75,62.00
2026-05-26T13:46:00Z,39.41,62.00
2026-05-26T13:47:00Z,43.00,62.00
2026-05-26T13:52:00Z,43.00,56.00
2026-05-26T13:53:00Z,45.00,55.00
2026-05-26T13:54:00Z,45.00,55.00
2026-05-26T13:55:00Z,45.00,55.00
2026-05-26T13:56:00Z,45.00,55.58
2026-05-26T13:57:00Z,44.00,56.00
2026-05-26T13:58:00Z,40.00,61.62
2026-05-26T13:59:00Z,36.75,61.09
2026-05-26T14:00:00Z,39.75,62.78
2026-05-26T14:01:00Z,36.33,60.34
2026-05-26T14:02:00Z,36.87,64.73
2026-05-26T14:03:00Z,40.61,64.13
2026-05-26T14:04:00Z,39.00,64.13
2026-05-26T14:05:00Z,42.69,58.05
2026-05-26T14:06:00Z,42.69,56.00
2026-05-26T14:07:00Z,49.42,51.28
2026-05-26T14:08:00Z,52.11,48.03
2026-05-26T14:09:00Z,47.20,53.07
2026-05-26T14:10:00Z,46.00,56.07
2026-05-26T14:11:00Z,45.00,54.00
2026-05-26T14:12:00Z,48.00,54.00
2026-05-26T14:13:00Z,49.92,53.69
2026-05-26T14:14:00Z,50.66,52.01
2026-05-26T14:15:00Z,49.11,51.75
2026-05-26T14:16:00Z,49.77,54.15
2026-05-26T14:17:00Z,49.61,49.17
2026-05-26T14:18:00Z,50.63,49.42
2026-05-26T14:19:00Z,45.00,56.43
2026-05-26T14:20:00Z,38.75,61.32
2026-05-26T14:21:00Z,40.32,58.32
2026-05-26T14:22:00Z,45.05,59.32
2026-05-26T14:23:00Z,41.63,57.17
2026-05-26T14:24:00Z,27.29,71.82
2026-05-26T14:25:00Z,23.63,71.82
2026-05-26T14:26:00Z,23.00,71.82
2026-05-26T14:27:00Z,19.18,79.56
2026-05-26T14:28:00Z,19.18,81.00
2026-05-26T14:29:00Z,19.18,80.00
2026-05-26T14:30:00Z,18.00,81.86
2026-05-26T14:31:00Z,16.35,85.00
2026-05-26T14:32:00Z,21.00,79.00
2026-05-26T14:33:00Z,21.00,79.00
2026-05-26T14:34:00Z,22.00,79.00
2026-05-26T14:35:00Z,20.00,79.00
2026-05-26T14:37:00Z,21.00,79.00
2026-05-26T14:38:00Z,21.00,79.00
2026-05-26T14:40:00Z,19.00,81.00
2026-05-26T14:41:00Z,20.00,78.00
2026-05-26T14:42:00Z,22.00,78.00
2026-05-26T14:43:00Z,22.00,78.00
2026-05-26T14:44:00Z,27.12,73.00
2026-05-26T14:45:00Z,32.53,73.00
2026-05-26T14:46:00Z,37.54,63.34
2026-05-26T14:47:00Z,37.54,60.11
2026-05-26T14:48:00Z,39.74,60.28
2026-05-26T14:49:00Z,41.41,58.50
2026-05-26T14:50:00Z,41.41,57.00
2026-05-26T14:51:00Z,43.30,56.00
2026-05-26T14:52:00Z,44.83,55.13
2026-05-26T14:53:00Z,46.00,55.20
2026-05-26T14:54:00Z,46.00,54.15
2026-05-26T14:55:00Z,44.00,56.00
2026-05-26T14:56:00Z,43.00,56.00
2026-05-26T14:57:00Z,40.95,58.66
2026-05-26T14:58:00Z,39.50,56.40
2026-05-26T14:59:00Z,39.50,57.63
2026-05-26T15:00:00Z,44.92,59.00
2026-05-26T15:01:00Z,47.00,53.69
2026-05-26T15:02:00Z,46.15,53.69
2026-05-26T15:03:00Z,46.15,53.00
2026-05-26T15:05:00Z,45.00,53.00
2026-05-26T15:06:00Z,41.64,58.69
2026-05-26T15:07:00Z,41.00,60.77
2026-05-26T15:08:00Z,44.99,56.00
2026-05-26T15:09:00Z,48.00,56.00
2026-05-26T15:10:00Z,49.46,52.86
2026-05-26T15:11:00Z,50.42,52.05
2026-05-26T15:12:00Z,46.12,53.98
2026-05-26T15:13:00Z,44.00,57.83
2026-05-26T15:14:00Z,45.00,57.83
2026-05-26T15:15:00Z,47.00,57.83
2026-05-26T15:16:00Z,51.51,49.33
2026-05-26T15:17:00Z,48.62,51.28
2026-05-26T15:18:00Z,49.56,51.14
2026-05-26T15:19:00Z,51.47,50.04
2026-05-26T15:20:00Z,50.56,49.51
2026-05-26T15:21:00Z,73.33,29.70
2026-05-26T15:22:00Z,80.00,22.00
2026-05-26T15:23:00Z,80.09,21.34
2026-05-26T15:24:00Z,78.78,24.39
2026-05-26T15:25:00Z,77.70,25.52
2026-05-26T15:26:00Z,84.43,18.55
