# event_ticker=KXATPCHALLENGERMATCH-26FEB11HARDAM
# final_score=6-7(0) 6-3 6-1
# score_resolution=6-7 6-3 6-1
# match_winner=Lloyd Harris
# fav_player=Lloyd Harris
# dog_player=Miguel Damas
# kalshi_date=2026-02-11
timestamp,Lloyd Harris,Miguel Damas
2026-02-11T00:30:00Z,84.00,
2026-02-11T01:29:00Z,85.00,
2026-02-11T03:10:00Z,85.00,
2026-02-11T04:15:00Z,85.00,17.00
2026-02-11T04:35:00Z,85.00,16.00
2026-02-11T04:38:00Z,85.00,16.00
2026-02-11T04:40:00Z,85.00,16.00
2026-02-11T04:49:00Z,85.00,16.00
2026-02-11T04:50:00Z,85.00,16.00
2026-02-11T04:51:00Z,85.29,16.00
2026-02-11T04:55:00Z,86.00,16.00
2026-02-11T05:01:00Z,86.00,16.00
2026-02-11T05:13:00Z,86.00,15.00
2026-02-11T05:17:00Z,86.00,15.00
2026-02-11T05:42:00Z,86.00,15.00
2026-02-11T05:47:00Z,86.00,15.00
2026-02-11T06:03:00Z,86.00,15.63
2026-02-11T06:12:00Z,86.00,15.73
2026-02-11T06:15:00Z,86.00,15.00
2026-02-11T06:21:00Z,86.00,15.00
2026-02-11T06:23:00Z,86.00,14.00
2026-02-11T06:30:00Z,86.00,15.00
2026-02-11T06:36:00Z,86.00,15.00
2026-02-11T06:41:00Z,86.00,15.89
2026-02-11T06:45:00Z,86.00,16.00
2026-02-11T06:50:00Z,86.00,16.00
2026-02-11T06:52:00Z,86.00,16.00
2026-02-11T06:55:00Z,85.00,16.00
2026-02-11T06:57:00Z,85.00,16.00
2026-02-11T07:01:00Z,85.00,16.00
2026-02-11T07:02:00Z,84.00,16.00
2026-02-11T07:10:00Z,84.00,16.00
2026-02-11T07:11:00Z,84.00,16.00
2026-02-11T07:25:00Z,84.00,16.00
2026-02-11T07:35:00Z,84.00,16.00
2026-02-11T07:40:00Z,86.00,16.00
2026-02-11T07:41:00Z,86.00,16.00
2026-02-11T07:42:00Z,86.00,16.00
2026-02-11T08:22:00Z,86.00,16.00
2026-02-11T08:29:00Z,86.00,16.00
2026-02-11T08:31:00Z,86.00,16.00
2026-02-11T08:45:00Z,86.00,16.00
2026-02-11T08:46:00Z,86.00,16.00
2026-02-11T08:47:00Z,86.00,16.00
2026-02-11T08:50:00Z,86.00,16.00
2026-02-11T09:00:00Z,85.00,16.00
2026-02-11T09:01:00Z,85.00,16.00
2026-02-11T09:13:00Z,85.00,16.00
2026-02-11T09:18:00Z,85.00,16.00
2026-02-11T09:40:00Z,85.00,16.00
2026-02-11T09:42:00Z,85.00,16.00
2026-02-11T09:56:00Z,85.00,16.00
2026-02-11T10:02:00Z,85.00,16.00
2026-02-11T10:17:00Z,85.00,16.00
2026-02-11T10:22:00Z,85.00,16.00
2026-02-11T10:23:00Z,85.00,16.00
2026-02-11T10:42:00Z,85.00,16.00
2026-02-11T10:49:00Z,85.00,16.00
2026-02-11T10:50:00Z,85.00,16.00
2026-02-11T11:01:00Z,85.00,16.00
2026-02-11T11:06:00Z,85.00,15.00
2026-02-11T11:25:00Z,86.00,15.00
2026-02-11T11:43:00Z,86.00,15.00
2026-02-11T11:46:00Z,86.00,15.00
2026-02-11T11:51:00Z,86.00,15.00
2026-02-11T11:57:00Z,86.00,15.00
2026-02-11T12:01:00Z,86.00,15.00
2026-02-11T12:07:00Z,86.00,15.00
2026-02-11T12:08:00Z,86.00,15.00
2026-02-11T12:11:00Z,86.00,15.00
2026-02-11T12:13:00Z,86.00,15.00
2026-02-11T12:19:00Z,86.00,15.40
2026-02-11T12:20:00Z,86.00,16.00
2026-02-11T12:21:00Z,86.00,16.00
2026-02-11T12:23:00Z,86.00,16.00
2026-02-11T12:24:00Z,86.00,16.00
2026-02-11T12:25:00Z,85.00,16.00
2026-02-11T12:26:00Z,85.00,18.00
2026-02-11T12:27:00Z,82.08,20.43
2026-02-11T12:28:00Z,82.00,19.00
2026-02-11T12:29:00Z,85.00,16.00
2026-02-11T12:30:00Z,85.00,15.19
2026-02-11T12:31:00Z,85.00,17.59
2026-02-11T12:32:00Z,85.00,18.99
2026-02-11T12:33:00Z,85.00,20.00
2026-02-11T12:34:00Z,82.00,19.08
2026-02-11T12:35:00Z,82.72,19.88
2026-02-11T12:36:00Z,82.67,17.98
2026-02-11T12:37:00Z,82.67,18.98
2026-02-11T12:38:00Z,82.50,19.14
2026-02-11T12:39:00Z,84.03,18.22
2026-02-11T12:40:00Z,84.03,18.66
2026-02-11T12:41:00Z,84.00,20.36
2026-02-11T12:42:00Z,82.00,21.00
2026-02-11T12:43:00Z,81.00,23.71
2026-02-11T12:44:00Z,76.30,24.93
2026-02-11T12:45:00Z,72.63,27.09
2026-02-11T12:46:00Z,73.86,28.94
2026-02-11T12:47:00Z,67.82,34.76
2026-02-11T12:48:00Z,62.00,39.89
2026-02-11T12:49:00Z,57.27,44.49
2026-02-11T12:50:00Z,53.36,46.00
2026-02-11T12:51:00Z,52.79,47.17
2026-02-11T12:52:00Z,53.00,47.71
2026-02-11T12:53:00Z,54.05,47.51
2026-02-11T12:54:00Z,56.37,45.68
2026-02-11T12:55:00Z,56.99,44.86
2026-02-11T12:56:00Z,58.15,43.28
