# event_ticker=KXATPCHALLENGERMATCH-26FEB11HARDAM
# final_score=6-7(0) 6-3 6-1
# score_resolution=6-7 6-3 6-1
# match_winner=Lloyd Harris
# fav_player=Lloyd Harris
# dog_player=Miguel Damas
# kalshi_date=2026-02-11
timestamp,Lloyd Harris,Miguel Damas
2026-02-11T12:57:00Z,69.28,29.02
2026-02-11T12:58:00Z,75.62,23.92
2026-02-11T12:59:00Z,74.27,25.98
2026-02-11T13:00:00Z,76.29,21.92
2026-02-11T13:01:00Z,76.29,20.07
2026-02-11T13:02:00Z,79.51,21.77
2026-02-11T13:03:00Z,77.72,24.15
2026-02-11T13:04:00Z,74.63,25.61
2026-02-11T13:05:00Z,75.00,27.00
2026-02-11T13:06:00Z,71.00,30.91
2026-02-11T13:07:00Z,65.91,34.49
2026-02-11T13:08:00Z,64.44,34.55
2026-02-11T13:09:00Z,71.62,26.25
2026-02-11T13:10:00Z,80.82,23.88
2026-02-11T13:11:00Z,74.15,25.80
2026-02-11T13:12:00Z,69.61,37.61
2026-02-11T13:13:00Z,59.01,43.05
2026-02-11T13:14:00Z,52.67,47.64
2026-02-11T13:15:00Z,47.79,54.24
2026-02-11T13:16:00Z,45.66,54.62
2026-02-11T13:17:00Z,46.54,53.47
2026-02-11T13:18:00Z,46.85,55.00
2026-02-11T13:19:00Z,44.64,53.87
2026-02-11T13:20:00Z,44.12,59.02
2026-02-11T13:21:00Z,46.77,48.41
2026-02-11T13:22:00Z,52.33,47.41
2026-02-11T13:23:00Z,51.98,51.63
2026-02-11T13:24:00Z,53.91,42.01
2026-02-11T13:25:00Z,61.77,38.37
2026-02-11T13:26:00Z,60.34,40.82
2026-02-11T13:27:00Z,58.00,42.85
2026-02-11T13:28:00Z,55.16,49.19
2026-02-11T13:29:00Z,61.89,44.00
2026-02-11T13:30:00Z,65.87,37.93
2026-02-11T13:31:00Z,63.51,38.90
2026-02-11T13:32:00Z,55.57,47.43
2026-02-11T13:33:00Z,60.08,39.39
2026-02-11T13:34:00Z,67.31,33.52
2026-02-11T13:35:00Z,67.99,32.95
2026-02-11T13:36:00Z,68.00,32.17
2026-02-11T13:37:00Z,67.51,32.82
2026-02-11T13:38:00Z,68.03,31.46
2026-02-11T13:39:00Z,68.49,32.28
2026-02-11T13:40:00Z,70.05,31.08
2026-02-11T13:41:00Z,64.79,35.26
2026-02-11T13:42:00Z,61.10,40.85
2026-02-11T13:43:00Z,68.58,33.63
2026-02-11T13:44:00Z,70.40,31.13
2026-02-11T13:45:00Z,70.05,30.00
2026-02-11T13:46:00Z,74.14,27.07
2026-02-11T13:47:00Z,82.67,25.45
2026-02-11T13:48:00Z,69.39,32.27
2026-02-11T13:49:00Z,70.49,29.76
2026-02-11T13:50:00Z,71.82,26.79
2026-02-11T13:51:00Z,70.26,29.07
2026-02-11T13:52:00Z,68.39,32.93
2026-02-11T13:53:00Z,66.59,35.76
2026-02-11T13:54:00Z,66.03,36.45
2026-02-11T13:55:00Z,54.73,45.92
2026-02-11T13:56:00Z,50.73,50.79
2026-02-11T13:57:00Z,51.42,47.70
2026-02-11T13:58:00Z,52.71,47.93
2026-02-11T13:59:00Z,55.09,45.35
2026-02-11T14:00:00Z,53.77,46.30
2026-02-11T14:01:00Z,61.69,44.50
2026-02-11T14:02:00Z,54.53,48.09
2026-02-11T14:03:00Z,59.24,46.65
2026-02-11T14:04:00Z,69.60,32.94
2026-02-11T14:05:00Z,72.06,29.11
2026-02-11T14:06:00Z,70.51,29.53
2026-02-11T14:07:00Z,67.74,35.43
2026-02-11T14:08:00Z,71.25,29.67
2026-02-11T14:09:00Z,67.93,31.36
2026-02-11T14:10:00Z,69.57,33.72
2026-02-11T14:11:00Z,67.63,33.48
2026-02-11T14:12:00Z,66.38,34.27
2026-02-11T14:13:00Z,65.94,35.45
2026-02-11T14:14:00Z,71.78,28.26
2026-02-11T14:15:00Z,71.97,28.87
2026-02-11T14:16:00Z,70.41,29.80
2026-02-11T14:17:00Z,72.00,30.00
2026-02-11T14:18:00Z,72.00,28.02
2026-02-11T14:19:00Z,72.12,29.00
2026-02-11T14:20:00Z,72.96,29.00
2026-02-11T14:21:00Z,74.74,27.81
2026-02-11T14:22:00Z,81.42,24.08
2026-02-11T14:23:00Z,80.12,19.72
2026-02-11T14:24:00Z,82.18,16.02
2026-02-11T14:25:00Z,88.77,12.12
2026-02-11T14:26:00Z,91.11,10.65
2026-02-11T14:27:00Z,89.49,11.10
2026-02-11T14:28:00Z,91.76,10.19
2026-02-11T14:29:00Z,90.71,10.28
2026-02-11T14:30:00Z,93.61,3.97
2026-02-11T14:31:00Z,95.49,4.89
2026-02-11T14:32:00Z,93.78,8.81
2026-02-11T14:33:00Z,90.38,11.57
2026-02-11T14:34:00Z,89.51,11.69
2026-02-11T14:35:00Z,89.66,10.28
2026-02-11T14:36:00Z,92.83,8.53
2026-02-11T14:37:00Z,91.07,10.82
2026-02-11T14:38:00Z,88.39,14.52
2026-02-11T14:39:00Z,81.18,18.43
2026-02-11T14:40:00Z,90.55,10.15
2026-02-11T14:41:00Z,93.10,7.30
2026-02-11T14:42:00Z,96.26,4.91
2026-02-11T14:43:00Z,97.87,3.14
2026-02-11T14:44:00Z,97.68,2.88
2026-02-11T14:45:00Z,98.97,1.90
2026-02-11T14:46:00Z,98.07,2.35
2026-02-11T14:47:00Z,99.00,1.00
2026-02-11T14:48:00Z,99.00,1.00
2026-02-11T14:49:00Z,99.00,1.00
2026-02-11T14:50:00Z,99.00,1.00
2026-02-11T14:51:00Z,99.00,1.00
2026-02-11T14:52:00Z,99.00,1.00
