# event_ticker=KXATPMATCH-25OCT17HUMSON
# final_score=6-7(3) 6-0 6-3
# score_resolution=7-6 0-6 3-6
# match_winner=Ugo Humbert
# fav_player=Lorenzo Sonego
# dog_player=Ugo Humbert
# kalshi_date=2025-10-17
timestamp,Lorenzo Sonego,Ugo Humbert
2025-10-17T00:34:00Z,,62.00
2025-10-17T01:19:00Z,,63.00
2025-10-17T01:23:00Z,,63.00
2025-10-17T01:29:00Z,,63.00
2025-10-17T01:40:00Z,39.00,63.00
2025-10-17T01:41:00Z,39.00,63.00
2025-10-17T01:56:00Z,39.00,63.00
2025-10-17T02:01:00Z,39.00,63.00
2025-10-17T02:11:00Z,39.00,63.00
2025-10-17T02:12:00Z,38.00,62.00
2025-10-17T02:33:00Z,38.00,62.00
2025-10-17T02:44:00Z,38.00,63.00
2025-10-17T02:46:00Z,38.00,63.00
2025-10-17T03:06:00Z,38.00,63.00
2025-10-17T03:07:00Z,38.00,63.00
2025-10-17T03:10:00Z,38.00,63.00
2025-10-17T03:12:00Z,38.00,62.00
2025-10-17T03:14:00Z,37.81,62.20
2025-10-17T03:19:00Z,37.81,63.00
2025-10-17T03:27:00Z,37.25,62.46
2025-10-17T03:28:00Z,37.26,62.32
2025-10-17T03:29:00Z,38.00,62.00
2025-10-17T03:31:00Z,38.00,63.00
2025-10-17T03:33:00Z,38.00,62.02
2025-10-17T03:34:00Z,38.00,62.00
2025-10-17T03:35:00Z,38.00,62.00
2025-10-17T03:36:00Z,38.00,62.00
2025-10-17T03:37:00Z,38.00,62.00
2025-10-17T03:38:00Z,38.00,62.00
2025-10-17T03:39:00Z,38.00,62.00
2025-10-17T03:40:00Z,38.00,62.00
2025-10-17T03:41:00Z,38.00,62.00
2025-10-17T03:42:00Z,39.00,62.00
2025-10-17T03:43:00Z,38.00,63.00
2025-10-17T03:46:00Z,38.00,63.00
2025-10-17T03:53:00Z,38.00,63.00
2025-10-17T03:54:00Z,38.00,63.00
2025-10-17T03:55:00Z,38.00,63.00
2025-10-17T03:56:00Z,38.00,62.00
2025-10-17T03:57:00Z,38.00,62.00
2025-10-17T03:59:00Z,38.00,62.94
2025-10-17T04:00:00Z,37.51,63.00
2025-10-17T04:02:00Z,37.51,62.00
2025-10-17T04:10:00Z,37.51,63.00
2025-10-17T04:11:00Z,38.00,63.00
2025-10-17T04:18:00Z,39.00,62.77
2025-10-17T04:20:00Z,39.00,63.00
2025-10-17T04:22:00Z,39.00,63.00
2025-10-17T04:23:00Z,38.00,63.00
2025-10-17T04:26:00Z,38.00,63.00
2025-10-17T04:35:00Z,38.00,63.00
2025-10-17T04:36:00Z,38.00,63.00
2025-10-17T04:40:00Z,38.00,63.00
2025-10-17T04:42:00Z,38.00,63.00
2025-10-17T04:46:00Z,38.00,63.00
2025-10-17T04:52:00Z,38.00,63.00
2025-10-17T04:54:00Z,38.00,63.00
2025-10-17T04:59:00Z,37.50,63.00
2025-10-17T05:00:00Z,37.50,62.00
2025-10-17T05:02:00Z,38.00,62.00
2025-10-17T05:06:00Z,38.00,62.00
2025-10-17T05:07:00Z,38.00,62.00
2025-10-17T05:09:00Z,38.00,62.00
2025-10-17T05:10:00Z,38.00,63.00
2025-10-17T05:16:00Z,38.00,63.00
2025-10-17T05:21:00Z,38.00,63.00
2025-10-17T05:22:00Z,38.00,63.00
2025-10-17T05:23:00Z,38.00,64.00
2025-10-17T05:36:00Z,38.00,64.00
2025-10-17T05:38:00Z,38.00,64.00
2025-10-17T05:39:00Z,38.00,64.00
2025-10-17T05:43:00Z,38.00,63.99
2025-10-17T05:47:00Z,37.00,63.99
2025-10-17T05:49:00Z,37.00,64.00
2025-10-17T05:55:00Z,37.00,64.00
2025-10-17T06:01:00Z,37.00,64.00
2025-10-17T06:06:00Z,37.00,64.00
2025-10-17T06:12:00Z,37.00,63.00
2025-10-17T06:13:00Z,38.00,63.00
2025-10-17T06:14:00Z,38.00,64.00
2025-10-17T06:19:00Z,38.00,64.00
2025-10-17T06:30:00Z,38.00,64.00
2025-10-17T06:40:00Z,38.00,64.00
2025-10-17T06:50:00Z,37.00,64.00
2025-10-17T06:52:00Z,37.18,64.00
2025-10-17T06:58:00Z,38.00,64.00
2025-10-17T07:04:00Z,38.00,64.00
2025-10-17T07:11:00Z,38.00,64.00
2025-10-17T07:23:00Z,38.00,64.00
2025-10-17T07:37:00Z,38.00,64.00
2025-10-17T07:50:00Z,38.00,64.00
2025-10-17T07:55:00Z,38.00,64.00
2025-10-17T08:06:00Z,38.00,64.00
2025-10-17T08:10:00Z,38.00,64.00
2025-10-17T08:12:00Z,38.00,64.00
2025-10-17T08:14:00Z,36.17,64.00
2025-10-17T08:18:00Z,37.00,63.00
2025-10-17T08:19:00Z,37.00,63.00
2025-10-17T08:23:00Z,37.00,63.00
2025-10-17T08:25:00Z,37.00,63.00
2025-10-17T08:26:00Z,38.00,63.00
2025-10-17T08:37:00Z,37.00,63.00
2025-10-17T08:43:00Z,37.00,64.00
2025-10-17T08:48:00Z,37.00,63.00
2025-10-17T08:53:00Z,37.00,64.00
2025-10-17T09:06:00Z,38.00,64.00
2025-10-17T09:09:00Z,38.00,64.00
2025-10-17T09:12:00Z,38.00,63.00
2025-10-17T09:13:00Z,38.00,63.00
2025-10-17T09:14:00Z,38.00,62.00
2025-10-17T09:15:00Z,38.00,63.00
2025-10-17T09:17:00Z,38.00,63.93
2025-10-17T09:19:00Z,37.00,64.00
2025-10-17T09:21:00Z,37.00,64.00
2025-10-17T09:23:00Z,37.00,64.00
2025-10-17T09:26:00Z,37.00,64.00
2025-10-17T09:29:00Z,37.00,64.00
2025-10-17T09:31:00Z,37.00,64.63
2025-10-17T09:32:00Z,37.00,65.00
2025-10-17T09:34:00Z,37.00,65.00
2025-10-17T09:39:00Z,36.00,65.00
2025-10-17T09:42:00Z,36.00,65.00
2025-10-17T09:45:00Z,36.00,64.01
2025-10-17T09:46:00Z,36.00,64.00
2025-10-17T09:48:00Z,36.00,64.00
2025-10-17T09:50:00Z,36.00,64.00
2025-10-17T09:55:00Z,36.00,64.00
2025-10-17T09:56:00Z,37.00,64.00
2025-10-17T09:58:00Z,37.00,64.00
2025-10-17T09:59:00Z,37.00,64.00
2025-10-17T10:00:00Z,37.00,64.00
2025-10-17T10:01:00Z,37.00,65.00
2025-10-17T10:03:00Z,37.00,65.00
2025-10-17T10:04:00Z,37.00,65.00
2025-10-17T10:05:00Z,37.00,65.00
2025-10-17T10:06:00Z,37.00,65.00
2025-10-17T10:07:00Z,37.00,65.00
2025-10-17T10:08:00Z,37.00,65.00
2025-10-17T10:09:00Z,37.00,65.00
2025-10-17T10:10:00Z,37.00,72.00
2025-10-17T10:11:00Z,37.00,67.00
2025-10-17T10:12:00Z,33.00,69.07
2025-10-17T10:15:00Z,36.04,67.84
2025-10-17T10:16:00Z,42.23,59.94
2025-10-17T10:17:00Z,42.23,60.00
2025-10-17T10:18:00Z,40.04,59.77
2025-10-17T10:19:00Z,42.53,61.73
2025-10-17T10:20:00Z,41.00,64.84
2025-10-17T10:21:00Z,41.00,64.67
2025-10-17T10:23:00Z,41.00,65.00
2025-10-17T10:24:00Z,36.00,65.40
