# event_ticker=KXATPMATCH-25OCT20BERMUN
# final_score=6-2 6-4
# match_winner=Jaume Munar
# fav_player=Jaume Munar
# dog_player=Remy Bertola
# kalshi_date=2025-10-20
timestamp,Jaume Munar,Remy Bertola
2025-10-20T04:21:00Z,73.00,
2025-10-20T04:27:00Z,73.00,
2025-10-20T04:30:00Z,73.00,
2025-10-20T04:36:00Z,73.00,29.00
2025-10-20T04:41:00Z,73.00,29.00
2025-10-20T04:42:00Z,73.00,27.00
2025-10-20T04:44:00Z,73.00,29.00
2025-10-20T04:46:00Z,71.00,29.00
2025-10-20T04:47:00Z,73.00,29.00
2025-10-20T04:52:00Z,72.00,29.00
2025-10-20T04:53:00Z,72.00,29.00
2025-10-20T04:54:00Z,72.00,29.00
2025-10-20T04:57:00Z,72.82,29.00
2025-10-20T05:02:00Z,73.00,29.00
2025-10-20T05:07:00Z,73.00,29.00
2025-10-20T05:08:00Z,73.00,29.00
2025-10-20T05:19:00Z,73.00,29.00
2025-10-20T05:20:00Z,73.00,29.00
2025-10-20T05:34:00Z,73.00,29.00
2025-10-20T05:39:00Z,73.00,29.00
2025-10-20T05:43:00Z,73.00,28.08
2025-10-20T05:46:00Z,73.00,28.08
2025-10-20T05:53:00Z,73.00,28.08
2025-10-20T05:55:00Z,73.00,28.08
2025-10-20T05:59:00Z,73.00,28.00
2025-10-20T06:09:00Z,73.00,28.00
2025-10-20T06:21:00Z,73.00,28.00
2025-10-20T06:25:00Z,73.00,28.00
2025-10-20T06:26:00Z,73.00,28.00
2025-10-20T06:27:00Z,73.00,28.00
2025-10-20T06:30:00Z,73.00,28.00
2025-10-20T06:36:00Z,73.00,28.00
2025-10-20T06:49:00Z,73.00,28.00
2025-10-20T06:52:00Z,73.00,29.00
2025-10-20T06:59:00Z,73.00,29.00
2025-10-20T07:03:00Z,73.00,29.00
2025-10-20T07:11:00Z,73.00,29.00
2025-10-20T07:19:00Z,73.00,29.00
2025-10-20T07:21:00Z,73.00,29.00
2025-10-20T07:30:00Z,73.00,29.00
2025-10-20T07:31:00Z,73.00,29.00
2025-10-20T07:32:00Z,73.00,29.00
2025-10-20T07:34:00Z,73.00,29.00
2025-10-20T07:36:00Z,72.00,29.00
2025-10-20T07:37:00Z,72.00,29.00
2025-10-20T07:41:00Z,72.00,29.00
2025-10-20T07:44:00Z,72.00,29.00
2025-10-20T07:54:00Z,72.00,29.00
2025-10-20T08:02:00Z,72.00,29.00
2025-10-20T08:03:00Z,72.00,29.00
2025-10-20T08:11:00Z,71.00,29.00
2025-10-20T08:12:00Z,71.00,29.00
2025-10-20T08:24:00Z,71.00,29.00
2025-10-20T08:32:00Z,71.00,29.00
2025-10-20T08:33:00Z,71.00,29.00
2025-10-20T08:40:00Z,71.00,29.00
2025-10-20T08:41:00Z,71.00,30.00
2025-10-20T08:51:00Z,71.00,30.00
2025-10-20T08:52:00Z,71.00,30.00
2025-10-20T08:53:00Z,71.00,30.00
2025-10-20T09:01:00Z,71.00,30.00
2025-10-20T09:12:00Z,69.91,30.00
2025-10-20T09:13:00Z,69.99,30.00
2025-10-20T09:16:00Z,70.00,30.00
2025-10-20T09:33:00Z,70.00,31.00
2025-10-20T09:34:00Z,71.00,31.00
2025-10-20T09:56:00Z,71.00,31.00
2025-10-20T09:57:00Z,71.00,31.00
2025-10-20T10:09:00Z,71.00,31.00
