# event_ticker=KXATPCHALLENGERMATCH-26JUN04DRAGOR
# final_score=6-3 1-6 6-3
# match_winner=Liam Draxl
# fav_player=Liam Draxl
# dog_player=Sebastian Gorzny
# kalshi_date=2026-06-04
timestamp,Liam Draxl,Sebastian Gorzny
2026-06-04T09:32:00Z,80.00,
2026-06-04T10:19:00Z,80.00,
2026-06-04T10:28:00Z,80.00,
2026-06-04T11:01:00Z,79.00,
2026-06-04T11:21:00Z,79.00,
2026-06-04T13:11:00Z,79.00,24.00
2026-06-04T13:41:00Z,78.00,24.00
2026-06-04T13:48:00Z,78.00,24.00
2026-06-04T13:49:00Z,78.00,25.00
2026-06-04T13:52:00Z,78.00,22.00
2026-06-04T13:58:00Z,78.00,25.00
2026-06-04T14:00:00Z,78.00,25.00
2026-06-04T14:08:00Z,78.00,25.00
2026-06-04T14:10:00Z,78.00,22.00
2026-06-04T14:11:00Z,78.00,25.00
2026-06-04T14:23:00Z,78.00,25.00
2026-06-04T14:27:00Z,78.00,24.00
2026-06-04T14:28:00Z,78.00,22.00
2026-06-04T14:32:00Z,78.00,24.00
2026-06-04T14:48:00Z,78.00,24.00
2026-06-04T15:00:00Z,78.00,24.00
2026-06-04T15:04:00Z,78.00,22.00
2026-06-04T15:06:00Z,78.00,24.00
2026-06-04T15:10:00Z,78.00,24.00
2026-06-04T15:11:00Z,78.00,22.00
2026-06-04T15:12:00Z,78.00,22.00
2026-06-04T15:13:00Z,78.00,22.89
2026-06-04T15:14:00Z,78.00,22.00
2026-06-04T15:15:00Z,78.00,22.00
2026-06-04T15:18:00Z,78.00,24.00
2026-06-04T15:28:00Z,76.83,24.00
2026-06-04T15:50:00Z,78.00,24.00
2026-06-04T16:04:00Z,78.00,23.00
2026-06-04T16:07:00Z,78.00,23.00
2026-06-04T16:08:00Z,78.00,23.00
2026-06-04T16:09:00Z,78.00,23.99
2026-06-04T16:10:00Z,78.00,24.00
2026-06-04T16:17:00Z,78.00,24.00
2026-06-04T16:24:00Z,78.00,24.00
2026-06-04T16:33:00Z,76.00,24.00
2026-06-04T16:38:00Z,78.00,24.00
2026-06-04T16:39:00Z,78.00,22.00
2026-06-04T16:41:00Z,78.00,23.00
2026-06-04T16:47:00Z,78.00,22.00
2026-06-04T16:50:00Z,78.00,22.00
2026-06-04T17:04:00Z,78.00,22.00
2026-06-04T17:05:00Z,78.59,22.00
2026-06-04T17:06:00Z,79.00,22.00
2026-06-04T17:07:00Z,79.00,23.00
2026-06-04T17:09:00Z,79.00,23.00
2026-06-04T17:16:00Z,77.00,23.00
2026-06-04T17:17:00Z,76.59,23.00
2026-06-04T17:19:00Z,78.00,23.00
2026-06-04T17:23:00Z,78.00,24.00
2026-06-04T17:24:00Z,79.00,24.00
2026-06-04T17:25:00Z,79.00,24.00
2026-06-04T17:27:00Z,79.00,24.00
2026-06-04T17:31:00Z,77.00,23.00
2026-06-04T17:33:00Z,79.00,23.00
2026-06-04T17:34:00Z,79.80,23.00
2026-06-04T17:35:00Z,79.01,23.00
2026-06-04T17:36:00Z,79.00,23.00
2026-06-04T17:37:00Z,79.19,23.00
2026-06-04T17:38:00Z,79.00,23.00
2026-06-04T17:39:00Z,79.00,23.00
2026-06-04T17:40:00Z,79.00,23.00
2026-06-04T17:43:00Z,79.00,23.00
2026-06-04T17:44:00Z,79.00,23.00
2026-06-04T17:47:00Z,79.00,23.00
2026-06-04T17:49:00Z,80.00,23.00
2026-06-04T17:51:00Z,80.00,21.00
2026-06-04T17:52:00Z,79.37,21.00
2026-06-04T17:53:00Z,80.00,21.00
2026-06-04T17:58:00Z,80.00,22.00
2026-06-04T18:00:00Z,80.00,22.00
2026-06-04T18:01:00Z,78.00,22.00
2026-06-04T18:04:00Z,80.00,22.00
2026-06-04T18:06:00Z,80.00,22.00
2026-06-04T18:09:00Z,80.00,22.00
2026-06-04T18:10:00Z,80.00,22.00
2026-06-04T18:14:00Z,80.00,22.00
2026-06-04T18:16:00Z,79.00,22.00
2026-06-04T18:21:00Z,80.00,22.00
2026-06-04T18:22:00Z,80.00,22.00
2026-06-04T18:24:00Z,80.00,22.00
2026-06-04T18:25:00Z,80.00,22.00
2026-06-04T18:32:00Z,80.00,22.00
2026-06-04T18:36:00Z,80.00,22.00
2026-06-04T18:37:00Z,80.00,22.00
2026-06-04T18:39:00Z,80.00,22.00
2026-06-04T18:40:00Z,80.00,22.00
2026-06-04T18:41:00Z,79.91,20.02
2026-06-04T18:42:00Z,79.91,23.00
2026-06-04T18:43:00Z,79.91,22.00
2026-06-04T18:44:00Z,79.00,22.00
2026-06-04T18:45:00Z,79.00,20.00
2026-06-04T18:46:00Z,80.00,20.00
2026-06-04T18:47:00Z,82.00,18.59
2026-06-04T18:48:00Z,81.52,20.49
2026-06-04T18:49:00Z,80.44,19.00
2026-06-04T18:50:00Z,83.29,19.00
2026-06-04T18:51:00Z,86.48,16.83
2026-06-04T18:52:00Z,90.00,11.32
2026-06-04T18:53:00Z,91.00,10.87
2026-06-04T18:54:00Z,91.00,9.47
2026-06-04T18:55:00Z,91.06,9.00
2026-06-04T18:56:00Z,92.00,9.05
2026-06-04T18:57:00Z,91.00,10.00
2026-06-04T18:58:00Z,91.00,10.00
2026-06-04T18:59:00Z,91.00,10.00
2026-06-04T19:00:00Z,91.48,10.00
2026-06-04T19:01:00Z,88.98,11.00
2026-06-04T19:02:00Z,87.99,14.97
2026-06-04T19:03:00Z,80.75,19.44
2026-06-04T19:04:00Z,80.33,19.39
2026-06-04T19:05:00Z,80.86,20.87
2026-06-04T19:06:00Z,82.25,21.55
2026-06-04T19:07:00Z,78.33,22.46
2026-06-04T19:08:00Z,78.58,22.99
2026-06-04T19:09:00Z,78.96,22.85
2026-06-04T19:10:00Z,76.49,24.84
2026-06-04T19:11:00Z,76.42,25.22
2026-06-04T19:12:00Z,71.76,30.39
2026-06-04T19:13:00Z,72.98,27.17
