# event_ticker=KXATPCHALLENGERMATCH-26MAR03TABNIS
# final_score=7-5 4-6 6-2
# score_resolution=5-7 6-4 2-6
# match_winner=Kei Nishikori
# fav_player=Clement Tabur
# dog_player=Kei Nishikori
# kalshi_date=2026-03-03
timestamp,Clement Tabur,Kei Nishikori
2026-03-03T13:30:00Z,60.36,41.73
2026-03-03T13:31:00Z,60.46,41.69
2026-03-03T13:32:00Z,57.83,45.86
2026-03-03T13:33:00Z,54.84,45.67
2026-03-03T13:34:00Z,59.64,43.83
2026-03-03T13:35:00Z,50.90,50.24
2026-03-03T13:36:00Z,57.60,43.73
2026-03-03T13:37:00Z,56.37,43.53
2026-03-03T13:38:00Z,59.38,41.28
2026-03-03T13:39:00Z,60.00,41.95
2026-03-03T13:40:00Z,59.54,43.00
2026-03-03T13:41:00Z,61.33,43.00
2026-03-03T13:42:00Z,57.65,45.32
2026-03-03T13:43:00Z,55.28,45.64
2026-03-03T13:44:00Z,52.68,48.85
2026-03-03T13:45:00Z,46.22,57.88
2026-03-03T13:46:00Z,50.93,49.65
2026-03-03T13:47:00Z,56.01,53.02
2026-03-03T13:48:00Z,57.37,41.44
2026-03-03T13:49:00Z,60.00,41.47
2026-03-03T13:50:00Z,61.36,39.09
2026-03-03T13:51:00Z,57.26,43.14
2026-03-03T13:52:00Z,54.23,48.36
2026-03-03T13:53:00Z,57.85,45.89
2026-03-03T13:54:00Z,62.39,41.19
2026-03-03T13:55:00Z,62.00,40.38
2026-03-03T13:56:00Z,61.54,41.05
2026-03-03T13:57:00Z,58.71,43.92
2026-03-03T13:58:00Z,55.69,45.83
2026-03-03T13:59:00Z,58.00,44.00
2026-03-03T14:00:00Z,58.71,41.79
2026-03-03T14:01:00Z,58.71,42.03
2026-03-03T14:02:00Z,53.08,47.31
2026-03-03T14:03:00Z,52.97,49.81
2026-03-03T14:04:00Z,52.41,49.37
2026-03-03T14:05:00Z,47.71,50.76
2026-03-03T14:06:00Z,53.23,46.01
2026-03-03T14:07:00Z,42.53,59.60
2026-03-03T14:08:00Z,31.20,68.09
2026-03-03T14:09:00Z,32.69,69.00
2026-03-03T14:10:00Z,28.17,75.31
2026-03-03T14:11:00Z,24.93,75.35
2026-03-03T14:12:00Z,27.75,72.97
2026-03-03T14:13:00Z,26.67,72.18
2026-03-03T14:14:00Z,29.50,71.55
2026-03-03T14:15:00Z,32.87,68.92
2026-03-03T14:16:00Z,32.75,69.02
2026-03-03T14:17:00Z,33.27,68.53
2026-03-03T14:18:00Z,29.48,71.00
2026-03-03T14:19:00Z,26.83,74.74
2026-03-03T14:20:00Z,28.91,71.00
2026-03-03T14:21:00Z,26.60,72.84
2026-03-03T14:22:00Z,28.49,73.29
2026-03-03T14:23:00Z,28.00,73.79
2026-03-03T14:24:00Z,29.56,71.69
2026-03-03T14:25:00Z,30.97,71.47
2026-03-03T14:26:00Z,26.42,74.86
2026-03-03T14:27:00Z,25.54,75.89
2026-03-03T14:28:00Z,20.87,81.52
2026-03-03T14:29:00Z,20.52,81.47
2026-03-03T14:30:00Z,23.15,74.98
2026-03-03T14:31:00Z,19.97,81.37
2026-03-03T14:32:00Z,14.25,86.64
2026-03-03T14:33:00Z,8.94,91.07
2026-03-03T14:34:00Z,10.95,90.13
2026-03-03T14:35:00Z,16.09,88.32
2026-03-03T14:36:00Z,14.76,86.31
2026-03-03T14:37:00Z,22.32,78.70
2026-03-03T14:38:00Z,26.59,75.80
2026-03-03T14:39:00Z,32.57,68.33
2026-03-03T14:40:00Z,31.88,68.98
2026-03-03T14:41:00Z,31.43,69.87
2026-03-03T14:42:00Z,35.58,68.88
2026-03-03T14:43:00Z,32.31,68.44
2026-03-03T14:44:00Z,27.51,73.23
2026-03-03T14:45:00Z,28.76,73.54
2026-03-03T14:46:00Z,29.49,70.02
2026-03-03T14:47:00Z,32.21,67.92
2026-03-03T14:48:00Z,33.84,68.00
2026-03-03T14:49:00Z,36.71,64.24
2026-03-03T14:50:00Z,36.74,64.42
2026-03-03T14:51:00Z,41.41,62.72
2026-03-03T14:52:00Z,53.61,44.06
2026-03-03T14:53:00Z,56.46,43.48
2026-03-03T14:54:00Z,56.33,43.05
2026-03-03T14:55:00Z,56.82,43.32
2026-03-03T14:56:00Z,54.78,46.13
2026-03-03T14:57:00Z,37.26,61.33
2026-03-03T14:58:00Z,31.52,69.39
2026-03-03T14:59:00Z,37.59,64.92
2026-03-03T15:00:00Z,41.16,61.04
2026-03-03T15:01:00Z,32.30,69.07
2026-03-03T15:02:00Z,25.41,75.61
2026-03-03T15:03:00Z,17.19,81.95
2026-03-03T15:04:00Z,11.39,91.58
2026-03-03T15:05:00Z,7.79,92.85
2026-03-03T15:06:00Z,6.77,93.12
2026-03-03T15:07:00Z,3.92,96.54
2026-03-03T15:08:00Z,3.50,96.97
2026-03-03T15:09:00Z,3.80,95.75
2026-03-03T15:10:00Z,4.87,95.15
2026-03-03T15:11:00Z,4.63,95.81
2026-03-03T15:12:00Z,1.60,98.57
2026-03-03T15:13:00Z,1.64,98.88
2026-03-03T15:14:00Z,1.77,98.15
2026-03-03T15:15:00Z,1.73,98.27
2026-03-03T15:16:00Z,2.19,98.26
2026-03-03T15:17:00Z,1.66,98.04
2026-03-03T15:18:00Z,1.00,99.00
2026-03-03T15:19:00Z,1.00,99.00
2026-03-03T15:20:00Z,1.00,99.00
2026-03-03T15:21:00Z,1.00,99.00
2026-03-03T15:22:00Z,1.00,99.00
