# event_ticker=KXATPMATCH-26MAR29ALTMAR
# final_score=6-1 6-4
# score_resolution=1-6 4-6
# match_winner=Daniel Altmaier
# fav_player=Pedro Martinez
# dog_player=Daniel Altmaier
# kalshi_date=2026-03-29
timestamp,Pedro Martinez,Daniel Altmaier
2026-03-31T06:22:00Z,54.00,
2026-03-31T06:34:00Z,54.00,
2026-03-31T07:20:00Z,53.00,
2026-03-31T07:24:00Z,53.00,49.00
2026-03-31T07:34:00Z,53.00,49.00
2026-03-31T07:37:00Z,53.00,49.00
2026-03-31T07:39:00Z,53.00,49.00
2026-03-31T07:44:00Z,53.00,49.00
2026-03-31T07:51:00Z,53.00,48.00
2026-03-31T07:59:00Z,53.00,49.00
2026-03-31T08:04:00Z,53.00,49.00
2026-03-31T08:13:00Z,53.00,49.00
2026-03-31T08:32:00Z,53.00,49.00
2026-03-31T08:36:00Z,53.00,49.00
2026-03-31T09:18:00Z,53.00,49.00
2026-03-31T09:21:00Z,53.00,48.00
2026-03-31T09:35:00Z,53.00,48.00
2026-03-31T09:41:00Z,53.00,48.00
2026-03-31T10:20:00Z,53.00,48.00
2026-03-31T10:25:00Z,53.00,48.00
2026-03-31T10:26:00Z,53.00,48.00
2026-03-31T10:27:00Z,53.00,48.00
2026-03-31T10:33:00Z,53.00,49.00
2026-03-31T10:36:00Z,53.00,50.00
2026-03-31T10:48:00Z,53.00,50.00
2026-03-31T10:51:00Z,53.00,49.00
2026-03-31T11:02:00Z,53.00,49.00
2026-03-31T11:12:00Z,52.00,49.00
2026-03-31T11:24:00Z,52.00,49.00
2026-03-31T11:25:00Z,52.00,49.00
2026-03-31T11:26:00Z,52.00,49.00
2026-03-31T11:28:00Z,52.00,49.00
2026-03-31T11:32:00Z,52.00,49.00
2026-03-31T11:33:00Z,52.00,49.00
2026-03-31T11:34:00Z,52.00,49.00
2026-03-31T11:35:00Z,52.00,49.00
2026-03-31T11:41:00Z,52.00,49.00
2026-03-31T11:43:00Z,52.00,49.00
2026-03-31T11:44:00Z,52.00,48.00
2026-03-31T11:49:00Z,52.00,49.00
2026-03-31T11:58:00Z,52.00,49.00
2026-03-31T12:06:00Z,52.00,49.00
2026-03-31T12:13:00Z,52.00,49.00
2026-03-31T12:16:00Z,52.00,49.00
2026-03-31T12:21:00Z,52.00,49.00
2026-03-31T12:25:00Z,52.00,49.00
2026-03-31T12:27:00Z,52.00,49.84
2026-03-31T12:28:00Z,52.00,48.96
2026-03-31T12:32:00Z,52.00,48.96
2026-03-31T12:38:00Z,52.00,48.96
2026-03-31T12:39:00Z,52.00,48.96
2026-03-31T12:48:00Z,52.00,48.96
2026-03-31T12:52:00Z,52.00,49.00
2026-03-31T12:54:00Z,52.00,49.00
2026-03-31T12:55:00Z,52.00,49.00
2026-03-31T12:58:00Z,52.00,49.00
2026-03-31T13:03:00Z,52.00,49.00
2026-03-31T13:14:00Z,52.00,49.00
2026-03-31T13:15:00Z,52.00,49.00
2026-03-31T13:17:00Z,52.00,48.00
2026-03-31T13:26:00Z,52.00,49.00
2026-03-31T13:29:00Z,52.00,49.00
2026-03-31T13:30:00Z,52.00,49.00
2026-03-31T13:32:00Z,52.00,49.00
2026-03-31T13:33:00Z,52.00,49.00
2026-03-31T13:34:00Z,52.00,49.00
2026-03-31T13:38:00Z,52.00,49.00
2026-03-31T13:39:00Z,52.00,49.00
2026-03-31T13:42:00Z,52.00,49.00
2026-03-31T13:43:00Z,52.00,49.00
2026-03-31T13:44:00Z,52.00,49.00
2026-03-31T13:49:00Z,52.00,49.00
2026-03-31T13:51:00Z,52.00,49.00
2026-03-31T13:52:00Z,52.00,49.00
2026-03-31T13:53:00Z,52.00,49.00
2026-03-31T13:59:00Z,52.00,49.00
2026-03-31T14:01:00Z,52.00,49.00
2026-03-31T14:03:00Z,52.00,49.00
2026-03-31T14:05:00Z,52.00,49.00
2026-03-31T14:10:00Z,52.00,48.00
2026-03-31T14:15:00Z,53.00,48.00
2026-03-31T14:16:00Z,53.00,48.00
2026-03-31T14:17:00Z,53.00,48.00
2026-03-31T14:19:00Z,53.52,48.00
