# event_ticker=KXATPMATCH-25OCT13MARNAR
# final_score=7-6(3) 6-3
# score_resolution=7-6 6-3
# match_winner=Fabian Marozsan
# fav_player=Fabian Marozsan
# dog_player=Luca Nardi
# kalshi_date=2025-10-13
timestamp,Fabian Marozsan,Luca Nardi
2025-10-12T20:56:00Z,,31.00
2025-10-12T20:58:00Z,,31.00
2025-10-12T21:53:00Z,71.00,31.00
2025-10-12T21:57:00Z,71.00,31.00
2025-10-12T22:28:00Z,71.00,30.00
2025-10-12T22:47:00Z,71.00,30.00
2025-10-12T23:11:00Z,71.00,30.00
2025-10-12T23:14:00Z,71.00,30.00
2025-10-12T23:19:00Z,71.00,30.00
2025-10-12T23:34:00Z,71.00,30.00
2025-10-12T23:35:00Z,71.00,30.00
2025-10-12T23:38:00Z,71.00,30.00
2025-10-12T23:45:00Z,71.00,30.00
2025-10-12T23:56:00Z,71.00,30.00
2025-10-13T00:00:00Z,71.00,30.00
2025-10-13T00:02:00Z,71.00,30.00
2025-10-13T00:17:00Z,71.00,30.00
2025-10-13T00:31:00Z,71.00,30.00
2025-10-13T00:35:00Z,71.00,30.00
2025-10-13T00:42:00Z,71.00,30.00
2025-10-13T00:54:00Z,71.00,30.00
2025-10-13T01:13:00Z,70.00,30.00
2025-10-13T01:21:00Z,70.00,30.00
2025-10-13T01:26:00Z,70.00,30.00
2025-10-13T01:29:00Z,70.00,30.00
2025-10-13T01:30:00Z,70.00,30.00
2025-10-13T01:37:00Z,71.00,30.00
2025-10-13T01:50:00Z,71.00,30.00
2025-10-13T02:04:00Z,71.00,30.00
2025-10-13T02:13:00Z,70.00,30.00
2025-10-13T02:15:00Z,71.00,30.00
2025-10-13T02:17:00Z,71.00,30.00
2025-10-13T02:26:00Z,71.00,30.00
2025-10-13T02:46:00Z,71.00,30.00
2025-10-13T02:53:00Z,71.00,30.00
2025-10-13T02:54:00Z,71.00,30.00
2025-10-13T03:04:00Z,71.00,30.00
2025-10-13T03:05:00Z,71.00,30.00
2025-10-13T03:09:00Z,71.00,29.00
2025-10-13T03:11:00Z,71.00,30.00
2025-10-13T03:13:00Z,70.06,30.00
2025-10-13T03:15:00Z,70.06,30.00
2025-10-13T03:20:00Z,70.06,30.00
2025-10-13T03:21:00Z,71.00,30.00
2025-10-13T03:35:00Z,71.00,30.00
2025-10-13T03:39:00Z,71.00,30.00
2025-10-13T03:41:00Z,71.00,30.00
2025-10-13T03:50:00Z,71.00,30.00
2025-10-13T03:52:00Z,71.00,30.00
2025-10-13T03:54:00Z,71.00,30.00
2025-10-13T03:59:00Z,70.00,30.00
2025-10-13T04:00:00Z,71.00,30.00
2025-10-13T04:04:00Z,71.00,30.00
2025-10-13T04:08:00Z,71.00,30.00
2025-10-13T04:12:00Z,71.00,30.00
2025-10-13T04:13:00Z,70.00,30.00
2025-10-13T04:15:00Z,70.00,30.00
2025-10-13T04:16:00Z,71.00,30.00
2025-10-13T04:18:00Z,71.00,30.00
2025-10-13T04:19:00Z,71.00,30.00
2025-10-13T04:22:00Z,70.00,30.00
2025-10-13T04:25:00Z,70.00,30.00
2025-10-13T04:27:00Z,70.00,30.00
2025-10-13T04:28:00Z,70.00,30.00
2025-10-13T04:32:00Z,71.00,30.00
2025-10-13T04:33:00Z,71.00,30.00
2025-10-13T04:35:00Z,71.00,30.00
2025-10-13T04:38:00Z,71.00,30.00
2025-10-13T04:39:00Z,71.00,30.00
2025-10-13T04:40:00Z,71.00,30.00
2025-10-13T04:41:00Z,71.00,30.00
2025-10-13T04:42:00Z,71.00,30.00
2025-10-13T04:46:00Z,71.00,30.00
2025-10-13T04:49:00Z,71.00,30.00
2025-10-13T04:51:00Z,71.00,30.00
