# event_ticker=KXATPMATCH-25OCT13MARNAR
# final_score=7-6(3) 6-3
# score_resolution=7-6 6-3
# match_winner=Fabian Marozsan
# fav_player=Fabian Marozsan
# dog_player=Luca Nardi
# kalshi_date=2025-10-13
timestamp,Fabian Marozsan,Luca Nardi
2025-10-13T04:52:00Z,71.00,30.00
2025-10-13T04:54:00Z,71.00,30.00
2025-10-13T04:58:00Z,71.00,30.00
2025-10-13T05:00:00Z,71.00,30.00
2025-10-13T05:01:00Z,71.00,30.00
2025-10-13T05:03:00Z,71.00,30.00
2025-10-13T05:09:00Z,71.00,30.00
2025-10-13T05:11:00Z,71.00,30.00
2025-10-13T05:12:00Z,71.00,30.00
2025-10-13T05:13:00Z,70.00,30.00
2025-10-13T05:14:00Z,71.00,30.00
2025-10-13T05:15:00Z,71.00,30.00
2025-10-13T05:18:00Z,71.00,30.00
2025-10-13T05:20:00Z,71.00,30.00
2025-10-13T05:21:00Z,71.00,30.00
2025-10-13T05:22:00Z,71.00,30.00
2025-10-13T05:23:00Z,71.00,30.00
2025-10-13T05:26:00Z,71.00,30.00
2025-10-13T05:27:00Z,71.00,30.00
2025-10-13T05:28:00Z,71.00,30.00
2025-10-13T05:30:00Z,71.00,30.00
2025-10-13T05:31:00Z,71.00,30.00
2025-10-13T05:32:00Z,71.00,30.00
2025-10-13T05:33:00Z,71.00,30.00
2025-10-13T05:34:00Z,71.00,30.00
2025-10-13T05:35:00Z,71.00,30.00
2025-10-13T05:36:00Z,71.00,30.00
2025-10-13T05:37:00Z,71.00,30.00
2025-10-13T05:39:00Z,71.00,30.00
2025-10-13T05:41:00Z,71.00,30.00
2025-10-13T05:42:00Z,71.00,30.00
2025-10-13T05:43:00Z,71.00,30.00
2025-10-13T05:44:00Z,71.00,30.00
2025-10-13T05:45:00Z,71.00,30.00
2025-10-13T05:46:00Z,71.00,30.00
2025-10-13T05:48:00Z,71.00,30.00
2025-10-13T05:49:00Z,70.20,30.00
2025-10-13T05:51:00Z,70.20,30.00
2025-10-13T05:52:00Z,70.20,30.00
2025-10-13T05:53:00Z,70.20,30.00
2025-10-13T05:54:00Z,71.00,30.00
2025-10-13T05:55:00Z,71.00,30.00
2025-10-13T05:57:00Z,71.00,30.00
2025-10-13T05:58:00Z,71.00,30.00
2025-10-13T05:59:00Z,71.00,30.00
2025-10-13T06:00:00Z,71.00,30.00
2025-10-13T06:01:00Z,71.00,30.00
2025-10-13T06:02:00Z,71.00,30.00
2025-10-13T06:03:00Z,71.00,30.00
2025-10-13T06:04:00Z,71.00,30.00
2025-10-13T06:05:00Z,71.00,30.00
2025-10-13T06:06:00Z,71.00,30.00
2025-10-13T06:07:00Z,71.00,31.00
2025-10-13T06:08:00Z,71.00,31.40
2025-10-13T06:09:00Z,71.38,31.00
2025-10-13T06:10:00Z,72.06,31.00
2025-10-13T06:11:00Z,71.91,31.51
2025-10-13T06:12:00Z,69.24,36.26
2025-10-13T06:13:00Z,66.65,36.62
2025-10-13T06:14:00Z,65.94,36.40
2025-10-13T06:15:00Z,64.96,37.33
2025-10-13T06:16:00Z,66.02,36.19
2025-10-13T06:17:00Z,66.28,34.63
2025-10-13T06:18:00Z,68.31,33.87
2025-10-13T06:19:00Z,67.73,33.05
2025-10-13T06:20:00Z,69.16,36.72
2025-10-13T06:21:00Z,68.45,33.53
2025-10-13T06:22:00Z,69.89,32.62
2025-10-13T06:23:00Z,75.71,22.24
2025-10-13T06:24:00Z,83.01,18.17
2025-10-13T06:25:00Z,83.58,17.48
2025-10-13T06:26:00Z,84.22,17.43
2025-10-13T06:27:00Z,84.14,17.43
2025-10-13T06:28:00Z,85.86,13.48
2025-10-13T06:29:00Z,84.71,16.00
2025-10-13T06:30:00Z,88.36,13.29
2025-10-13T06:31:00Z,86.44,11.88
2025-10-13T06:32:00Z,86.00,15.00
2025-10-13T06:33:00Z,86.20,15.00
2025-10-13T06:34:00Z,86.12,14.96
2025-10-13T06:35:00Z,84.00,16.59
2025-10-13T06:36:00Z,88.98,16.59
2025-10-13T06:37:00Z,92.68,9.78
2025-10-13T06:38:00Z,92.60,9.66
2025-10-13T06:39:00Z,87.04,11.54
2025-10-13T06:40:00Z,87.56,10.98
2025-10-13T06:41:00Z,87.70,14.78
2025-10-13T06:42:00Z,86.82,18.97
2025-10-13T06:43:00Z,92.06,15.33
2025-10-13T06:44:00Z,82.36,26.30
2025-10-13T06:45:00Z,70.02,31.03
2025-10-13T06:46:00Z,69.61,31.02
2025-10-13T06:47:00Z,64.75,35.40
2025-10-13T06:48:00Z,61.66,39.73
2025-10-13T06:49:00Z,63.58,36.75
2025-10-13T06:50:00Z,67.44,36.14
2025-10-13T06:51:00Z,66.87,35.43
2025-10-13T06:52:00Z,67.47,34.91
2025-10-13T06:53:00Z,65.66,35.04
2025-10-13T06:54:00Z,61.03,40.26
2025-10-13T06:55:00Z,62.48,38.34
2025-10-13T06:56:00Z,54.52,46.40
2025-10-13T06:57:00Z,57.96,47.80
2025-10-13T06:58:00Z,56.36,46.94
2025-10-13T06:59:00Z,59.00,43.00
2025-10-13T07:00:00Z,64.12,33.93
2025-10-13T07:01:00Z,75.07,23.71
2025-10-13T07:02:00Z,82.28,18.70
2025-10-13T07:03:00Z,82.28,17.77
2025-10-13T07:04:00Z,82.79,17.16
2025-10-13T07:05:00Z,87.70,12.23
2025-10-13T07:06:00Z,91.12,8.42
2025-10-13T07:07:00Z,91.77,8.94
2025-10-13T07:08:00Z,91.05,8.29
2025-10-13T07:09:00Z,92.16,5.89
2025-10-13T07:10:00Z,94.32,6.04
2025-10-13T07:11:00Z,96.22,6.63
2025-10-13T07:12:00Z,94.18,4.58
2025-10-13T07:13:00Z,94.14,7.74
2025-10-13T07:14:00Z,92.00,6.36
2025-10-13T07:15:00Z,94.00,7.00
2025-10-13T07:16:00Z,92.87,7.08
2025-10-13T07:17:00Z,95.00,6.29
2025-10-13T07:18:00Z,94.00,6.00
2025-10-13T07:19:00Z,92.00,7.08
2025-10-13T07:20:00Z,91.78,8.65
2025-10-13T07:21:00Z,91.78,7.93
2025-10-13T07:22:00Z,92.61,7.00
2025-10-13T07:23:00Z,95.20,6.46
2025-10-13T07:24:00Z,96.00,4.62
2025-10-13T07:25:00Z,92.72,4.24
2025-10-13T07:26:00Z,92.72,5.07
2025-10-13T07:27:00Z,95.00,5.99
2025-10-13T07:28:00Z,97.16,3.47
2025-10-13T07:29:00Z,96.13,4.00
2025-10-13T07:30:00Z,98.34,2.05
2025-10-13T07:31:00Z,98.97,1.00
2025-10-13T07:32:00Z,99.00,1.00
2025-10-13T07:34:00Z,99.00,1.00
2025-10-13T07:35:00Z,99.00,1.00
2025-10-13T07:36:00Z,99.00,1.00
