# event_ticker=KXATPCHALLENGERMATCH-26FEB23KUMCIN
# final_score=6-1 6-0
# match_winner=Federico Cina
# fav_player=Federico Cina
# dog_player=Takuya Kumasaka
# kalshi_date=2026-02-23
timestamp,Federico Cina,Takuya Kumasaka
2026-02-24T03:24:00Z,86.00,15.00
2026-02-24T03:26:00Z,86.00,15.00
2026-02-24T03:30:00Z,86.00,15.00
2026-02-24T03:31:00Z,86.00,15.00
2026-02-24T03:32:00Z,86.00,15.00
2026-02-24T03:33:00Z,86.00,15.00
2026-02-24T03:36:00Z,86.00,15.00
2026-02-24T03:38:00Z,86.00,15.00
2026-02-24T03:39:00Z,86.00,15.00
2026-02-24T03:45:00Z,86.00,15.00
2026-02-24T03:48:00Z,86.93,15.00
2026-02-24T03:49:00Z,85.33,15.67
2026-02-24T03:50:00Z,86.00,15.67
2026-02-24T03:51:00Z,86.00,16.00
2026-02-24T03:53:00Z,86.00,16.00
2026-02-24T03:54:00Z,86.00,16.00
2026-02-24T03:55:00Z,86.00,16.00
2026-02-24T03:58:00Z,86.00,16.00
2026-02-24T04:00:00Z,86.00,16.00
2026-02-24T04:05:00Z,86.00,16.00
2026-02-24T04:06:00Z,86.00,14.00
2026-02-24T04:08:00Z,86.00,16.00
2026-02-24T04:10:00Z,86.00,16.00
2026-02-24T04:11:00Z,86.00,16.00
2026-02-24T04:13:00Z,86.00,16.00
2026-02-24T04:14:00Z,86.00,16.00
2026-02-24T04:15:00Z,86.00,16.00
2026-02-24T04:17:00Z,86.00,16.00
2026-02-24T04:18:00Z,86.00,14.64
2026-02-24T04:20:00Z,86.00,16.00
2026-02-24T04:21:00Z,86.00,16.24
2026-02-24T04:22:00Z,86.00,17.21
2026-02-24T04:23:00Z,86.00,16.34
2026-02-24T04:24:00Z,86.00,16.00
2026-02-24T04:26:00Z,86.00,16.00
2026-02-24T04:28:00Z,86.00,16.00
2026-02-24T04:29:00Z,86.00,16.00
2026-02-24T04:30:00Z,86.00,16.00
2026-02-24T04:31:00Z,86.00,16.00
2026-02-24T04:34:00Z,86.00,16.00
2026-02-24T04:35:00Z,85.00,14.00
2026-02-24T04:36:00Z,84.00,16.00
2026-02-24T04:37:00Z,85.00,16.00
2026-02-24T04:38:00Z,85.00,15.90
2026-02-24T04:39:00Z,85.00,15.76
2026-02-24T04:40:00Z,87.61,16.00
2026-02-24T04:41:00Z,87.61,16.00
2026-02-24T04:42:00Z,87.00,17.36
2026-02-24T04:43:00Z,89.00,14.65
2026-02-24T04:44:00Z,89.00,12.35
2026-02-24T04:45:00Z,90.00,12.39
2026-02-24T04:46:00Z,91.72,11.54
2026-02-24T04:47:00Z,89.85,11.48
2026-02-24T04:48:00Z,85.95,13.90
2026-02-24T04:49:00Z,87.02,15.78
2026-02-24T04:50:00Z,84.75,17.75
2026-02-24T04:51:00Z,84.77,16.99
2026-02-24T04:52:00Z,84.95,22.44
2026-02-24T04:53:00Z,85.75,14.55
2026-02-24T04:54:00Z,86.80,15.00
2026-02-24T04:55:00Z,86.83,14.47
2026-02-24T04:56:00Z,89.08,11.00
2026-02-24T04:57:00Z,88.00,13.53
2026-02-24T04:58:00Z,87.13,13.15
2026-02-24T04:59:00Z,88.88,13.04
2026-02-24T05:00:00Z,87.99,13.53
2026-02-24T05:01:00Z,87.12,13.19
2026-02-24T05:02:00Z,85.00,14.59
2026-02-24T05:03:00Z,88.61,13.41
2026-02-24T05:04:00Z,91.09,9.13
2026-02-24T05:05:00Z,93.89,7.55
2026-02-24T05:06:00Z,94.00,7.26
2026-02-24T05:07:00Z,93.31,6.49
2026-02-24T05:08:00Z,94.00,6.67
2026-02-24T05:09:00Z,94.59,6.81
2026-02-24T05:10:00Z,94.00,7.37
2026-02-24T05:11:00Z,95.03,5.88
2026-02-24T05:12:00Z,96.04,4.48
2026-02-24T05:13:00Z,97.41,2.41
2026-02-24T05:14:00Z,96.49,3.80
2026-02-24T05:15:00Z,97.00,4.10
2026-02-24T05:16:00Z,97.44,3.26
2026-02-24T05:17:00Z,98.13,2.69
2026-02-24T05:18:00Z,97.85,2.83
2026-02-24T05:19:00Z,97.41,2.01
2026-02-24T05:20:00Z,98.36,1.61
2026-02-24T05:21:00Z,99.00,1.06
2026-02-24T05:22:00Z,99.00,1.00
2026-02-24T05:23:00Z,98.00,1.00
2026-02-24T05:24:00Z,98.00,1.00
2026-02-24T05:25:00Z,99.00,1.00
2026-02-24T05:26:00Z,99.00,1.00
2026-02-24T05:27:00Z,99.00,1.00
2026-02-24T05:28:00Z,99.00,1.00
2026-02-24T05:29:00Z,99.00,1.86
2026-02-24T05:30:00Z,99.00,1.56
2026-02-24T05:31:00Z,99.00,2.00
2026-02-24T05:32:00Z,99.00,1.98
2026-02-24T05:33:00Z,99.00,1.07
2026-02-24T05:34:00Z,99.00,1.00
2026-02-24T05:35:00Z,99.00,1.00
2026-02-24T05:36:00Z,99.00,1.00
2026-02-24T05:37:00Z,99.00,1.00
2026-02-24T05:38:00Z,99.00,1.00
2026-02-24T05:39:00Z,99.00,1.00
2026-02-24T05:40:00Z,99.00,1.00
2026-02-24T05:41:00Z,99.00,1.00
2026-02-24T05:42:00Z,99.00,1.00
2026-02-24T05:43:00Z,99.00,1.00
2026-02-24T05:44:00Z,99.00,1.00
2026-02-24T05:45:00Z,99.00,1.00
2026-02-24T05:46:00Z,99.00,1.00
2026-02-24T05:47:00Z,99.00,1.00
2026-02-24T05:48:00Z,99.00,1.00
2026-02-24T05:49:00Z,99.00,1.00
2026-02-24T05:50:00Z,99.00,1.00
2026-02-24T05:51:00Z,99.00,1.00
2026-02-24T05:52:00Z,99.00,1.00
2026-02-24T05:54:00Z,99.00,1.00
2026-02-24T05:56:00Z,99.00,1.00
