# event_ticker=KXATPMATCH-26FEB17KOVSVA
# final_score=7-6(4) 6-3
# score_resolution=6-7 3-6
# match_winner=Zachary Svajda
# fav_player=Aleksandar Kovacevic
# dog_player=Zachary Svajda
# kalshi_date=2026-02-17
timestamp,Aleksandar Kovacevic,Zachary Svajda
2026-02-17T16:21:00Z,35.00,67.00
2026-02-17T16:22:00Z,35.00,67.00
2026-02-17T16:23:00Z,35.00,67.00
2026-02-17T16:24:00Z,35.00,67.00
2026-02-17T16:30:00Z,35.00,67.00
2026-02-17T16:31:00Z,33.25,67.00
2026-02-17T16:35:00Z,33.25,67.00
2026-02-17T16:36:00Z,33.25,67.00
2026-02-17T16:39:00Z,35.00,67.00
2026-02-17T16:40:00Z,33.01,67.00
2026-02-17T16:41:00Z,33.01,67.00
2026-02-17T16:42:00Z,35.00,67.00
2026-02-17T16:43:00Z,35.00,67.00
2026-02-17T16:44:00Z,35.00,67.00
2026-02-17T16:47:00Z,35.00,67.00
2026-02-17T16:49:00Z,35.00,67.00
2026-02-17T16:51:00Z,35.00,67.00
2026-02-17T16:56:00Z,35.00,67.00
2026-02-17T16:57:00Z,36.00,67.00
2026-02-17T16:58:00Z,36.00,66.80
2026-02-17T16:59:00Z,36.00,66.00
2026-02-17T17:00:00Z,36.00,67.00
2026-02-17T17:01:00Z,36.00,67.00
2026-02-17T17:03:00Z,36.00,67.00
2026-02-17T17:04:00Z,36.00,67.00
2026-02-17T17:05:00Z,36.00,67.00
2026-02-17T17:06:00Z,36.84,66.11
2026-02-17T17:07:00Z,37.00,66.00
2026-02-17T17:08:00Z,38.03,65.04
2026-02-17T17:09:00Z,38.76,64.03
2026-02-17T17:10:00Z,39.49,64.28
2026-02-17T17:11:00Z,39.00,63.71
2026-02-17T17:12:00Z,39.70,63.81
2026-02-17T17:13:00Z,40.00,63.79
2026-02-17T17:14:00Z,39.37,64.24
2026-02-17T17:15:00Z,40.00,64.00
2026-02-17T17:16:00Z,39.87,64.00
2026-02-17T17:17:00Z,37.13,64.56
2026-02-17T17:18:00Z,40.02,61.47
2026-02-17T17:19:00Z,42.44,59.26
2026-02-17T17:20:00Z,46.00,54.98
2026-02-17T17:21:00Z,42.05,60.68
2026-02-17T17:22:00Z,45.26,54.90
2026-02-17T17:23:00Z,47.41,54.06
2026-02-17T17:24:00Z,44.94,57.22
2026-02-17T17:25:00Z,43.19,58.59
2026-02-17T17:26:00Z,41.83,60.24
2026-02-17T17:27:00Z,45.06,54.74
2026-02-17T17:28:00Z,44.48,56.21
2026-02-17T17:29:00Z,45.00,56.00
2026-02-17T17:30:00Z,43.71,57.39
2026-02-17T17:31:00Z,47.10,54.14
2026-02-17T17:32:00Z,49.04,50.62
2026-02-17T17:33:00Z,45.97,53.83
2026-02-17T17:34:00Z,44.86,54.99
2026-02-17T17:35:00Z,48.45,51.39
2026-02-17T17:36:00Z,49.81,52.00
2026-02-17T17:37:00Z,49.66,51.84
2026-02-17T17:38:00Z,46.90,56.83
2026-02-17T17:39:00Z,47.27,55.50
2026-02-17T17:40:00Z,45.02,55.42
2026-02-17T17:41:00Z,48.42,55.27
2026-02-17T17:42:00Z,48.83,52.30
2026-02-17T17:43:00Z,47.15,54.35
2026-02-17T17:44:00Z,44.92,55.82
2026-02-17T17:45:00Z,41.07,60.53
2026-02-17T17:46:00Z,38.80,62.13
2026-02-17T17:47:00Z,44.15,58.27
2026-02-17T17:48:00Z,45.70,55.91
2026-02-17T17:49:00Z,45.30,56.15
2026-02-17T17:50:00Z,42.16,60.17
2026-02-17T17:51:00Z,44.96,56.83
2026-02-17T17:52:00Z,47.29,54.56
2026-02-17T17:53:00Z,46.57,55.00
2026-02-17T17:54:00Z,44.94,56.09
2026-02-17T17:55:00Z,42.92,59.69
2026-02-17T17:56:00Z,46.49,56.04
2026-02-17T17:57:00Z,38.63,59.96
2026-02-17T17:58:00Z,29.81,68.33
2026-02-17T17:59:00Z,38.11,63.83
2026-02-17T18:00:00Z,38.89,61.53
2026-02-17T18:01:00Z,30.25,68.49
2026-02-17T18:02:00Z,26.25,75.63
2026-02-17T18:03:00Z,20.86,79.04
2026-02-17T18:04:00Z,20.62,79.34
2026-02-17T18:05:00Z,20.90,79.94
2026-02-17T18:06:00Z,22.26,79.54
2026-02-17T18:07:00Z,27.52,73.70
2026-02-17T18:08:00Z,26.09,74.35
2026-02-17T18:09:00Z,25.61,76.26
2026-02-17T18:10:00Z,23.20,75.20
2026-02-17T18:11:00Z,22.46,78.86
2026-02-17T18:12:00Z,21.09,80.09
2026-02-17T18:13:00Z,16.04,85.53
2026-02-17T18:14:00Z,10.51,87.63
2026-02-17T18:15:00Z,11.79,88.90
2026-02-17T18:16:00Z,8.52,91.72
2026-02-17T18:17:00Z,5.72,94.66
2026-02-17T18:18:00Z,6.75,92.87
2026-02-17T18:19:00Z,11.81,88.57
2026-02-17T18:20:00Z,10.58,88.90
2026-02-17T18:21:00Z,9.13,90.84
2026-02-17T18:22:00Z,6.69,91.19
2026-02-17T18:23:00Z,12.43,87.36
2026-02-17T18:24:00Z,9.91,90.84
2026-02-17T18:25:00Z,12.74,86.17
2026-02-17T18:26:00Z,7.89,93.34
2026-02-17T18:27:00Z,7.18,93.69
2026-02-17T18:28:00Z,3.92,93.16
2026-02-17T18:29:00Z,8.94,92.52
2026-02-17T18:30:00Z,8.85,90.90
2026-02-17T18:31:00Z,6.96,93.31
2026-02-17T18:32:00Z,5.34,95.74
2026-02-17T18:33:00Z,5.82,95.62
2026-02-17T18:34:00Z,6.23,95.87
2026-02-17T18:35:00Z,6.11,94.70
2026-02-17T18:36:00Z,7.96,92.78
2026-02-17T18:37:00Z,5.86,94.53
2026-02-17T18:38:00Z,3.22,97.58
2026-02-17T18:39:00Z,2.91,97.36
2026-02-17T18:40:00Z,3.01,98.27
2026-02-17T18:41:00Z,2.96,97.34
2026-02-17T18:42:00Z,2.91,97.80
2026-02-17T18:43:00Z,5.06,95.15
2026-02-17T18:44:00Z,1.00,98.99
2026-02-17T18:45:00Z,1.00,99.00
2026-02-17T18:46:00Z,1.00,99.00
2026-02-17T18:47:00Z,1.00,99.00
