# event_ticker=KXATPMATCH-26FEB17KOVSVA
# final_score=7-6(4) 6-3
# score_resolution=6-7 3-6
# match_winner=Zachary Svajda
# fav_player=Aleksandar Kovacevic
# dog_player=Zachary Svajda
# kalshi_date=2026-02-17
timestamp,Aleksandar Kovacevic,Zachary Svajda
2026-02-17T05:27:00Z,,64.00
2026-02-17T05:35:00Z,40.00,64.00
2026-02-17T05:43:00Z,40.00,64.00
2026-02-17T07:03:00Z,40.00,64.00
2026-02-17T07:10:00Z,40.00,63.00
2026-02-17T07:28:00Z,40.00,63.00
2026-02-17T08:12:00Z,40.00,63.00
2026-02-17T08:31:00Z,39.00,63.00
2026-02-17T09:03:00Z,39.00,63.00
2026-02-17T09:04:00Z,39.00,63.00
2026-02-17T09:13:00Z,39.00,64.00
2026-02-17T09:24:00Z,39.00,64.00
2026-02-17T09:27:00Z,39.00,64.00
2026-02-17T09:40:00Z,39.00,64.00
2026-02-17T09:42:00Z,39.00,64.00
2026-02-17T09:45:00Z,39.00,64.00
2026-02-17T09:53:00Z,39.00,64.00
2026-02-17T09:56:00Z,39.00,64.00
2026-02-17T10:31:00Z,39.00,64.00
2026-02-17T11:07:00Z,39.00,64.00
2026-02-17T11:16:00Z,39.00,64.00
2026-02-17T11:18:00Z,39.00,64.00
2026-02-17T11:20:00Z,39.00,64.00
2026-02-17T11:23:00Z,39.00,64.00
2026-02-17T11:58:00Z,39.00,64.00
2026-02-17T12:03:00Z,39.00,64.00
2026-02-17T12:14:00Z,39.00,64.00
2026-02-17T12:37:00Z,39.00,64.00
2026-02-17T12:49:00Z,39.00,64.00
2026-02-17T12:57:00Z,37.17,64.00
2026-02-17T13:03:00Z,39.00,64.00
2026-02-17T13:06:00Z,39.00,64.00
2026-02-17T13:09:00Z,37.00,64.00
2026-02-17T13:16:00Z,37.00,64.00
2026-02-17T13:28:00Z,37.00,64.00
2026-02-17T13:37:00Z,39.00,64.00
2026-02-17T13:59:00Z,39.00,64.00
2026-02-17T14:00:00Z,39.00,65.00
2026-02-17T14:01:00Z,39.00,66.00
2026-02-17T14:02:00Z,39.00,65.00
2026-02-17T14:04:00Z,39.00,65.00
2026-02-17T14:08:00Z,36.00,65.00
2026-02-17T14:11:00Z,36.00,65.00
2026-02-17T14:14:00Z,36.00,65.00
2026-02-17T14:16:00Z,36.00,65.00
2026-02-17T14:22:00Z,36.00,66.00
2026-02-17T14:23:00Z,36.00,66.00
2026-02-17T14:24:00Z,36.00,66.00
2026-02-17T14:37:00Z,36.00,66.00
2026-02-17T14:50:00Z,36.00,66.00
2026-02-17T14:59:00Z,36.00,66.00
2026-02-17T15:01:00Z,36.00,66.00
2026-02-17T15:02:00Z,36.00,66.00
2026-02-17T15:03:00Z,36.00,65.00
2026-02-17T15:11:00Z,36.00,66.00
2026-02-17T15:25:00Z,36.00,66.00
2026-02-17T15:26:00Z,35.00,66.00
2026-02-17T15:27:00Z,35.00,66.00
2026-02-17T15:28:00Z,35.00,66.00
2026-02-17T15:31:00Z,35.00,66.00
2026-02-17T15:32:00Z,35.00,66.00
2026-02-17T15:39:00Z,35.00,67.00
2026-02-17T15:42:00Z,35.00,67.00
2026-02-17T15:44:00Z,35.00,67.00
2026-02-17T15:50:00Z,35.00,67.00
2026-02-17T15:51:00Z,35.00,67.00
2026-02-17T15:55:00Z,35.00,67.00
2026-02-17T15:58:00Z,35.00,67.00
2026-02-17T15:59:00Z,35.00,67.00
2026-02-17T16:00:00Z,35.00,67.00
2026-02-17T16:01:00Z,35.00,67.00
2026-02-17T16:02:00Z,35.00,67.00
2026-02-17T16:03:00Z,35.00,67.00
2026-02-17T16:06:00Z,33.07,67.00
2026-02-17T16:08:00Z,35.00,67.00
2026-02-17T16:09:00Z,35.00,67.00
2026-02-17T16:12:00Z,35.00,67.00
2026-02-17T16:14:00Z,35.00,67.00
2026-02-17T16:15:00Z,35.00,67.00
2026-02-17T16:17:00Z,35.00,67.00
2026-02-17T16:18:00Z,35.00,66.84
2026-02-17T16:20:00Z,35.00,67.00
