# event_ticker=KXATPMATCH-26MAY09TIRNOR
# final_score=6-3 7-5
# score_resolution=3-6 5-7
# match_winner=Thiago Agustin Tirante
# fav_player=Cameron Norrie
# dog_player=Thiago Agustin Tirante
# kalshi_date=2026-05-09
timestamp,Thiago Agustin Tirante,Cameron Norrie
2026-05-08T22:01:00Z,,62.00
2026-05-08T22:04:00Z,,62.00
2026-05-08T22:05:00Z,39.00,62.00
2026-05-08T22:13:00Z,39.00,62.00
2026-05-08T22:17:00Z,39.00,62.00
2026-05-08T22:18:00Z,39.00,62.00
2026-05-08T22:25:00Z,39.00,62.00
2026-05-08T22:27:00Z,39.70,62.00
2026-05-08T22:30:00Z,39.70,62.00
2026-05-08T22:47:00Z,39.70,62.00
2026-05-08T22:52:00Z,39.70,62.00
2026-05-08T22:55:00Z,39.70,62.00
2026-05-08T23:04:00Z,39.70,62.00
2026-05-08T23:06:00Z,39.70,61.00
2026-05-08T23:49:00Z,39.70,62.00
2026-05-08T23:50:00Z,39.70,62.00
2026-05-08T23:51:00Z,39.70,62.00
2026-05-09T00:00:00Z,39.70,62.00
2026-05-09T00:02:00Z,39.70,62.00
2026-05-09T00:05:00Z,40.00,62.00
2026-05-09T00:08:00Z,40.00,62.00
2026-05-09T00:10:00Z,40.00,62.00
2026-05-09T00:30:00Z,39.00,62.00
2026-05-09T00:37:00Z,39.00,62.00
2026-05-09T00:55:00Z,39.00,62.00
2026-05-09T00:58:00Z,40.00,62.00
2026-05-09T01:04:00Z,40.00,62.00
2026-05-09T01:10:00Z,40.00,62.00
2026-05-09T01:25:00Z,40.00,62.00
2026-05-09T01:28:00Z,40.00,62.00
2026-05-09T01:30:00Z,40.00,62.00
2026-05-09T01:36:00Z,39.00,62.00
2026-05-09T01:38:00Z,39.00,62.00
2026-05-09T01:39:00Z,39.00,62.00
2026-05-09T01:43:00Z,39.00,62.00
2026-05-09T01:50:00Z,39.00,62.00
2026-05-09T02:00:00Z,39.00,62.00
2026-05-09T02:06:00Z,39.00,61.00
2026-05-09T02:07:00Z,39.00,62.00
2026-05-09T02:08:00Z,39.00,62.00
2026-05-09T02:10:00Z,39.00,62.00
2026-05-09T02:13:00Z,39.00,62.00
2026-05-09T02:15:00Z,39.00,62.00
2026-05-09T02:19:00Z,39.00,62.00
2026-05-09T02:22:00Z,39.00,62.00
2026-05-09T02:24:00Z,39.00,62.00
2026-05-09T02:25:00Z,39.00,62.00
2026-05-09T02:30:00Z,39.51,62.00
2026-05-09T02:31:00Z,39.51,61.00
2026-05-09T02:33:00Z,39.51,62.00
2026-05-09T02:34:00Z,39.51,62.00
2026-05-09T02:35:00Z,40.00,62.00
2026-05-09T02:38:00Z,40.00,62.00
2026-05-09T02:40:00Z,40.00,62.00
2026-05-09T03:02:00Z,40.00,62.00
2026-05-09T03:04:00Z,39.00,62.00
2026-05-09T03:05:00Z,39.00,61.90
2026-05-09T03:07:00Z,39.00,62.00
2026-05-09T03:14:00Z,39.00,62.00
2026-05-09T03:15:00Z,40.00,62.00
2026-05-09T03:19:00Z,40.00,62.00
2026-05-09T03:27:00Z,40.00,62.00
2026-05-09T03:29:00Z,40.00,62.00
2026-05-09T03:30:00Z,40.00,62.00
2026-05-09T03:31:00Z,40.00,62.00
2026-05-09T03:33:00Z,40.00,62.00
2026-05-09T03:36:00Z,40.00,62.00
2026-05-09T03:43:00Z,40.00,62.00
2026-05-09T03:47:00Z,40.00,62.00
2026-05-09T03:50:00Z,40.00,62.00
2026-05-09T03:58:00Z,40.00,62.00
2026-05-09T03:59:00Z,40.00,62.00
2026-05-09T04:02:00Z,40.00,62.00
2026-05-09T04:04:00Z,40.00,62.00
2026-05-09T04:07:00Z,39.00,62.00
2026-05-09T04:15:00Z,39.00,62.00
2026-05-09T04:17:00Z,39.00,62.00
2026-05-09T04:20:00Z,39.00,62.00
2026-05-09T04:21:00Z,40.00,62.00
2026-05-09T04:22:00Z,40.00,62.00
2026-05-09T04:27:00Z,40.00,62.00
2026-05-09T04:30:00Z,40.00,62.00
2026-05-09T04:32:00Z,40.00,62.00
2026-05-09T04:34:00Z,40.00,62.00
2026-05-09T04:35:00Z,40.00,62.00
2026-05-09T04:36:00Z,40.00,62.00
2026-05-09T04:37:00Z,40.00,62.00
2026-05-09T04:38:00Z,39.00,62.00
2026-05-09T04:39:00Z,39.00,62.00
2026-05-09T04:40:00Z,39.00,62.00
2026-05-09T04:41:00Z,40.00,62.00
2026-05-09T04:42:00Z,40.00,62.00
2026-05-09T04:43:00Z,39.02,62.00
2026-05-09T04:44:00Z,39.02,62.00
2026-05-09T04:46:00Z,39.02,61.99
2026-05-09T04:47:00Z,40.00,61.99
