# event_ticker=KXATPMATCH-26FEB13SHADAV
# final_score=5-7 6-4 6-3
# score_resolution=7-5 4-6 3-6
# match_winner=Denis Shapovalov
# fav_player=Alejandro Davidovich Fokina
# dog_player=Denis Shapovalov
# kalshi_date=2026-02-13
timestamp,Alejandro Davidovich Fokina,Denis Shapovalov
2026-02-13T15:48:00Z,45.00,
2026-02-13T15:49:00Z,45.00,
2026-02-13T15:56:00Z,45.00,
2026-02-13T15:57:00Z,45.00,56.00
2026-02-13T16:02:00Z,45.00,56.00
2026-02-13T16:07:00Z,45.00,56.00
2026-02-13T16:08:00Z,45.00,56.00
2026-02-13T16:12:00Z,45.00,56.00
2026-02-13T16:15:00Z,45.00,56.00
2026-02-13T16:18:00Z,45.76,56.00
2026-02-13T16:33:00Z,45.76,56.00
2026-02-13T16:37:00Z,45.76,56.00
2026-02-13T16:38:00Z,45.76,56.00
2026-02-13T16:39:00Z,46.00,56.00
2026-02-13T16:45:00Z,46.00,56.00
2026-02-13T16:46:00Z,46.00,56.00
2026-02-13T16:50:00Z,46.00,56.00
2026-02-13T16:51:00Z,46.00,56.00
2026-02-13T16:55:00Z,46.00,56.00
2026-02-13T16:59:00Z,46.00,56.00
2026-02-13T17:00:00Z,46.00,56.00
2026-02-13T17:05:00Z,46.00,56.00
2026-02-13T17:09:00Z,46.00,56.00
2026-02-13T17:10:00Z,46.00,56.00
2026-02-13T17:13:00Z,46.00,56.00
2026-02-13T17:15:00Z,46.00,56.00
2026-02-13T17:19:00Z,46.00,55.00
2026-02-13T17:21:00Z,46.00,56.00
2026-02-13T17:24:00Z,46.00,56.00
2026-02-13T17:30:00Z,46.00,55.00
2026-02-13T17:32:00Z,46.00,56.00
2026-02-13T17:35:00Z,46.00,56.00
2026-02-13T17:43:00Z,46.00,56.00
2026-02-13T17:46:00Z,46.00,56.00
2026-02-13T17:48:00Z,45.00,56.00
2026-02-13T17:53:00Z,45.00,56.00
2026-02-13T18:00:00Z,45.00,56.00
2026-02-13T18:08:00Z,45.00,56.00
2026-02-13T18:09:00Z,45.00,56.00
2026-02-13T18:13:00Z,45.00,56.00
2026-02-13T18:17:00Z,45.00,55.00
2026-02-13T18:27:00Z,45.00,56.00
2026-02-13T18:33:00Z,45.00,56.00
2026-02-13T18:35:00Z,45.00,57.00
2026-02-13T18:36:00Z,45.00,57.00
2026-02-13T18:37:00Z,45.00,57.00
2026-02-13T18:41:00Z,45.00,57.00
2026-02-13T18:43:00Z,45.00,57.00
2026-02-13T18:44:00Z,45.00,57.00
2026-02-13T18:45:00Z,45.00,57.00
2026-02-13T18:46:00Z,45.00,57.00
2026-02-13T18:49:00Z,45.00,57.00
2026-02-13T18:57:00Z,45.00,57.00
2026-02-13T18:58:00Z,45.00,57.00
2026-02-13T18:59:00Z,45.00,57.00
2026-02-13T19:00:00Z,45.00,57.00
2026-02-13T19:04:00Z,45.00,57.00
2026-02-13T19:05:00Z,45.00,57.00
2026-02-13T19:06:00Z,45.00,57.00
2026-02-13T19:07:00Z,45.00,57.00
2026-02-13T19:10:00Z,45.00,57.00
2026-02-13T19:13:00Z,45.00,57.00
2026-02-13T19:15:00Z,45.00,57.00
2026-02-13T19:16:00Z,45.00,57.00
2026-02-13T19:17:00Z,45.00,57.00
2026-02-13T19:21:00Z,45.00,57.00
2026-02-13T19:22:00Z,45.00,55.00
2026-02-13T19:25:00Z,45.00,55.00
2026-02-13T19:28:00Z,45.00,56.00
2026-02-13T19:29:00Z,45.00,56.00
2026-02-13T19:32:00Z,45.00,55.00
2026-02-13T19:33:00Z,45.00,55.00
2026-02-13T19:34:00Z,45.00,56.00
2026-02-13T19:35:00Z,45.00,56.00
2026-02-13T19:36:00Z,45.00,56.00
2026-02-13T19:37:00Z,45.00,56.00
2026-02-13T19:44:00Z,45.00,56.00
2026-02-13T19:45:00Z,45.00,56.00
2026-02-13T19:46:00Z,45.00,56.00
2026-02-13T19:47:00Z,45.00,56.00
2026-02-13T19:51:00Z,45.00,56.00
2026-02-13T19:53:00Z,45.00,56.00
2026-02-13T19:55:00Z,44.00,56.00
2026-02-13T19:56:00Z,44.00,55.82
2026-02-13T19:58:00Z,44.00,56.00
2026-02-13T19:59:00Z,44.00,56.00
2026-02-13T20:00:00Z,44.00,56.00
2026-02-13T20:04:00Z,44.00,56.00
2026-02-13T20:05:00Z,44.00,56.00
2026-02-13T20:06:00Z,44.00,56.00
2026-02-13T20:07:00Z,44.00,56.00
2026-02-13T20:09:00Z,44.00,56.00
2026-02-13T20:12:00Z,45.00,57.00
2026-02-13T20:18:00Z,43.02,56.00
2026-02-13T20:25:00Z,43.02,57.00
2026-02-13T20:28:00Z,43.02,57.00
2026-02-13T20:30:00Z,44.00,57.00
2026-02-13T20:33:00Z,44.00,57.00
2026-02-13T20:34:00Z,44.00,56.00
2026-02-13T20:35:00Z,44.35,56.00
2026-02-13T20:36:00Z,44.35,55.00
2026-02-13T20:37:00Z,44.35,56.00
2026-02-13T20:39:00Z,44.35,57.00
2026-02-13T20:41:00Z,44.35,55.00
2026-02-13T20:45:00Z,44.35,57.00
2026-02-13T20:49:00Z,44.35,57.00
2026-02-13T20:51:00Z,44.35,57.00
2026-02-13T20:52:00Z,45.00,57.00
2026-02-13T20:54:00Z,45.00,56.00
2026-02-13T20:55:00Z,45.00,56.00
2026-02-13T20:56:00Z,45.00,56.00
2026-02-13T20:57:00Z,45.00,56.11
2026-02-13T20:58:00Z,45.00,55.00
2026-02-13T21:00:00Z,45.00,57.00
2026-02-13T21:01:00Z,45.00,57.00
2026-02-13T21:04:00Z,45.00,56.02
2026-02-13T21:05:00Z,45.00,56.02
2026-02-13T21:06:00Z,45.00,56.02
2026-02-13T21:07:00Z,45.00,57.00
2026-02-13T21:11:00Z,45.00,57.00
2026-02-13T21:16:00Z,45.00,57.00
2026-02-13T21:17:00Z,45.00,56.00
2026-02-13T21:19:00Z,45.00,57.00
2026-02-13T21:20:00Z,45.00,57.00
2026-02-13T21:21:00Z,45.00,57.00
2026-02-13T21:22:00Z,45.00,57.00
2026-02-13T21:24:00Z,45.00,57.00
2026-02-13T21:28:00Z,45.00,57.00
2026-02-13T21:31:00Z,45.00,57.00
2026-02-13T21:33:00Z,45.00,57.00
2026-02-13T21:36:00Z,45.00,57.00
2026-02-13T21:37:00Z,45.00,57.00
2026-02-13T21:38:00Z,45.00,57.00
2026-02-13T21:39:00Z,43.05,57.00
2026-02-13T21:41:00Z,44.00,57.00
2026-02-13T21:42:00Z,44.00,57.00
2026-02-13T21:43:00Z,44.00,57.00
2026-02-13T21:47:00Z,44.00,57.00
2026-02-13T21:48:00Z,44.00,57.00
2026-02-13T21:50:00Z,44.00,57.00
2026-02-13T21:54:00Z,44.00,57.00
2026-02-13T21:56:00Z,44.00,57.00
2026-02-13T21:58:00Z,44.00,57.00
2026-02-13T22:00:00Z,44.00,57.00
2026-02-13T22:01:00Z,44.00,56.00
2026-02-13T22:03:00Z,44.00,56.00
2026-02-13T22:08:00Z,44.00,56.00
2026-02-13T22:09:00Z,44.00,56.00
2026-02-13T22:10:00Z,44.00,56.00
2026-02-13T22:11:00Z,45.00,56.00
2026-02-13T22:12:00Z,45.00,55.90
2026-02-13T22:14:00Z,45.00,56.00
2026-02-13T22:15:00Z,45.00,55.00
2026-02-13T22:16:00Z,45.00,56.00
2026-02-13T22:17:00Z,45.00,56.00
2026-02-13T22:19:00Z,45.00,55.12
2026-02-13T22:20:00Z,44.00,56.00
2026-02-13T22:21:00Z,44.00,55.50
2026-02-13T22:22:00Z,45.00,56.00
2026-02-13T22:23:00Z,45.00,56.00
2026-02-13T22:24:00Z,44.00,55.00
2026-02-13T22:25:00Z,44.04,56.00
2026-02-13T22:26:00Z,43.00,57.00
2026-02-13T22:27:00Z,43.00,56.38
2026-02-13T22:28:00Z,44.66,56.38
2026-02-13T22:30:00Z,44.66,57.00
2026-02-13T22:34:00Z,45.00,57.00
2026-02-13T22:35:00Z,45.00,57.00
2026-02-13T22:36:00Z,44.83,57.00
2026-02-13T22:37:00Z,44.83,57.00
2026-02-13T22:38:00Z,45.00,57.00
2026-02-13T22:39:00Z,44.98,57.00
2026-02-13T22:40:00Z,43.00,57.00
2026-02-13T22:43:00Z,43.00,57.00
2026-02-13T22:44:00Z,43.00,57.00
2026-02-13T22:45:00Z,43.00,57.00
2026-02-13T22:46:00Z,44.00,57.00
2026-02-13T22:47:00Z,44.00,57.00
2026-02-13T22:48:00Z,44.00,57.00
2026-02-13T22:52:00Z,44.00,57.00
2026-02-13T22:53:00Z,44.81,57.00
2026-02-13T22:54:00Z,45.00,57.00
2026-02-13T22:56:00Z,45.00,57.00
